,First author,Year,Title,Journal,Abstract
0,"Cheng, Y",Jul 2018 ,China's hybrid global city region pathway: Evidence from the Yangtze River Delta,CITIES,"As the number of global cities grows and the extent of their city region hinterlands expands it is increasingly important to understand connectivity of cities within global city regions to the core city as well as connectivity of both the core city and the entire city region to other cities in the world city network. By investigating multi scalar network connectivity of Shanghai both to cities in its hinterland and the world city network from 2000 to 2013, this article concludes that Shanghai's status as a global city is based both on connections to cities within the region and connections of Shanghai municipality to other cities in the world city network. Based on measures of connectivity such as connectedness of advanced producer service firms, airport arrivals and departures, and container TEUs, since 2000 Shanghai has become one of the most connected cities in the world. However, Shanghai's global connectivity is not the same as its importance in the world economy. The market value of firms listed on the Shanghai stock exchange, foreign exchange turnover, and international transshipments from the Port of Shanghai are modest compared to other leading global cities. City network analysis within the Shanghai mega-city region provides a novel explanation for this apparent paradox. Shanghai's global connectivity is strongly influenced by its close connection with its hinterland, the Yangtze River Delta, and elsewhere in China. Shanghai's rapidly growing global connectivity is largely a result of the emergence of the Yangtze River Delta as a global city region. Shanghai, as the core city in the city region, is both a hub connecting flows of goods, capital, people, and information within the Yangtze River Delta region and a gateway through which other cities in the city region connect to the world city network. Scholars worldwide can apply the methods used in this article to illuminate the hybrid global city pathway.Show less"
1,"Xie, ZQ",Jun 2015 ,"Improving the forecast precision of river stage spatial and temporal distribution using drain pipeline knowledge coupled with BP artificial neural networks: a case study of Panlong River, Kunming, China",NATURAL HAZARDS,"Artificial neural network technologies are frequently used in flood disaster simulations to aid regional disaster analyses. However, despite being an important factor that affects urban waterlogging, urban underground pipeline knowledge is seldom coupled with artificial neural networks or applied to urban waterlogging simulations. This article presents a simulation of urban waterlogging that utilises professional knowledge of urban underground drain pipelines coupled with BP artificial neural networks. Using this method, actual input weights are computed to simulate the river stage variations in the Panlong River of Kunming, China, for 35 consecutive hours during a heavy rainstorm that took place on 19 July 2013. The artificial neural network is coupled with drain pipeline knowledge, and river stage variations during this heavy rainfall are successfully simulated. The study results indicate that, in comparison with traditional BP neural network simulation methods, the use of knowledge of urban drain pipelines coupled with artificial neural networks yields more precise forecasting results for the urban river stage, with 85.7 % of all simulated river stage values corresponding closely with observed values. To support decision-making based on urban waterlogging forecasts, a map showing the impact distribution of the maximum river stage of Panlong River on the day of field study is provided. The results of the simulations show that the predicted locations of river water overflow were similar to the observed locations.Show less"
2,"Shen, YC",Feb 2020 ,Coupling relationship between green production and green consumption: Case of the Yangtze River Delta area,NATURAL RESOURCE MODELING,"Green production and green consumption have always been topics of concern. This study explores the coupling relationship between green production and green consumption by setting up a coupling coordination degree model using 2006-2015 panel data for the Yangtze River Delta area. The results highlight that, first, the contribution rate of the tertiary industry to the gross domestic product index is the key factor influencing green production. Meanwhile, passenger volume in the public traffic index is the main factor impacting green consumption. Second, while both green production and consumption levels have somewhat improved in the area, the gap between them continues to widen. Furthermore, the improvement in green consumption lags behind that in green production. Finally, the coupling coordination degree between green production and consumption in the area shows an increasing trend, although at a low level. These findings suggest that governments should focus on improving green consumption to increase the coupling coordination degree.Show less"
3,"Gashi, F",2009 ,"ANALYSIS OF SEDIMENTS OF THE FOUR MAIN RIVERS (DRINI I BARDHE, MORAVA E BINCES, LEPENC AND SITNICA) IN KOSOVO",FRESENIUS ENVIRONMENTAL BULLETIN,"Mineralogical, geochemical and contamination status of stream sediments of the rivers Drini i Bardhe, Morava e Binces, Lepenc and Sitnica, which are of supra-regional interest, are presented for the first time. From the results obtained by X-ray fluorescence spectroscopy (XRF), it was concluded that the sediments of Drini i Bardhe River are weathering products of sandstones; the sediments of Morava e Binces, Sitnica and of the upper course of Lepenc are weathering products of magmatic rocks and sandstones; the sediments of the lower stretch of Lepenc are weathering products of magmatic rocks, sandstones and carbonates. The concentration of major and minor elements was determined by inductively coupled plasma mass spectroscopy (ICP-MS), the amounts of P and S by inductively coupled plasma in combination with optical emission spectrophotometry (ICP-OES), and the amounts of Hg by cold vapor in combination with adsorption atomic spectroscopy (CV-AAS). Assessment of sediment contamination with toxic elements was performed by comparison with the existing criteria for sediment quality. Results obtained by the box plot method showed the regions with determined anomalous element concentration values in stream sediments of Kosovo. Two locations in Sitnica River at Fushe Kosova (Kosovo Poije) and Mitrovica are significantly polluted as a result of Zn and Pb ore processing and Zn electrolysis. In the lower course of Morava River, sediments are contaminated with Cd. Increased concentrations of Mn were observed near the source of Drini i Bardhe River, suggesting natural origin. Continuation of sediment monitoring is recommended, particularly on Sitnica and Morava rivers, which flow through Serbia to enter ultimately the Black Sea.Show less"
4,"Westhoff, MC",2011 ,"Quantifying spatial and temporal discharge dynamics of an event in a first order stream, using distributed temperature sensing",HYDROLOGY AND EARTH SYSTEM SCIENCES,"Understanding the spatial distribution of discharge can be important for water quality and quantity modeling. Non-steady flood waves can, particularly as a result of short high intensity summer rainstorms, influence small headwater streams significantly. The aim of this paper is to quantify the spatial and temporal dynamics of stream flow in a headwater stream during a summer rainstorm. These dynamics include gains and losses of stream water, the effect of bypasses that become active and hyporheic exchange fluxes that may vary over time as a function of discharge. We use an advection-dispersion model coupled with an energy balance model to simulate in-stream water temperature, which we compare with high resolution temperature observations obtained with Distributed Temperature Sensing. This model was used as a learning tool to stepwise unravel the complex puzzle of in-stream processes subject to varying discharge. Hypotheses were tested and rejected, which led to more insight in the spatial and temporal dynamics in discharge and hyporheic exchange processes. We showed that, for the studied stream infiltration losses increase during a small rain event, while gains of water remained constant over time. We conclude that, eventually, part of the stream water bypassed the main channel during peak discharge. It also seems that hyporheic exchange varies with varying discharge in the first 250m of the stream; while further downstream it remains constant. Because we relied on solar radiation as the main energy input, we were only able to apply this method during a small summer storm and low flow conditions. However, when additional (artificial) energy is available, the presented method is also applicable in largerShow less"
5,"Paillex, A",Jun 2015 ,Testing predictions of changes in alien and native macroinvertebrate communities and their interaction after the restoration of a large river floodplain (French Rhone),FRESHWATER BIOLOGY,"Large river floodplains contain a high diversity of habitats and species but are highly threatened by human activities. River floodplain restoration is increasingly undertaken to reverse biodiversity loss and enhance ecosystem services. Few studies have examined the consequences on the biota of restoring lateral connectivity, a key variable that represents the exchange of materials and organisms between the river and its floodplain. We developed models to describe the richness and abundance of aquatic macroinvertebrates in 18 channels of the Rhone floodplain and predict how restoration (i.e. the increase in lateral connectivity of floodplain channels) should alter the native and alien communities. Models quantified how richness and abundance decrease for lentic taxa and increase for lotic and alien taxa with higher connectivity between the floodplain channels and the main channel. Predicted changes were weakly related to overall observed changes when all restored channels were combined, but consistent with observed changes when floodplain channels were grouped by restoration type. We highlighted that restoration interventions modifying lateral connectivity induced a change of lentic and lotic taxa richness in accordance with the predictions. Richness of alien taxa was favoured by restoration more than predicted; however, no interaction between alien species changes and native species was detected after restoration. Restoration of the ecosystem predictably transformed native communities and encouraged alien species, at least over the 4years studied. Our findings demonstrate that lateral connectivity is a key variable driving macroinvertebrate communities in large river floodplains and that the response of macroinvertebrates to restoration of a disturbance-driven ecosystem can in part be predicted. Therefore, the outcome of restoration programmes can be optimised by quantifying lateral connectivity before and after restoration.Show less"
6,"Huang, JH",2nd International Yellow River Forum,Overview for Study on Ecological and Environmental Water Demand in the Main Stem of the Yellow River,,
7,"Tummers, JS",Nov 1 2016 ,Evaluating the effectiveness of restoring longitudinal connectivity for stream fish communities: towards a more holistic approach,SCIENCE OF THE TOTAL ENVIRONMENT,"A more holistic approach towards testing longitudinal connectivity restoration is needed in order to establish that intended ecological functions of such restoration are achieved. We illustrate the use of a multi-method scheme to evaluate the effectiveness of 'nature-like' connectivity restoration for stream fish communities in the River Deerness, NE England. Electric-fishing, capture-mark-recapture, PIT telemetry and radio-telemetry were used to measure fish community composition, dispersal, fishway efficiency and upstream migration respectively. For measuring passage and dispersal, our rationale was to evaluate a wide size range of strong swimmers (exemplified by brown trout Salmo trutta) and weak swimmers (exemplified by bullhead Cottus perifretum) in situ in the stream ecosystem. Radio-tracking of adult trout during the spawning migration showed that passage efficiency at each of five connectivity-restored sites was 81.3-100%. Unaltered (experimental control) structures on the migration route had a bottle-neck effect on upstream migration, especially during low flows. However, even during low flows, displaced PIT tagged juvenile trout (total n=153) exhibited a passage efficiency of 70.1-93.1% at two nature-like passes. In mark-recapture experiments juvenile brown trout and bullhead tagged (total n=5303) succeeded in dispersing upstream more often at most structures following obstacle modification, but not at the two control sites, based on a Laplace kernel modelling approach of observed dispersal distance and barrier traverses. Medium-termpost-restoration data (2-3 years) showed that the fish assemblage remained similar at five of six connectivity-restored sites and two control sites, but at one connectivity-restored headwater site previously inhabited by trout only, three native non-salmonid species colonized. We conclude that stream habitat reconnection should support free movement of a wide range of species and life stages, wherever retention of such obstacles is not needed to manage non-native invasive species. Evaluation of the effectiveness of fish community restoration in degraded streams benefits from a similarly holistic approach. (C) 2016 Elsevier B.V. All rights reserved.Show less"
8,"Gosch, NJC",Nov 2021 ,Floodplain connectivity and age-0 sturgeon prey consumption in the lower Missouri River,RIVER RESEARCH AND APPLICATIONS,"Floodplains are generally considered important nursery habitat for young fish, but little information exists regarding the importance of this habitat for Scaphirhynchus sturgeon. During 2019, the lower Missouri River experienced widespread, prolonged floodplain connectivity, and this study provides the first documentation of age-0 Scaphirhynchus sturgeon floodplain prey consumption. Individuals captured on the floodplain primarily consumed chironomids, but the amount of prey consumed was similar to or lower than individuals captured from nearby mainstem reaches and a side-channel during previous years. Similarly, 2019 floodplain sampling often yielded lower age-0 sturgeon condition when assessing length-weight relationships among years. Further downstream, we also analyzed diets from 2019 in two mainstem reaches below Kansas City for comparison with data from 2014 to 2015. In both reaches, 2019 condition was lower than 2014 and 2015 despite a relatively higher growth rate. The amount of prey consumed in 2019 was also similar to or lower than 2014 and 2015 in Glasgow Reach, whereas 2019 yielded the highest prey consumption in Monarch Reach. Our results suggest that the 2019 high-water event did not yield increased prey consumption or condition for age-0 sturgeon on the floodplain, while the findings for mainstem habitats below Kansas City were inconsistent. Overall, empty stomachs were rare regardless of capture location and floodplain individuals appeared to be growing and surviving despite the observed differences. These results address an important information gap for age-0 sturgeon and future data from additional floodplain sites would provide valuable context regarding the applicability of these findings to other areas.Show less"
9,"Furst, DJ",2014 ,Floodplain connectivity facilitates significant export of zooplankton to the main River Murray channel during a flood event,INLAND WATERS,"This study assessed the role that floods play in providing lateral connectivity between riverine habitats and floodplains, stimulating productivity and contributing zooplankton from the floodplain to the river channel. The study took place on the Chowilla Floodplain of the River Murray, Australia, and the adjacent River Murray Channel throughout the 2010-2011 floods. We found that a considerable transfer of zooplankton from the floodplain into the river channel occurred. Average zooplankton abundance was higher on the floodplain than the main river channel and increased the zooplankton abundance in the river channel downstream. At the peak of the flood, flows reached similar to 93 000 megalitres per day (ML d(-1)), inundating similar to 67 km(2) of floodplain. At the time of this study, up to 6.3 +/- 1.6 (SD) tonnes per day of zooplankton (dryweight) was being exported from the Chowilla floodplain. Differences in species assemblages were also observed within the River Murray, which seemed to be caused by the influence of the Chowilla Floodplain. This study demonstrated that floodplains provide significant zooplankton biomass, which constitutes a resource input into the riverine food web. These results provide some evidence for the Flood Pulse Concept, which highlights the importance of lateral hydrological connectivity between riverine habitats and floodplains in stimulating productivity and providing a linkage between habitats for biota. Management of regulated lowland rivers should consider not only the provision of water to the floodplain, but also the return of the floodplain waters to the river to sustain riverine food webs.Show less"
