,First author,Year,Title,Journal,Abstract
0,"Fudyma, JD",Jan 18 2021 ,Coupled Biotic-Abiotic Processes Control Biogeochemical Cycling of Dissolved Organic Matter in the Columbia River Hyporheic Zone,FRONTIERS IN WATER,"A critical component of assessing the impacts of climate change on watershed ecosystems involves understanding the role that dissolved organic matter (DOM) plays in driving whole ecosystem metabolism. The hyporheic zone-a biogeochemical control point where ground water and river water mix-is characterized by high DOM turnover and microbial activity and is responsible for a large fraction of lotic respiration. Yet, the dynamic nature of this ecotone provides a challenging but important environment to parse out different DOM influences on watershed function and net carbon and nutrient fluxes. We used high-resolution Fourier-transform ion cyclotron resonance mass spectrometry to provide a detailed molecular characterization of DOM and its transformation pathways in the Columbia river watershed. Samples were collected from ground water (adjacent unconfined aquifer underlying the Hanford 300 Area), Columbia river water, and its hyporheic zone. The hyporheic zone was sampled at five locations to capture spatial heterogeneity within the hyporheic zone. Our results revealed that abiotic transformation pathways (e.g., carboxylation), potentially driven by abiotic factors such as sunlight, in both the ground water and river water are likely influencing DOM availability to the hyporheic zone, which could then be coupled with biotic processes for enhanced microbial activity. The ground water profile revealed high rates of N and S transformations via abiotic reactions. The river profile showed enhanced abiotic photodegradation of lignin-like molecules that subsequently entered the hyporheic zone as low molecular weight, more degraded compounds. While the compounds in river water were in part bio-unavailable, some were further shown to increase rates of microbial respiration. Together, river water and ground water enhance microbial activity within the hyporheic zone, regardless of river stage, as shown by elevated putative amino-acid transformations and the abundance of amino-sugar and protein-like compounds. This enhanced microbial activity is further dependent on the composition of ground water and river water inputs. Our results further suggest that abiotic controls on DOM should be incorporated into predictive modeling for understanding watershed dynamics, especially as climate variability and land use could affect light exposure and changes to ground water essential elements, both shown to impact the Columbia river hyporheic zone.Show less"
1,"DiStefano, RJ",Mar 2009 ,Imperiled crayfishes use hyporheic zone during seasonal drying of an intermittent stream,JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,"Despite the prevalence and importance of intermittent streams, few studies have examined their use by crayfishes. We documented persistence in an intermittent stream and use of the hyporheic zone by 2 imperiled crayfishes, Orconectes williamsi and Orconectes meeki meeki, upon stream drying. During 2005 to 2007, we monitored summer flows and crayfish densities in 10 riffles in a Missouri (US) Ozark stream to document stream drying and crayfish persistence. Stream drying variables were riffle wetted area (m(2)) and current velocity (m/s). Crayfish density estimates were obtained with a quadrat sampler. We sampled monthly (May-August 2006) to examine crayfish response to decreased flows, and excavated dry quadrat samples (to 30 cm depth) after surface flows ceased. Over 2 periods during summer 2007, we used baited traps in the stream and a downstream reservoir where the stream terminates to examine whether crayfish migrated from the stream to permanent water in response to drying. Riffles dried significantly by July, few had surface water present by August, and all were rewetted by the following June. Annual June densities of O. williamsi remained stable throughout the study, whereas densities of O. m. meeki were lower in 2007 than 2005. Both species burrowed to the hyporheic zone during drying, and crayfish densities were similar to those estimated in riffles before drying. We found no evidence that either species migrated to permanent water in the reservoir during drying. Use by crayfish of the hyporheic zone during drying and interannual persistence in intermittent streams suggests that hyporheic habitats are important for conservation of these crayfishes. Our study contributes to the increasing body of knowledge that indicates the importance of intermittent streams for conservation of freshwater biodiversity.Show less"
2,"Kiel, BA",Jun 2014 ,Lateral hyporheic exchange throughout the Mississippi River network,NATURE GEOSCIENCE,"River water circulates vertically through the river bed and laterally through bank sediments(1-4). This hyporheic exchange brings river water into contact with microbes in the adjacent sediments, otherwise known as the hyporheic exchange zone. As such, hyporheic zones act as hotspots for the biogeochemical cycling of carbon, metals and nutrients in rivers(1,2,5-8), and can, for example, influence the export of nitrogen to downstream ecosystems(5,9,10). Here, we calculate the extent and duration of lateral hyporheic exchange throughout the Mississippi River network, using a physics-based numerical model that takes into account the distribution of groundwater baseflow, river discharge, alluvium permeability and river morphology(3,4). We find that in our simulations, lateral exchange occurs throughout the network: practically all of the river water that reaches the mouth of the Mississippi River network has circulated through the lateral hyporheic zone. River water residence time in the hyporheic zone ranges from less than an hour in headwaters to over a month in larger channels. Comparison of the residence times that we derive to a previously reported residence time threshold for denitrification suggests that around one quarter of the lateral hyporheic zones in the Mississippi River network favour denitrification, and thus nitrogen loss. Given that river water can circulate many times through the river bank before reaching the river mouth, and can undergo vertical exchange with the river bed, we suggest that our estimates serve as a lower limit for potential nitrogen loss.Show less"
3,"Zhou, T",Aug 2013 ,Reshaping of the hyporheic zone beneath river restoration structures: Flume and hydrodynamic experiments,WATER RESOURCES RESEARCH,"In-channel stream restoration structures readjust surface water hydraulics, streambed pressure, and subsurface hyporheic exchange characteristics. In this study, we conducted flume experiments (pool-riffle amplitude of 0.03 m and wavelengths of 0.5 m) and computational fluid dynamic (CFD) simulations to quantify how restoration structures impacted hyporheic penetration depth, D-p, and hyporheic vertical discharge rate, Q(v). Restoration structures were channel-spanning vanes with subsurface footers placed in the gravel bed at each riffle. Hyporheic vertical discharge rate was estimated by analyzing solute concentration decay data, and maximum hyporheic penetration depth was measured as the interface between hyporheic water and groundwater using dye tracing experiments. The CFD was verified with literature-based flume hydraulic data and with D-p and Q(z) observations, and the CFD was then used to document how D-p and Q(z) varied with flume discharge, Q, ranging from 1 to 15 L/s (3E+03hyporheic zone. Q(z) had a positive linear relationship with Q, while D-p initially grew as Q increased, but then shrunk when a hydraulic jump with low streambed pressured formed downstream of the structure. The restoration structures created counter-acting forces of increased downwelling head due to backwater effects, and increased upwelling due to low streambed pressure and standing waves downstream of the structure.Key Points in-channel structures accelerate the hyporheic exchange rate in-channel structures reduce the hyporheic exchange zone higher flow rate induces greater hyporheic exchange rateShow less"
4,"Sobczak, WV",Nov 2002 ,Variation in bioavailability of dissolved organic carbon among stream hyporheic flowpaths,ECOLOGY,"Dissolved organic carbon (DOC) dominates the flux of organic matter in most stream ecosystems, but the proportion susceptible to microbial degradation is often presumed to be low. The fraction of bulk DOC contributing to microbial metabolism was assessed in five streams representing the regional range in surface-water DOC concentration in eastern New York State, USA (range 0.5-7.7 mg/L; n = 82). Transects of shallow wells along two hyporheic flowpaths (i.e., saturated sediments found below and lateral to the open-stream channel in active exchange with surface waters) in each of five streams were sampled monthly at baseflow to determine changes in subsurface DOC and dissolved oxygen concentrations. Hyporheic DOC concentrations ranged from 50% to 100% of surface-water concentrations and decreased along hyporheic flowpaths in four of five streams. Dissolved oxygen losses along hyporheic flowpaths paralleled DOC loss, and bacterial activity on tiles incubated at points along the flowpaths generally declined as hyporheic DOC was depleted. DOC losses along natural flowpaths exceeded the quantity of DOC lost during laboratory bottle incubations, even when samples were amended with inorganic nutrients. Hyporheic mesocosms were used to examine the fate of stream-derived DOC along replicated flowpaths under controlled hydrologic conditions. The overall patterns of DOC losses along mesocosm flowpaths supplied with water from previously studied. streams were similar to DOC losses along natural flowpaths. DOC declines were paralleled by declines in bacterial activity and dissolved oxygen. Mesocosm results indicated that variation in percentage of DOC loss along natural flowpaths was not a function of dilution, residence time, or initial DOC concentration and-that subsurface DOC dynamics were linked to variation in microbial metabolism.The fraction of total. DOC available for metabolism varied markedly among regional streams and was independent of initial DOC concentration. DOC near the end of hyporheic flowpaths was not subject to further degradation, regardless of the bioavailability of surface-water DOC entering these flowpaths. Hence, in streams with significant hyporheic exchange, the amount and bioavailability of DOC transported to downstream ecosystems may be affected by subsurface metabolism. DOC depletion during hyporheic transport may provide a general in situ measure of bioavailable DOC in surface water and be a powerful predictor of rates of heterotrophic activity in sediments at the reach level.Show less"
5,"BOULTON, AJ",1993 ,"STREAM ECOLOGY AND SURFACE HYPORHEIC HYDROLOGIC EXCHANGE - IMPLICATIONS, TECHNIQUES AND LIMITATIONS",,"In many streams with coarse substrata, there is continuous exchange between surface water and interstitial (hyporheic) water. Upwelling hyporheic water usually contains less dissolved oxygen and may provide nutrients that are limiting in the surface water. Downwelling stream water carries oxygen, surface detritus and other material to the hyporheic zone where microbes and invertebrates reside. The magnitude and direction of this hydrologic exchange can be measured using relatively simple techniques (such as dye injections and mini-piezometers) although there are some important limitations to consider. As hydrologic exchange has been shown to affect the distribution of benthic algae and invertebrates in some streams, this variable has implications for a variety of lotic studies including those of drift, leaf breakdown, benthic invertebrate colonization, sedimentation, and nutrient limitation. Experiments in flumes and artificial stream channels usually remove the influence of hydrologic exchange although it would be possible to incorporate this into their design. Stream ecologists should consider assessing the significance of the hyporheic zone to surface processes by quantifying the vectors of hydrologic exchange to ascertain how these may affect results of work conducted on the benthos at a variety of scales.Show less"
6,"Ren, J",Aug 11 2020 ,Quantification of the temporal-spatial distributions characteristics of streambed hyporheic exchange fluxes with the seasonal variation using heat as a tracer,ENVIRONMENTAL EARTH SCIENCES,"Groundwater-surface water interaction, particularly on exchange fluxes between streams and aquifers, plays a large role in the prerequisite conditions for the study of contaminants and nutrients in the hyporheic zone. One way to quantify these fluxes is by using heat as an environmental tracer. This study quantitatively analyzes the spatial heterogeneity and uncertainty of the vertical turbulent flow of a canopy in the Walker River Basin in Nevada, USA, using the thermal tracer method and the VFLUX software tool. Using the high spatial resolution temperature data measured by the US Geological Survey in the Walker River Basin in Nevada, with the finite element software, COMSOL Multiphysics, it establishes a two-dimensional, full-transect, water-thermal coupling calculation model for the river. The results show that long-term vertical hyporheic flux is between - 111.78 and 86.07 L/m(2)/d. The average vertical hyporheic flux under seasonal conditions was - 44.35 L/m(2)/d and - 36.78 L/m(2)/d in summer and winter, respectively, and the flux exhibits a non-monotonic change with increasing depth. By observing the similarity between the spatial distribution of streambed hyporheic exchange fluxes in winter and summer, as well as the distribution of the streambed profile temperature field, it was found that the spatial distribution of the average streambed hyporheic exchange fluxes can be clearly shown by the streambed profile temperature field in the corresponding season.Show less"
7,"Osenbruck, K",May 2013 ,"Assessing hyporheic exchange and associated travel times by hydraulic, chemical, and isotopic monitoring at the Steinlach Test Site, Germany",ENVIRONMENTAL EARTH SCIENCES,"First results of a multi-disciplinary hyporheic monitoring study are presented from the newly established Steinlach Test Site in Southern Germany. The site is located in a bend of the River Steinlach (mean discharge of 1.8 mA(3)/s) underlain by an alluvial sandy gravel aquifer connected to the stream. The overall objective is a better understanding of hyporheic exchange processes at the site and their interrelations with microbial community dynamics and biochemical reactions at the stream-groundwater interface. The present paper focuses on the distribution of lateral hyporheic exchange fluxes and their associated travel times at the Steinlach Test Site. Water level dynamics in various piezometers correspond to the different domains of hydraulic conductivity in the shallow aquifer and confirms hyporheic exchange of infiltrated stream water across the test site. Hydrochemical compositions as well as increased damping of continuous time series of electrical conductivity (EC) and temperature at the respective piezometers confirmed the inferred distribution of hyporheic flowpaths. Mean travel times ranging from 0.5 days close to the stream to more than 8 days in the upstream part of the test site could be estimated from deconvolution of EC and delta O-18-H2O data. The travel times agree well with the presumed flowpaths. Mg/Ca ratios as well as model fits to the EC and delta O-18 data indicate the presence of an additional water component in the western part of the test site which most likely consists of hillslope water or groundwater. Based on the mean travel times, the total lateral hyporheic exchange flux at the site was estimated to be of the order of 1-2 L/s.Show less"
8,"Dole-Olivier, MJ",Jan 1 2019 ,Do thermal infrared (TIR) remote sensing and direct hyporheic measurements (DHM) similarly detect river-groundwater exchanges? Study along a 40 km-section of the Ain River (France),SCIENCE OF THE TOTAL ENVIRONMENT,"Water exchanges through the hyporheic zone are crucial to many ecological processes in streams. One major challenge for river managers is to find a practical method for localizing these exchanges using rapid data acquisition techniques. This work compares spatially continuous data, acquired by Thermal Infrared (TIR) techniques, with discrete data collected in surface water and in the hyporheic zone (DHM), at sites of expected water exchanges (gravel bars). Forty gravel bars, distributed along a 40 km-sector of the Ain River were sampled at upstream- and downstream-bar positions (80 sites) in order to reveal hyporheic exchanges. At each site, 4 physico-chemical parameters were measured at 0, -20 and -50 cm beneath the sediment surface. The field collections of TIR high-resolution images were conducted concomitantly, at low flow and high surface-water temperatures. Among the 80 sites selected for field measurements, 14 were identified as upwellings (groundwater inputs) and 66 as downwelling sites. From those 14 upwellings, 13 were also identified with TIR. The 44 additional sites identified with TIR corresponded to small-sized cold-water patches situated along the gravel bars or to groundwater discharge sites located between the bars (19 lateral seeps). Nevertheless, the DHM method documented on downwelling exchanges (infiltration of surface water), which were not captured by TIR images, and may represent hyporheic hotspots especially for benthic invertebrates. Along the studied sector of the Ain River, these downwelling zones were much more numerous than upwelling ones. Both methods in combination provide a rather complete picture of water exchange along rivers and are needed to evaluate the potential as refuges zones during critical dry periods. (C) 2018 Published by Elsevier B.V.Show less"
9,"Mutz, M",5th International Meeting on River Botton,Processes of surface-subsurface water exchange in a low energy sand-bed stream,INTERNATIONAL REVIEW OF HYDROBIOLOGY,
