,First author,Year,Title,Journal,Abstract
0,"Maazouzi, C",Jan 2013 ,Nutrient dynamics in river bed sediments: effects of hydrological disturbances using experimental flow manipulations,JOURNAL OF SOILS AND SEDIMENTS,"River sediments play a crucial role in the storage and transformation of organic matter (OM). Nutrient dynamics are controlled by the interaction of several key parameters, i.e. river discharge, channel geometry and vertical exchanges of water (upwelling vs. downwelling zones). The main aim of this study was to evaluate the effect of channel forms and discharge variation on nutrient spiralling in the hyporheic zone (HZ) of streams.Four experimental flow manipulations (EFM) were carried out at two reaches with different channel forms (straight vs. sinuous) in an oligotrophic subtropical river in Australia. Flow manipulation consisted of reducing the river width with a temporary dam, diverting and concentrating the main water flux on two different geomorphological units (riffle vs. gravel bar), in order to simulate flooding conditions. Hyporheic waters were analysed for their physicochemical characteristics and nutrient (nitrates + nitrites = NO (x) and soluble reactive phosphorus [SRP]) and OM contents at two depths (10 and 50 cm) within the bed sediments, both upstream and downstream of the geomorphological units.The physicochemical parameters clearly demonstrated the existence of hyporheic flow paths, characterized by the alternation of downwelling and upwelling areas, with more consistent gradients in gravel bars than in riffles. The HZ acted as source for NO (x) and SRP, but this role varied between geomorphological units and reaches. The effect of EFM differed between sampling points, irrespective of the type of geomorphological unit. In gravel bars, a flush out during high discharge was observed for NO (x) , SRP and particulate organic matter (POM) at the sinuous channel, whereas storage and removal were recorded at the straight channel for SRP and NO (x) , respectively. At the riffle of the sinuous channel, very fine POM accumulated, while removal was noticed for POM. In contrast, at the riffle of the straight channel, SRP accumulated in the HZ and NO (x) was removed out of the HZ.Nutrient dynamics in the HZ and the response to flow increases were not governed by the geomorphological unit type. Other parameters that determine water residence time in the sediments, such as local heterogeneity in sediment characteristics (grain size, porosity and hydraulic conductivity), channel sinuosity, reach slope and the size and form of the gravel bar, may be more significant explanatory variables for understanding OM and nutrient dynamics in the HZ. This study emphasizes the need for caution in making generalisations about the role of river sediment in nutrient storage and the impact of floods on nutrient dynamics.Show less"
1,"Deegan, LA",Sep 2011 ,"Amazon deforestation alters small stream structure, nitrogen biogeochemistry and connectivity to larger rivers",BIOGEOCHEMISTRY,"Human activities that modify land cover can alter the structure and biogeochemistry of small streams but these effects are poorly known over large regions of the humid tropics where rates of forest clearing are high. We examined how conversion of Amazon lowland tropical forest to cattle pasture influenced the physical and chemical structure, organic matter stocks and N cycling of small streams. We combined a regional ground survey of small streams with an intensive study of nutrient cycling using N-15 additions in three representative streams: a second-order forest stream, a second-order pasture stream and a third-order pasture stream. These three streams were within several km of each other and on similar soils. Replacement of forest with pasture decreased stream habitat complexity by changing streams from run and pool channels with forest leaf detritus (50% cover) to grass-filled (63% cover) channel with runs of slow-moving water. In the survey, pasture streams consistently had lower concentrations of dissolved oxygen and nitrate (NO3 (-)) compared with similar-sized forest streams. Stable isotope additions revealed that second-order pasture stream had a shorter NH4 (+) uptake length, higher uptake rates into organic matter components and a shorter (NH4)-N-15 (+) residence time than the second-order forest stream or the third-order pasture stream. Nitrification was significant in the forest stream (19% of the added (NH4)-N-15 (+)) but not in the second-order pasture (0%) or third-order (6%) pasture stream. The forest stream retained 7% of added N-15 in organic matter compartments and exported 53% ((NH4)-N-15 (+) = 34%; (NO3)-N-15 (-) = 19%). In contrast, the second-order pasture stream retained 75% of added N-15, predominantly in grasses (69%) and exported only 4% as (NH4)-N-15 (+). The fate of tracer N-15 in the third-order pasture stream more closely resembled that in the forest stream, with 5% of added N retained and 26% exported ((NH4)-N-15 (+) = 9%; (NO3)-N-15 (-) = 6%). These findings indicate that the widespread infilling by grass in small streams in areas deforested for pasture greatly increases the retention of inorganic N in the first- and second-order streams, which make up roughly three-fourths of total stream channel length in Amazon basin watersheds. The importance of this phenomenon and its effect on N transport to larger rivers across the larger areas of the Amazon Basin will depend on better evaluation of both the extent and the scale at which stream infilling by grass occurs, but our analysis suggests the phenomenon is widespread.Show less"
2,"Holmes, DJ",Biennial International Conference on Parallel Computing (ParCo),Streams as an alternative to halo exchange,,
3,"Baker, MA",Sep 1999 ,Acetate retention and metabolism in the hyporheic zone of a mountain stream,LIMNOLOGY AND OCEANOGRAPHY,"An in situ acetate injection was used to determine the influence of labile dissolved organic carbon (DOC) availability on microbial respiration in the hyporheic zone of a headwater stream. We added bromide as a conservative tracer and acetate as an organic substrate to the hyporheic zone of Rio Calaveras, New Mexico, via an injection well. Tracer was observed in four of eight capture wells. Three of the four wells showed increases in bromide without concurrent increases in acetate concentration, suggesting 100% acetate retention. One well had 38% acetate retention. Pore velocity and acetate retention were negatively correlated, suggesting hydrologic control of acetate retention. Acetate did not significantly sorb to the sandy hyporheic sediments at this site, indicating biological consumption of acetate. Acetate addition stimulated total CO2 production along monitored flowpaths and led to changes in solutes associated with microbial terminal electron-accepting processes (TEAPs). Dissolved oxygen (DO), nitrate, and sulfate significantly decreased, and ferrous iron and methane significantly increased compared to background concentrations in most wells. These results support the hypothesis that microbial respiration in the hyporheic zone is limited by labile DOC availability. Furthermore, we have shown that a suite of metabolic processes, from aerobic respiration to methanogenesis, cooccur and that anaerobic processes dominate heterotrophic metabolism in the hyporheic zone of Rio Calaveras.Show less"
4,"Michel, C",Mar 2014 ,Artificial steps mitigate the effect of fine sediment on the survival of brown trout embryos in a heavily modified river,FRESHWATER BIOLOGY,"Understanding the factors that determine successful salmonid embryo incubation in the many structurally modified river systems of the Northern Hemisphere is crucial for maintaining healthy salmonid populations. In this context, the joint impact of fine sediment accumulation together with anthropogenic river modifications on salmonid embryo survival has been rarely investigated. We investigated brown trout embryo survival to hatch (STH) together with ten physicochemical, hydraulic and morphological parameters in artificial brown trout redds in a heavily modified stream (i.e. channelized, artificial log steps) in central Switzerland. We were interested to understand whether (i) STH is more sensitive to the timing and duration of low oxygen rather than a mean oxygen concentration, (ii) STH was negatively affected by increased fine sediment deposition decreasing redd gravel permeability, (iii) higher water levels, causing fine sediment resuspension, benefit STH, (iv) STH was negatively affected by organic content in the redds and especially (v) hydraulic gradients related to redd scale bed-form and/or the artificial step structure benefit embryo STH, and hence could mitigate the negative impact of fine sediment and/or organic content. Up to 50%, brown trout embryos survived with interstitial oxygen exceeding 3mg L-1. Embryos endured up to 6days 1mg L-1 but were more sensitive to oxygen depletion close to hatch. Therefore, timing and duration of low oxygen were important for embryo STH, and hence, oxygen dynamics need to be considered when assessing in redd conditions for salmonid STH. Partial least squares regression identified the horizontal hydraulic gradient, Fredle index, distance to artificial log steps upstream and amount of accumulated fine sediment as influential predictors for embryo STH. The water level above the redd and total organic carbon content in the redd were not influential. Among the identified influential predictors, 70.9% of the variation in STH could be explained by a logistic regression model containing redd distance to the next upstream step (26.4%, P=0.004), Fredle index (27.2%, P=0.003) and horizontal hydraulic gradient (10.1%, P=0.04). In the logistic regression, the amount of accumulated fine sediment (P=0.75), field seasons (P=0.93) and field sites (P=0.66) was non-significant. In summary, brown trout STH was sensitive to redd gravel permeability, which was measured as Fredle index and affected by fine sediment deposition. At the same time, hydraulic gradients related to artificial log steps, which enhanced hyporheic exchange, benefited embryo STH, and hence mitigated fine sediment impact. This result can be probably transferred to other surface water-dominated river systems with good hyporheic water quality. To what extent it can be transferred to river systems with other hydraulic boundary conditions remains to be evaluated. Altogether, our results clearly indicate that the impact of fine sediment on salmonid incubation success needs to be understood in the hydrological and morphological context of the particular river system.Show less"
5,"Xiao, Y",Aug 2022 ,Numerical simulation of overbank hyporheic transport and biogeochemical reactions in a compound channel,HYDROLOGICAL PROCESSES,"Transverse hyporheic transport and biogeochemical reactions in a compound channel remain poorly understood. As floodplains are submerged, solutes in the surface water enter the hyporheic zone of the compound channel and react with the solutes upwelling below the floodplain. Aerobic respiration (AR) and denitrification (DN) processes in the hyporheic zone of the compound channel still need to be clarified. In this paper, a 3D hydrodynamic model coupled to a 2D groundwater flow and biogeochemical model was applied to investigate such processes. The model results were verified using laboratory experimental measurements. The effects of bank slope angle, ambient groundwater flow, and ambient groundwater solute concentration on aerobic and anaerobic biogeochemical processes were studied. The denitrification zone was found below the interface between the main channel and the floodplain. The lower bank slope angle favours nitrogen removal. Small losing groundwater discharges promote aerobic respiration and denitrification reactions. As the ambient groundwater oxygen concentration rises, O-2 consumption increases while N removal decreases. As the NO3 concentration in ambient groundwater increases, NO3 consumption increases and proportionally NO3 consumption decreases. These findings not only provide a better understanding of biogeochemical reactions in a compound channel but can also be applied to river restoration to efficiently remove nitrate by modifying bank slope angles.Show less"
6,"Weitbrecht, V",Feb 2008 ,Experiments on mass exchange between groin fields and main stream in rivers,JOURNAL OF HYDRAULIC ENGINEERING-ASCE,"Laboratory experiments are presented that model the exchange processes between a river and dead-water zones created by groin fields. The measurement methods include particle image velocimetry (PIV) at the water surface to capture the dynamics of the flow field as well as planar concentration analysis (PCA) to determine the depth integrated mass fluxes of dissolved tracer. Idealized groins with variable length-to-width ratios and inclination angles relative to the flow direction are investigated. Two-dimensional large coherent structures (2DLCS) are found in the mixing layer between the groin field and the river, and these flow structures control the majority of mixing with the main stream. The PIV data allow quantification of the turbulence intensity distribution in these structures throughout the groin field and mixing region. The PCA data provide measurements of the exchange rate between the groin field and the main stream. Both methods give comparable measures of the entrainment coefficient for the exchange flow. The entrainment coefficient is found to depend on the groin field hydraulic radius (a measure of the average size of 2DLCS in the mixing layer) and the water depth (a parameter controlling the stability of the shallow water flow). These data provide a link between the exchange parameter in groin field dead zones and the river properties that can be used to efficiently develop river alarm models to predict contaminant transport without requiring a large amount of field dye studies for calibration.Show less"
7,"Jin, GQ",Apr 2015 ,Prolonged river water pollution due to variable-density flow and solute transport in the riverbed,WATER RESOURCES RESEARCH,"A laboratory experiment and numerical modeling were used to examine effects of density gradients on hyporheic flow and solute transport under the condition of a solute pulse input to a river with regular bed forms. Relatively low-density gradients due to an initial salt pulse concentration of 1.55 kg m(-3) applied in the experiment were found to modulate significantly the pore-water flow and solute transport in the riverbed. Such density gradients increased downward flow and solute transport in the riverbed by factors up to 1.6. This resulted in a 12.2% increase in the total salt transfer from the water column to the riverbed over the salt pulse period. As the solute pulse passed, the effect of the density gradients reversed, slowing down the release of the solute back to the river water by a factor of 3.7. Numerical modeling indicated that these density effects intensified as salt concentrations in the water column increased. Simulations further showed that the density gradients might even lead to unstable flow and result in solute fingers in the bed of large bed forms. The slow release of solute from the bed back to the river led to a long tail of solute concentration in the river water. These findings have implications for assessment of impact of pollution events on river systems, in particular, long-term effects on both the river water and riverbed due to the hyporheic exchange.Show less"
8,"Bartsch, S",Feb 13 2014 ,River-aquifer exchange fluxes under monsoonal climate conditions,JOURNAL OF HYDROLOGY,"An important prerequisite to better understand the transport of nutrients and contaminants across the river-aquifer interface and possible implications for biogeochemical transformations is to accurately characterize and asses the exchange fluxes. In this study we investigate how monsoonal precipitation events and the resulting variability in river discharge affect the dynamics of river-aquifer exchange and the corresponding flux rates. We evaluate potential impacts of the investigated exchange fluxes on local water quality. Hydraulic gradients along a piezometer transect were monitored at a river reach in a small catchment in South Korea, where the hydrologic dynamics are driven by the East-Asian Monsoon. We used heat as a tracer to constrain river-aquifer exchange fluxes in a two-dimensional flow and heat transport model implemented in the numerical code HydroGeoSphere, which was calibrated to the measured temperature and total head data. To elucidate potential effects of river-aquifer exchange dynamics on biogeochemical transformations at the river-aquifer interface, river water and groundwater samples were collected and analyzed for dissolved organic carbon (DOC), nitrate (NO3) and dissolved oxygen saturation (DOsat). Our results illustrate highly variable hydrologic conditions during the monsoon season characterized by temporal and spatial variability in river-aquifer exchange fluxes with frequent flow reversals (changes between gaining and losing conditions). Intense monsoonal precipitation events and the associated rapid changes in river stage are the dominant driver for the observed riverbed flow reversals. The chemical data suggest that the flow reversals, when river water high in DOC is pushed into the nitrate-rich groundwater below the stream and subsequently returns to the stream may facilitate and enhance the natural attenuation of nitrate in the shallow groundwater. (C) 2013 Elsevier B.V. All rights reserved.Show less"
9,"Cai, Y",Aug 2022 ,"Occurrence Characteristics of Inorganic Nitrogen in Groundwater in Silty-Clay Riparian Hyporheic Zones under Tidal Action: A Case Study of the Jingzi River in Shanghai, China",APPLIED SCIENCES-BASEL,"For comprehending the effect of tidal action on nitrogen cycle in silty-clay riparian hyporheic zones, the synchronous monitoring of water level and water quality was carried out along a test transect during a spring tidal period from 21 to 23 October 2021. Moreover, the permeability and chemical composition of soil samples from drilled holes were measured. Subsequently, the spatiotemporal variation of inorganic nitrogen concentrations in the groundwater in the riparian hyporheic zone was investigated during the study period, and the potential reason was discussed. It is shown that the delayed response time of groundwater level in the silty-clay riparian zone to the tide-driven fluctuation of the river stage increased with distance from the shore and reached 3.0 h at the position 3.83 m away from the shore. The continuous infiltration of the river water under tide action contributed to the aerobic and neutral riparian hyporheic zone conductive to nitrification. Within 4 m away from the bank, the dominant inorganic nitrogen form changed from NO3--N to NH4+-N, upon increasing the distance from the bank. Additionally, the removal of nitrogen could 4 occur in the riparian hyporheic zone with aerobic and neutral environment under the conjoint control of nitrification, microbial assimilation, and aerobic denitrification.Show less"
