,First author,Year,Title,Journal,Abstract
0,"Wondzell, SM",May 7 2009 ,"Changes in hyporheic exchange flow following experimental wood removal in a small, low-gradient stream",WATER RESOURCES RESEARCH,"We investigated the response of hyporheic exchange flow ( HEF) to wood removal in a small, low-gradient, gravel bed stream in southeast Alaska using a series of groundwater models built to simulate HEF for the initial conditions immediately after wood removal and 1 month, 2 years, 4 years, and 16 years following wood removal. The models were based on topographic surveys of the stream channel and surrounding floodplain, and surveyed water surface elevations (WSEs) were used to assign stream boundary conditions. Using the groundwater flow model, MODFLOW, and the particle tracking model, MODPATH, we calculated hyporheic exchange fluxes, their residence time distributions, and both longitudinal and plan view spatial patterns of downwelling and upwelling zones. In the first few years, streambed scour and sediment deposition smoothed the streambed and WSE profile, reducing HEF. Also, large contiguous patches of downwelling or upwelling were fragmented, nearly doubling the total number of patches present on the streambed. As the stream continued to adjust to the loss of wood, those trends began to reverse. Accretion of sediment onto alternating bars resulted in better developed pool-riffle morphology, enhanced HEF, and increased residence times and also resulted in downwelling and upwelling zones coalescing into elongated patches along bar margins. This study showed that the hyporheic zone is sensitive to changes in wood loading and that initial changes in HEF resulting from the direct effects of wood removal were contrary to longer-term channel adjustments to changes in wood loading.Show less"
1,"Klaar, MJ",Oct 2020 ,Instream wood increases riverbed temperature variability in a lowland sandy stream,RIVER RESEARCH AND APPLICATIONS,"The (re)introduction of wood into rivers is becoming increasingly popular in river restoration and natural flood management schemes. While instream wood is known to promote geomorphic and hydraulic diversity, the impact of wood in driving surface water-streambed exchange and subsequent streambed temperatures remains under-researched, particularly in lowland rivers. We make use of the occurrence of three naturally occurring wood structures in a small, lowland sandy stream to determine how the presence of wood alters the geomorphic, hydraulic and thermal properties of the streambed. Our results show that instream wood plays an important role in promoting localized geomorphic complexity and thermal variation in the streambed. Locations within and immediately downstream of wood structures displayed the highest temperature range and daily variation. Locations upstream of wood structures were characterized by weaker daily temperature variation, while areas without wood displayed relatively stable streambed temperatures, with little diurnal fluctuation. Our study indicates that at this lowland site, instream wood increased seasonal temperature extremes (increased summer and decreased winter temperatures) at shallow depths by enhancing infiltration of warmer (summer) and colder (winter) surface water. This reduction in thermal buffering is likely to have significant implications to streambed-dwelling communities and highlights that the thermal impacts of wood reintroduction in lowland rivers should be considered prior to river restoration.Show less"
2,"Singley, JG",Oct 2022 ,Identification of hyporheic extent and functional zonation during seasonal streamflow recession by unsupervised clustering of time-lapse electrical resistivity models,HYDROLOGICAL PROCESSES,"Hyporheic exchange influences hydrologic transport and water quality through transient storage, which extends solute transit time, and leads to mixing of surface water and groundwater. Despite its importance, estimating the extent and spatiotemporal variability of the hyporheic zone remains challenging due to limitations in assessing the subsurface with discrete point-scale sampling. Analysis of time-lapse electrical resistivity (ER) data from tracer studies has shown potential to ameliorate such limitations. However, its utility in objectively delimiting hyporheic extent and quantifying changes in surface-groundwater exchange has been impeded by reliance on qualitative analysis of hyporheic extent or the use of a priori assumptions about data quality and signal strength. This study applies a novel unsupervised clustering method to time-lapse ER models derived from a benchmark dataset collected throughout baseflow recession in a mountain stream. We demonstrate that unsupervised clustering of inverted ER model time series can delimit hyporheic extent by distinguishing solute transport signals from noisy background inversions and identify functional zones defined by unique transport characteristics. We found that the structure of these zones was stable even as discharge changed by an order of magnitude, likely due to morphological constraints in this steep, narrow valley. Compared to traditional methods utilizing a priori thresholds to delimit hyporheic extent, clustering is robust to unintentional variations in tracer breakthrough curves that are typical of field-based studies. Therefore, clustering of inverted ER models represents a more robust and data-driven functional zonation representation of hyporheic exchange than has been possible with point-scale sampling or transport modelling, which usually assumes a single well-mixed hyporheic zone.Show less"
3,"Drummond, JD",Jan 2022 ,Microplastic accumulation in riverbed sediment via hyporheic exchange from headwaters to mainstems,SCIENCE ADVANCES,"In rivers, small and lightweight microplastics are transported downstream, but they are also found frequently in riverbed sediment, demonstrating long-term retention. To better understand microplastic dynamics in global rivers from headwaters to mainstems, we developed a model that includes hyporheic exchange processes, i.e., transport between surface water and riverbed sediment, where microplastic retention is facilitated. Our simulations indicate that the longest microplastic residence times occur in headwaters, the most abundant stream classification. In headwaters, residence times averaged 5 hours/km but increased to 7 years/km during low-flow conditions. Long-term accumulation for all stream classifications averaged similar to 5% of microplastic inputs per river kilometer. Our estimates isolated the impact of hyporheic exchange processes, which are known to influence dynamics of naturally occurring particles in streams, but rarely applied to microplastics. The identified mechanisms and time scales for small and lightweight microplastic accumulation in riverbed sediment reveal that these often-unaccounted components are likely a pollution legacy that is crucial to include in global assessments.Show less"
4,"Singh, T",Jan 2019 ,Dynamic Hyporheic Zones: Exploring the Role of Peak Flow Events on Bedform-Induced Hyporheic Exchange,WATER RESOURCES RESEARCH,"Discharge varies in space and time, driving hyporheic exchange processes in river corridors that affect biogeochemical cycling and ultimately control the dynamics of biogeochemical hot spots and hot moments. Herein, we use a reduced-order model to conduct the systematic analysis of the interplay between discharge variability (peak flow intensities, duration, and skewness) and streambed topography (bedform aspect ratios and channel slopes) and their role in the flow and transport characteristics of hyporheic zones (HZs). We use a simple and robust conceptualization of single peak flow events for a series of periodic sinusoidal bedforms. Using the model, we estimate the spatial extent of the HZ, the total amount of exchange, and the residence time of water and solutes within the reactive environment and its duration relative to typical time scales for oxygen consumption (i.e., a measure of the denitrification potential). Our results demonstrate that HZ expansion and contraction is controlled by events yet modulated by ambient groundwater flow. Even though the change in hyporheic exchange flux (%) relative to baseflow conditions is invariant for different values of channel slopes, absolute magnitudes varied substantially. Primarily, peak flow events cause more discharge of older water for the higher aspect ratios (i.e., for dunes and ripples) and lower channel slopes. Variations in residence times during peak flow events lead to the development of larger areas of potential nitrification and denitrification in the HZ for longer durations. These findings have potential implications for river management and restoration, particularly the need for (re)consideration of the importance of hyporheic exchange under dynamic flow conditions.Show less"
5,"De Smedt, F",Jun 10 2007 ,Analytical solution and analysis of solute transport in rivers affected by diffusive transfer in the hyporheic zone,JOURNAL OF HYDROLOGY,"A model is presented for solute transport in rivers including transient storage in hyporheic zones. The model consists of an advection-clispersion equation for transport in the main channel with a sink term describing diffusive solute transfer to the hyporheic zone. This system of equations is solved analytically for instantaneous injection of a conservative tracer in an infinite uniform river reach with steady flow. The solution enables to estimate the temporal and spatial evolution of tracer concentrations downstream of the injection point with fewer parameters than any other model before. The solution is linked to a non-linear least squares optimisation algorithm to analyse breakthrough curves and estimate solute transport parameters. The model is applied to tracer experiments conducted in the Chittan River, Chile, which were previously analysed with a model including mass exchange between the river and a stagnant storage zone. The fit between observations and model results is good, except for some experiments where the tailing of the fitted curves is more pronounced than observed. Estimates of the water flow velocity are practically identical with previous findings, but the estimates of the cross-sectional area and the dispersion coefficient are markedly different. Estimated values for the diffusion coefficient in the hyporheic zone agree with values cited in literature and with the magnitude of chemical diffusion coefficients in porous media. (c) 2007 Etsevier B.V. All rights reserved.Show less"
6,"Engelhardt, I",Mar 30 2011 ,Comparison of tracer methods to quantify hydrodynamic exchange within the hyporheic zone,JOURNAL OF HYDROLOGY,"Hydrodynamic exchange between surface-water and groundwater was studied at a river located within the Rhine Valley in Germany. Piezometric pressure heads and environmental tracers such as temperature, stable isotopes, chloride, X-ray contrast media, and artificial sweetener were investigated within the hyporheic zone and river water plume. Vertical profiles of environmental tracers were collected using multi-level wells within the neutral up-gradient zone, beneath the river bed, and within the horizontal proximal and distal down-gradient zone. infiltration velocities were calculated from pressure heads, temperature fluctuations and gradients. The amount of river water within groundwater was estimated from vertical profiles of chloride, stable isotopes, and persistent pharmaceuticals. Profiles of stable isotopes and chloride reveal the existence of down-welling within the shallow hyporheic zone that is generated by river bed irregularities. Due to down-welling an above-average migration of river water into the hyporheic zone establishes even under upward hydraulic pressure gradients. The investigated environmental tracers could not distinctively display short-time-infiltration velocities representative for flood waves, while average infiltration velocities calculated over several months are uniform displayed. Based on vertical temperature profiles the down-gradient migration of the river water plume could be observed even after long periods of effluent conditions and over a distance of 200 m from the river bank. X-ray contrast media and artificial sweeteners were observed in high concentrations within the proximal zone, but were not detected at a distance of 200 m from the river bank. Using temperature as environmental tracer within the hyporheic zone may result in overestimating the migration of pollutants within the river water plume as the process of natural attenuation will be neglected. Furthermore, temperature was not able to display the effect of down-welling. Stable isotopes and chloride were found to be suitable environmental tracers to forecast the release and fate of organic contaminants within the hyporheic zone. (C) 2011 Elsevier B.V. All rights reserved.Show less"
7,"Adams, JE",Jan 15 2021 ,The bioavailability of oil droplets trapped in river gravel by hyporheic flows,ENVIRONMENTAL POLLUTION,"Little is known about the fate of oil spills in rivers. Hyporheic flows of water through river sediments exchange surface and groundwater and create upwelling and downwelling zones that are important for fish spawning and embryo development. Risk assessments of oil spills to rivers do not consider the potential for hyporheic flows to carry oil droplets into sediments and the potential for prolonged exposure of fish to trapped oil. This project assessed whether oil droplets in water flowing through gravel will be trapped and whether hydrocarbons partitioning from trapped oil droplets are bioavailable to fish. Columns packed with gravel were injected with oil-in-water dispersions prepared with light crude, medium crude, diluted bitumens, and heavy fuel oil to generate a series of oil droplet loadings. The concentrations of oil trapped in the gravel increased with oil loading and viscosity. When the columns were perfused with clean water, oil concentrations in column effluents decreased to the detection limit within the first week of water flow, with sporadically higher concentrations associated with oil droplet release. Despite the low concentrations of hydrocarbons measured in column effluent, hydrocarbons were bioavailable to juvenile rainbow trout (Oncorhynchus mykiss) for more than three weeks of water flow, as indicated by strong induction of liver ethoxyresorufln-o-deethylase activity. These findings indicate that ecological risk assessments and spill response should identify and protect areas in rivers sensitive to contaminant trapping. (C) 2020 Elsevier Ltd. All rights reserved.Show less"
8,"Crenshaw, CL",Apr 2010 ,Dissolved inorganic nitrogen dynamics in the hyporheic zone of reference and human-altered southwestern U. S. streams,FUNDAMENTAL AND APPLIED LIMNOLOGY,"Canalization and incision are common morphological alterations associated with human land use that reduce hydrological/hydrodynamic linkages between surface and ground waters in stream ecosystems. To explore the impacts of these anthropogenic changes on nutrient spiraling in streams, we measured the linkage between hyporheic and surface zones of reference and human-altered streams using N-15-nitrate ((NO3-)-N-15) and bromide (Br-) tracer injection experiments. Experiments were conducted in 7 streams (3 reference, 3 agricultural and 1 urban) in Arizona and New Mexico, USA, over a 3 yr period during the Lotic Intersite Nitrogen eXperiment (LINX II). Groundwater wells (6-9 in each stream) were inserted to 30 cm depth and multilevel samplers (MLS) were installed downstream from injection sites to measure inorganic nitrogen (N) and Br- concentrations in hyporheic water. There was measurable surface water-ground water (SW-GW) connectivity, as indicated by Br- concentrations in shallow alluvial ground water (0-30 cm depth) at all sites. SW-GW connectivity was higher in reference than in human-altered streams. Concentrations of NO3- and NH4+ in MLS cells (0-10, 10-20, and 20-30 cm below streambed) were inversely correlated, and N-15-enrichment of both N species was measurable in groundwater wells. Hyporheic zones with lower surface-water infiltration had higher quantities of (NH4+)-N-15 than of (NO3-)-N-15. Whole stream uptake (k(tot); calculated during the LINX II experiments) was correlated with delta(NH4+)-N-15 in wells; i.e., high delta(NH4+)-N-15 in wells was associated with high stream uptake, and both whole stream NO3- uptake and delta(NH4+)-N-15 were highest in the human-altered streams. The presence of enriched (NH4+)-N-15 in many of the wells within 24 h of injection suggested that dissimilatory nitrate reduction to ammonium (DNRA) was occurring in the hyporheic zone.Show less"
9,"Clark, JJ",Jan 2019 ,Hyporheic exchange in a gravel bed flume with and without traveling surface waves,ADVANCES IN WATER RESOURCES,
