,First author,Year,Title,Journal,Abstract
0,"Lotts, WS",Feb 2020 ,Filling the Void: The Effect of Stream Bank Soil Pipes on Transient Hyporheic Exchange During a Peak Flow Event,WATER RESOURCES RESEARCH,"The hyporheic zone is the ecotone between stream and river channel flow and groundwater that can process nutrients and improve water quality. Transient hyporheic zones occur in the riparian zone (bank storage or ""lung model"" exchange) during channel stage fluctuations. Recent studies show that soil pipes are widespread in stream banks and beneath floodplains, creating highly preferential flow between channel and riparian groundwater such that the traditional Darcy model of flow does not apply. We used MODFLOW with the conduit flow package to model a series of stream bank soil pipes and examined soil pipe density (number per m), length, diameter, height above baseflow water surface, connectivity, and matrix hydraulic conductivity on transient particle flow paths and total hyporheic exchange volume (i.e., bank storage) over the course of a peak flow (e.g., storm) event. We found that adding five soil pipes per meter more than doubled hyporheic volume. Soil pipe length was the most important control; adding one 1.5-m-long soil pipe caused a 73.4% increase in hyporheic volume. The effect of increasing soil pipe diameter on hyporheic volume leveled off at similar to 1 cm, as flow limitation switched from pipe flow to pipe-matrix exchange. To validate our approach, we used the model to successfully reproduce trends from field studies. Our results highlight the need to consider soil pipes when modeling, monitoring, or managing bank storage, floodplain connectivity, or hyporheic exchange.Show less"
1,"Yi, YJ",Feb 2022 ,The impact of dams on the river connectivity of the two largest river basins in China,RIVER RESEARCH AND APPLICATIONS,"Dams are built on rivers for power generation, flood prevention and control, and water resources utilization. However, dams also reduce the connectivity of rivers, which hinders the exchange of material and organisms within rivers. The Yangtze River Basin and the Yellow River Basin are the two largest river basins in China. In this study, the connectivity of these two huge and highly impacted systems was investigated. The Dendritic Connectivity Index (DCI) was applied to evaluate the impact on river connectivity of dams with a reservoir capacity of larger than 0.1 km(3). The results show that river connectivity decreased following an increase in dam construction. The connectivity of the Yangtze River Basin was close to 80 (0 is completely disconnected and 100 is connectivity under natural condition) in the 1980s, but declined significantly after the Gezhouba Dam was constructed on the mainstream of the Yangtze River. From 1980 to 2010, the connectivity of the Yellow River Basin was always lower than that of the Yangtze River Basin. The changes in the connectivity indices of potamodromous fish (DCIp) and diadromous fish (DCId) were determined for the period of 1980-2010. In the Yangtze River Basin, the DCIp decreased by 67.28% and the DCId decreased by 65.72%. In the Yellow River Basin, the DCIp decreased by 43.8% and the DCId decreased by 100%. In conclusion, the construction of dams, especially those on the main stream, has reduced the connectivity of the basin. The connectivity of the Yangtze River Basin and the Yellow River Basin has been severely affected.Show less"
2,"Fernald, AG",Dec 2006 ,"Water quality changes in hyporheic flow paths between a large gravel bed river and off-channel alcoves in Oregon, USA",RIVER RESEARCH AND APPLICATIONS,"Changes in water quality that occur as water flows along hyporheic flow paths may have important effects on surface water quality and aquatic habitat, yet very few studies have examined these hyporheic processes along large gravel bed rivers. To determine water quality changes associated with hyporheic flow along the Willamette River, Oregon, we studied hyporheic flow at six-bar deposit sites positioned between the main river channel and connected lentic alcoves. We installed piezometers and wells at each site and measured water levels and water quality in river, hyporheic and alcove water. Piezometric surfaces along with substrate characteristics were used to determine hyporheic flow path direction and hyporheic flow rate. At all sites, hyporheic flow moved from the river through bar deposits into alcove surface water. Stable isotope analysis showed little influence of upwelling groundwater. At a majority of sites, hyporheic dissolved oxygen and ammonium decreased relative to river water, and hyporheic specific conductance, nitrate and soluble reactive phosphorous increased relative to river water. At three sites, hyporheic temperature decreased 3-7 degrees C relative to river water; there was less temperature change at the other three sites. At the two sites with the highest hyporheic flow rates, hyporheic cooling was propagated into the alcove surface water. Hyporheic changes had the greatest effect on alcove water quality at sites with highly permeable substrates and high-hyporheic flow rates. The best approach to enhancing hyporheic flows and associated water quality functions is through restoring fluviogeomorphic channel processes that create and maintain high-permeability gravel deposits conducive to hyporheic flow. Copyright (c) 2006 John Wiley & Sons, Ltd.Show less"
3,"Nutzmann, G",Jun 30 2014 ,Coupled groundwater flow and heat transport simulation for estimating transient aquifer-stream exchange at the lowland River Spree (Germany),HYDROLOGICAL PROCESSES,"Subsurface flow and heat transport near Freienbrink, NE Germany, was simulated in order to study groundwater-surface water exchange between a floodplains aquifer and a section of the lowland River Spree and an adjacent oxbow. Groundwater exfiltration was the dominant process, and only fast surface water level rises resulted in temporary infiltration into the aquifer. The main groundwater flow paths are identified based on a 3D groundwater flow model. To estimate mass fluxes across the aquifer-surface water interfaces, a 2D flow and heat transport modelling approach along a transect of 12 piezometers was performed. Results of steady-state and transient water level simulations show an overall high accuracy with a Spearman coefficient =0.9996 and root mean square error (RMSE)=0.008m. Based on small groundwater flow velocities of about 10-7 to 10-6ms-1, mean groundwater exfiltration rates of 233lm-2 d-1 are calculated. Short periods of surface water infiltration into the aquifer do not exceed 10days, and the infiltration rates are in the same range. The heat transport was modelled with slightly less accuracy (=0.8359 and RMSE=0.34 degrees C). In contrast to the predominant groundwater exfiltration, surface water temperatures determine the calculated temperatures in the upper aquifer below both surface water bodies down to 10m during the whole simulation period. These findings emphasize prevailing of heat conduction over advection in the upper aquifer zones, which seems to be typical for lowland streams with sandy aquifer materials and low hydraulic gradients. Moreover, this study shows the potential of coupled numerical flow and heat transport modelling to understand groundwater-surface water exchange processes in detail. Copyright (c) 2013 John Wiley & Sons, Ltd.Show less"
4,"Byrne, P",Aug 15 2014 ,Control of river stage on the reactive chemistry of the hyporheic zone,HYDROLOGICAL PROCESSES,"We examined the influence of river stage on subsurface hydrology and pore water chemistry within the hyporheic zone of a groundwater-fed river during the summer baseflow period of 2011. We found river stage and geomorphologic environment to control chemical patterns in the hyporheic zone. At a high river stage, the flux of upwelling water in the shallow sediments (>20 cm) decreased at sample sites in the upper section of our study reach and increased substantially at sites in the lower section. This differential response is attributed to the contrasting geomorphology of these subreaches that affects the rate of the rise and fall of a river stage relative to the subsurface head. At sites where streamward vertical flux decreased, concentration profiles of a conservative environmental tracer suggest surface water infiltration into the riverbed below depths recorded at a low river stage. An increase in vertical flux at sites in the lower subreach is attributed to the movement of lateral subsurface waters originating from the adjacent floodplain. This lateral-moving water preserved or decreased the vertical extent of the hyporheic mixing zone observed at a low river stage. Downwelling surface water appeared to be responsible for elevated dissolved organic carbon (DOC) and manganese (Mn) concentrations in shallow sediments (0-20 cm); however, lateral subsurface flows were probably important for elevated concentrations of these solutes at deeper levels. Results suggest that DOC delivered to hyporheic sediments during a high river stage from surface water and lateral subsurface sources could enhance heterotrophic microbial activities. Copyright (C) 2013 John Wiley & Sons, Ltd.Show less"
5,"Bianchin, MS",Aug 18 2011 ,Defining the hyporheic zone in a large tidally influenced river,JOURNAL OF HYDROLOGY,"An investigation was conducted to characterize the spatial and temporal distribution of the hyporheic zone of a large tidally influenced river. The field site is located on the Fraser River in British Columbia, Canada, approximately 30 km from its outlet to the ocean. The physical attributes of the riverbed were mapped using geophysical techniques coupled with sediment sampling. The spatial and temporal distribution of groundwater composition beneath the riverbed was determined through detailed profiling. Contaminated (fresh) groundwater discharges through a narrow band of the riverbed at a distance approximately 88-105 m from the shoreline coinciding with the termination of a massive silty unit. Saline groundwater, as part of a regional flow system, dominates the riverbed sediments from 105 m beyond the shoreline towards the centre of channel. Three water types occur within the upper 2 m of the riverbed sediments; a result of both mixing of river water, contaminated (fresh) groundwater, and saline groundwater and modification by cation exchange reactions. The interaction of these waters produced distinct zones of Ca-HCO3-, Na-Cl, and Ca-Cl type waters. The distribution of groundwater solutes indicates that during a single tidal cycle, river water penetrates the riverbed to a depth of approximately 15 cm but the long term effects of tidal pumping of river water into the riverbed is observed to a depth of approximately 1 m below the river bed. (C) 2011 Elsevier B.V. All rights reserved.Show less"
6,"Ryan, RJ",Jun 15 2007 ,Lateral and longitudinal variation of hyporheic exchange in a piedmont stream pool,ENVIRONMENTAL SCIENCE & TECHNOLOGY,"A conservative solute tracer experiment was conducted in Indian Creek, a small urban stream in Philadelphia, PA, to investigate the role of subsurface properties on the exchange between streamwater and the hyporheic zone (subsurface surrounding the stream). Sodium bromide (NaBr) was used as a conservative tracer, and it was monitored in the surface water and in the bed sediments of a 15 m long pool. Subsurface sampling occurred at 12 locations in the upper layer sediments (extending from 7.5 to 10 cm below the streambed) and 13 locations in the lower layer sediments (extending from 10 to 12.5 cm below the streambed). The hydraulic conductivity (K) of the upper bed sediments and the lower bed sediments was measured in situ. Several locations within the streambed exhibited an increase in tracer concentration with depth, suggesting the presence of horizontal flow paths within this small pool. Over the entire pool, the influence of K heterogeneity on hyporheic exchange was masked by the groundwater head gradient and the morphology of the stream. Together, the groundwater head gradient and stream morphology induced a generally high tracer concentration and fast hyporheic exchange on the left side and center of the channel and low concentrations and slower exchange on the right side. Although the reach-scale effects on the surface water concentration were small, groundwater greatly influenced the local-scale hyporheic exchange in the pool. Understanding how physical stream characteristics control the location and extent of hyporheic exchange pathways will lead to a better understanding of biogeochemical cycling of nutrients and contaminants.Show less"
7,"Mugnai, R",Nov 2015 ,Hyporheic invertebrate assemblages at reach scale in a Neotropical stream in Brazil,BRAZILIAN JOURNAL OF BIOLOGY,"In the Neotropical Region, information concerning hyporheic communities is virtually non-existent. We carried out a sampling survey in the hyporheic zone of the Tijuca River, in the Tijuca National Park, located in the urban area of the city of Rio de Janeiro. Biological samples from the hyporheic zone were collected in three different stream reaches, in June 2012. The main objectives were: 1) to describe the structure of invertebrate assemblages in the hyporheic zone of a neotropical stream; 2) to apply a reach-scale approach in order to investigate spatial patterns of the hyporheic assemblages in relation to hydrology, depth and microhabitat typology. A total of 1460 individuals were collected and identified in 31 taxa belonging to Nematoda, Annelida, Crustacea, Hydrachnidia and Insecta. The class Insecta dominated the upper layer of the hyporheic zone. Copepods were the most abundant taxon among crustaceans and occurred mostly in the upwelling areas of the reaches. The results of this study represent one of the few contributions so far about hyporheic invertebrate assemblages of the Neotropical Region.Show less"
8,"Schindler, JE",Nov 1998 ,The hyporheic zone as a source of dissolved organic carbon and carbon gases to a temperate forested stream,BIOGEOCHEMISTRY,"The objective of this study was to examine chemical changes in porewaters that occur over small scales (cm) as groundwater flows through the hyporheic zone and discharges to a stream in a temperate forest of northern Wisconsin. Hyporheic-zone porewaters were sampled at discrete depths of 2, 10, 15, 61, and 183 cm at three study sites in the study basin. Chemical profiles of dissolved organic carbon (DOC), CO2, CH4, and pH show dramatic changes between 61 cm sediment depth and the water-sediment interface. Unless discrete samples at small depth intervals are taken, these chemical profiles are not accounted for. Similar trends were observed at the three study locations, despite each site having very different hydraulic-flow regimes. Increases in DOC concentration by an order of magnitude from 61 to 15 cm depth with a corresponding decrease in pH and rapid decreases in the molecular weight of the DOC suggest that aliphatic compounds (likely organic acids) are being generated in the hyporheic zone. Estimated efflux rates of DOG, CO2, and CH4 to the stream are 6.2, 0.79, 0.13 moles m(2) d(-1), respectively, with the vast majority of these materials produced in the hyporheic zone. Very little of these materials are accounted for by sampling stream water, suggesting rapid uptake and/or volatilization.Show less"
9,"Kim, H",Jan 2014 ,Groundwater and stream water exchange revealed by water chemistry in a hyporheic zone of agricultural area,PADDY AND WATER ENVIRONMENT,"Groundwater-stream water exchange and mixing in a hyporheic zone were examined using the water chemistry data and multivariate statistical analyses. The study area was the Munsan stream of agricultural area in Paju, Korea. Three rounds of water samplings (August, September, and November, 2008) were conducted for five monitoring nests along the stream flow, with each having three different-depth piezometers in the streambed, one surrounding groundwater well and one stream water point. The chemical compositions of hyporheic water were controlled by those of the groundwater and stream water. The factor analysis identified four main factors that explain 67 % of total variance of the water chemistry data and also revealed that the parameters responsible for water quality variances were mainly related to rainfall, anthropogenic activities, and dissolution of carbonate minerals. The cluster analysis produced a few different groups in August (3 groups), September (4 groups), and November (4 groups), respectively, which showed that the water quality parameters of the three water bodies were very different and the hyporheic water showed a different mixing of the stream water and groundwater at each monitoring point.Show less"
