,First author,Year,Title,Journal,Abstract
0,"Dehkordy, FM",Jun 2019 ,Multi-scale preferential flow processes in an urban streambed under variable hydraulic conditions,JOURNAL OF HYDROLOGY,"Spatially preferential flow processes occur at nested scales at the sediment-water interface (SWI), due in part to sediment heterogeneities, which may be enhanced in flashy urban streams with heavy road sand influence. However, several factors, including the flow-rate dependence of preferential hyporheic flow and discrete groundwater discharge zones are commonly overlooked in reach-scale models of groundwater/surface water exchange. Using a series of controlled-head tracer-injection experiments coupled with cm-scale geophysics within the highly reactive upper 30 cm of the hyporheic zone of an urban stream, we quantified the flow dependence of local less-mobile porosity volume, mass-transfer rate coefficient, and the resulting local residence time in the less-mobile pore space at three controlled downward fluid fluxes (0.8, 2, and 3 m/d). Experiments were performed in two adjacent streambed locations, representing different sediment bulk vertical permeability. Less-mobile porosity parameters were generally substantial and similar between the two streambed locations; though a more competent, thin, organic layer at similar to 15 cm depth in one location strongly impacted tracer loading, flushing dynamics, and local residence times. Increased downward flux led to (1) a decrease in less-mobile porosity residence time in all experiments, and (2) an increase in less-mobile porosity fraction for most experiments. Additionally, at the larger stream reach-scale, surface electrodes for electrical resistivity measurement were installed along 22 m of the wetted stream channel. These surface electrode measurements were collected during a natural storm flow event, which revealed widespread, short-term, flushing (e.g. < 3 h) of the hyporheic zone with stream water, followed by longer-term (e.g. > 60 h) flushing of the SWI with riparian zone groundwater. Flow dependence of preferential hyporheic zone flowpaths, like in the controlled tracer experiments, was also observed in these reach-scale electrical resistivity tomography measurements. Our findings reveal that the spatial and temporal dependence of preferential flow processes create highly dynamic SWI conditions that will affect the physical and coupled biogeochemical functions of the SWI in urbanized, sand-impacted streams.Show less"
1,"Ping, X",Nov 2020 ,Effect of bioclogging on the nitrate source and sink function of a hyporheic zone,JOURNAL OF HYDROLOGY,"Nitrogen dynamic in a hyporheic zone (HZ) is mediated by microbes in the form of biofilms attached to sediment grains. Previous studies have neglected the influence of microbial effects on hyporheic nitrate function despite the fact that biofilm-induced clogging can significantly reduce sediment permeability and affect both residence time distribution and biochemical reaction rates. In this study, to assess how the development of bioclogging affects the nitrate source and sink function of HZs, we established a numerical model by coupling water flow, reactive solute transport, and microbial metabolism to simulate nitrogen cycling in a dune-shaped streambed. The classic Damkohler number (Da(O2)) with an average reaction timescale was not appropriate to determine hyporheic function for the context of biofilm growth induced streambed permeability and biogeochemical reaction rates changing with time. We proposed a new Damkohler number (Da(O2)*) with a correction factor (the ratio between current bacteria and initial bacteria) to identify hyporheic function while accounting for the dynamic process of microbial growth. Our results demonstrated that bioclogging layers with aerobic bacteria aggregation acted as a nitrate source system with Da(O2)* >> 1, whereas deeper streambed with negligible microbiota survival severed as a nitrate sink with Da(O2)* < 1 when V-O2 = 1 h(-1). The threshold value of net nitrate source or sink system was influenced by maximum reaction rate of oxygen, and it was in a general range of 1-50 (the range of V-O2 was in 1-3 h(-1)). Threshold transition times from nitrate source to sink were evaluated from the spectrum of flow paths and had strong spatiotemporal variability due to microbial growth. The threshold times decreased over time and stabilized between 1.0 and 3.7 h (for V-O2 = 1 h(-1)) in a dune-shaped streambed when biofilm layers formed.Show less"
2,"Guillon, S",Feb 2019 ,Functional classification of artificial alluvial ponds driven by connectivity with the river: Consequences for restoration,ECOLOGICAL ENGINEERING,"Chemical and biological functioning of artificial wetlands and lakes in alluvial plains is investigated based on the example of small artificial ponds located within dike fields along the Rhone River (France). The objective is to identify the diversity of metabolism in these artificial aquatic ecosystems and to propose a functional classification linked to the connectivity with the river. A comprehensive characterization of chemical and biological parameters in six shallow ponds was conducted, along with 4-month continuous monitoring of temperature and dissolved oxygen concentration, both in the sub-surface and at depth. Metabolism intensity is quantified using the diel oxygen method. Multivariate analysis of chemical and biological characteristics is performed to identify the functional heterogeneity between the ponds, which is shown to be consistent with the intensity of primary production (GPP) and ecosystem respiration (ER). Some ponds are permanently connected to the river, like backwater, and are very turbid, because of suspended matter and the presence of phytoplankton. The oxygenation is limited to the surface layer with anoxia rapidly building up at the bottom due to an intense ER. Ponds that are rarely connected become eutrophic with large concentration of phytoplankton and large GPP and ER values. Anoxia and even denitrification occur close to the bottom sediment. Finally, in the ponds with intermediate degree of connection with the river, macrophytes grow in clear water with limited amount of phytoplankton, resulting in a gradient of GPP and ER values, controlled by nutrient availability. Rehabilitation of various connection patterns with the river is thus crucial to maintain a functional diversity in large river alluvial plains.Show less"
3,"Brinkerhoff, CB",Oct 2022 ,Remotely Sensing River Greenhouse Gas Exchange Velocity Using the SWOT Satellite,GLOBAL BIOGEOCHEMICAL CYCLES,"Two decades of research has shown that the global river network emits significant amounts of greenhouse gas. Despite much progress, there is still large uncertainty in the temporal dynamics of gas exchange and thus carbon emissions to the atmosphere. Much of this uncertainty stems from a lack of existing tools for studying the spatiotemporal dynamics of gas exchange velocity k600 ${k}_{600}$ (the rate of this diffusive transport). We propose that the NASA/CNES/UKSA/CSA Surface Water and Ocean Topography (SWOT) satellite can provide new insights to fluvial gas exchange modeling upon launch and subsequent data collection in 2022. Here, we exploit the distinct geomorphology of SWOT-observable rivers (>50 m wide) to develop a physical model of gas exchange that is remotely sensible and explains 50% of log-transformed variation across 166 field measurements of k600 ${k}_{600}$. We then couple this model with established inversion techniques to develop BIKER, the ""Bayesian Inference of the k600 ${k}_{600}$ Exchange Rate"" algorithm. We validate BIKER on 47 SWOT-simulated rivers without an in-situ calibration, yielding an algorithm that predicts the k600 ${k}_{600}$ timeseries solely from SWOT observations with a by-river median Kling-Gupta Efficiency of 0.21. BIKER is better at inferring the temporal variation of gas exchange (median correlation coefficient of 0.91), than reproducing the absolute rates of exchange (median normalized RMSE of 51%). Finally, BIKER is robust to measurement errors implicit in the SWOT data. We suggest that BIKER will be useful in mapping global-scale fluvial gas exchange and improving CO2 $\left[\mathrm{C}{\mathrm{O}}_{2}\right]$ emissions estimates when coupled with river CO2 $\left[\mathrm{C}{\mathrm{O}}_{2}\right]$ models.Show less"
4,"Dickson, NE",Sep 25 2012 ,Flow regulation alters alpine river thermal regimes,JOURNAL OF HYDROLOGY,"Impacts of anthropogenic flow regulation on the thermal regimes of alpine river systems are poorly understood. This is surprising given the importance of water temperature for river ecosystems and the widespread regulation of mountain rivers across the world. This study examined water temperature dynamics year-round between July 2008 and September 2009 in the Eisboden river system, central Austrian Alps. Water temperature data were examined alongside hydroclimatological data to infer the key processes driving thermal variability from diurnal to inter-annual scales. As expected, interactions between meteorology and water source controlled year-round thermal heterogeneity. However, water entering the proglacial river from a hydropower storage reservoir caused significant increases in water temperature during both late summer and early winter, resulting in a marked longitudinal thermal discontinuity. The timing and duration of flows discharged from reservoirs, and thus effects on river thermal regimes, differed considerably from previous studies of subalpine hydropeaking. Furthermore, thermal responses to flow regulation extended laterally to some groundwater tributaries even where there was no upstream surface connectivity, suggesting significant hyporheic flow or conduction of heat through coarse alluvium. River water temperature continued to be altered even after reservoir releases had ceased due to the removal of winter snow cover and recharged groundwater sources. Together, these insights into the thermal variability have broad implications for conservation and management of alpine river systems because water temperature is a key variable influencing aquatic ecosystems, and because anthropogenic pressures on alpine environments are expected to grow in the future. (C) 2012 Elsevier B.V. All rights reserved.Show less"
5,"Blume, T",May-jun 2015 ,From hillslope to stream: methods to investigate subsurface connectivity,WILEY INTERDISCIPLINARY REVIEWS-WATER,"Hydrologic connectivity is the linkage of separate regions of a catchment via water flow. Knowledge of hillslope-stream connectivity (both at the surface and in the subsurface) is essential for understanding and predicting runoff responses and streamwater quality. Connectivity can be very dynamic: hillslopes may connect to the stream only during certain events or seasons. While surface connectivity is often discussed, particularly in the context of sediment transport, subsurface connectivity is more difficult to describe and assess. This difficulty has led to a wide variety in methodologies that are used in various contexts. Field approaches have focused on intensive monitoring of processes on the hillslope or the fingerprint of connectivity in the stream. Combining experimental studies with modeling allows for testing of hypotheses with respect to thresholds and controls on connectivity, and extrapolation from the hillslope scale to the catchment scale. However, as most modeling approaches are based on datasets from a few intensively studied hillslopes, this carries the inherent risk of oversimplification because it assumes that the observed hillslope responses are representative for the catchment or even the region. Focussed efforts on catchment scale assessment of hillslope-stream connectivity, as well as site intercomparisons and the search for similarity measures may allow us to capture the wider picture of the mechanisms and factors that control hillslope-stream connectivity, and its effects on flow and transport at the catchment scale. This overview focuses on how hillslope-stream connectivity has been studied and describes the advantages, disadvantages, and challenges of the different methods. (C) 2015 Wiley Periodicals, Inc.Show less"
6,"Zhang, T",Nov 2019 ,"Carbon dioxide exchanges and their controlling factors in Guijiang River, SW China",JOURNAL OF HYDROLOGY,"The important flux estimate of carbon exchange across the water-air interface in river systems of the global carbon cycle are being increasingly recognized. However, these estimates have large uncertainty due to the incomplete temporal and spatial coverage of CO2 flux. Here, we evaluated the seasonal and spatial dynamics and controlling factors of CO2 exchange across the water-air interface and their potential role in regional and global carbon budgets in 25 river transects along Guijiang River (GJR), southwestern China, in July and December 2016. These river transects were divided into upstream (US), middle (MS), and downstream (DS) reaches in non-karst, karst and mixed areas, respectively. The riverine CO2 fluxes showed obvious seasonal variations, ranging from 5.62 +/- 5.93 g/(m(2).d) in summer to 1.25 +/- 4.02 g/(m(2).d) in winter, with an average value of 3.44 +/- 5.48 g/(m(2).d). The riverine CO2 fluxes exhibited significant spatial patterns, where the highest and lowest averaged CO2 fluxes occurred at MS in summer and winter, respectively. Generally, the river was a carbon source with respect to the atmosphere throughout the year. However, the CO2 fluxes were obviously restrained by aquatic metabolism and the carbonate buffer system in winter. Additionally, the absorbed CO2 at MS was due to strong photosynthetic and carbonate buffer activities. Carbon loss via atmospheric exchange in the GJR river basin was 0.032 +/- 0.047 Tg C/yr, which accounted for 20.1% of the riverine dissolved carbon fluxes (0.160 +/- 0.075 Tg C/yr). Thus, 0.128Tg C yr(-1) was sequestered in the GJR basin. Our results demonstrate the need to emphasize the importance of aquatic photosynthesis and the carbonate buffer system in restraining CO2 degassing in karst rivers. It is important to underscore the detailed spatiotemporal changes in CO2 flux to reduce uncertainty in current estimates of global riverine CO2 emissions.Show less"
7,"Valle-Levinson, A",Jan 2012 ,Impact of record flooding of a subtropical river on estuary/ocean exchange,OCEAN DYNAMICS,"Measurements of current velocity profiles during and after cresting of the Suwannee River in Northern Florida, USA, were used to investigate the effects of increased river discharge on subtidal flows near the estuarine transition with the Gulf of Mexico. Three moored velocity profilers were deployed across a lower estuary cross-section. The cross-section bathymetry consisted of a channel (similar to 5.5 m deep) near the western bank of the estuary that shoaled monotonically eastward. Two-layer gravitational exchange developed only in the deepest part of the cross-section during the river cresting and persisted for similar to 20 days. After this similar to 20-day period, the net flow decreased and was seaward throughout the water column. Net flows outside the channel were seaward throughout the observation period and were modulated by the river pulse. By comparing the estuarine response in the 5.5-m channel to theoretical responses driven by a dynamic balance between pressure gradient and stress divergence, a condition required for two-layered flow was proposed. Gravitational exchange flow should be expected when the ratio of density-driven flow to river-induced flow is greater than 0.23 to 0.28. Smaller values of this ratio should produce unidirectional, seaward flows after a river pulse. Two-layered flows restricted to the channel can be explained also with this ratio because of the sensitivity of density-driven flows to local depth and eddy viscosity. These findings need to be tested against observations in other systems affected by extreme freshwater pulses.Show less"
8,"Butturini, A",Aug 23 2005 ,Modeling storm events to investigate the influence of the stream-catchment interface zone on stream biogeochemistry,WATER RESOURCES RESEARCH,"We formulate a new mixing model to explore hydrological and chemical conditions under which the interface between the stream and catchment interface (SCI) influences the release of reactive solutes into stream water during storms. Physically, the SCI corresponds to the hyporheic/riparian sediments. In the new model this interface is coupled through a bidirectional water exchange to the conventional two components mixing model. Simulations show that the influence of the SCI on stream solute dynamics during storms is detectable when the runoff event is dominated by the infiltrated groundwater component that flows through the SCI before entering the stream and when the flux of solutes released from SCI sediments is similar to, or higher than, the solute flux carried by the groundwater. Dissolved organic carbon (DOC) and nitrate data from two small Mediterranean streams obtained during storms are compared to results from simulations using the new model to discern the circumstances under which the SCI is likely to control the dynamics of reactive solutes in streams. The simulations and the comparisons with empirical data suggest that the new mixing model may be especially appropriate for streams in which the periodic, or persistent, abrupt changes in the level of riparian groundwater exert hydrologic control on flux of biologically reactive fluxes between the riparian/hyporheic compartment and the stream water.Show less"
9,"Zeba, I",Jul 9 2012 ,Electron-hole two-stream instability in a quantum semiconductor plasma with exchange-correlation effects,PHYSICS LETTERS A,"The electron-hole two-stream instability in a quantum semiconductor plasma has been studied including electrons and holes quantum recoil effects, exchange-correlation potentials, and degenerate pressures of the plasma species. Typical values of GaAs and GaSb semiconductors are used to estimate the growth rate of the two-stream instability. The effects of electron- and hole-phonon collision, quantum recoil effects, the streaming velocities, and the corresponding threshold on the growth rate are investigated numerically. Considering the phonon susceptibility allows the acoustic mode to exist and the collisional instability arises in combination with drift of the holes. (C) 2012 Elsevier B.V. All rights reserved.Show less"
10,"Caldwell, RJ",Jul 2013 ,"Statistical modeling of daily and subdaily stream temperatures: Application to the Methow River Basin, Washington",WATER RESOURCES RESEARCH,"Management of water temperatures in the Columbia River Basin (Washington) is critical because water projects have substantially altered the habitat of Endangered Species Act listed species, such as salmon, throughout the basin. This is most important in tributaries to the Columbia, such as the Methow River, where the spawning and rearing life stages of these cold water fishes occurs. Climate change projections generally predict increasing air temperatures across the western United States, with less confidence regarding shifts in precipitation. As air temperatures rise, we anticipate a corresponding increase in water temperatures, which may alter the timing and availability of habitat for fish reproduction and growth. To assess the impact of future climate change in the Methow River, we couple historical climate and future climate projections with a statistical modeling framework to predict daily mean stream temperatures. A K-nearest neighbor algorithm is also employed to: (i) adjust the climate projections for biases compared to the observed record and (ii) provide a reference for performing spatiotemporal disaggregation in future hydraulic modeling of stream habitat. The statistical models indicate the primary drivers of stream temperature are maximum and minimum air temperature and stream flow and show reasonable skill in predictability. When compared to the historical reference time period of 1916-2006, we conclude that increases in stream temperature are expected to occur at each subsequent time horizon representative of the year 2020, 2040, and 2080, with an increase of 0.8 +/- 1.9 degrees C by the year 2080.Show less"
