,First author,Year,Title,Journal,Abstract
0,"Marzadri, A",Sep 20 2012 ,Morphodynamic controls on redox conditions and on nitrogen dynamics within the hyporheic zone: Application to gravel bed rivers with alternate-bar morphology,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,"Hyporheic flows, which stem from the interaction between stream flow and bedform, transport solute-laden surface waters into the streambed sediments, where reactive solutes undergo biogeochemical transformations. Despite the importance of hyporheic exchange on riverine ecosystem and biogeochemical cycles, research is limited on the effects of hyporheic fluxes on the fate of reactive solutes within the hyporheic zone. Consequently, we investigate the controls of hyporheic flowpaths, which we link to stream morphology and streamflow, on prevailing hyporheic redox conditions and on biogeochemical transformations occurring within streambeds. We focus on the dissolved inorganic reactive forms of nitrogen, ammonium and nitrate, because nitrogen is one of the most common reactive solutes and an essential nutrient found in stream waters. Our objectives are to explore the influence of stream morphology, hyporheic water temperature and relative abundance of ammonium and nitrate, on transformation of ammonium, removal of nitrates and production of nitrous oxide, a potent greenhouse gas. We address our objectives with analytical solutions of the Multispecies Reactive Advection-Dispersion Equation coupled with linearized Monod's kinetics and analytical solutions of the hyporheic flow for alternate-bar morphology. We introduce a new Damkohler number, Da, defined as the ratio between the median hyporheic residence time and the time scale of oxygen consumption, which we prove to be a good indicator of where aerobic or anaerobic conditions prevail. In addition, Da is a key index to quantify hyporheic nitrification and denitrification efficiencies and defines a new theoretical framework for scaling results at both the morphological-unit and stream-reach scales.Show less"
1,"Hannah, DM",Nov 2004 ,"Heat exchanges and temperatures within a salmon spawning stream in the cairngorms, Scotland: Seasonal and sub-seasonal dynamics",RIVER RESEARCH AND APPLICATIONS,"Stream temperatures are often used to predict salmonid embryo development; but there are very few medium-term studies of the heat exchanges determining water column and bed temperatures. Furthermore, no research exists on the energy balance for sub-arctic Scottish rivers. This paper reports results of a hydrometeorological study of a Cairngorm stream (Girnock burn, northeast Scotland) over the salmon spawning-hatch season (late October 2001 to mid-April 2002) that aims: (1) to characterize seasonal and sub-seasonal stream energy budget and thermal dynamics; and (2) to explain these variations with respect to meteorological and hydrological factors. In terms of average energy flux contributions, sensible heat (38.7%), the bed heat flux (37.0%) and friction at the stream bed and banks (24.3%) are heat sources, while latent heat (73.1 %) and net radiation (26.9%) are heat sinks. All energy losses and 38.7% of heat gains occur at the air-water interface; and 61.3% of energy gains (including friction) take place at the water-channel bed interface. Typically, temperatures increase (+ 1.97degreesC) and show dampening of thermal response from the water column to depth in the stream bed. The most salient findings include: (1) the stream bed (atmosphere) is the dominant energy source (sink) for heating (cooling) channel water, which may be attributed to inferred heat advection by groundwater up-welling into the bed of this upland stream; (2) sensible heat is the primary atmospheric energy source due to limited net radiation; (3) friction at the stream bed and banks is an important heat source. Energy budget terms and temperatures exhibit (sub-)seasonal changes in response to meteorological and hydrological conditions; a schematic diagram is presented to summarize these results. This paper clearly illustrates the need for further medium- to long-term empirical stream energy balance research to characterize heat flux dynamics and, thus, understand and predict water temperature variations over time-scales of relevance to biological studies. Copyright (C) 2004 John Wiley Sons, Ltd.Show less"
2,"HENDRICKS, SP",Oct 1995 ,"SEASONAL BIOGEOCHEMICAL PATTERNS IN SURFACE-WATER, SUBSURFACE HYPORHEIC, AND RIPARIAN GROUND-WATER IN A TEMPERATE STREAM ECOSYSTEM",ARCHIV FUR HYDROBIOLOGIE,"Relationships among stream surface water (9-km reach), substream hyporheic water (10-m pool-riffle-pool reach), and riparian groundwater (single site) biogeochemical patterns were examined in four seasons (1989-1990) in a temperate stream ecosystem (Michigan, USA). Surface water concentrations of chloride, dissolved organic carbon (DOG), and chlorophyll-a exceeded those of groundwater during most sampling periods. Groundwater and hyporheic concentrations of silica (SiO2), soluble reactive phosphorus (SRP), nitrate+nitrite (NO3-N), and ammonium (NH4-N) were generally higher than in surface water, particularly during summer. Hyporheic temperatures exhibited sharpest gradients with depth and distance downstream beneath a study riffle during summer and winter. Biologically reactive solutes (SRP, NO3-N, NH4-N, and DOC) generally decreased with depth and increased with distance beneath the riffle during summer and winter as well. Hyporheic patterns were indistinct or more variable during spring and fall and were attributed, in part, to the breakdown of thermal gradients within the bed, similar to seasonal lake turnover (mixis). Similarities between longitudinal/depth gradients in hyporheic patterns and longitudinal stream channel patterns for SiO2 and Cl (the more conservative solutes) indicated potential cumulative groundwater discharge effects through successive hyporheic zones over stream distance. Relationships between hyporheic patterns, stream channel patterns, and the biologically reactive solutes (SRP, NO3-N, NH4-N, DOC) were less clear because of potential biotic or abiotic uptake at the sediment-water interface. Groundwater-surface water interaction within a hyporheic zone forms a complex system structured not only by hydrologic forces but also by seasonal changes in temperature and discharge.Show less"
3,"Rodeles, AA",Jul 3 2019 ,Consideration of habitat quality in a river connectivity index for anadromous fishes,INLAND WATERS,"River fragmentation is one of the main threats to diadromous fish species. We aimed to create a new and simple connectivity index to calculate habitat accessibility that considers habitat suitability for fish species, using the Bidasoa River basin in the north of Spain and Atlantic salmon (Salmo salar) as an example. A habitat connectivity index (HCI) was calculated for the river basin using upstream passability and segment length as variables. We then calculated a new habitat quality index for each river segment and multiplied it by river segment length to create the Breeding Habitat Connectivity Index (HCIb). These 2 indices were first calculated using only upstream barrier passability and then by adding downstream passability. In each case, the indices show different outcomes but a similar pattern: in all cases, main-stem obstacles closest to the river mouth most affected the connectivity index, even when habitat quality was considered. Although we cannot compare the indices to the real area used by salmon because spatial tracking was not performed during the study years, we consider that including habitat quality in a river connectivity index adds useful information for scientists and managers.Show less"
4,"Gu, YC",Aug 12 2022 ,Continuous assessment of the adaptability between river network connectivity and water security in a typical highly urbanized area in eastern China,FRONTIERS IN ENVIRONMENTAL SCIENCE,"Urbanization has reduced river network connectivity, posing a great threat to water security. However, the mechanism through which changes in river network connectivity impact water security remains uncertain. River network connectivity and water security have been separately and thoroughly assessed by several researchers; however, few studies conducted a coupled assessment of these two aspects together, which may shed light on this mechanism. Based on assessment indicators developed in previous studies and key influence factors identified in the study area, this study proposed a comprehensive evaluation method to continually evaluate the adaptability between river network connectivity and water security in the Wuchengxiyu region, a highly urbanized area in Eastern China. The continuous evaluation was conducted for the period 2010-2019 based on the coupling coordination degree calculation formula. The results show that from 2010 to 2015, the coupling coordination degree between river network connectivity and water security followed a downward trend, due to the uncoordinated development between water systems and urbanization. After 2015, an increasing trend was observed with the implementation of environmental policies. In the past decade, the water surface rate and the coverage rate of suitable flow velocity decreased from 4.59% to 4.28% and from 54.1% to 30.9%, respectively, which may have negative effects on water quality and limit the improvement of regional flood control capacity. Moreover, the evaluation results also prove that policies such as the Ecological River-Lake Construction and the River Chief System have contributed to improve the quality of the water environment and regional flood control. The proposed assessment framework can be used as a guidance to evaluate the relationship between water network connectivity and water security; moreover, it provides new ideas for water network system protection and water quality maintenance in similar highly urbanized areas.Show less"
5,"Fergus, CE",Aug 2017 ,"The freshwater landscape: lake, wetland, and stream abundance and connectivity at macroscales",ECOSPHERE,"Inland water bodies and their surface hydrologic connections are active components in the landscape, influencing multiple ecological processes that can propagate to broad-scale phenomena such as regional nutrient and carbon cycles and metapopulation dynamics. However, while lake, wetland, and stream abundance has been estimated at regional and global extents, less attention has been paid to freshwater connectivity attributes among aquatic systems at macroscales. Thus, regional to continental patterns of freshwater abundance and connectivity are poorly understood. We measured lake, wetland, and stream abundance and surface connectivity attributes (i.e., landscape position within stream networks) at a subcontinental extent in the Midwest and Northeast United States to characterize macroscale spatial patterns of the freshwater landscape (i.e., abundance and connectivity attributes of lakes, wetlands, and streams). We found that lake and wetland abundance exhibited opposite spatial patterns from stream density that generally followed glaciation extent boundaries-lake and wetland abundance was high north of the glaciation boundary, whereas stream density was high south of the glaciation boundary. Freshwater connectivity attributes exhibited distinct spatial patterns as defined by our integrated freshwater clusters and revealed a layer of complexity not captured by abundance measures. Patterns of freshwater abundance and connectivity in the study extent were associated primarily with glaciation and secondarily with hydrogeomorphic (e.g., surficial geology and topography), climate (e.g., runoff), and land-use (e.g., agriculture) variables, providing insight into potential drivers of freshwater composition and distribution. The connectivity spatial patterns observed suggest that relying solely on freshwater abundance measures in macroscale analyses omits unique information on the structural attributes of freshwater systems that can be critical to key ecological processes. Adopting an integrated freshwater landscape framework to study and manage freshwaters is essential as freshwater systems face broad-scale disturbances that may alter hydrologic connections and subsequently may impact ecosystem processes and services.Show less"
6,"Hiatt, M",Apr 2015 ,Hydrological connectivity in river deltas: The first-order importance of channel-island exchange,WATER RESOURCES RESEARCH,"Deltaic systems are composed of distributary channels and interdistributary islands. While previous work has focused either on the channels or on the islands, here we study the hydrological exchange between channels and islands and point at its important role in delta morphology and ecology. We focus our analysis on Wax Lake Delta in coastal Louisiana (USA) and characterize the surface water component of hydrological connectivity through measurements of water discharge and hydraulic tracer propagation. We find that deltaic islands are zones of significant water flux as 23-54% of the incoming distributary channel flux enters the islands. A calculation of the travel times through a channel-island complex shows travel times through the islands to be at least 3 times their channel counterparts. A dye release experiment also indicates that travel times in islands are much longer that those within channels as dye remained in the island for the 3.8 day duration of the experiment. Additionally, islands are more sensitive than channels to environmental forces such as tides, which cause flow reversal and thus can increase travel times through the islands. Our work defines the hydrological network of a river delta to include not only the distributary channel network but also the interdistributary islands, quantifies the implications of channel-island hydrological connectivity to travel times through the system, and discusses the relevance of our findings to channel mouth dynamics at the delta front and the potential for denitrification in coastal systems.Show less"
7,"Brookfield, AE",Oct 1 2013 ,Implications of Hyporheic Flow on Temperature-Based Estimates of Groundwater/Surface Water Interactions,JOURNAL OF HYDROLOGIC ENGINEERING,"The hyporheic zone has received significant attention in recent years due to its role in regulating the physical, chemical, and biological processes that buffer fluvial systems at a variety of scales. The exchange of water through the hyporheic zone is also important for the regulation of stream and streambed temperatures. Recent research has utilized stream and streambed temperatures to quantify groundwater discharge to streams using a variety of methods, including one-dimensional analytical solutions for vertical flux across the streambed interface. The presence of lateral flows, including hyporheic flow, will cause uncertainty in these analytical solution results. In this study, HydroGeoSphere, a three-dimensional, fully integrated surface/subsurface hydrologic model, is used to simulate the manner in which streambed heterogeneity influences groundwater/surface water interactions along a stream section, and the uncertainty of groundwater/surface water flux estimates based upon streambed temperatures. Groundwater/surface water exchange fluxes from numerical experiments of an idealized linear reach with homogeneous and heterogeneous streambed materials are compared to the results of a one-dimensional analytical solution of groundwater discharge to a stream using the numerically simulated temperature results. Both low- and high-variance distributions of hydraulic conductivity (ln K variances of 0.85 and 17.0, respectively) along the streambed caused hyporheic flow, which caused significant discrepancies between the numerical and analytical groundwater/surface water flux results. A low variance in hydraulic conductivity did result in smaller discrepancies between the numerical and analytical solutions compared to the higher-variance simulations; however, the discrepancies between the low-K-variance simulations and the associated analytical solution interpretation still differed by up to an order in magnitude. The quantity of hyporheic flow increased with increased depth of heterogeneous streambed sediments, causing greater discrepancies between the analytical estimate and the numerical solution of groundwater/surface water exchange. In all simulations the analytical solution underestimated the exchange flux, and in the presence of hyporheic flow, the analytical solution was unable to capture the patterns of exchange flux at the streambed. The three-dimensional modeling approach produced an increase in the lateral flow components within the streambed compared to results inferred from one- and two-dimensional models employed in previous research. This three-dimensional approach enabled analysis of the spatial variability of error between the analytical and numerical results and determined that in environments with lateral flows, including hyporheic flow, the analytical solution is indicative of the patterns of the vertical component of fluid flow to the streambed.Show less"
8,"Zarnetske, JP",Mar 2015 ,Coupling multiscale observations to evaluate hyporheic nitrate removal at the reach scale,FRESHWATER SCIENCE,"Excess NO3- in streams is a growing and persistent problem for both inland and coastal ecosystems, and denitrification is the primary removal process for NO3-. Hyporheic zones can have high denitrification potentials, but their role in reach- and network-scale NO3- removal is unknown because it is difficult to estimate. We used independent and complementary multiscale measurements of denitrification and total NO3- uptake to quantify the role of hyporheic NO3- removal in a 303-m reach of a 3(rd)-order agricultural stream in western Oregon, USA. We characterized the reach-scale NO3- dynamics with steady-state N-15-NO3- tracer-addition experiments and solute-transport modeling, and measured the hyporheic conditions via in-situ biogeochemical and groundwater modeling. We also developed a method to link these independent multiscale measurements. Hyporheic NO3- removal (rate coefficient (HZ) = 0.007/h) accounted for 17% of the observed total reach NO3- uptake and 32% of the reach denitrification estimated from the N-15 experiments. The primary limitations on hyporheic denitrification at the reach scale were availability of labile dissolved organic C and the restricted size of the hyporheic zone caused by anthropogenic channelization (sediment thickness 1.5 m). Linking multiscale methods made estimates possible for hyporheic influence on stream NO3- dynamics. However, it also demonstrated that the traditional reach-scale tracer experimental designs and subsequent transport modeling cannot be used alone to directly investigate the role of the hyporheic zone on reach-scale water and solute dynamics.Show less"
9,"Brunke, M",4th River Bottom Symposium,Environmental gradient patterns in hyporheic interstices: A model based on hydrologic exchange processes,,
