,First author,Year,Title,Journal,Abstract
0,"Koch, JC",May 21 2011 ,"Simulating unsteady flow, anabranching, and hyporheic dynamics in a glacial meltwater stream using a coupled surface water routing and groundwater flow model",WATER RESOURCES RESEARCH,"Flooding affects ecosystems by transporting water and solutes across aquatic-terrestrial interfaces, removing nutrient and organic substrate limitations, and spurring biogeochemical activity. Few studies have considered the influence of flooding on surface water-groundwater interactions. This research examines the temporally variable water storage and exchange in a stream in the McMurdo Dry Valleys (MDV) of Antarctica, where diel flood pulses occur due to glacial melt. Several MDV streams display truncated discharge peaks, suggesting water storage between the source glacier and the gauging station. We tested the hypothesis that stream braids and subsurface water storage contribute to the difference between glacial melt and stream outflow hydrographs by constructing a coupled surface water routing and subsurface water flow model. This model routes water into stream braids at high flows and allows this water to infiltrate and return to the stream via subsurface flow paths as flows recede. Our simulation demonstrates the importance of surface-subsurface water interactions in controlling the hydrograph shape. Maximum simulated discharge was sensitive to storage parameters including aquifer depth and the flooding threshold, while minimum discharge was sensitive to hydraulic conductivity. Subsurface storage volume varied by 38% over a diel cycle and stream-subsurface exchange rates varied from 0 to 0.19 m(3) h(-1) m(-1), with exchange from the stream to the subsurface during high flows, and vice versa at low flows. These results underscore how unsteady flow can increase hyporheic interactions and ecosystem productivity, and provide support for maintaining natural stream morphology and flow regimes.Show less"
1,"Shih, WR",Sep 16 2020 ,Hyporheic Exchange Under Undular Flows Over a Coarse Granular Bed,GEOPHYSICAL RESEARCH LETTERS,"Undular flows over riffles (standing waves with underlying open-channel flows) facilitate a quality environmental setting for riverine habitats. Understanding their link with hyporheic exchange flow (HEF) is important from eco-hydro-geomorphic perspectives. We conduct refractive index-matched scanning experiments to resolve the exchange between surface and subsurface flows across a coarse granular bed. We show that the HEF includes wave pumping (WP) and grain-scale pumping (GP) components. Mechanistically, the dynamic pressure gradient best explains the HEF on both wave and grain scales. However, due to the underlying open-channel flow, the result exhibits a phase lag compared to the theoretical WP, suggesting a necessary shift from the existing water surface-based model to a pressure gradient-based approach. Quantitatively, with the present experimental setting, the GP flux is 1 order of magnitude smaller than the WP flux. The relative significance of WP to GP is further increased at higher discharges, indicating potential utility of WP in habitat vitalization.Show less"
2,"Hoagland, B",Jun 2017 ,Hyporheic zone influences on concentration-discharge relationships in a headwater sandstone stream,WATER RESOURCES RESEARCH,"Complex subsurface flow dynamics impact the storage, routing, and transport of water and solutes to streams in headwater catchments. Many of these hydrogeologic processes are indirectly reflected in observations of stream chemistry responses to rain events, also known as concentration-discharge (CQ) relations. Identifying the relative importance of subsurface flows to stream CQ relationships is often challenging in headwater environments due to spatial and temporal variability. Therefore, this study combines a diverse set of methods, including tracer injection tests, cation exchange experiments, geochemical analyses, and numerical modeling, to map groundwater-surface water interactions along a first-order, sandstone stream (Garner Run) in the Appalachian Mountains of central Pennsylvania. The primary flow paths to the stream include preferential flow through the unsaturated zone (""interflow""), flow discharging from a spring, and groundwater discharge. Garner Run stream inherits geochemical signatures from geochemical reactions occurring along each of these flow paths. In addition to end-member mixing effects on CQ, we find that the exchange of solutes, nutrients, and water between the hyporheic zone and the main stream channel is a relevant control on the chemistry of Garner Run. CQ relationships for Garner Run were compared to prior results from a nearby headwater catchment overlying shale bedrock (Shale Hills). At the sandstone site, solutes associated with organo-mineral associations in the hyporheic zone influence CQ, while CQ trends in the shale catchment are affected by preferential flow through hillslope swales. The difference in CQ trends document how the lithology and catchment hydrology control CQ relationships.Plain Language Summary Stream chemistry serves as a fingerprint for the processes that occur in the critical zone, which extends from unweathered bedrock to the top of the tree canopy. The critical zone thus includes all resources critical to life. This paper evaluates chemical and physical processes in the critical zone, specifically in soils, streams, and groundwater. Our work suggests the important influence of groundwater-surface water interactions on mountain streams with an emphasis on the transport of water and solutes through the streambed. By comparing these transport processes on sandstone and shale, we hypothesize that the type of rock underlying a watershed can influence the relative importance of groundwater-surface water interactions on stream chemistry.Show less"
3,"Robertson, AL",Apr 2010 ,"Ecology of the hyporheic zone: origins, current knowledge and future directions",FUNDAMENTAL AND APPLIED LIMNOLOGY,"Traian Orghidan's seminal paper on the hyporheic zone was published in German in Archiv fur Hydrobiologie 50 years ago. To celebrate this anniversary, it has now been translated into English and republished in Fundamental and Applied Limnology, the successor to Archiv fur Hydrobiologie, as part of this special issue on hyporheic zone ecology. Here we examine the development and current state of knowledge of four aspects of hyporheic zone ecology first articulated by Orghidan. First, we consider the ecotonal nature of the hyporheic zone (HZ) and its relationship to the wider stream ecosystem; second, surface water and groundwater habitat interconnectivity within the hyporheic zone; third, the spatial and temporal heterogeneity of the HZ and how this may influence its function as a refugium for taxa during disturbances; and lastly interactions between hyporheic invertebrates and pore water volume, bacterial densities and particulate organic carbon. We outline the characteristics of the hyporheic zone that may determine how effective it will be as a refugium for benthic taxa during disturbances and consider the biological traits of benthic species most able to utilise the HZ as a refugium. Finally, we examine an important avenue of research that has developed since Orghidans paper reflecting significant scientific and technological advances; the role of the hyporheic zone in stream nutrient dynamics. We conclude by considering some areas where further research is likely to advance our understanding of the hyporheic zone and its interaction with the wider stream ecosystemShow less"
4,"Ward, AS",Sep 19 2014 ,Spatially distributed characterization of hyporheic solute transport during baseflow recession in a headwater mountain stream using electrical geophysical imaging,JOURNAL OF HYDROLOGY,"The transport of solutes along hyporheic flowpaths is recognized as central to numerous biogeochemical cycles, yet our understanding of how this transport changes with baseflow recession, particularly in a spatially distributed manner, is limited. We conducted four steady-state solute tracer injections and collected electrical resistivity data to characterize hyporheic transport during seasonal baseflow recession in the RI Andrews Experimental Forest (Oregon, USA). We used temporal moment analysis of pixels generated from inversion of electrical resistivity data to compress time-lapse data into descriptive statistics (mean arrival time, temporal variance, and temporal skewness) for each pixel. A spatial visualization of these temporal moments in the subsurface at each of five 2-D transects perpendicular to the stream was interpreted to inform transport processes. As baseflow recession progressed we found increasing first arrival times, persistence, mean arrival time, temporal variance, and coefficient of variation, and decreasing skewness. These trends suggest that changes in hydrologic forcing alter the relative influence of transport phenomena (e.g., advection vs. other transport processes such as dispersion) along flowpaths. Spatial coverage obtained from electrical resistivity images allowed for qualitative comparison of spatial patterns in temporal moments both at an individual cross-section as well as between cross sections. We found that geomorphologic controls (e.g., bedrock confinement vs. gravel wedge deposits) resulted in different distributions and metrics of hyporheic transport. Results of this study provide further evidence that hyporheic transport is highly variable both in space and through the baseflow recession period. Geophysical images differentiate advection-dominated flowpaths from those that are more affected by other transport processes (e.g., dispersion, mobile-immobile exchange). (C) 2014 Elsevier B.V. All rights reserved.Show less"
5,"Haggerty, R",Jul 1 2002 ,Power-law residence time distribution in the hyporheic zone of a 2nd-order mountain stream,GEOPHYSICAL RESEARCH LETTERS,"[1] We measured the hyporheic residence time distribution in a 2nd-order mountain stream at the H. J. Andrews Experimental Forest, Oregon, and found it to be a power-law over at least 1.5 orders of magnitude in time (1.5 hr to 3.5 d). The residence time distribution has a very long tail which scales as t(-1.28), and is poorly characterized by an exponential model. Because of the small power-law exponent, efforts to characterize the mean hyporheic residence time (t(s))in this system result in estimates that are scale invariant, increasing with the characteristic advection time within the stream channel (t(ad)). The distribution implies the hyporheic zone has a very large range of exchange timescales, with significant quantities of water and solutes stored over timescales very much longer than t(ad). The hyporheic zone in such streams may contribute to short-time fractal scaling in time series of solute concentrations observed in small-watershed studies.Show less"
6,"Quick, AM",Nov 1 2016 ,Controls on Nitrous Oxide Emissions from the Hyporheic Zones of Streams,ENVIRONMENTAL SCIENCE & TECHNOLOGY,"The magnitude and mechanisms of nitrous oxide (N2O) release from rivers and streams are actively debated. The complex interactions of hydrodynamic and biogeochemical controls on emissions of this important greenhouse gas preclude prediction of when and where N2O emissions will be significant. We present observations from column and large-scale flume experiments supporting an integrative model of N2O emissions from stream sediments. Our results show a distinct, replicable, pattern of nitrous oxide generation and consumption dictated by subsurface (hyporheic) residence times and biological nitrogen reduction rates. Within this model, N2O emission from stream sediments requires subsurface residence times (and microbially mediated reduction rates) be sufficiently long (and fast reacting) to produce N2O by nitrate reduction but also sufficiently short (or slow reacting) to limit N2O conversion to dinitrogen gas. Most subsurface exchange will not result in N2O emissions; only specific, intermediate, residence times (reaction rates) will both produce and release N2O to the stream. We also confirm previous observations that elevated nitrate and declining organic carbon reactivity increase N2O production, highlighting the importance of associated reaction rates in controlling N2O accumulation. Combined, these observations help constrain when N2O release will occur, providing a predictive link between stream geomorphology, hydrodynamics, and N2O emissions.Show less"
7,"Bawa, N",Dec 15 2014 ,"Controls on morphological variability and role of stream power distribution pattern, Yamuna River, western India",GEOMORPHOLOGY,"Understanding the controls on the morphological variability of river systems constitutes one of the fundamental questions in geomorphic investigation. Channel morphology is an important indicator of river processes and is of significance for mapping the hydrology-ecologic connectivity in a river system and for predicting the future trajectory of river health in response to external forcings. This paper documents the spatial morphological variability and its natural and anthropogenic controls for the Yamuna River, a major tributary of the Ganga River, India. The Yamuna River runs through a major urban centre i.e. Delhi National Capital Region. The Yamuna River was divided into eight geomorphically distinct reaches on the basis of the assemblages of geomorphic units and the association of landscape, valley and floodplain settings. The morphological variability was analysed through stream power distribution and sediment load data at various stations. Stream power distribution of the Yamuna River basin is characterised by a non-linear pattern that was used to distinguish (a) high energy 'natural' upstream reaches, (b) 'anthropogenically altered', low energy middle stream reaches, and (c) 'rejuvenated' downstream reaches again with higher stream power. The relationship between stream power and channel morphology in these reaches was integrated with sediment load data to define the maximum flow efficiency (MFE) as the threshold for geomorphic transition. This analysis supports the continuity of river processes and the significance of a holistic, basin-scale approach rather than isolated local scale analysis in river studies. (C) 2014 Elsevier B.V. All rights reserved.Show less"
8,"Yao, CC",Aug 2019 ,Field Experiments of Hyporheic Flow Affected by a Clay Lens,WATER,"As a typical water exchange of surface water and groundwater, hyporheic flow widely exists in streambeds and is significantly affected by the characteristics of sediment and surface water. In this study, a low-permeability clay lens was chosen to investigate the influence of the streambed heterogeneity on the hyporheic flow at a river section of the Xin'an River in Anhui Province, China. A 2D sand tank was constructed to simulate the natural streambed including a clay lens under different velocity of surface water velocity. Heat tracing was used in this study. In particular, six analytical solutions based on the amplitude ratio and phase shift of temperatures were applied to calculate the vertical hyporheic flux. The results of the six methods ranged from -102.4 to 137.5 m/day and showed significant spatial differences. In view of the robustness of the calculations and the rationality of the results, the amplitude ratio method was much better than the phase shift method. The existence of the clay lens had a significant influence on the hyporheic flow. Results shows that the vertical hyporheic flux in the model containing a clay lens was lower than that for the blank control, and the discrepancy of the hyporheic flow field on both sides of the lens was obvious. Several abnormal flow velocity zones appeared around the clay lens where the local hyporheic flow was suppressed or generally enhanced. The hyporheic flow fields at three test points had mild changes when the lens was placed in a shallow layer of the model, indicating that the surface water velocity only affect the hyporheic flow slightly. With the increasing depth of the clay lens, the patterns of the hyporheic flow fields at all test points were very close to those of the hyporheic flow field without a clay lens, indicating that the influence of surface water velocity on hyporheic flow appeared gradually. A probable maximum depth of the clay lens was 30 to 40 cm, which approached the bottom of the model and a clay lens buried lower than this maximum would not affect the hyporheic flow any more. Influenced by the clay lens, hyporheic flow was hindered or enhanced in different regions of streambed, which was also depended on the depth of lens and surface water velocity. Introducing a two-dimensional sand tank model in a field test is an attempt to simulate a natural streambed and may positively influence research on hyporheic flow.Show less"
9,"Lee, A",May 2020 ,The Sensitivity of Hyporheic Exchange to Fractal Properties of Riverbeds,WATER RESOURCES RESEARCH,"Hyporheic exchange in riverbeds is driven by current-bed topography interactions. Because riverbeds exhibit topographic roughness across scales, from individual grains to bedforms and bars, they can exhibit fractal patterns. This study analyzed the influence of fractal properties of riverbed topography on hyporheic exchange. A set of synthetic fractal riverbeds with different scaling statistics was used as inputs to sequentially coupled numerical simulations of turbulent channel flow and hyporheic flow. In the analysis, the maximum power spectrum (dune size) and the fractal dimension (topographic complexity) were considered as independent variables and we then investigated how interfacial fluxes and hyporheic travel times are functionally related to these variables. As the maximum power spectrum increases (i.e., dune height to flow depth ratio), the average interfacial flux increases logarithmically whereas it increases exponentially with an increase in fractal dimension. Hyporheic exchange is more sensitive to additional roughness (larger fractal dimensions) than to bedform size (larger maximum power). Our results imply that fractal properties of riverbeds are crucial to predicting hyporheic exchange. The predictive relationships we propose could be integrated with reduced complexity, large-scale models. They can also be used to design artificial topographies that target hyporheic ecosystem services.Show less"
