,First author,Year,Title,Journal,Abstract
0,"Allen, ST",Mar 2016 ,Wetland tree transpiration modified by river-floodplain connectivity,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,"Hydrologic connectivity provisions water and nutrient subsidies to floodplain wetlands and may be particularly important in floodplains with seasonal water deficits through its effects on soil moisture. In this study, we measured sapflow in 26 trees of two dominant floodplain forest species (Celtis laevigata and Quercus lyrata) at two hydrologically distinct sites in the lower White River floodplain in Arkansas, USA. Our objective was to investigate how connectivity-driven water table variations affected water use, an indicator of tree function. Meteorological variables (photosynthetically active radiation and vapor pressure deficit) were the dominant controls over water use at both sites; however, water table variations explained some site differences. At the wetter site, highest sapflow rates were during a late-season overbank flooding event, and no flood stress was apparent. At the drier site, sapflow decreased as the water table receded. The late-season flood pulse that resulted in flooding at the wetter site did not affect the water table at the drier site; accordingly, higher water use was not observed at the drier site. The species generally associated with wetter conditions (Q. lyrata) was more positively responsive to the flood pulse. Flood water subsidy lengthened the effective growing season, demonstrating ecological implications of hydrologic connectivity for alleviating water deficits that otherwise reduce function in this humid floodplain wetland.Show less"
1,"Folster, J",Feb 15 2001 ,Significance of processes in the near-stream zone on stream water acidity in a small acidified forested catchment,HYDROLOGICAL PROCESSES,"The near-stream zone has received increasing attention owing to its influence on stream water chemistry in general and acidity in particular. Possible processes in this zone include cation exchange, leaching of organic matter and redox reactions of sulphur compounds. III this study the influences of processes in the near-stream zone on the acidity in runoff from a small, acidified catchment in central southern Sweden were investigated. The study included sampling of groundwater, soil water and stream water along with hydrological measurements. An input-output budget for the catchment was established based on data from the International Go-operative Programme on Integrated Monitoring at this site.The catchment was heavily acidified by deposition of anthropogenic sulphur, with pH in stream water between 4.4 and 4.6. There was also no relationship between stream flow and pH, which is indicative of chronic acidification. Indications of microbial reduction of sulphate were found in some places near the stream, but the near-stream zone did not have a general impact on the sulphate concentration in discharging groundwater. The near-stream zone was a source of dissolved organic carbon (DOC) in the stream, which had a median DOC of 6.8 mg L-1. The influence on stream acidity from organic anions was overshadowed by the effect of sulphate, however, except during a spring flow episode, when additional organic matter was flushed out and the sulphate-rich ground water was mixed with more diluted event water. Ion exchange was not an important process in the near-stream zone of the Kindla catchment. Different functions of the near-stream zone relating to discharge acidity are reported in the literature. In this study there was even a variation within the site. There is therefore a need for more case studies to provide a more detailed understanding of the net effects that the near-stream zone can have on stream chemistry under different circumstances. Copyright (C) 2001 John Wiley & Sons, Ltd.Show less"
2,"Lu, CP",3rd International Conference on Water Resource and Environment (WRE),Differences in methods of quantifying the vertical hyporheic flow for streambank flow field,,
3,"Cucchi, K",Sep 3 2021 ,Estimating Hydrothermal Properties and High-Frequency Fluxes From Geophysical Measurements in the Hyporheic Zone,FRONTIERS IN WATER,"Located in the critical zone at the intersection between surface water and groundwater, hyporheic zones (HZ) host a variety of hydrological, biological and biogeochemical processes regulating water availability and quality and sustaining riverine ecosystems. However, difficulty in quantifying water fluxes along this interface has limited our understanding of these processes, in particular under dynamic flow conditions where rapid variations can impact large-scale HZ biogeochemical function. In this study, we introduce an innovative measurement assimilation chain for determining uncertainty-quantified hydraulic and thermal HZ properties, as well as associated uncertainty-quantified high-frequency water fluxes. The chain consists in the assimilation of data collected with the LOMOS-mini geophysical device with a process-based, Bayesian approach. The application of this approach on a synthetic case study shows that hydraulic and thermal HZ properties can be estimated from LOMOS-mini measurements, their identifiability depending on the Peclet number - summarizing the hydrological and thermal regime. Hydraulic conductivity values can be estimated with precision when greater than similar to 10(-5)m center dot s(-1) when other HZ properties are unknown, with decreasing uncertainty when other HZ properties are known prior to starting the LOMOS-mini measurement assimilation procedure. Water fluxes can be estimated in all regimes with varying accuracy, highest accuracy is reached for fluxes greater than similar to 10(-6)m center dot s(-1), except under highly conductive exfiltration regimes. We apply the methodology on in situ datasets by deriving uncertainty-quantified HZ properties and water fluxes for 2 data points collected during field campaigns. This study demonstrates that the LOMOS-mini monitoring technology can be used as complete and stand-alone sampling solution for quantifying water and heat exchanges under dynamic exchange conditions (time resolution < 15 min).Show less"
4,"Leyer, I",Aug 2006 ,"Dispersal, diversity and distribution patterns in pioneer vegetation: The role of river-floodplain connectivity",JOURNAL OF VEGETATION SCIENCE,"Question: Are there changes in dispersal patterns in floodplain pioneer vegetation with effects on seedling number, species richness and species composition along a gradient of declining river-floodplain connectivity?Location: Middle Elbe river floodplain, Germany.Methods: An experiment with five treatments was set up along a gradient of declining river-floodplain connectivity, partitioning seedlings into three groups: (1) emerging solely from water dispersed seeds, (2) from wind/animal dispersed seeds and (3) from the soil diaspore bank. Two controls were established: without any manipulation and exclusion of all seeds. The results were compared with those of vegetation and soil sampling to evaluate the representativeness of the experimental sites in terms of species composition, diversity, seedling number and soil parameters.Results: Water dispersal and the soil diaspore bank were the major dispersal strategies shaping floodplain pioneer vegetation at the Middle Elbe river. The number of seedlings, species richness and the variation in species composition in these habitats depend on the degree of connectivity. The seedling number and species richness is highest in sites of permanent or almost permanent exchange with the main channel, where water dispersal additionally contributes to the number of seedlings grown from the soil seed bank.Conclusion: The results underline the importance of river-floodplain ecotones as sink habitats for water-dispersed seeds. Considering the strongly reduced river-floodplain interactions due to dykes and other engineering structures, management strategies are necessary to improve connectivity and the renewal of fluvial land forms.Show less"
5,"Marion, A",Sep 25 2008 ,Hyporheic flows in stratified beds,WATER RESOURCES RESEARCH,"Surface-subsurface exchange fluxes are receiving increasing interest because of their importance in the fate of contaminants, nutrients, and other ecologically relevant substances in a variety of aquatic systems. Solutions have previously been developed for pore water flows induced by geometrical irregularities such as bed forms for the cases of homogeneous sediment beds and idealized heterogeneous beds, but these solutions have not accounted for the fact that streambed sediments are subject to sorting processes that often produce well-defined subsurface structures. Sediments at the streambed surface are often coarser than the underlying material because of size-selective sediment transport, producing relatively thin armor layers. Episodic erosional and depositional processes also create thick layers of different composition within the porous medium, forming stratified beds. A series of experiments were conducted to observe conservative solute transport in armored and stratified beds. An analytical solution was developed for advective exchange with stratified beds and provides appropriate scaling of the physical variables that control exchange flows. The results show that armor layers are too thin to significantly alter the advective pumping process but provide significant solute storage at short time scales. Stratified beds with layers of significant thickness favor development of horizontal flow paths within the bed and change the rate of solute transfer across the stream-subsurface interface compared to homogeneous beds.Show less"
6,"Lakhanpal, G",,"Micro-computed tomography scanning approaches to quantify, parameterize and visualize bioturbation activity in clogged streambeds: A proof of concept",RIVER RESEARCH AND APPLICATIONS,"Fine particle clogging and faunal bioturbation are two key processes co-occurring in the hyporheic zone that potentially affect hyporheic exchange through modifications in the sediment structure of streambeds. Clogging results from excessive fine sediment infiltration and deposition in rivers, and it is known to decrease matrix porosity and potentially reduce permeability. Faunal bioturbation activity may compensate for the negative effect of clogging by reworking the sediment, increasing porosity, and preventing further infiltration of fines. Although both processes of clogging and bioturbation have received significant attention in the literature separately, their combined effects on streambed sediment structure are not well understood, mostly due to the lack of a standard methodology for their assessment. Here, we illustrate a novel methodology using X-ray computed tomography (CT), as proof of concept, to investigate how, together, clogging and bioturbation affect streambed porosity in a controlled flow-through flume. By visualising gallery formations of an upward conveyor macroinvertebrate; Lumbriculus variegatus as a model species, we quantified bioturbation activity in a clogged streambed, focusing on orientation, depth, and volume at downwelling and upwelling areas of the flume. Gallery creation increased the porosity of the streambed sediment, suggesting a potential improvement in permeability and a possible offset of clogging effects. We illustrate the promising use of X-ray CT as a tool to assess bioturbation in clogged streambeds, and the potential role of bioturbation activity supporting hyporheic exchange processes in streambeds, warranting further studies to understand the extent of bioturbation impacts in natural systems.Show less"
7,"Persic, V",Oct 2011 ,Spatial Distribution of Nutrient Limitation in the Danube River Floodplain in Relation to Hydrological Connectivity,WETLANDS,"In this paper, we describe the influence of flooding on nutrient conditions and phytoplankton Chl-a concentrations in a hydrologically dynamic Danube floodplain in North-Eastern Croatia. Based on hydrological typology, the connectivity gradient extends from the main river stream (Eupotamal) to the backwater channels and side-arms (Parapotamal) to the edge of the floodplain (Paleopotamal). A spatial gradient of phytoplankton Chl-a occurred during low water levels, while uniformity of Chl-a across wetland habitats was observed during high water levels. Nutrient enrichment assays indicated that inorganic nutrients in Eupotamal waters (N/P ratio 16-22) could support a higher growth rate of the assay alga Chlorella kessleri, while potential N limitation was found in Parapotamal and Paleopotamal waters (both with N/P ratios< 14). Spatial expansion of N limitation toward the main river was observed as inundation continued. Lateral flood pulse connectivity along with the duration of inundation period affects the input and the retention of nutrients, especially of nitrogen. Understanding of the relationship between spatial (location of the floodplain waterbodies regarding the river) and temporal (hydrological connectivity between the river and its floodplain) dimensions contribute to the importance of healthy floodplains for the maintenance of water quality and environmental conditions in the Danube River.Show less"
8,"Price, JM",Mar 15 2015 ,Influences of sudden changes in discharge and physical stream characteristics on transient storage and nitrate uptake in an urban stream,HYDROLOGICAL PROCESSES,"Changes in the physical structure of urban streams can occur abruptly due to flashy high-flow events and subsequently alter stream processes, including transient storage and nitrate uptake. We examined temporal variability in transient storage and nitrate uptake by exploring the effects of altered physical characteristics resulting from a single high-flow event in three reaches of Spring Creek, an urban stream in Fort Collins, Colorado, USA. Study reaches of varying geomorphic and hydraulic characteristics were chosen to represent distinct geomorphic settings in terms of substrate size, sinuosity, bed slope, and degree of rehabilitation and structural controls. We performed detailed physical characterizations and multiple nutrient injections of Br- and NO3- to estimate transient storage and nitrate uptake in each reach. A comparison of pre-flood and post-flood data indicates that transient storage and nitrate uptake are highly context specific and mediated by interactions between geomorphic setting and flood discharge. In the two reaches that showed significant post-flood increases in transient storage (250% to 350% increases in F-med(200)), the pool-riffle reach exhibited a significant increase in uptake velocity, while the channelized reach did not. In contrast, transient storage decreased post-flood in the third reach containing hydraulic structures. These complex responses likely reflect reach-specific differences in hyporheic versus in-channel storage. This study shows that repeat injections are necessary to describe nutrient dynamics because transient storage and nitrate uptake can be highly variable over time (showing changes on the order of 100%) due to variation in discharge and geomorphically influential flow events. Copyright (c) 2014 John Wiley & Sons, Ltd.Show less"
9,"Stein, JL",Jun 15 2002 ,Spatial analysis of anthropogenic river disturbance at regional and continental scales: identifying the wild rivers of Australia,LANDSCAPE AND URBAN PLANNING,"A method for assessing anthropogenic river disturbance is described. The grid-based spatial modeling procedure computes indices of disturbance for individual stream sections. These indices rank streams along a continuum from near-pristine to severely disturbed. The method couples geographical data, recording the extent and intensity of human activities known to impact on river condition, with a Digital Elevation Model (DEM) used for drainage analysis. It was developed to produce the first nation-wide assessment of river disturbance from which Australia's least disturbed or 'wild' rivers were identified. A national summary of the extent and the potential impact of human activities is presented, calculated from the disturbance index values computed for more than 1.5 x 10(6) stream sections with a total length of over 3 x 10(6) km. Index values close to the undisturbed end of the continuum are rare, especially among large rivers. Most of the least disturbed streams are predicted to lie within the monsoonal tropical north or the arid/semi-arid center of the continent.The disturbance indices generated provide a comprehensive and consistent characterization of river and catchment disturbance that has applications beyond the identification of wild rivers. These include identification of priorities for rehabilitation and restoration; development of systematic survey strategies for aquatic, riparian and estuarine biota and identification of reserve networks for river systems. However, these applications depend on validating the correlation between river disturbance indices and intensively sampled physical and biological indicators of river condition. (C) 2002 Elsevier Science B.V. All rights reserved.Show less"
