,First author,Year,Title,Journal,Abstract
0,"Jeon, WH",Jun 2018 ,"Evaluation of the groundwater and stream water interaction using metagenomics analysis in the hyporheic zone, Inje of Gangwon Province",JOURNAL OF THE GEOLOGICAL SOCIETY OF KOREA,"This study was evaluated for groundwater and stream water interaction in the hyporheic zone of Inbuk Stream, Inje of Gangwon Province, using biological methods. A metagenomic analysis consists of eukaryotic microbial and fungi microbial communities. For this purpose, the samples of hyporheic water were collected from the four piezometers (IYHW1, IYHW2, IYHW3, and IYHW4) that were installed at 10 m interval across the stream. As a control group, the stream water (IYSW1) and the groundwater (IYAW1) were sampled on December 2, 2016. We also measured field parameters and analyzed chemical compositions of the hyporheic waters, stream water, and groundwater. The structure of prokaryote microbial community for high rates of Proteobacteria showed a high rate (90.5 similar to 96.8%) for all samples except IYSW1 and IYHW1. Also, Chytridiomycota in the structure of eukaryotic microbial community was predominant in IYSW1 (57.8%) and IYHW1 (43.4%) but was rarely (<0.2%) found in IYAW1 and IYHW4. As a result, it is inferred that IYSW1 and IYHW1 were dominated by stream water, and IYAW1 and IYHW4 were found to be dominated by groundwater. And IYHW2 and IYHW3 were a point zone of interaction between groundwater and stream water, where microbial and hydrological changes were dynamic.Show less"
1,"Roy, ML",Oct 2017 ,Modelling functional fish habitat connectivity in rivers: A case study for prioritizing restoration actions targeting brown trout,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,"1. Throughout the world, decreased connectivity of fluvial habitats caused by artificial river channel alterations such as culverts, weirs and dykes is seen as an important threat to the long-term survival of many aquatic species. In addition to assessing habitat quality and abundance, wildlife managers are becoming increasingly aware of the importance of taking into account habitat connectivity when setting priorities for restoration. In this paper, a new approach of spatial analysis adapted to rivers and streams is proposed for modelling 2D functional habitat connectivity, integrating distance, costs and risk of travelling between habitat patches (e.g. daily use, spawning, refuge) for particular fish species, size classes and life stages.2. This approach was applied to a case study in which brown trout (Salmo trutta) habitat accessibility was examined and compared under various scenarios of stream restoration in a highly fragmented stream in Ile-de-France. Probabilities of reaching spawning habitats were estimated from a trout-populated area located downstream of the barriers and from potential daily-use habitat patches across the stream segment.3. The approach successfully helped prioritize restoration actions by identifying options that yield the greatest increase in accessible spawning habitat areas and connectivity between spawning habitat and daily-use habitat patches. This case study illustrates the practical use of the approach and the software in the context of river habitat management.Show less"
2,"Wroblicky, GJ",Mar 1998 ,Seasonal variation in surface-subsurface water exchange and lateral hyporheic area of two stream-aquifer systems,WATER RESOURCES RESEARCH,"We used two-dimensional unconfined transient groundwater flow models to investigate the interface between stream and groundwater flow systems, or hyporheic zone, of two first-order streams that drain catchments with distinctly different alluvial sediments and bedrock lithology. Particle tracking showed that lateral hyporheic area (planimetric area of flow paths lateral to the stream that are recharged by and return to the stream with travel times of 10 days or less) differed between the two study streams and varied with discharge within each system. At the Rio Calaveras (welded tuff), lateral hyporheic area ranged from 1.7 to 4 m(2) over the annual cycle. In the Aspen Creek system (sandstone), lateral hyporheic area (1-1.5 m(2)) was restricted to roughly half of that observed at Rio Calaveras. The size of the hyporheic zone lateral to the streams at both sites decreased by approximately 50% during high flows. Sensitivity analyses indicated that changes in the hydraulic conductivity of alluvial and streambed sediments and variation in recharge rates have greatest impact on the magnitude, direction, and spatial distribution of stream-groundwater exchange.Show less"
3,"Han, BS",Mar 30 2013 ,Spatial and temporal intensification of lateral hyporheic flux in narrowing intra-meander zones,HYDROLOGICAL PROCESSES,"Meander bends in alluvial rivers morphologically evolve towards meander cut-off with narrowing intra-meander necks, and this should steepen hydraulic gradients and intensify intra-meander hyporheic flux. This research used dye tracking and head loss measurements in a 1:500 planimetrically scaled laboratory river table to quantify the spatial and temporal intensification of intra-meander flux rates at two evolution ages. The younger meander bend, M1, had a sinuosity of 2.3, a river neck width of 0.39cm, and 0.6% river slope, and the older meander bend, M3, had a sinuosity of 5.2, a river neck width of 0.12cm, and 0.5% river slope. Flux into and out of the meander bend was estimated along the normalized curvilinear distance s*, with the meander neck at s*=0.1 and s*=0.9, the meander centroid at s*=0.37 and s*=0.63, and the apex at s*=0.5. Between the meander centroid and neck, we documented a 60% spatial intensification for M1 and a 90% spatial intensification for M3. Between M1 and M3, we documented a 135% temporal intensification at the neck and a 100% intensification at the centroid. Our empirical spatial and temporal intensification rates involving the M1 and the M3 scenario were one to three times lower than theoretical rates derived from a river evolution model with equivalent M1 and M3 planimetry. Overestimation by the theoretical model was attributed to exaggerated head loss caused by the model neglecting groundwater contributions to river stage. Hyporheic exchange provides critical ecosystem services, and its spatial and temporal variation with meander evolution should be considered in river management. Copyright (c) 2012 John Wiley & Sons, Ltd.Show less"
4,"Shrivastava, S",Dec 2021 ,Sediment Reworking in Streambeds With Fine Sediment Deposits and Its Influence on Hyporheic Flow Regime,WATER RESOURCES RESEARCH,"The mobilization and mixing of sediments by the activities of in-stream fauna, referred to as sediment reworking, constantly modifies the hydro-physical properties of streambeds. This sediment-organism interaction has been increasingly recognized to influence the hyporheic exchange flows in stream ecosystems, particularly in low flow environments (e.g., during base flow). In this work, we advance the knowledge of sediment reworking process by studying its impact on hyporheic exchange flows in streambeds with fine sediment deposits. Laboratory experiments are conducted in re-circulating flumes following a control (only fine sediments) and treatment- (fine sediments + organisms) based design. The experiments involve studying the interaction of model organisms (Lumbriculus variegatus) with fine sediment (clay) deposits, and its subsequent influence on hyporheic flow regime in homogenous streambeds with fine sand, coarse sand, and gravel as substrate sediments. We observe that model organisms burrowed extensively into the fine sediment layer, mixed the clay particles with underlying grains, and eventually exposed the substrate sediments in the treatment flumes. Consequently, the treatment flumes exhibited greater solute penetration depth, shorter residence times, and higher hyporheic exchange flux compared to their respective control flumes. The results also suggest that the modification of hyporheic exchange flows depends on the overall reworking of the beds that is, the interaction of organisms with both substrate material and deposited fine sediments. It is critical to comprehend the influence of streambed inhabitants on mass and energy exchange across the sediment-water interface as it has implications on the overall quality of both stream and groundwater.Show less"
5,"Kondolf, GM",Dec 2006 ,Process-based ecological river restoration: Visualizing three-dimensional connectivity and dynamic vectors to recover lost linkages,ECOLOGY AND SOCIETY,"Human impacts to aquatic ecosystems often involve changes in hydrologic connectivity and flow regime. Drawing upon examples in the literature and from our experience, we developed conceptual models and used simple bivariate plots to visualize human impacts and restoration efforts in terms of connectivity and flow dynamics. Human-induced changes in longitudinal, lateral, and vertical connectivity are often accompanied by changes in flow dynamics, but in our experience restoration efforts to date have more often restored connectivity than flow dynamics. Restoration actions have included removing dams to restore fish passage, reconnecting flow through artificially cut-off side channels, setting back or breaching levees, and removing fine sediment deposits that block vertical exchange with the bed, thereby partially restoring hydrologic connectivity, i.e., longitudinal, lateral, or vertical. Restorations have less commonly affected flow dynamics, presumably because of the social and economic importance of water diversions or flood control. Thus, as illustrated in these bivariate plots, the trajectories of ecological restoration are rarely parallel with degradation trajectories because restoration is politically and economically easier along some axes more than others.Show less"
6,"Trevisan, D",Mar 2016 ,Coupling catchment hydrology and transient storage to model the fate of solutes during low-flow conditions of an upland river,JOURNAL OF HYDROLOGY,"The residence time of solutes in catchments is longer during low-flow conditions, due to the lengthening of transport routes and the decrease in transfer velocities. In rivers, transient storage depends largely on exchanges with channel storage and the hyporheic zone and reflects the capacity of the river to buffer pollutant loads before they enter the aquatic environment of final receptors. Our objective was to evaluate the fate of solutes along a typical confined river of upland catchments. First, we calculate lateral inflows using a variable-source hydrology approach. Then, water motion and quality in the river channel are predicted by combining hydrodynamics and exchanges with channel storage and the hyporheic zone. The model is mainly parametrized from literature data during baseflow conditions to mimic the fate of adsorptive and non-persistent pollutants. Residence time in surface water, channel storage and the hyporheic zone were found to be sensitive to lateral inflows from groundwater seepage. Channel storage is the main process controlling residence time in upstream conditions, where the riverbed is mainly composed of stones and bedrock. Downstream, along with the formation of sediment deposits and riffle-pool units, hyporheic exchanges also control the lag time in the transfer of solutes. By integrating physically based processes, the number of parameters is small, but the model still requires a detailed description of stream geometry and morphology. It can be used to evaluate stream restoration or catchment-river management when detailed data of stream geometry and morphology are available. (C) 2016 Elsevier B.V. All rights reserved.Show less"
7,"Bellucci, CJ",Oct 2020 ,A novel method to evaluate stream connectivity using trail cameras,RIVER RESEARCH AND APPLICATIONS,"Stream connectivity is important for the ecological health of the stream and downstream waters. In this study, we use the term stream connectivity to mean hydrologically connected pools and riffles that link stream habitat along a longitudinal continuum (upstream to downstream), while also recognizing the lateral dimension (connection to flood plain) and vertical connection to groundwater. There are thousands of man-made structures (i.e. dams, culverts, surface and groundwater withdrawal locations) in Connecticut which negatively impact stream connectivity and can result in aquatic habitat fragmentation. Cost-effective techniques are needed to assess human alteration to streams in order to prioritize management actions to restore stream connectivity. We developed a method to characterize stream connectivity using commercially available trail cameras that cost less than approximately $500 per deployment. We developed a six-category system to describe the variations in stream connectivity observed using the trail camera images. We then used the categorical data to calculate metrics that quantify stream connectivity. To pilot this approach, we evaluated reference locations with minimal anthropogenic influence on stream connectivity in comparison with stream reaches likely to be impacted by nearby groundwater wells. We found that metrics derived from trail camera images were useful to quantify stream connectivity. We anticipate that the methods outlined herein is a useful stream connectivity assessment tool that can be effectively communicated to scientists and non-scientists. All source code and data for this project are freely available and open source at: .Show less"
8,"Arntzen, EV",Oct 2006 ,"Effects of fluctuating river flow on groundwater/surface water mixing in the hyporheic zone of a regulated, large cobble bed river",RIVER RESEARCH AND APPLICATIONS,"Physicochemical relationships in the boundary zone between groundwater and surface water (i.e. the hyporheic zone) are controlled by surface water hydrology and the hydrogeologic properties of the riverbed. We studied how sediment permeability and river discharge altered the vertical hydraulic gradient (VHG) and water quality of the hyporheic zone within the Hanford Reach of the Columbia River. The Columbia River at Hanford is a large, cobble-bed river where water level fluctuates up to 2m daily because of hydropower generation. Concomitant with river stage recordings, continuous readings were made of water temperature, specific conductance, dissolved oxygen and water level of the hyporheic zone. The water level data were used to calculate VHG between the river and hyporheic zone. Sediment permeability was estimated using slug tests conducted in piezometers installed into the river bed. The response of water quality measurements and VHG to surface water fluctuations varied widely among study sites, ranging from no apparent response to covariance with river discharge. At some sites, a hysteretic relationship between river discharge and VHG was indicated by a time lag in the response of VHG to changes in river stage. The magnitude, rate of change and hysteresis of the VHG response varied the most at the least permeable location (hydraulic conductivity (K) = 2.9 x 10(-4) cms(-1)) and the least at the most permeable location (K = 8.8 x 10(-3) cms(-1)). Our study provides empirical evidence that sediment properties and river discharge both control the water quality of the hyporheic zone. Regulated rivers, like the Columbia River at Hanford, that undergo large, frequent discharge fluctuations represent an ideal environment in which to study hydrogeologic processes over relatively short time periods (i.e. days to weeks) that would require much longer periods (i.e. months to years) to evaluate in unregulated systems. Copyright (c) 2006 John Wiley & Sons Ltd.Show less"
9,"Singh, T",Mar 2022 ,Impacts of Peak-Flow Events on Hyporheic Denitrification Potential,WATER RESOURCES RESEARCH,"Subsurface flows, particularly hyporheic exchange fluxes, driven by streambed topography, permeability, channel gradient and dynamic flow conditions provide prominent ecological services such as nitrate removal from streams and aquifers. Stream flow dynamics cause strongly nonlinear and often episodic contributions of nutrient concentrations in river-aquifer systems. Using a fully coupled transient flow and reactive transport model, we investigated the denitrification potential of hyporheic zones during peak-flow events. The effects of streambed permeability, channel gradient and bedform amplitude on the spatio-temporal distribution of nitrate and dissolved organic carbon in streambeds and the associated denitrification potential were explored. Distinct peak-flow events with different intensity, duration and hydrograph shape were selected to represent a wide range of peak-flow scenarios. Our results indicated that the specific hydrodynamic characteristics of individual flow events largely determine the average positive or negative nitrate removal capacity of hyporheic zones, however the magnitude of this capacity is controlled by geomorphological settings (i.e., channel slope, streambed permeability and bedform amplitude). Specifically, events with longer duration and higher intensity were shown to promote higher nitrate removal efficiency with higher magnitude of removal efficiency in the scenarios with higher slope and permeability values. These results are essential for better assessment of the subsurface nitrate removal capacity under the influence of flow dynamics and particularly peak-flow events in order to provide tailored solutions for effective restoration of interconnected river-aquifer systems.Show less"
