,First author,Year,Title,Journal,Abstract
0,"Lu, CP",Jul 2018 ,The Influences of a Clay Lens on the Hyporheic Exchange in a Sand Dune,WATER,"A laboratory flume simulating a riverbed sand dune containing a low-permeability clay lens was constructed to investigate its influence on the quality and quantity of hyporheic exchange. By varying the depths and spatial locations of the clay lens, 24 scenarios and one blank control experiment were created. Dye tracers were applied to visualize patterns of hyporheic exchange and the extent of the hyporheic zone, while NaCl tracers were used to calculate hyporheic fluxes. The results revealed that the clay lens reduces hyporheic exchange and that the reduction depends on its spatial location. In general, the effect was stronger when the lens was in the center of the sand dune. The effect weakened when the lens was moved near the boundary of the sand dune. A change in horizontal location had a stronger influence on the extent of the hyporheic zone compared with a change in depth. The size of the hyporheic zone changed with the depth and position of the clay lens. There was a maximum of hyporheic extent with the lens at a depth of 0.1 m caused by changes of water flow paths.Show less"
1,"Hartwig, M",Mar 2012 ,Suspended sediments in the Kharaa River catchment (Mongolia) and its impact on hyporheic zone functions,ENVIRONMENTAL EARTH SCIENCES,"A previous study investigating the ecological status of the Kharaa River in Northern Mongolia reported fine-grained sediments as being a major stress factor causing adverse impacts on the benthic ecology. However, the source of these sediments within the catchment as well as the specific impact on hyporheic zone functions in the Kharaa River remained unclear. Therefore, the objective of the current study was to investigate the underlying source-receptor system and implement an integrated monitoring approach. Suspended sediment sources within the Kharaa catchment were identified by using extensive spatially distributed sediment sampling and geochemical and isotope fingerprinting methods. On the receptor side, the ecological implications across a gradient of fine-grained sediment influx were analyzed using a distinct hyporheic zone monitoring scheme at three representative river reaches along the Kharaa River. Results of suspended sediment source monitoring show that during snowmelt runoff, riverbank and gully erosion were the dominant sources. During the summer period, upland erosion contributed a substantial share of suspended sediment. Fine-grained sediment influx proved to be the cause of habitat loss in the hyporheic zone and benthic oxygen production limitation. This combined catchment and in-stream monitoring approach will allow for a better understanding and spatially explicit analysis of the interactions of suspended sediment transport and hyporheic zone functioning. This information has built the basis for a coupled modeling framework that will help to develop efficient management measures within the Kharaa River basin with special emphasis on rapidly changing land-use and climatic conditions.Show less"
2,"Ryan, RJ",Nov 2006 ,Influence of streambed hydraulic conductivity on solute exchange with the hyporheic zone,ENVIRONMENTAL GEOLOGY,"A conservative solute tracer experiment was conducted in Indian Creek, a small urban stream in Philadelphia, Pennsylvania to investigate the role of subsurface properties on the exchange between streamwater and the hyporheic zone (subsurface surrounding the stream). Sodium Bromide (NaBr) was used as a conservative tracer, and it was monitored in the surface water at two stations and in the upper bed sediments (shallow hyporheic zone extending from 7.5 to 10 cm below the streambed). The hydraulic conductivity (K) of the upper bed sediments and the lower bed sediments (10-12.5 cm below the streambed) was measured in situ. High tracer concentrations were observed in the upper layer at locations where the hydraulic conductivity of the upper layer was larger than that of the lower layer. Low concentrations in the upper layer were observed in the converse case. A statistically significant relationship between the mass retained in the upper layer and the difference of K values between layers was observed.Show less"
3,"Danczak, RE",Dec 2016 ,Seasonal hyporheic dynamics control coupled microbiology and geochemistry in Colorado River sediments,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,"Riverbed microbial communities play an oversized role in many watershed ecosystem functions, including the processing of organic carbon, cycling of nitrogen, and alterations to metal mobility. The structure and activity of microbial assemblages depend in part on geochemical conditions set by river-groundwater exchange or hyporheic exchange. To assess how seasonal changes in river-groundwater mixing affect these populations in a snowmelt-dominated fluvial system, vertical sediment and pore water profiles were sampled at three time points at one location in the hyporheic zone of the Colorado River and analyzed by using geochemical measurements, 16S rRNA gene sequencing, and ecological modeling. Oxic river water penetrated deepest into the subsurface during peak river discharge, while under base flow conditions, anoxic groundwater dominated shallower depths. Over a 70 cmthick interval, riverbed sediments were therefore exposed to seasonally fluctuating redox conditions and hosted microbial populations statistically different from those at both shallower and deeper locations. Additionally, microbial populations within this zone were shown to be the most dynamic across sampling time points, underlining the critical role that hyporheic mixing plays in constraining microbial abundances. Given such mixing effects, we anticipate that future changes in river discharge in mountainous, semiarid western U.S. watersheds may affect microbial community structure and function in riverbed environments, with potential implications for biogeochemical processes in riparian regions.Show less"
4,"Revelli, R",Dec 20 2008 ,Intra-meander hyporheic flow in alluvial rivers,WATER RESOURCES RESEARCH,"Several geomorphological fluvial features are able to induce hyporheic exchange between the rivers and the alluvial sediments. However, while the small-scale exchange induced by bed forms has been thoroughly investigated, the role of the larger features remains poorly understood. Here, we focus on the hyporheic flows driven by the channel sinuosity in the intrameander zone. A physically based model is adopted to simulate the morphodynamic evolution of three different meandering rivers, from the first stages of the meander evolution until the incipient meander cutoff. For each stage, the sinuosity-driven intrameander hyporheic flow is computed. In this way, the hyporheic flow field, the fluxes exchanged with the river, and the residence times are described during the whole meander evolution. The main result concerns the existence of a remarkable zonation induced by the flow field in the intrameander zone. The more the meander evolves, the more the zonation becomes pronounced, and the probability distribution of the residence times shows a bimodal shape with an intermediate power law behavior. Some general rules governing the typical timescales of the intrameander hyporheic flow and the mean exchanged flux are also deduced.Show less"
5,"Lotts, WS",Apr 2022 ,Pipe Dreams: The Effects of Stream Bank Soil Pipes on Hyporheic Denitrification Caused by a Peak Flow Event,WATER RESOURCES RESEARCH,"Peak flow events in gaining stream/river channels cause lung model hyporheic exchange with the banks (bank storage), which fosters beneficial reactions as polluted channel water cycles through riparian groundwater. Soil pipes are common along stream/riverbanks, and enhance exchange, yet their effect on reactions such as denitrification is unknown. We used MODFLOW with the Conduit Flow Package to simulate lung model exchange during a peak flow event in a section of stream bank/riparian soil with soil pipes, and MT3D-USGS to estimate nitrate transport and denitrification. We varied soil matrix hydraulic conductivity (K) and first-order reaction constant (k), as well as soil pipe density, length, and height above the initial channel water surface elevation (H). The addition of soil pipes enhanced stream bank (riparian) denitrification relative to banks without pipes, e.g., a 76% increase due to adding a single 1.5 m pipe. Denitrification increased linearly with pipe density but exhibited nonlinear trends with other parameters. Sensitivity analysis revealed length and density to be most influential. Soil pipe enhancement of denitrification was governed by hyporheic volume in most cases in our study. Exceptions included (a) coarse soil (K = 10(-3) m/s) and (b) low k and H > 0. Scaling our results to the stream corridor scale estimated that five soil pipes per m cumulatively induced 3% nitrate removal along a 1 km reach. Overall, soil pipes enhanced advection of nitrate into the banks, and also increased residence times of that nitrate under certain conditions, which together enhanced denitrification. This enhancement has implications for excess nitrate management in watersheds.Show less"
6,"Sawyer, AH",Jan 21 2012 ,Hyporheic temperature dynamics and heat exchange near channel-spanning logs,WATER RESOURCES RESEARCH,"The flow of river water around large woody debris (LWD) creates pressure gradients along the riverbed that drive river-groundwater mixing, or hyporheic exchange, and heat transport within the hyporheic zone. We quantify hyporheic fluid and heat exchange induced by current interaction with channel-spanning logs using two approaches: laboratory flume experiments and numerical simulations that link turbulent open-channel fluid flow, porous fluid flow, and heat transport. Flume and numerical experiments show that logs produce a characteristic diel temperature pattern within sediment that shifts with log blockage ratio (a fraction of the channel depth blocked by the log), channel Froude number, and sediment permeability. Upstream of a log, downwelling water transports the river's diel thermal signal deep into the sediment. Downstream, upwelling water from shallow flow paths has a thermal signal similar to the surface water, while upwelling water from deep flow paths forms a wedge of buffered (low-amplitude) temperatures. Since most hyporheic water emerges from shallow flow paths, upwelling water has limited potential to buffer surface water temperature. Because of historic channel clearing practices, modern rivers have unnaturally low densities of LWD. A key implication is that LWD removal has contributed to thermal homogenization and potential degradation of hyporheic habitats. LWD reintroduction is a promising strategy to improve vertical connectivity in rivers and increase thermal patchiness within the hyporheic zone. However, hyporheic exchange near LWD may not impact diel surface water temperatures at the reach scale.Show less"
7,"Olsen, DA",Aug 2003 ,"Hyporheic community composition in a gravel-bed stream: influence of vertical hydrological exchange, sediment structure and physicochemistry",FRESHWATER BIOLOGY,"1. We studied the relative contributions of the magnitude and direction of vertical hydrological exchange, subsurface sediment composition and interstitial physicochemistry in determining the distribution of hyporheic invertebrates in the Kye Burn, a fourth order gravel-bed stream in New Zealand.2. In winter 2000 and summer 2001, we measured vertical hydrological gradient (VHG), dissolved oxygen, water temperature and water chemistry using mini-piezometers, each installed in a different upwelling or downwelling zone. Next to every piezometer, a freeze core sample was taken to quantify the sediment, particulate organic matter and invertebrates.3. Dissolved oxygen concentration at 25 cm was high on both occasions (>9 mg L-1) but was higher in winter than summer. Interstitial water temperature was higher in down than upwellings and was substantially higher in summer than winter. Other features of the subsurface sediments and interstitial nitrate-nitrite concentrations were similar on both occasions and in up and downwellings. Interstitial ammonium and soluble reactive phosphorous concentrations were higher in winter than summer and ammonium was higher in up than downwelling areas.4. The proportion of fine sediment (63 mum(-1) mm), sediment heterogeneity and VHG accounted for the greatest proportion of variance in invertebrate distributions in both summer and winter.5. The hyporheos was numerically dominated by early instar leptophlebiid mayfly nymphs and asellotan isopods. Water mites were a taxonomically diverse group with 13 genera. Taxonomic diversity (Shannon-Weaver), but not taxon richness, was higher in upwelling areas, reflecting lower numerical dominance by a few taxa in these locations.6. Sediment composition (particularly the amount of fine sediments) and vertical hydrological exchange determined the composition and distribution of the hyporheos. Patchiness in these factors is important in planning sampling regimes or field manipulations in the hyporheic zone.Show less"
8,"Li, Y",Sep 1 2020 ,Grain size tunes microbial community assembly and nitrogen transformation activity under frequent hyporheic exchange: A column experiment,WATER RESEARCH,"Hyporheic zones (HZ) are hotspots for biogeochemical reactions where groundwater and surface water mix. River dam buildings and other hydrologic controls alter the sediment grain size distribution and modify the downstream hyporheic exchange, with cascading effects on geochemical and microbial processes in river corridors. In this lab-scale column experiment, the N transformations in HZ filled with sediments in different grain sizes were investigated with a focus on understanding the interplay among variational hydraulic connectivity, microbial community structure, functional potential under frequent groundwater-surface water exchange. Porosity was identified as the main driver determining bacterial community assembly in HZ sediments. Significant microbial zonation was observed along the columns and the degree of co-occurrence of bacterial communities in the Fine column was lower than that in the Coarse and Mix columns. The Coarse column allowed for almost 2.47 times the exchange flux relative to the Fine column, and generates the fastest DO consumption rate (-6.52 mu g O-2/L.s). The enrichment of nitriflers, i.e., Cytophagaceae and Bacillaceae and nitrification functional genes, i.e., amoA_AOA and amoA_AOB revealed the higher nitrification potential in column filled with coarse sediments. In com- parison, the highest NH4+ production rates (2.4 x 10(-3) mu g N/L.s) took place in Fine column. The higher abundancies of denitriflers such as Comamonadaceae and Lysobacter and enrichment of functional genes of nirK and nirS interestingly suggested the elevated denitrification potential in Fine column in a more anaerobic environment. The results implied that variations in microbial functional potential and associated nitrogen transformation may occur in size-fractioned HZ to dynamic hyporheic exchange, which added new knowledge to the underlying biogeochemical and ecological processes in regulated river corridors. (C) 2020 Elsevier Ltd. All rights reserved.Show less"
9,"Lewandowski, J",Nov 2019 ,Is the Hyporheic Zone Relevant beyond the Scientific Community?,WATER,"Rivers are important ecosystems under continuous anthropogenic stresses. The hyporheic zone is a ubiquitous, reactive interface between the main channel and its surrounding sediments along the river network. We elaborate on the main physical, biological, and biogeochemical drivers and processes within the hyporheic zone that have been studied by multiple scientific disciplines for almost half a century. These previous efforts have shown that the hyporheic zone is a modulator for most metabolic stream processes and serves as a refuge and habitat for a diverse range of aquatic organisms. It also exerts a major control on river water quality by increasing the contact time with reactive environments, which in turn results in retention and transformation of nutrients, trace organic compounds, fine suspended particles, and microplastics, among others. The paper showcases the critical importance of hyporheic zones, both from a scientific and an applied perspective, and their role in ecosystem services to answer the question of the manuscript title. It identifies major research gaps in our understanding of hyporheic processes. In conclusion, we highlight the potential of hyporheic restoration to efficiently manage and reactivate ecosystem functions and services in river corridors.Show less"
