,First author,Year,Title,Journal,Abstract
0,"Hou, C",Jan 1 2022 ,"Enhanced simultaneous removal of cadmium, lead, and acetochlor in hyporheic zones with calcium peroxide coupled with zero-valent iron: Mechanisms and application",CHEMICAL ENGINEERING JOURNAL,"The hyporheic zone is a key area for water circulation. However, hyporheic zone pollution is widespread all over the world and remediations of hyporheic zones, when polluted by both heavy metals and organics, are challenging. Thus, the mechanisms and application of Calcium peroxide (CaO2) coupled with Zero-valent iron (ZVI) to simultaneously remove cadmium (Cd), lead (Pb), and acetochlor were investigated in this work. The effects of mass ratio of ZVI and CaO2, initial pH, and water matrices were evaluated. At initial pH 3, with the dosage of 1.5 g.L-1 ZVI and 0.5 g.L-1 CaO2, the removal efficiencies of Cd, Pb, and acetochlor were 96.7%, 99.8%, and 100%, respectively. Acetochlor was degraded into four main byproducts, and the toxicity evaluation indicated that the ecotoxicity of acetochlor was reduced during the degradation by CaO2/ZVI. In column transport experiments, with the mass ratios of ZVI and CaO2 to quartz sand of only 0.13% and 0.05%, the mass recovery efficiencies of Cd, Pb, and acetochlor from the effluent were 42.5%, 10.4%, and 0%, respectively. Cd was removed mainly by the adsorption of ZVI and iron(hydr)oxides (represented Fe3O4 and lepidocrocite); removal of Pb chiefly resulted from ZVI reduction, and hydroxyl radicals derived from the Fenton reaction accounted for acetochlor degradation. This work provides new insights and a facile strategy for in-situ remediations of hyporheic zones polluted simultaneously by heavy metals and organics.Show less"
1,"Painter, SL",Oct 11 2021 ,"On the Representation of Hyporheic Exchange in Models for Reactive Transport in Stream and River Corridors (vol 2, 595538, 2021)",FRONTIERS IN WATER,
2,"Buddendorf, WB",Jun 15 2017 ,Metrics to assess how longitudinal channel network connectivity and in-stream Atlantic salmon habitats are impacted by hydropower regulation,HYDROLOGICAL PROCESSES,"Habitat fragmentation in channel networks and riverine ecosystems is increasing globally due to the construction of barriers and river regulation. The resulting divergence from the natural state poses a threat to ecosystem integrity. Consequently, a trade-off is required between the conservation of biodiversity in channel networks and socio-economic factors including power generation, potable water supplies, fisheries, and tourism. Many of Scotland's rivers are regulated for hydropower generation but also support populations of Atlantic salmon (Salmo salar L.) that have high economic and conservation value. This paper investigates the use of connectivity metrics and weightings to assess the impact of river barriers (impoundments) associated with hydropower regulation on natural longitudinal channel connectivity for Atlantic salmon. We applied 2 different weighting approaches in the connectivity models that accounted for spatial variability in habitat quality for spawning and fry production and contrasted these models with a more traditional approach using wetted area. Assessments of habitat loss using the habitat quality weighted models contrasted with those using the less biologically relevant wetted area. This highlights the importance of including relevant ecological and hydrogeomorphic information in assessing regulation impacts on natural channel connectivity. Specifically, we highlight scenarios where losing a smaller area of productive habitat can have a larger impact on Atlantic salmon than losing a greater area of less suitable habitat. It is recommended that future channel connectivity assessments should attempt to include biologically relevant weightings, rather than relying on simpler metrics like wetted area which can produce misleading assessments of barrier impacts.Show less"
3,"Flipo, N",2014 ,Continental hydrosystem modelling: the concept of nested stream-aquifer interfaces,HYDROLOGY AND EARTH SYSTEM SCIENCES,"Coupled hydrological-hydrogeological models, emphasising the importance of the stream-aquifer interface, are more and more used in hydrological sciences for pluri-disciplinary studies aiming at investigating environmental issues. Based on an extensive literature review, stream-aquifer interfaces are described at five different scales: local [10 cm-similar to 10 m], intermediate [similar to 10 m-similar to 1 km], watershed [10 km(2)-similar to 1000 km(2)], regional [10 000 km(2)-similar to 1 M km(2)] and continental scales [> 10 M km(2)]. This led us to develop the concept of nested stream-aquifer interfaces, which extends the well-known vision of nested groundwater pathways towards the surface, where the mixing of low frequency processes and high frequency processes coupled with the complexity of geomorphological features and heterogeneities creates hydrological spiralling. This conceptual framework allows the identification of a hierarchical order of the multi-scale control factors of stream-aquifer hydrological exchanges, from the larger scale to the finer scale. The hyporheic corridor, which couples the river to its 3-D hyporheic zone, is then identified as the key component for scaling hydrological processes occurring at the interface. The identification of the hyporheic corridor as the support of the hydrological processes scaling is an important step for the development of regional studies, which is one of the main concerns for water practitioners and resources managers.In a second part, the modelling of the stream-aquifer interface at various scales is investigated with the help of the conductance model. Although the usage of the temperature as a tracer of the flow is a robust method for the assessment of stream-aquifer exchanges at the local scale, there is a crucial need to develop innovative methodologies for assessing stream-aquifer exchanges at the regional scale. After formulating the conductance model at the regional and intermediate scales, we address this challenging issue with the development of an iterative modelling methodology, which ensures the consistency of stream-aquifer exchanges between the intermediate and regional scales.Finally, practical recommendations are provided for the study of the interface using the innovative methodology MIM (Measurements-Interpolation-Modelling), which is graphically developed, scaling in space the three pools of methods needed to fully understand stream-aquifer interfaces at various scales. In the MIM space, stream-aquifer interfaces that can be studied by a given approach are localised. The efficiency of the method is demonstrated with two examples. The first one proposes an upscaling framework, structured around river reaches of similar to 10-100 m, from the local to the watershed scale. The second example highlights the usefulness of space borne data to improve the assessment of stream-aquifer exchanges at the regional and continental scales. We conclude that further developments in modelling and field measurements have to be undertaken at the regional scale to enable a proper modelling of stream-aquifer exchanges from the local to the continental scale.Show less"
4,"Schmitt, RJP",May 2016 ,Tracking multiple sediment cascades at the river network scale identifies controls and emerging patterns of sediment connectivity,WATER RESOURCES RESEARCH,"Sediment connectivity in fluvial networks results from the transfer of sediment between multiple sources and sinks. Connectivity scales differently between all sources and sinks as a function of distance, source grain size and sediment supply, network topology and topography, and hydrologic forcing. In this paper, we address the challenge of quantifying sediment connectivity and its controls at the network scale. We expand the concept of a single, catchment-scale sediment cascade toward representing sediment transport from each source as a suite of individual cascading processes. We implement this approach in the herein presented CAtchment Sediment Connectivity And DElivery (CASCADE) modeling framework. In CASCADE, each sediment cascade establishes connectivity between a specific source and its multiple sinks. From a source perspective, the fate of sediment is controlled by its detachment and downstream transport capacity, resulting in a specific trajectory of transfer and deposition. From a sink perspective, the assemblage of incoming cascades defines provenance, sorting, and magnitude of sediment deliveries. At the network scale, this information reveals emerging patterns of connectivity and the location of bottlenecks, where disconnectivity occurs. In this paper, we apply CASCADE to quantitatively analyze the sediment connectivity of a major river system in SE Asia. The approach provides a screening model that can support analyses of large, poorly monitored river systems. We test the sensitivity of CASCADE to various parameters and identify the distribution of energy between the multiple, simultaneously active sediment cascades as key control behind network sediment connectivity. To conclude, CASCADE enables a quantitative, spatially explicit analysis of network sediment connectivity with potential applications in both river science and management.Show less"
5,"Wang, DC",Apr 2021 ,Impact analysis of small hydropower construction on river connectivity on the upper reaches of the great rivers in the Tibetan Plateau,GLOBAL ECOLOGY AND CONSERVATION,"Hydropower construction may alleviate regional power shortages, regulate river water volume, improve energy structure. However, extensive hydropower construction activities can reduce the river connectivity, which will further lead to biodiversity loss and ecological environment degradation. Most impact assessments of river connectivity have concentrated on large hydropower stations, while few on small ones. Through field investigation, this study identified 236 small hydropower stations on the upper reaches of the great rivers in the Tibetan Plateau, including the Yellow and Yangtze Rivers. The authors established a river connectivity impact index (RCII) model to achieve quantitative analysis of the connectivity of each river segment. Four pressure indicators, the Degree of Fragmentation (DOF), the Degree of Flow Utilization (DFU), the Degree of Obstruction (DOO), and the Density of Road (DOR), were set up based on the station's attribute data. The results indicate that the RCII can better express the impact degree of river connectivity with a high correlation coefficient R-2 between the degree of water reduction and the RCII. More than 40.33% of the river reaches were with ""heavy"" RCII values, indicating that the construction of small hydropower stations had some impacts on river connectivity to some extent. Also, we found that DOF and DOR had greater impacts on river connectivity in the study area. The river connectivity impact had great spatial differences, with rivers in the eastern region being the most serious. Furthermore, the greater the damage of river connectivity, the greater the potential for loss of aquatic biodiversity. A framework was set up in our work to quantitatively evaluate the impact of small hydropower station construction on river connectivity, providing strong support for the further ecological river protection and strategic planning. (C) 2021 The Author(s). Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).Show less"
6,"Lothian, AJ",Dec 2020 ,River connectivity restoration for upstream-migrating European river lamprey: The efficacy of two horizontally-mounted studded tile designs,RIVER RESEARCH AND APPLICATIONS,"Many rivers are heavily fragmented, resulting from anthropogenic cross-channel structures. Cost-effective solutions are needed to restore habitat connectivity for migratory fishes, including those of conservation concern, such as the European river lamprey (Lampetra fluviatilis). Studded material is becoming increasingly used as a low-cost retrofit solution for lamprey passage at sloping weirs, although little is known about the efficacy of the material or what stud arrangements may be most effective. This study tested whether expanding a single-density studded tile (SDT) lane from 1 to 2-m width increased passage success (n(released)= 133), and also compared the passage performance between a SDT lane and a dual-density studded tile (DDT) lane (n(released)= 115) at a sloping weir, using PIT telemetry. No passage was recorded (n(attempted)= 89) at the 2-m wide SDT lane, but 61.6% (n(passed/attempted)= 53/86) passed using DDT/SDT lane combination. However, increased passage efficiency was likely a result of high river flow (Q2.0-Q30.6) during DDT/SDT comparison versus low (Q8.3-Q88.5) while the 2-m wide SDT lane was employed. There was no evidence that passage occurred using solely one stud configuration. It is, therefore, hypothesised that passage of river lamprey at weirs is more dependent on flow regime than the provision of either stud configuration. However, with 46.1% (n(passed/released)= 53/115) of those released during DDT/SDT comparison passing on the instrumented section (10.5% of weir face), the provision of studded tiles may aid in lamprey passage at high flows, presumably as the tiles generate a low-velocity boundary layer that can be utilised as lamprey swim above the studs.Show less"
7,"Passalacqua, P",Jan 15 2017 ,The Delta Connectome: A network-based framework for studying connectivity in river deltas,GEOMORPHOLOGY,"Many deltas, including the Mississippi River Delta, have been losing land at fast rates compromising the safety and sustainability of their ecosystems. Knowledge of delta vulnerability has raised global concern and stimulated active interdisciplinary research as deltas are densely populated landscapes, rich in agriculture, fisheries, oil and gas, and important means for navigation.There are many ways of looking at this problem which all contribute to a deeper understanding of the functioning of coastal systems. One aspect that has been overlooked thus far, yet fundamental for advancing delta science is connectivity, both physical (how different portions of the system interact with each other) as well as conceptual (pathways of process coupling).In,this paper, I propose a framework called Delta Connectome for studying connectivity in river deltas based on different representations of a delta as a network. After analyzing the classic network representation as a set of nodes (e.g., bifurcations and junctions or regions with distinct physical or statistical behavior) and links (e.g., channels), I show that from connectivity considerations the delta emerges as a leaky network that continuously exchanges fluxes of matter, energy, and information with its surroundings and evolves over time. I explore each network representation and show through several examples how quantifying connectivity can bring to light aspects of deltaic systems so far unexplored and yet fundamental to understanding system functioning and informing coastal management and restoration. This paper serves both as an introduction to the Delta Connectome framework as well as a review of recent applications of the concepts of network and connectivity to deltaic systems within the Connectome framework. (C) 2016 Elsevier B.V. All rights reserved.Show less"
8,"Bonanno, E",Aug 2021 ,Flow directions of stream-groundwater exchange in a headwater catchment during the hydrologic year,HYDROLOGICAL PROCESSES,"Understanding near-stream groundwater dynamics and flow directions is important for predicting hillslope-stream connectivity, streamflow generation, and hydrologic controls of streamwater quality. To determine the drivers of groundwater flow in the stream corridor (i.e., the stream channel and the adjacent groundwater in footslopes and riparian areas), we observed the water levels of 36 wells and 7 piezometers along a headwater stream section over a period of 18 months. Groundwater dynamics during events were controlled by the initial position of the groundwater table relative to the subsurface structure. The near-stream groundwater table displayed a fast and pronounced response to precipitation events when lying in fractured bedrock with low storage capacity, and responded less frequently and in a less pronounced way when lying in upper layers with high storage capacity. Precipitation depth, intensity, regolith thickness above the fractured bedrock, and proximity to and elevation above the stream channel also had an effect on the groundwater dynamics, which varied with hydrologic conditions. Our high-frequency and spatially dense measurements highlight the competing influence of groundwater inflow from upslope locations, streamwater level and bedrock properties on the spatiotemporal dynamics of flowpaths in the stream corridor. Near-stream groundwater pointed uniformly towards the stream channel when the stream corridor was hydrologically connected to upslope groundwater. However, local interruptions of the water inflow from upslope locations caused flow reversals towards the footslopes. The direction of near-stream groundwater followed the local fractured bedrock topography during dry hydrologic conditions on a few occasions after events. The outcomes of this research contribute to a better understanding of the drivers controlling spatiotemporal changes in near-stream groundwater dynamics and flow directions in multiple wetness states of the stream corridor.Show less"
9,"Boulton, AJ",Sep 1998 ,"Effects of buried leaf litter and vertical hydrologic exchange on hyporheic water chemistry and fauna in a gravel-bed river in northern New South Wales, Australia",FRESHWATER BIOLOGY,"1. Large amounts of coarse particulate organic matter (CPOM) are buried in the sand and gravel beds of many rivers during spates. The effects of these patchily distributed resources on hyporheic invertebrates and water chemistry are poorly understood. Buried CPOM may provide local 'hot-spots' of food for hyporheic detritivores and their predators, alter nutrient supply to nearby sediment biofilms, and generate habitat for some invertebrates.2. To examine potential short-term effects on hyporheic water chemistry, nutrient concentrations and invertebrate assemblage composition, leaf packs were buried in downwelling (surface water infiltrating the hyporheic zone) and upwelling (hyporheic water emerging to the surface) zones at two sites along a gravel-bed river in northern New South Wales. At one site, pits were excavated to simulate leaf burial (procedural control) and plastic 'leaves' were buried to test whether invertebrates might respond to leaves as refuges rather than food. Hyporheic CPOM, sediment size fractions, and interstitial silt content were also quantified at these sites.3. Dry weights of naturally buried CPOM (leaf litter and wood fragments) varied substantially (0.6-71.7 g L-1 sediment). Amounts of CPOM did not differ between up- vs. downwelling zones or between sites. Hyporheic dissolved oxygen saturation was generally high (> 75%), and was lower in upwelling zones. The hyporheos was dominated taxonomically by water mites (approximate to 20 species), whereas small oligochaetes were most abundant (40% of total abundance). Tiny instars of elmid beetle larvae and leptophlebiid mayfly nymphs were also common. Before experimental manipulation, faunal composition differed between up- and downwelling zones. In upwelling zones, bathynellaceans and blind peracarids were found, whereas small individuals of the surface benthos were common in samples from downwelling zones. This validated stratification of the experiment across zones of hydrologic exchange.4. Twenty days after leaf burial, there was no effect of the treatments at either site on changes in most variables, including mean numbers of taxa and individuals per sample. Similarly, changes in faunal composition of the hyporheos in the treatments paralleled those in the controls except for a weak response in the buried leaves treatment in the upwelling zone at site 1. Artificially buried leaf litter does not seem to influence hyporheic water chemistry or fauna at these two sites. It is probable that naturally buried leaf Litter is swiftly processed soon after entrainment and that repeating this experiment immediately after a flood may yield different results.Show less"
