,First author,Year,Title,Journal,Abstract
0,"Davy-Bowker, J",Jun 2006 ,The distribution of benthic and hyporheic macroinvertebrates from the heads and tails of riffles,HYDROBIOLOGIA,"The spatial distribution of benthic (up to 0.05 m depth) and hyporheic (0.25 and 0.5 m depth) macroinvertebrates from downwelling zones at the heads of riffles and upwelling zones at the tails of riffles was examined in two studies on a 4th order chalk stream in Dorset, England. In the first study, differences in benthic and hyporheic macroinvertebrate community composition between the head and tail of a single riffle were investigated. In the second study, a replicated design involving eight riffles was used to compare benthic and hyporheic macroinvertebrate community composition both between heads and tails of the same riffles and between riffles. In the first (usingle riffle) study there were significantly higher mean numbers of benthic invertebrates and families at the riffle head (715 individuals and 13.8 families per 0.0225 m 2) compared to the tail (192 individuals and 8.7 families). ANOSIM analysis also showed that the community structure of head and tail benthic samples was significantly different. In the second (replicated riffle) study, there were also significantly more benthic invertebrates at riffle heads ((x) over bar = 594 per 0.0225 m 2) compared to tails ((x) over bar = 417 per 0.0225 m 2), although this was not the case for families, and community structure also differed significantly between riffle heads and tails. In contrast, in the hyporheic zone, there were no significant differences between the total numbers of invertebrates in the riffle heads and tails, or between riffles, although a significant difference in family richness between riffle head and tail samples was identified in the first study. Community analysis revealed progressively poorer separation of riffle head and tail samples at 0.25 m and 0.5 m hyporheic depths. Whilst being able to identify clear differences in benthic communities from riffles heads and tails, the physically heterogeneous nature of the riffle habitats studied made it difficult to account for the consistent differences in macroinvertebrate communities observed with the physical variables measured.Show less"
1,"Li, YH",5th International Yellow River Forum on Ensuring Water Right of the River's Demand and Healthy River Basin maintenance,Study on River Health Based on Natural-social Coupled Function,,
2,"Ward, AS",Jan-feb 2013 ,How Does Subsurface Characterization Affect Simulations of Hyporheic Exchange?,GROUND WATER,"We investigated the role of increasingly well-constrained geologic structures in the subsurface (i.e., subsurface architecture) in predicting streambed flux and hyporheic residence time distribution (RTD) for a headwater stream. Five subsurface realizations with increasingly resolved lithological boundaries were simulated in which model geometries were based on increasing information about flow and transport using soil and geologic maps, surface observations, probing to depth to refusal, seismic refraction, electrical resistivity (ER) imaging of subsurface architecture, and time-lapse ER imaging during a solute tracer study. Particle tracking was used to generate RTDs for each model run. We demonstrate how improved characterization of complex lithological boundaries and calibration of porosity and hydraulic conductivity affect model prediction of hyporheic flow and transport. Models using hydraulic conductivity calibrated using transient ER data yield estimates of streambed flux that are three orders of magnitude larger than uncalibrated models using estimated values for hydraulic conductivity based on values published for nearby hillslopes (10-4 vs. 10-7 m2/s, respectively). Median residence times for uncalibrated and calibrated models are 103 and 100 h, respectively. Increasingly well-resolved subsurface architectures yield wider hyporheic RTDs, indicative of more complex hyporheic flowpath networks and potentially important to biogeochemical cycling. The use of ER imaging to monitor solute tracers informs subsurface structure not apparent from other techniques, and helps to define transport properties of the subsurface (i.e., hydraulic conductivity). Results of this study demonstrate the value of geophysical measurements to more realistically simulate flow and transport along hyporheic flowpaths.Show less"
3,"Huber, E",Sep 2013 ,Spatiotemporal scales of river-groundwater interaction: a multidimensional hydrogeological investigation approach,GRUNDWASSER,"River-groundwater interactions show strong scale-dependencies and are often strongly transient. In this regard, small-scale flow conditions in the hyporheic zone at the interface between surface- and groundwater can be important for process-understanding. This especially includes questions concerning flow conditions in salmonid redds of gravel-bed rivers. The Swiss subalpine river Enziwigger was chosen as an example for a small channelized river with artificial steps within the riverbed. Several methods were developed, tested and combined that capture the four dimensions (three spatial and one temporal) of the interactions between surface water, the hyporheic zone and groundwater, for individual river segments. The setup of a monitoring network as well as the realization of field-measurements provided data for groundwater flow models. Continuous time series of hydraulic data, temperature and electrical conductivity within the river and the riverbed, as well as within the riverine groundwater, allowed identifying zones with significant exchange of surface water and groundwater. Additionally, the data helped describe the transient character of groundwater flow-paths under various hydrological boundary conditions. Results of the field-measurements in combination with transient groundwater flow modeling and scenario analyses illustrate the relevance of dynamically changing infiltration and exfiltration patterns within the riverbed.Show less"
4,"Jung, HS",Feb 2011 ,Modeling of Nitrogen Retention in Amite River,WATER AIR AND SOIL POLLUTION,"This paper presents an efficient and effective modeling approach to estimation of nitrogen retention in streams and rivers. The approach involves an extension of a newly developed longitudinal solute transport model, variable residence time (VART), by incorporating a first-order nitrogen reaction term. Parameters involved in the VART model are estimated using monthly mean flow and water quality data obtained through both field measurements and watershed modeling using the Hydrologic Simulation Program Fortran model. It is found that there is a strong correlation between nitrate-nitrogen removal rate and water temperature. In addition, low nitrate-nitrogen concentrations commonly occur when total organic carbon (TOC) and dissolved oxygen (DO) are also low, and high nitrogen concentrations correspond to high DO and TOC, indicating that denitrification is the primary biogeochemical process controlling nitrogen removal in natural rivers. The new approach is demonstrated through the computation of nitrogen removal in the Amite River, LA, USA. Functional relationships between the nitrate-nitrogen removal rate and water temperature are established for the Amite River. Monthly mean nitrate-nitrogen concentrations along the river are computed using the extended VART model, and computed nitrogen concentrations fit observed ones very well. The estimated annual nitrate-nitrogen removal in the Amite River is 27.4 tons or 15.5% of total nitrate-nitrogen transported annually through the Amite River.Show less"
5,"Stubbington, R",2012 ,"The hyporheic zone as an invertebrate refuge: a review of variability in space, time, taxa and behaviour",MARINE AND FRESHWATER RESEARCH,"The hyporheic zone is a potential refuge that can promote persistence of benthic invertebrates during adverse conditions in surface streams. For decades, changes in invertebrate depth distribution have been investigated in relation to flood, low flow and drying events, but evidence for use of the hyporheic refuge remains equivocal. This review examines the evidence for the hyporheic zone's refugial role during adverse hydrological conditions. Refuge potential is influenced by determinants in four categories. First, refuge use varies spatially in relation to physical habitat parameters, including sediment porosity and hydrologic exchange. Second, refuge use is temporally variable and reflects disturbance characteristics including rate of onset. Third, refuge use is taxon-specific, depending on a range of morphological, behavioural and physiological traits. Fourth, the behaviours governing refuge use vary, with both active migrations and passive habitat use playing important roles in community persistence. These four determinants interact to influence refuge use; for example, the physical habitat providing an adequate refuge will vary between taxa. Despite this variability, the hyporheic zone is an important component in the suite of refuges that facilitate community resilience to disturbance events. As such, its ecological integrity should be safeguarded through sensitive management and effective rehabilitation schemes.Show less"
6,"Zhou, SB",Dec 2014 ,Groundwater-surface water interactions in the hyporheic zone under climate change scenarios,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,"Slight changes in climate, such as the rise of temperature or alterations of precipitation and evaporation, will dramatically influence nearly all freshwater and climate-related hydrological behavior on a global scale. The hyporheic zone (HZ), where groundwater (GW) and surface waters (SW) interact, is characterized by permeable sediments, low flow velocities, and gradients of physical, chemical, and biological characteristics along the exchange flows. Hyporheic metabolism, that is biogeochemical reactions within the HZ as well as various processes that exchange substances and energy with adjoining systems, is correlated with hyporheic organisms, habitats, and the organic matter (OM) supplied from GW and SW, which will inevitably be influenced by climate-related variations. The characteristics of the HZ in acting as a transition zone and in filtering and purifying exchanged water will be lost, resulting in a weakening of the self-purification capacity of natural water bodies. Thus, as human disturbances intensify in the future, GW and SW pollution will become a greater challenge for mankind than ever before. Biogeochemical processes in the HZ may favor the release of carbon dioxide (CO2), nitrous oxide (N2O), and methane (CH4) under climate change scenarios. Future water resource management should consider the integrity of aquatic systems as a whole, including the HZ, rather than independently focusing on SW and GW.Show less"
7,"Cardenas, MB",Jan 7 2009 ,A model for lateral hyporheic flow based on valley slope and channel sinuosity,WATER RESOURCES RESEARCH,"The meandering of rivers results in head gradients across point bar deposits leading to hyporheic exchange: the flow of groundwater from and back to the stream. Two models for predicting horizontal fluid flux through the hyporheic zone, one based solely on valley slope and another that uses both valley slope and channel sinuosity, are presented in this article. Both models require knowledge of aquifer hydraulic conductivity. The models are developed via a suite of groundwater flow simulations with boundary conditions taking a variety of channel geometries, idealized as sinusoidal, and valley slopes that we assume are similar to that of the water table. Functional predictive models are developed by fitting a line or surface to discrete model output which covers the spectrum of most natural meandering rivers. Since the fitted models only require channel slope and/or sinuosity (plus hydraulic conductivity), they are amenable for regional estimation of hyporheic flux using digital terrain data.Show less"
8,"Liu, RP",Oct 2022 ,Potential Toxic Impacts of Hg Migration in the Disjointed Hyporheic Zone in the Gold Mining Area Experiencing River Water Level Changes,WATER,"In order to study the occurrence form, vertical migration and transformation and the potential ecological risk of Hg in the disjointed hyporheic zone in the gold mining area is investigated. Through field investigation, in-situ test, and test analysis, the results show that: (1) the form of mercury in the original stratum where the river water-groundwater hydraulic connection is disconnected is mainly in the residual state, accounting for 77.78% of the total mercury; (2) after the water content increases or the water level changes, the various forms of occurrence in the soil surface layer decrease, and the residual state is still the main form; the main forms of mercury in the sand and pebble layer are diversified, including the residual state, strong organic state and humic acid state; (3) the mercury content in the subsurface zone in winter is higher than that in summer; (4) although the mercury content in groundwater has not been detected, the potential ecological risk of mercury in the disjointed Hyporheic zone near the river in the study area is much higher than the extreme ecological hazard threshold, which has a value of 320. The risk of groundwater pollution caused by mercury during the long-term runoff of the river is higher than that during the flood period. Therefore, relevant departments need to rectify the river as soon as possible, from the source to reduce the ecological risk of heavy metals to groundwater. The results will provide a scientific basis for groundwater control.Show less"
9,"Liu, Y",Dec 2022 ,Toward An Assessment of Runoff and Thermal Connectivity in A River-Lake System within An Urban Environment,JOURNAL OF ENVIRONMENTAL INFORMATICS,"The term 'hydrological connectivity' is used in different disciplines to refer to the water-mediated transfer of matter, energy, and/or organisms within or between elements of the hydrologic cycle. Extensive research has been devoted to methods of evaluating hydrological connectivity. However, most of these methods pertain to the connectivity of runoff, sediment, chemicals, and organisms. To our knowledge, no evaluation of thermal energy connectivity has been conducted to date, and there is no consistent assessment framework available that takes into account thermal energy connectivity based on flux. Thermal energy flux affects many basic biogeochemical reaction processes and ecological functions of healthy river-lake systems. Here, we propose a method to evaluate runoff and thermal connectivity based on a modified version of the index of runoff/sediment connectivity proposed by Borselli et al. (2008). It was tested in an urban area (Tongling, China, which covers an area of 3008 km(2)) - characterized by the presence of numerous rivers and lakes - during normal, wet, and dry periods from year 2016 to year 2018. We found that areas with poor runoff connectivity exhibited high thermal connectivity in dry periods. Connectivity variation in lakes was higher than that in rivers. Models of the measured data were satisfactory for the test periods. Overall, our results indicate that public data can be used to map runoff and thermal connectivity within an existing joint evaluation framework. Evaluations of thermal connectivity can assist research on hydrological connectivity, and the proposed method can serve as a valuable tool for analyzing the runoff and thermal connectivity of urban river-lake systems.Show less"
