,First author,Year,Title,Journal,Abstract
0,"Wu, GP",Nov 2017 ,Seasonal Water Exchanges between China's Poyang Lake and Its Saucer-Shaped Depressions on River Deltas,WATER,"The saucer-shaped depressions located at the river deltas of Poyang Lake are typical floodplain shallow sub-lakes subject to river-lake connection or isolation. The hydrological connectivity between these depressions and the main lake has a major influence on the hydrologic function and ecological integrity of the lake-floodplain and associated wetland habitats. This study explored the water level fluctuations and water exchange processes between the Poyang Lake and three typical saucer-shaped depressions, using a 30-min temporal resolution of water level observations during 2015-2016. Our results showed that the water level correlation and hydrological connectivity between the main lake and its depressions displayed a strong seasonal and spatial signal. Temporally, the rainfall significantly influences the seasonality and frequency of water level fluctuations both in the main lake and the depressions. The correlation coefficient of the water level ordered from high to low occurred during the high-water period, the rising-water period, the falling-water period and the low-water period, respectively. Spatially, depressions with a shorter connection duration to the main lake are located at higher local elevation and at larger geographical distance from the main lake. Finally, we also discussed the implications of these findings and possible factors that could have caused these particular water regime characteristics and water exchange processes.Show less"
1,"Allen, GH",Aug 10 2018 ,Global extent of rivers and streams,SCIENCE,"The turbulent surfaces of rivers and streams are natural hotspots of biogeochemical exchange with the atmosphere. At the global scale, the total river-atmosphere flux of trace gasses such as carbon dioxide depends on the proportion of Earth's surface that is covered by the fluvial network, yet the total surface area of rivers and streams is poorly constrained. We used a global database of planform river hydromorphology and a statistical approach to show that global river and stream surface area at mean annual discharge is 773,000 +/- 79,000 square kilometers (0.58 +/- 0.06%) of Earth's nonglaciated land surface, an area 44 +/- 15% larger than previous spatial estimates. We found that rivers and streams likely play a greater role in controlling land-atmosphere fluxes than is currently represented in global carbon budgets.Show less"
2,"Courtice, G",Jul 2014 ,Stream modifications to enhance system connectivity for fish habitat compensation: a case study in the Barrenlands region of Canada,CANADIAN JOURNAL OF CIVIL ENGINEERING,"This study examines stream modification efforts to increase the productive capacity of an isolated system of three small lakes in the Barrenlands region of Arctic Canada by enhancing system connectivity. The lakes' outlet streams were modified to create conditions favourable for fish passage and thereby promote migration among the lakes and the large lake into which they drain. Gabion step pools (in two streams) and a nature-like choke-and-pool structure (in one stream) were installed. Two years of post-construction hydraulics data were compared to data collected for two years prior to construction to determine the efficacy of the various stream modifications. Initial evaluations indicated unsuccessful performance of gabion step pools, so after the first year, they were retrofitted with boulders to increase flow depth, restrict discharge, improve flow duration, and create unimpeded connections rather than sudden drops. Variation of lake levels and duration, variability, and depth of stream flow indicated that outlet geometry and lake catchment area should be important considerations when enhancing connectivity for fish migration in ephemeral systems. A narrow, rectangular cross-section was deemed effective for increasing flow depth while decreasing discharge, resulting in increased duration of flows. Catchment area was an effective indicator of a headwater lake's potential response to connectivity enhancements. Smaller catchments may provide inadequate runoff to sustain minimum storage requirements for enhanced connectivity. Our findings should advance the knowledge of headwater system hydraulics in the Barrenlands and assist in designing future fish habitat compensation projects on similar systems.Show less"
3,"Xiao, CG",Jun 2019 ,"Effects of river sinuosity on the self-purification capacity of the Shiwuli River, China",WATER SUPPLY,"This study focused on the correlation between river sinuosity and self-purification capacity, using the Shiwuli River in Hefei, China, as a case. Through field monitoring, the reduction rate of each pollutant per unit length of river reach and its correlation with the corresponding sinuosity were analysed. The results show that river sinuosity has different degrees of positive correlation with the growth rate of dissolved oxygen (DO) and the reduction rates of total nitrogen (TN), ammonia nitrogen (NH3-N) and total phosphorus (TP). River sinuosity needs to be above 1.42 to ensure the river's basic self-purification capability. We also discuss the mechanism of river sinuosity on water body self-purification and propose the increase in river sinuosity to improve the river's capacity to purify water from pollutants. This measure could enhance the growth rate of DO, the longitudinal hyporheic exchange flow, and the action time of other basic self-purification factors of the river. This study could help scientific decision-making in river reconstruction planning in the process of urbanization in the middle and lower reaches of the Yangtze River in China.Show less"
4,"Singh, NK",Aug 15 2018 ,Simulating stream response to floodplain connectivity and revegetation from reach to watershed scales: Implications for stream management,SCIENCE OF THE TOTAL ENVIRONMENT,"Natural-infrastructures (e.g., floodplains) can offer multiple ecosystem services (ES), including flood-resilience and water quality improvement. In order to maintain these ES, state and non-profit organizations consider various stream interventions, including increased floodplain connectivity and revegetation. However, the effect of these interventions is rarely quantified. We build a hydraulic model to simulate the influence of above-mentioned interventions on stream power and water depth during 5 yr and 100 yr flood return-intervals for two watersheds in Vermont, USA. Simulated revegetation of floodplains increased water depth and decreased stream power, whereas increasing connectivity resulted in decline of both responses. Combination of increased connectivity and floodplain revegetation showed greatest reduction in stream-power suggesting that interventions may influence stream response in diverse ways. Across all three interventions, 14% and 48% of altered reaches showed increase in stream power and water depth over baseline, indicating that interventions may lead to undesirable outcomes and their apparent effectiveness can vary with the measure chosen for evaluation. Interventions also influenced up to 16% of unaltered reaches (i.e., in which no interventions were implemented), indicating the consequences of interventions can spread both up and downstream. Multivariate analysis showed that up to 50% of variance in stream response to interventions is attributable to characteristics of reaches, indicating that these characteristics could mediate the effectiveness of interventions. This study offers a framework to evaluate the potential ES provided by natural infrastructure. All stream interventions involve tradeoffs among responses and between target and non-target areas, so careful evaluation is therefore needed to compare benefits and costs among interventions. Such assessments can lead to more effective management of stream-floodplain ecosystems both in Vermont and elsewhere. (C) 2018 Elsevier B.V. All rights reserved.Show less"
5,"Yang, S",Aug 18 2021 ,Hortonian Scaling of Coupled Hydrological and Biogeochemical Responses Across an Intensively Managed River Basin,FRONTIERS IN WATER,"Structural and functional attributes across fractal river networks have been characterized by well-established and consistent hierarchical, Hortonian scaling patterns. In most of the global river basins, spatial patterns of human settlements also conform to similar hierarchical scaling. However, emergent spatial hierarchical patterns and scaling of heterogeneous anthropogenic nutrient loads over a river basin are less known. As a case study, we examined here a large intensely managed river basin in Germany (Weser River; 46K km(2); 8M population). Archived data for point-/diffuse-sources of total Phosphorus (P-tot) input loads were combined with numerical and analytical model simulations of coupled hydrological and biogeochemical processes for in-stream P-tot removal at the network scale. We find that P-tot input loads scale exponentially over stream-orders, with the larger scaling constant for point-source loads from urban agglomerations compared to those for diffuse-source contributions from agricultural and forested areas. These differences in scaling patterns result from hierarchical self-organization of human settlements, and the associated clustering of large-scale, altered land-cover. Fraction of P-tot loads removed through in-stream biogeochemical processes also manifests Hortonian scaling, consistent with predictions of an analytical model. Our analyses show that while smaller streams are more efficient in P-tot removal, in larger streams the magnitude of P-tot loads removed is higher. These trends are consistent with inverse scaling of nutrient removal rate constant with mean discharge, and downstream clustering of larger cumulative input loads. Analyses of six nested sub-basins within the Weser River Basin also reveal similar scaling patterns. Our findings are useful for projecting likely water-quality spatial patterns in similar river basins in Germany, and Central Europe. Extensions and generalizations require further examination of diverse basins with archetype spatial heterogeneities in anthropogenic pressures and hydroclimatic settings.Show less"
6,"Boykov, SY",Apr 2020 ,Evaluation of Irreversibility and Optimal Organization of an Integrated Multi-Stream Heat Exchange System,JOURNAL OF NON-EQUILIBRIUM THERMODYNAMICS,"This work proposes a structure synthesis and surface distribution algorithm in a heat exchange system for the case when all heat capacity rates and inlet temperatures of the hot streams are constant, while cold streams also have outlet temperatures set. The algorithm includes the possibility of changing the phase state of the contacting streams. The synthesis is based on minimization of dissipation for a given total heat load in the form of minimum total contact surface area, which again correlates with the cost of the heat exchange system. The proposed algorithm can be considered to follow a thermodynamic rationale and as development of pinch analysis.Show less"
7,"Gayraud, S",2002 ,The clogging of stream beds: A review of mechanisms and consequences on habitats and macroinvertebrate communities.,BULLETIN FRANCAIS DE LA PECHE ET DE LA PISCICULTURE,"The clogging refers to deposition and infiltration of fine organic and inorganic sediments downward within the hyporheic zone. In this review, we presented clogging mechanisms and their spatio-temporal variability in the context of a global stream functioning. Clogging modifies stream bottom and interstitial habitats characteristics and reduces the exchange of water and dissolved substances between the stream surface and the hyporheic zone. Modifications of substrate structure, substrate stability, oxygen and trophic resources and predator influence lead to changes in community structure. In a first step, drift increases whereas the invertebrate abundance drops. In a second step, likelihood to survive, growing, standing crop and productivity are affected. Coarse substrate adapted assemblages are progressively replaced by invertebrates adapted to fine sediments. The studies about consequences of clogging on the hyporheos are scarce, but the major role of the hyporheos on the dynamic of streams suggests that its alteration would strongly decrease the stream resilience capacity after disturbances.Show less"
8,"Brookshire, ENJ",Sep 2005 ,Coupled cycling of dissolved organic nitrogen and carbon in a forest stream,ECOLOGY,"Dissolved organic nitrogen (DON) is an abundant but poorly understood pool of N in many ecosystems. We assessed DON cycling in a N-limited headwater forest stream via whole-ecosystem additions of dissolved inorganic nitrogen (DIN) and labile dissolved organic matter (DOM), hydrologic transport and biogeochemical modeling, and laboratory experiments with native sediments. We sampled surface and subsurface waters to understand how interaction among hydrologic exchange, DIN, DON, and dissolved organic carbon (DOC) influence stream N losses at summer baseflow. Added DON was taken up rapidly from the water column at rates exceeding DOC and DIN. A significant fraction of this DON was mineralized and nitrified. Combined DON and NO3-N uptake lengths resulted in spiraling lengths of similar to 210 m, suggesting the potential for multiple. transformations of labile N loads within catchment boundaries. Simultaneous addition of DIN increased DOM uptake, but more so for C, resulting in an upward shift in the C:N ratio of uptake. Sediment incubations also showed a strong biotic influence on DOC and DON dynamics. Despite efficient uptake of added DOM, background DON and high molecular mass DOC concentrations increased downstream, resulting in higher DOM loads than could be accounted for by groundwater discharge and suggesting net release of less bioavailable forms from the channel/hyporheic zone. At the same time, subsurface DOM was characterized by very low C:N ratios and a disproportionately large DON pool despite rapid hydrologic mixing with dilute and high C:N ratio surface waters. Analysis of expected DON loads from conservative hyporheic fluxes indicated that watershed losses of DON would have been seven times greater in the absence of apparent benthic demand, suggesting tight internal cycling of subsurface DON. Our study further demonstrates the potential for significant transformation of N in headwater streams before export to downstream ecosystems.Show less"
9,"Ren, JH",Dec 15 2004 ,Stream-subsurface exchange of zinc in the presence of silica and kaolinite colloids,ENVIRONMENTAL SCIENCE & TECHNOLOGY,"The mobility of sorbing contaminants in surface waters often depends strongly on associations with sediments, including both fine suspended particles and stationary bed sediments. Hydrodynamic flow coupling causes an exchange of dissolved and suspended substances between streams and underlying pore waters (hyporheic exchange). As a result, the fate of many pollutants is expected to be greatly influenced by the flux of colloids and contaminants across the stream-subsurface interface and the interactions of both types of substances with the bed sediments. Herein, we present experimental results on the stream-subsurface exchange of zinc in the presence of colloidal silica and kaolinite in a laboratory flume. We also apply a process-based theoretical model to predict the coupled transport of colloids and reactive solutes. Model input parameters were obtained using independent batch and column experiments. Zinc immobilization in the bed was found to be significantly greater in the presence of kaolinite than in the presence of colloidal silica. Model predictions indicated that there were two distinct reasons for the greater zinc immobilization in the presence of kaolinite: zinc sorbed more strongly to kaolinite than to silica, and kaolinite particles also deposited more readily in the streambed than did silica colloids. Model simulations were found to be highly dependent on the colloid size distribution. When the colloids had a bimodal distribution, colloidal-phase contaminant transport occurred primarily on the finer fraction, but bulk colloid deposition was dominated by removal of the coarser fraction.Show less"
