,First author,Year,Title,Journal,Abstract
0,"Magliozzi, C",Nov 30 2018 ,Toward a conceptual framework of hyporheic exchange across spatial scales,HYDROLOGY AND EARTH SYSTEM SCIENCES,"Rivers are not isolated systems but interact continuously with groundwater from their confined headwaters to their wide lowland floodplains. In the last few decades, research on the hyporheic zone (HZ) has increased appreciation of the hydrological importance and ecological significance of connected river and groundwater systems. While recent studies have investigated hydrological, biogeochemical and ecohydrological processes in the HZ at bedform and reach scales, a comprehensive understanding of process-based interactions between factors operating at different spatial and temporal scales driving hyporheic exchange flows (HEFs) at reach scale and larger is still missing. Therefore, this review summarizes the factors and processes at catchment, valley, and reach scales that interact to control spatial and temporal variations in hyporheic exchange flows. By using a multi-scale perspective, this review connects field observations and modelling studies to identify the process driving patterns and dynamics of HEF. Finally, the influence of process interactions over multiple spatial scales is illustrated in a case study, supported by new GIS analyses, which highlights the importance of valley-scale factors to the expression of HEF at the reach scale. This conceptual framework will aid the development of approaches to interpret hyporheic exchange across scales, infer scaling relationships, and inform catchment management decisions.Show less"
1,"Jaeger, KL",Dec 2012 ,ELECTRICAL RESISTANCE SENSOR ARRAYS AS A MEANS TO QUANTIFY LONGITUDINAL CONNECTIVITY OF RIVERS,RIVER RESEARCH AND APPLICATIONS,"Electrical resistance sensors are used as a novel approach to quantify streamflow continuity (continuous through time) and longitudinal connectivity (continuous through space) across watersheds in south-eastern Arizona, USA. We demonstrate this approach by reporting on a spatial array of 21 sensors installed in streams supporting naturally perennial, intermittent and ephemeral flow on the US Army Garrison, Fort Huachuca. Continuity and connectivity were quantified based on a strict interpretation of continuous flow at an individual sensor (strict continuity) or simultaneous streamflow at multiple sensors (strict connectivity). In addition, we evaluated continuity and connectivity to include periods (<48?h) when in-channel refuges may exist between streamflow events (refuge-maintained continuity and connectivity). Continuous streamflow in intermittent reaches accounted for 34% of the 121-day monitoring period (15 April13 August 2010) and 28% of the summer monsoon period (1 July13 August 2010). Streamflow in ephemeral reaches accounted for 1.5% and 2.3% of the entire monitoring and monsoon period, respectively. Canyon-wide longitudinal connectivity was rare (<1%); however, substantial longitudinal connection occurred along extensive portions of individual canyons. The refuge-maintained criteria increased continuity 28%, with less influence on connectivity (e.g. <3% increase in only some portions of canyons). Despite this result, the refuge-maintained concept remains important because of its broad applicability to refuge persistence across aquatic species and hydro-climatic regimes. The approach presented in this study supports the growing scientific research on the influence of longitudinal hydrologic connectivity on population dynamics and ecological processes in dendritic river networks. Copyright (c) 2011 John Wiley & Sons, Ltd.Show less"
2,"Fortner, SK",Jan 30 2013 ,"Diel stream geochemistry, Taylor Valley, Antarctica",HYDROLOGICAL PROCESSES,"Unlike temperate and polythermal proglacial streams, the proglacial streams in Taylor Valley ( TV), Antarctica, are derived primarily from glacier surface melt with no subglacial or groundwater additions. Solute responses to flow reflect only the interaction of glacial meltwater with the valley floor surrounding the stream channel. We have investigated the major, minor and trace element 24-h variations of two proglacial melt streams, Andersen Creek and Canada Stream, originating from the Canada Glacier in TV, Antarctica. Both streams exhibited diel mid-austral summer diurnal flow variation, with maximum flow being more than 50 times the minimum flow. Dissolved (< 0.4 mu m) major, minor and trace solute behaviors through diel periods were strongly controlled by the availability of readily solubilized material on the valley floor and hyporheic-biological exchanges. Anderson Creek had generally greater solute concentrations than Canada Stream because of its greater receipt of eolian sediment. Andersen Creek also acquired greater solute concentrations in the rising limb of the hydrograph than the falling limb because of dissolution of eolian material at the surface of the stream channel coupled with minimal hyporheic-biological exchange. Conversely, Canada Stream had less available eolian sediment, but a greater hyporheic-biological exchange, which preferentially removed trace and major solutes in the rising limb and released them in the falling limb. Given the dynamic nature of discharge, eolian, and hyporheic-biological processes, solute loads in TV streams are difficult to predict. Copyright (C) 2012 John Wiley & Sons, Ltd.Show less"
3,"Datry, T",2008 ,Lateral and longitudinal patterns within the stygoscape of an alluvial river corridor,FUNDAMENTAL AND APPLIED LIMNOLOGY,"In landscape ecology, landscapes are viewed as hierarchically-organized groups of interacting components or zones. This perspective is applied in studies of riverscapes with increasing frequency, particularly ill Studies of channel habitats and channel-floodplain interactions. Stygoscapes, the subsurface portions of riverscapes, have received less attention. Stygoscapes are composed of three saturated zones beneath and lateral to river channels: the hyporheic, parafluvial and riparian zones. These zones are differentiated oil the basis of hydrological, biological and chemical conditions, and the degree of interaction with the channel surface. In this paper, we describe lateral and longitudinal patterns in the shallow (30 cm - 10 m depth) stygoscape of the alluvial Selwyn River, New Zealand. We used abutting hyporheic, parafluvial and riparian zones in large-scale downwelling (losing) and upwelling (gaining) sections of the river mainstem to compare physico-chemical and biological conditions across a broad stygoscape. The stygoscape zones had the same arrangement in both sections: hyporheic zones within the wetted channel, riparian zones furthest front the channel, and parafluvial zones between the hyporheic and riparian zones. Nitrate and dissolved reactive phosphorus concentrations and electrical conductivity were significantly higher, and dissolved organic phosphorus concentrations and pH levels lower, in the gaining section than the losing section. In both Sections, ammonium, dissolved reactive phosphorus, and dissolved organic cat-boil concentrations and pH were higher in the hyporheic zone than the riparian zone. Within the losing section, DON and DOP concentrations were higher in the hyporheic zone than the riparian zone. Physico-chemical conditions were intermediate in the parafluvial zones of both river sections. These among-zone differences Suggest that hyporheic zones are sinks for dissolved nutrients, and that effects of hyporheic sinks are greatest in losing river sections with unidirectional flow front the surface to the hyporheic zone. There were large differences among stygoscape zones in invertebrate assemblage composition, and smaller differences between the losing and gaining sections. Invertebrate densities, taxon richness and % insect taxa were higher in hyporheic zones than riparian zones. Invertebrate densities were intermediate in the parafluvial zones, and taxon richness and % insect taxa were similar in parafluvial and riparian zones. The spatial patterns we observed in the Selwyn River suggest that hydrological connectivity between zones, and permeability within zones, are among the most important determinants of chemical and biological dynamics in stygoscapes. Differences in large-scale upwelling and downwelling, and differences in water Source (runoff and groundwater) appeared to be of secondary importance.Show less"
4,"Heathwaite, AL",Apr 2021 ,Spatial and temporal dynamics of nitrogen exchange in an upwelling reach of a groundwater-fed river and potential response to perturbations changing rainfall patterns under UK climate change scenarios,HYDROLOGICAL PROCESSES,"We report the complex spatial and temporal dynamics of hyporheic exchange flows (HEFs) and nitrogen exchange in an upwelling reach of a 200 m groundwater-fed river. We show how research combining hydrological measurement, geophysics and isotopes, together with nutrient speciation techniques provides insight on nitrogen pathways and transformations that could not have been captured otherwise, including a zone of vertical preferential discharge of nitrate from deeper groundwater, and a zone of rapid denitrification linking the floodplain with the riverbed. Nitrate attenuation in the reach is dominated by denitrification but is spatially highly variable. This variability is driven by groundwater flow pathways and landscape setting, which influences hyporheic flow, residence time and nitrate removal. We observed the spatial connectivity of the river to the riparian zone is important because zones of horizontal preferential discharge supply organic matter from the floodplain and create anoxic riverbed conditions with overlapping zones of nitrification potential and denitrification activity that peaked 10-20 cm below the riverbed. Our data also show that temporal variability in water pathways in the reach is driven by changes in stage of the order of tens of centimetres and by strength of water flux, which may influence the depth of delivery of dissolved organic carbon. The temporal variability is sensitive to changes to river flows under UK climate projections that anticipate a 14%-15% increase in regional median winter rainfall and a 14%-19% reduction in summer rainfall. Superimposed on seasonal projections is more intensive storm activity that will likely lead to a more dynamic and inherently complex (hydrologically and biogeochemically) hyporheic zone. We recorded direct evidence of suppression of upwelling groundwater (flow reversal) during rainfall events. Such flow reversal may fuel riverbed sediments whereby delivery of organic carbon to depth, and higher denitrification rates in HEFs might act in concert to make nitrate removal in the riverbed more efficient.Show less"
5,"Chi, SY",Aug 1 2018 ,Distribution patterns of macroinvertebrate communities in a Chinese floodgate-regulated river and their relationships with river longitudinal connectivity,SCIENCE OF THE TOTAL ENVIRONMENT,"In this study, the Li River and the middle-lower reaches of the Shaying River in the Shaying River basin were selected for an investigation on the effects of floodgates on macroinvertebrate communities; additionally, the relationships among floodgates, macroinvertebrate communities and river longitudinal connectivity were explored. The Li and Shaying rivers had similar ratios of molluscs and saapers, but their species compositions were significantly different. The water level fluctuations in the Li River were based on natural hydrological characteristics, and these were very different from the fluctuations in the reaches of the Shaying River that were divided by a serious of floodgates. The effects of floodgates resulted in a reduction in the number of taxa, Shannon-Wiener index, Margalef index, and Fisher index and an increase in the Harrison index. The upper reaches of the Li and Saying rivers had similar macroinvertebrate communities, but these were very different from the lower reaches of the Saying River. The total number of species and the number of aquatic insect species increased with the river connectivity gradient and the variations in the alpha-diversity and beta-diversity indices along reaches confirmed the hypothesis that the longitudinal connectivity of the Shaying River was significantly affected by floodgates. The results of Pearson and PLS tests showed that some plankton variables and physical water parameters could possibly describe how the gradient of river longitudinal connectivity was related to the floodgates in the Shaying River basin. The results of partial correlations showed, even when excluding the effects of water pollution, the protozoa richness and electrical conductivity still had significant influences on the distribution patterns of macroinvertebrate communities. When considering the results of correlation analyses and regression together, these same variables could be used to describe how the gradient of river longitudinal hydrological connectivity is related to floodgates in future studies. (C) 2018 Elsevier B.V. All rights reserved.Show less"
6,"Jiang, QH",Aug 2020 ,Density-dependent solute transport in a layered hyporheic zone,ADVANCES IN WATER RESOURCES,"Hyporheic exchange is affected by bedform geometry, which induces complex flow paths within the bedform. Additional factors that influence flow and solute transport in the hyporheic zone are layered profile sediments and density-driven flow. This study explored the combined effects of these factors on hyporheic exchange through laboratory experiments and numerical simulations involving infiltrating solute displacing less-dense resident water in a layered bedform with a low permeability layer (LPL). The bedform consisted of three horizontal layers, in which the hydraulic conductivity of the middle layer (LPL) was less than that of the top (TL) and bottom layers (BL). The results demonstrated that a previously unexplored combination of mechanisms (density effects and layered bedform) produces irregular spatial patterns of solute transport in the hyporheic zone. For instance, the width of solute plume within the bottom layers becomes narrowed compared with tracer transport. With increasing density contrast between infiltrating solute and resident water, the solute plume becomes much narrower, forming fingers. Numerical modeling further shows that the hydraulic conductivity contrast (HCC) and relative thickness (RT) of the hyporheic zone layers also affect the spatial solute transport patterns. As the hydraulic conductivity contrast or relative thickness increases, the plume becomes much narrower. Horizontal ambient flow (HAF) dominated in the bottom layers, and lateral solute spreading and mixing intensified with a higher hydraulic conductivity contrast and relative thickness. Furthermore, the vertical solute plume was detached by the horizontal ambient flow in the bottom layers with a discontinuous low permeability layer, forming a discontinuous zone of vertical solute transport.Show less"
7,"Constantz, J",Apr 2013 ,Streambed exchanges along tributary streams in humid watersheds,WATER RESOURCES RESEARCH,"Tributary streams flow from the headwaters directly to the main stem in the valley axis and represent an important general stream type with high surface areas to volume and high streambed exchanges along much of their length. These characteristics strongly influence water quantity and quality in tributary streams, as well as the underlying groundwater and, eventually, the main stem. Tributary streams can be described as consisting of upland, central, and distal reaches, each with temporal trends in streambed exchanges unique to their spatial position along the tributary stream. In this work, thermal tracing and hydraulic monitoring reported in earlier works have been analyzed to compare surface-water/groundwater streambed exchange patterns along Fish Creek Wyoming (US), a well-studied tributary stream in a humid watershed. Results of this analysis demonstrate that composite thermal/hydraulic techniques successfully differentiated reach-specific streambed exchanges to distinguish upland, central, and distal reaches along Fish Creek above the Snake River. The upland and central reaches streambed exchanges were primarily vertical and horizontal streambed exchanges normal to general streamflow, while the distal reach streambed exchanges were lower in magnitude and more longitudinal in the same direction as streamflow. Heat-based streambed hydraulic conductivities were highest (and isotropic) for the upland reach and lowest (and strongly anisotropic) for the distal reach, in accordance with general downstream sediment fining approaching a main stem. These distinct reach patterns should show general transfer value, since general tributary streambed exchange patterns are expected to be influenced by proximity to headwaters in the upland reach, by buffering within alluvial fill in the central reach, and by proximity to the main stem in the distal reach.Show less"
8,"Song, JX",Sep 2010 ,Observation of bioturbation and hyporheic flux in streambeds,FRONTIERS OF ENVIRONMENTAL SCIENCE & ENGINEERING IN CHINA,"In the Elkhorn River, burrows, tubes, and sediment mounds created by invertebrate bioturbation were observed in the exposed streambed and commonly concentrated on the fine-sediment patches, which consist of silt, clay, and organic matter. These invertebrate activities could loosen the thin layer of clogging sediments and result in an increase of pore size in the sediments, leading to greater vertical hydraulic conductivity of the streambed (K (v) ). The measurements of the vertical hydraulic gradient across the submerged streambed show that vertical flux in the hyporheic zone can alter directions (upward versus downward) for two locations only a few meters apart. In situ permeameter tests show that streambed K (v) in the upper sediment layer is much higher than that in the lower sediment layer, and the calculated K (v) in the submerged streambed is consistently greater than that in the clogged sediments around the shorelines of the sand bars. Moreover, a phenomenon of gas bubble release at the water-sediment interface from the subsurface sediments was observed in the groundwater seepage zone where flow velocity is extremely small. The bursting of gas bubbles can potentially break the thin clogging layer of sediments and enhance the vertical hydraulic conductivity of the streambed.Show less"
9,"Byrne, P",Mar 15 2015 ,Diffusive equilibrium in thin films provides evidence of suppression of hyporheic exchange and large-scale nitrate transformation in a groundwater-fed river,HYDROLOGICAL PROCESSES,"The hyporheic zone of riverbed sediments has the potential to attenuate nitrate from upwelling, polluted groundwater. However, the coarse-scale (5-10cm) measurement of nitrogen biogeochemistry in the hyporheic zone can often mask fine-scale (<1cm) biogeochemical patterns, especially in near-surface sediments, leading to incomplete or inaccurate representation of the capacity of the hyporheic zone to transform upwelling NO3-. In this study, we utilised diffusive equilibrium in thin-films samplers to capture high resolution (cm-scale) vertical concentration profiles of NO3-, SO42-, Fe and Mn in the upper 15cm of armoured and permeable riverbed sediments. The goal was to test whether nitrate attenuation was occurring in a sub-reach characterised by strong vertical (upwelling) water fluxes. The vertical concentration profiles obtained from diffusive equilibrium in thin-films samplers indicate considerable cm-scale variability in NO3- (4.4 +/- 2.9mg N/L), SO42- (9.9 +/- 3.1mg/l) and dissolved Fe (1.6 +/- 2.1mg/l) and Mn (0.2 +/- 0.2mg/l). However, the overall trend suggests the absence of substantial net chemical transformations and surface-subsurface water mixing in the shallow sediments of our sub-reach under baseflow conditions. The significance of this is that upwelling NO3--rich groundwater does not appear to be attenuated in the riverbed sediments at <15cm depth as might occur where hyporheic exchange flows deliver organic matter to the sediments for metabolic processes. It would appear that the chemical patterns observed in the shallow sediments of our sub-reach are not controlled exclusively by redox processes and/or hyporheic exchange flows. Deeper-seated groundwater fluxes and hydro-stratigraphy may be additional important drivers of chemical patterns in the shallow sediments of our study sub-reach. (c) 2015 The Authors. Hydrological Processes Published by John Wiley & Sons Ltd.Show less"
