,First author,Year,Title,Journal,Abstract
0,"Uzuoka, R","3rd Int Conf on Geotechnical Engn for Disaster Mitigation and Rehabilitation/5th Int Conf on Geotechnical and Highway Engn - Practical Applications, Challenges and Opportunities",COUPLED ANALYSIS OF SEEPAGE AND DEFORMATION OF RIVER LEVEE DURING OVERTOPPING,,
1,"Bai, T",Mar 15 2021 ,Seawater exchange rates for harbors based on the use of MIKE21 coupled with transport and particle tracking models,JOURNAL OF COASTAL CONSERVATION,"The water self-purification capacities of coastal areas can be affected by the extension of adjacent harbors. Studies of the seawater exchange capacities of harbors are viewed as an important index and means of protecting coastal water environments. In this paper, the MIKE21 hydrodynamic model (HD) is established and coupled with the transport model (TR) and particle tracking model (PT). Taking the Budai Harbor of Chiayi County along the southwestern coast of Taiwan as an example, five scenarios of upstream river inflow and corresponding pollutant distributions are explored. The tidal exchange rates (TER) of the five scenarios are quantitatively calculated. The results show the following: (1) Water exchange and self-purification capacities of the coastal area are stronger than those of other areas of the wetland region. (2) The self-purification capacities of the wetland are improved close to estuary due to upstream inflows. (3) With an increase in upstream flows, the wetland TER increases from 0.85 to 0.95, showing that inflows improve the water exchange capacity of the wetland. These have results applications for quantifying the influence of engineering construction in coastal areas close to harbors, for revealing the rates of seawater exchange that govern areas within and outside of harbors.Show less"
2,"Song, XH",Jul 2021 ,Scale-dependent spatial variabilities of hydrological exchange flows and transit time in a large regulated river,JOURNAL OF HYDROLOGY,"Hydrological exchange flows (HEFs) across the river-aquifer interface and the associated transit time of river water in the aquifer have important implications for contaminant plume migration and biogeochemical processes in the river corridor. HEFs and transit time are influenced by both subsurface physical features and hydrologic forcing related to the transport process, which can exhibit complex spatial and temporal variations. In this study, we used a massively parallel subsurface flow model and a particle-tracking model to study the influences of different control factors on spatial variability of HEFs and transit time distributions in the Hanford Reach of the Columbia River in Washington State. 100 million particles were randomly injected in time and space and then tracked in a model domain that covers a 51-km(2) area (15.1million model cells). We used hourly river stages and groundwater levels to drive the model to provide dynamic velocity fields for the particle tracking in the two + -year simulation period. The groundwater flow simulation and particle-tracking results provide a comprehensive assessment of the spatial distribution of HEFs and transit time in a large, complex river corridor. Our results show that the aquifer hydrogeological structure has strong correlations with the extent and magnitude of exchange flux. The transit time exhibits complex patterns that are affected by all the river geomorphologic, hydrodynamic, and hydrogeologic factors and are strongly correlated with the downwelling ratio of exchange flux. The new insights gained through this study can be used to support the development of reduced-order models of HEFs and transit time distributions for large complex river systems.Show less"
3,"Reuter, CN",Jan 2019 ,"Fish Assemblage Response to Altered Dendritic Connectivity in the Red River Basin, Central Louisiana",AMERICAN MIDLAND NATURALIST,"Louisiana's streams provide habitat for a diversity of ecologically and economically important fish species. However, most stream systems in the state have been subject to substantial anthropogenic alterations related to municipal, agricultural, and forest resource development. Extensive reservoir construction has also resulted in altered dendritic connectivity in many drainages, which has been shown to significantly alter the function and biodiversity of streams throughout the U.S. This study explored interactions among stream connectivity, watershed characteristics, stream physicochemistry, and fish assemblage composition and abundance in 21 headwater streams within the Red River basin of Louisiana, with half flowing directly into a reservoir. In 2014 and 2015, fish were sampled by electrofishing and seining, and habitats and physicochemistry were characterized. Six fish species were exclusively found in reservoir streams, three fish species were only found in river tributaries, seven fish species were more abundant in river tributaries, and all richness metrics (total, stream specialist, and generalist) calculated for seined fishes were higher in river tributaries. Notably, Grass Pickerel (Esox americanus) was more abundant in river tributaries. Because of its potential role as an obligate glochidial host for the Louisiana Pearlshell Mussel (Margrnitifera hembelt), the influence of stream fragmentation on Grass Pickerel may have significant implications regarding conservation of this endangered mussel. Our results parallel trends observed in similar studies indicating decreased species richness and abundance in streams truncated by reservoirs.Show less"
4,"Li, HL",3rd International Yellow River Forum,The Characteristics of Runoff Variation on Main Stream of the Yellow River,,
5,"Ollero, A",Dec 2011 ,The IHG index for hydromorphological quality assessment of rivers and streams: updated version,LIMNETICA,"The IHG index for hydromorphological quality assessment of rivers and streams: updated versionAn updated version of the IHG index is presented. The index is based on three appraisal parameters: 1) the functional quality of the fluvial system, including a) flow regime naturalness, b) sediment supply and mobility, and c) floodplain functionality; 2) the channel quality, including a) channel morphology and planform naturalness, b) riverbed continuity and naturalness of the longitudinal and vertical processes, and c) riverbank naturalness and lateral mobility; and 3) the riparian corridor quality, including a) longitudinal continuity, b) riparian corridor width, and c) structure, naturalness and cross-sectional connectivity.Show less"
6,"Preziosi-Ribero, A",Feb 2020 ,Fine Sediment Deposition and Filtration Under Losing and Gaining Flow Conditions: A Particle Tracking Model Approach,WATER RESOURCES RESEARCH,"Fine particle deposition within riverbeds plays a major role in riverine ecology and biogeochemistry by altering hyporheic exchange flux. Moreover, it is ubiquitous within streams and rivers across all flow stages. However, the dynamics of fine particle deposition are still not completely understood in rivers, and continuum models like the advection dispersion equation require modifications to represent the processes accurately. To enhance understanding of fine particle dynamics, we developed a novel numerical particle tracking model that simulates fine particle deposition as a stochastic process under losing, neutral, and gaining streamflow conditions. These flow conditions generate three different velocity profiles by combining the free surface and groundwater flows. In addition, a novel aspect of our model is the storage of filtered particles to estimate concentration fields within the bed. Our simulated results are qualitatively compared with previous laboratory flume experimental results of kaolinite deposition under similar conditions. The model indicates that fine particle deposition patterns and residence time functions depend heavily on the exchange flux between stream and groundwater, as well as bed filtration properties as the deposition of particles occurs at greater depths in the losing stream condition than in the neutral and gaining cases. Therefore, the spatial pattern of particle deposition is a direct result of pore water velocity profiles, while the concentration depends on filtration dynamics within the bed.Show less"
7,"Timbadiya, PV",Feb 2015 ,A 1D-2D Coupled Hydrodynamic Model for River Flood Prediction in a Coastal Urban Floodplain,JOURNAL OF HYDROLOGIC ENGINEERING,"In this work, a one dimensional-two dimensional (1D-2D) coupled hydrodynamic model is developed for prediction of water levels in the lower Tapi River and its coastal urban floodplain (Surat city in Gujarat, India). A one-dimensional (1D) hydrodynamic model, calibrated for the 1998 flood, is coupled with a two-dimensional (2D) hydrodynamic model of an urban floodplain with due consideration of the upstream (releases from Ukai reservoir) and downstream (tidal level of the sea) boundary conditions. The resistance coefficient for the floodplain is estimated using satellite imagery based on the land use and land cover pattern. The coupled hydrodynamic model is validated with independent data for flooding in the year 2006 and is used to develop a stage-discharge curve along the lower Tapi River for computation of the stream power during the flood. The methodology for river flood prediction on a coastal urban floodplain using the 1D-2D coupled hydrodynamic model is generic and can be applied to similar geographical conditions. (C) 2014 American Society of Civil Engineers.Show less"
8,"Saeedpanah, I",Feb 2019 ,Solution of Unsteady Flow in a Confined Aquifer Interacting with a Stream with Exponentially Decreasing Stream Stage,JOURNAL OF HYDROLOGIC ENGINEERING,"The solution of interactions between groundwater and surface water provides good insight into the mechanism of these water resources. Considering groundwater as a significant source of irrigation and a main freshwater supply for agricultural purposes, a stream-aquifer system is studied to investigate the groundwater level and flow direction. The solution is obtained and applicable for streams fully penetrating the aquifer. The system is solved and a set of expressions for computing level and exchange in the aquifer are derived by means of the Laplace transformation technique, wherein the right end of the aquifer is a constant head boundary and the stream stage at the left boundary decreases exponentially with time. A broad range of sensitivity analysis is carried out to investigate the effects of variations in aquifer parameters on groundwater head. Aquifer response for exponential and sudden drops in stream stage is investigated. A useful expression describing the relation of stream stage variation rate and volumetric exchange is found, which clarifies whether the final volumetric exchange is negative, zero, or positive. For a sudden drop in stream stage, a water divide takes place in the aquifer and therefore flow reversal occurs at the water divide position. It is shown that how and how much the position of the water divide changes depends on changes in aquifer parameters. In addition, it is observed that groundwater level stabilization occurs relatively faster in aquifers with a greater hydraulic conductivity, smaller specific storage, or smaller length.Show less"
9,"Calles, EO",Nov 2005 ,Evaluation of nature-like fishways for re-establishing connectivity in fragmented salmonid populations in the River Eman,RIVER RESEARCH AND APPLICATIONS,"We evaluated the function of two nature-like fishways for re-establishing connectivity for anadromous salmonids in the regulated River Eman. Between 90 and 100% of the salmonids that entered the fishways actually passed through them, with median speeds of 180-190 m h(-1). Only 50% of the anadromous brown trout that passed the first fishway also passed the second one, indicating that the fish might have had problems locating the upstream fishway. The fishways were also observed to function as a passage for downstream post-spawning migrants. The densities of brown trout yearlings upstream of the fishways were higher in 2002, after the fishways were built, than during pre-fishway years. In control sites in other parts of the river as well as in a nearby river, no changes in yearling densities were observed. Thus, the fishways are working for upstream spawners, albeit at a recolonization rate that is slower than expected. Copyright (c) 2005 John Wiley & Sons, Ltd.Show less"
10,"Malard, F",Apr 2003 ,Influence of groundwater upwelling on the distribution of the hyporheos in a headwater river flood plain,ARCHIV FUR HYDROBIOLOGIE,"We examined the influence of groundwater upwelling on the distribution of the hyporheic fauna in a 2.6-km long glacial flood plain, the downstream part of which behaved as a major groundwater upwelling zone. Hyporheic water and invertebrates were collected during the four different phases of the expansion-contraction cycle at a depth of 30cm in the bed sediment of 28 channels. Multivariate methods and analysis of variance were used to test for differences in the concentration of nutrients and composition of the hyporheos between the upstream and downstream parts of the flood plain. The large scale groundwater upwelling flow pattern maintained permanent flow conditions in the lower flood plain but had no detectable influence on temperature and nutrient concentrations of shallow hyporheic water. In contrast, the density and taxonomic richness of hyporheic assemblages were distinctly higher in the upwelling zone, essentially because of an increase in the number and density of taxa belonging to the permanent hyporheos and true groundwater fauna. The longitudinal pattern of hyporheic assemblages remained remarkably stable over the four different phases of the expansion-contraction cycle. We concluded that the strength of hydrological connections between ground water and surface water had a major influence on hyporheic biodiversity by controlling not only the degree of flow permanency but also the recolonization pathways of organisms inhabiting streambed sediments.Show less"
11,"Klaar, M",11th International Symposium on Ecohydraulics,INSTREAM WOOD AS A DRIVER OF NUTRIENT ATTENUATION IN A LOWLAND SANDY STREAM,,
12,"Xue, J",Sep-dec 2020 ,EXPERIMENTAL RESEARCH ON COMPREHENSIVE PERFORMANCE OF COUPLED MUFFLER BASED ON SPLIT-STREAM RUSHING PRINCIPLE,INMATEH-AGRICULTURAL ENGINEERING,"Based on the split-stream rushing principle and multi-unit coupling theory, a new type of coupled muffler for diesel engine was designed, and the experimental study on the acoustic performance and exhaust resistance performance was completed. The results show that the growth rate of insertion loss of the coupled muffler within 200 Hz is 34.01% compared to the original muffler. The average fuel consumption reduction rate of the diesel engine with the coupled muffler is 19.16% lower than that of the original muffler. Therefore, the coupled muffler can achieve the comprehensive goal of good acoustic performance and low exhaust resistance.Show less"
13,"Epting, SM",Annual Meeting of the Canadian-Geophysical-Union-Hydrology-Section (CGU-HS),Landscape metrics as predictors of hydrologic connectivity between Coastal Plain forested wetlands and streams,HYDROLOGICAL PROCESSES,
14,"Ma, H",Apr 15 2007 ,A self-synchronizing stream encryption scheme based on one-dimensional coupled map lattices,COMMUNICATIONS IN THEORETICAL PHYSICS,"We present a self-synchronizing stream encryption scheme based on one-dimensional coupled map lattices which is introduced as a model with the essential features of spatiotemporal chaos, and of great complexity and diffusion capability of the little disturbance in the initial condition. To evaluate the scheme, a series of statistical tests are employed, and the results show good random-look nature of the ciphertext. Furthermore, we apply our algorithm to encrypt a grey-scale image to show the key sensitivity.Show less"
15,"Rudorff, CM",Jan 2018 ,Recent increase of river-floodplain suspended sediment exchange in a reach of the lower Amazon River,EARTH SURFACE PROCESSES AND LANDFORMS,"We analyzed variation of channel-floodplain suspended sediment exchange along a 140km reach of the lower Amazon River for two decades (1995-2014). Daily sediment fluxes were determined by combining measured and estimated surface sediment concentrations with river-floodplain water exchanges computed with a two-dimensional hydraulic model. The average annual inflow to the floodplain was 4088 +/- 2017 Gg yr(-1) and the outflow was 2251 +/- 471 Gg yr(-1), respectively. Prediction of average sediment accretion rate was twice the estimate from a previous study of this same reach and more than an order of magnitude lower than an estimate from an earlier regional scale study. The amount of water routed through the floodplain, which is sensitive to levee topography and increases exponentially with river discharge, was the main factor controlling the variation in total annual sediment inflow. Besides floodplain routing, the total annual sediment export depended on the increase in sediment concentration in lakes during floodplain drainage. The recent increasing amplitude of the Amazon River annual flood over two decades has caused a substantial shift in water and sediment river-floodplain exchanges. In the second decade (2005-2014), as the frequency of extreme floods increased, annual sediment inflow increased by 81% and net storage increased by 317% in relation to the previous decade (1995-2004). Copyright (c) 2017 John Wiley & Sons, Ltd.Show less"
16,"Sheshjavani, AG",Mar 2017 ,An adaptive buffer-map exchange mechanism for pull-based peer-to-peer video-on-demand streaming systems,MULTIMEDIA TOOLS AND APPLICATIONS,"Unlike P2P live video streaming in which all the peers in a channel watch a video with tiny differences in viewing points, in P2P video on demand (VoD) streaming systems, neighbor peers may watch the same video with more different viewing points; therefore, using push-based approach is not efficient for such systems, and the overhead of the pull-based approaches is challenging due to the periodical exchange of buffer-maps among the peers. In pull-based P2P VoD systems, to achieve better quality of experience it is necessary to use large buffers at the peers that results in more buffer-maps exchange overhead. In this paper, we study buffer-map exchange challenging in pull-based P2P VoD streaming systems and propose an adaptive mechanism for decreasing overhead by sending the buffer-maps with regard to the viewing points of the peers. Bandwidth overhead of the proposed mechanism is independent of the used buffer sizes and is less dependent to the buffer-map exchange period. By using this effective mechanism, better quality of service can be achieved through using large buffers at the peers, without increasing in the overhead. Our simulation based performance evaluation shows the efficiency of the proposed mechanism in decreasing the bandwidth overhead of buffer-map exchange in P2P VoD streaming systems.Show less"
17,"Falke, JA",Sep-oct 2011 ,"The role of groundwater pumping and drought in shaping ecological futures for stream fishes in a dryland river basin of the western Great Plains, USA",ECOHYDROLOGY,"Across the western Great Plains of North America, groundwater pumping for irrigated agriculture is depleting regional aquifers that sustain streamflow for native fishes. We investigated linkages between groundwater pumping from the High Plains Aquifer and stream fish habitat loss at multiple spatial scales during spring and summer 2005-2007 in the Arikaree River, eastern Colorado, USA. Monthly low-altitude flights showed that flowing reaches were reduced from about 65 to <= 15 km by late summer, and long permanently dry segments in the lower basin prevent recolonization. Drying occurred rapidly during summer within three 6.4-km river segments, and patterns in habitat connectivity varied among segments owing to hydraulic conductivity. Most refuge pool habitats dried completely or lost more than half their volume, disconnecting from other pools by late summer. On the basis of these empirical habitat data, and historical groundwater and streamflow data, we constructed a MODFLOW model to predict how groundwater pumping will affect water table levels and fish habitat under three future scenarios. Under the most conservative scenario, we predicted that only 57% of refuge pools will remain in 35 years (2045), nearly all isolated in a 1.7-km fragment of river. A water balance model indicated that maintaining current water table levels and refuge pools for fishes would require a 75% reduction in groundwater pumping, which is not economically or politically feasible. Given widespread streamflow declines, ecological futures are bleak for stream fishes in the western Great Plains, and managers will be challenged to conserve native fishes under current groundwater pumping regimes. Copyright (C) 2010 John Wiley & Sons, Ltd.Show less"
18,"Troni, N",2021 ,Water Quality Examination in the Stream Sediment of River Sitnica - the Assessment of Toxic Trace Elements,JOURNAL OF ECOLOGICAL ENGINEERING,"It is presently well-recognized that the contamination of aquatic sediments in Kosovo is a widespread phenomenon. The observation of the chemical analyses of water and sediments is essential to determine the extent of trace elements in these ecosystems. Hence, in order to be able to determine the mass concentration of the predominant elements present in river Sitnica, inductively coupled plasma mass spectroscopy (ICP-MS) was used for this research. Moreover, a comparison of the mass concentration of water elements with the mass concentration of the elements found in the Sitnica sediments was provided. Utilizing the results obtained from the ICP-MS analysis, it was shown that the mass concentration of nickel, arsenic, zinc, cadmium, lead, copper, aluminum in certain water sample stations exceeds the permissible sediment quality criteria. Considering the toxicity that heavy metals exert on the aquatic environment, this research aimed to assess and measure the metal toxicity, because only then, a proper solution can be suggested to sustain freshwater ecosystems and to prevent constant damage from the human activity.Show less"
19,"Harper, SE",National Meeting of the British-Hydrological-Society (BHS),The complexities of measuring fine sediment accumulation within gravel-bed rivers,RIVER RESEARCH AND APPLICATIONS,
20,"Mustafa, M",Sep 2018 ,Modeling Landscape Change Effects on Stream Temperature Using the Soil and Water Assessment Tool,WATER,"Stream temperature is one of the most important factors for regulating fish behavior and habitat. Therefore, models that seek to characterize stream temperatures, and predict their changes due to landscape and climatic changes, are extremely important. In this study, we extend a mechanistic stream temperature model within the Soil and Water Assessment Tool (SWAT) by explicitly incorporating radiative flux components to more realistically account for radiative heat exchange. The extended stream temperature model is particularly useful for simulating the impacts of landscape and land use change on stream temperatures using SWAT. The extended model is tested for the Marys River, a western tributary of the Willamette River in Oregon. The results are compared with observed stream temperatures, as well as previous model estimates (without radiative components), for different spatial locations within the Marys River watershed. The results show that the radiative stream temperature model is able to simulate increased stream temperatures in agricultural sub-basins compared with forested sub-basins, reflecting observed data. However, the effect is overestimated, and more noise is generated in the radiative model due to the inclusion of highly variable radiative forcing components. The model works at a daily time step, and further research should investigate modeling at hourly timesteps to further improve the temporal resolution of the model. In addition, other watersheds should be tested to improve and validate the model in different climates, landscapes, and land use regimes.Show less"
21,"Steinebach, G",2nd International Conference on Advanced Computational Methods in Engineering,Mechanisms of coupling in river flow simulation systems,JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS,
22,"Papazekou, M",Jun 2022 ,A river-based approach in reconstructing connectivity among protected areas: Insights and challenges from the Balkan region,JOURNAL FOR NATURE CONSERVATION,"Global efforts to halt biodiversity loss mandate the establishment of protected areas. In the face of habitat loss and climate uncertainty, large-scale networks of protected areas connected by corridors are needed to increase the dispersal and persistence potential of biota. For example, the recent European Biodiversity Strategy for 2030 defines clear targets for identifying, establishing and integrating ecological corridors, as part of a Trans-European Nature Network. Here, we examined whether rivers could serve as such corridors, facilitating landscape connectivity (i.e. extent to which landscape facilitates or impedes species movement, exchange of genes, natal dispersal and metapopulation dynamics) among protected areas hosted within different countries in the Balkan Peninsula, southeastern Europe. To quantitatively address this question, we calculated the proportion of the river network enclosed within a protected area per country to detect patterns of protection coverage and explored the degree to which spatial connections between 1878 protected areas are supported by the river network. Acknowledging that dams hinder instream continuity, we further quantified potential loss of connections between protected areas caused by the existence of already implemented or planned dam projects upon critical river habitats of endangered fish species. Our results highlight that Balkan rivers have great potential in providing the spatial connections needed to establish landscape connectivity between most of protected areas in the region. Still, heedless hydropower growth and dissimilarities in river protection between neighboring countries remain key challenges for the evolution of a relative framework. Transnational cooperation and systematic planning of infrastructure development could be the only efficient steps towards supporting the establishment of a river-based network to reconstruct connectivity between protected areas and meet biodiversity goals.Show less"
23,"Rolls, RJ",Aug 2014 ,Multiple factors determine the effect of anthropogenic barriers to connectivity on riverine fish,BIODIVERSITY AND CONSERVATION,"Habitat fragmentation is a key anthropogenic factor in biodiversity decline, particularly in aquatic ecosystems. We predicted that differences in fish assemblage composition due to the impact of fragmentation would most strongly affect migratory species, and these effects would be dependent on the interaction between the characteristics of each barrier and the antecedent flow conditions that determine temporal variation in connectivity. These hypotheses were applied to a coastal river network in eastern Australia that is fragmented by multiple weirs and dams, including some with passage facilities. How these facilities interact with flow to mediate hydrological connectivity and hence patterns of community structure is unknown. Five distinct assemblages were identified that were associated with different combinations of environmental factors and barrier characteristics (spatial arrangement, passability), and key differences were due to variation in migration traits. Two spatially distinct assemblages were associated with fragmentation by two impassable barriers. However, the migration traits that accompanied these community changes were inconsistent between these groups, and likely reflected effects of barriers near the estuary and in the middle of the stream network on diadromous and freshwater-migratory species, respectively. Two assemblage groups in the vicinity of passable weirs varied temporally as a function of hydrology and the seasonal upstream movement of juvenile diadromous species. The effect of habitat loss in conjunction with fragmentation was evident, with a further assemblage group occurring in reaches where riparian vegetation and instream habitat have been altered by poor management of agriculture. This study indicates that the impact of habitat fragmentation in rivers depends on the interaction of the migration characteristics of biota, temporal variation in hydrology which mediates connectivity, and the location of anthropogenic barriers. Conservation policies aimed at minimizing human impacts on aquatic biodiversity need to jointly account for the separate impacts of habitat fragmentation and habitat loss.Show less"
