,First author,Year,Title,Journal,Abstract
0,"Hudson, PF",Jan 11 2012 ,"Hydrologic connectivity of oxbow lakes along the lower Guadalupe River, Texas: The influence of geomorphic and climatic controls on the ""flood pulse concept""",JOURNAL OF HYDROLOGY,"Hydrologic connectivity between rivers and floodplains is fundamental to the ecological integrity of meandering river corridors. This study integrates two important concepts in floodplain hydrology; the flood pulse concept and the oxbow lake cycle. High temporal resolution (0.5-3.0 h) lake level data from vented pressure transducers and river discharge data (0.25 h resolution) were utilized to develop standardized indices of hydrologic connectivity for two oxbow lakes along the lower Guadalupe River, Texas over a 3.4 yr period. The lakes were influenced by hydrologic conditions representative of the northwestern Gulf region, notably a severe drought and a wet season associated with La Nina and El Nino, respectively. Because the data were obtained over the same period it enables a direct comparison of surficial hydrologic connectivity within the evolutionary geomorphic framework of the oxbow lake cycle.A recently (13 yr old) formed oxbow lake was connected 5.9 times per yr and an older partially infilled oxbow lake was connected 3.8 times per yr during the study period. Each oxbow lake was connected by discharge pulses below bankfull discharge, and the signature of hydrologic connectivity varied significantly. The flow duration for connectivity was 18% and 3% for the recently formed and older oxbow lake, respectively. Bivariate relations between discharge and lake stage varied significantly for the two oxbow lakes. The recently formed oxbow lake exhibited highly linear relations between discharge and lake levels, and lake drainage closely mirrored flood wave recession. Older oxbow lake connectivity was complex, as discharge and lake level relations were nonlinear and exhibited pronounced negative hysteresis, which increased with sequential flood pulses. While the older oxbow lake was more sensitive to short term low flow conditions, both lakes were completely desiccated during an extended La Nina influenced drought. This indicates a substantial impact to alluvial aquifers, which were unable to supply groundwater to oxbow lakes during extended dry periods. The ""flood pulse concept"" applied with only river discharge data is overly simplistic and does not adequately characterize hydrologic connectivity for distinct types of oxbow lakes along meandering river floodplains. With limited lake level data, however, great potential exists for development of effective ""integrated floodplain management"" plans that more appropriately considers variable hydrologic connectivity inherent within the oxbow lake cycle. (C) 2011 Elsevier B.V. All rights reserved.Show less"
1,"Kessler, AJ",Mar 2015 ,The negligible effect of bed form migration on denitrification in hyporheic zones of permeable sediments,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,"Bed form celerity, the migration rate of ripples along a sediment bed, has previously been shown to have dramatic effects on oxygen distribution and transport within the hyporheic zone of permeable sediments. This has the potential to influence denitrification ratesin particular by increasing the coupling of nitrification and denitrification. To further understand this, we numerically modeled nitrogen cycling under migrating ripples. While the simulated oxygen profiles match with expected behavior, almost no effect on denitrification or coupled nitrification-denitrification was observed with increasing celerity. Instead, denitrification rates were dominantly controlled by the flow velocity of water overlying the sediment.Key PointsShow less"
2,"Carnie, R",Sep 2016 ,Habitat connectivity as a metric for aquatic microhabitat quality: application to Chinook salmon spawning habitat,ECOHYDROLOGY,"Quality of fish habitat at the scale of a single fish, at the metre resolution, which we defined here as microhabitat, has been primarily evaluated on short reaches, and their results have been extended through long river segments with methods that do not account for connectivity, a measure of the spatial distribution of habitat patches. However, recent investigations of quality of aquatic habitat at the stream segment scale, at hundredth of metre resolution macrohabitat, indicate that the spatial distribution of aquatic habitat quality and size is an important factor at the network scale. Here, we hypothesize that aquatic habitat connectivity, quality and patch size are also important at the microhabitat scale. We test this hypothesis by modelling Chinook salmon (Oncorhynchus tshawytscha) spawning habitat in a 6-km long reach of Bear Valley Creek (Idaho, USA) with microhabitat resolution of 1-m square. We use two-dimensional hydraulic numerical modelling coupled with suitability curves to predict the spatial distribution of spawning habitat quality. We quantify connectivity for each habitat patch with the ratio between the area of neighbouring patches and their squared hydrographic distances. Results from a logistic regression analysis comparing predicted with observed spawning locations indicate that habitat quality and patch size are important factors and connectivity among patches may have a secondary effect. Therefore, spatial distribution of aquatic habitat and size of habitat patches are important aspects of its quality, suggesting that composite metrics such as weighted usable area may not be sufficient in defining the condition of the river environment. Copyright (C) 2015 John Wiley & Sons, Ltd.Show less"
3,"Yin, XA",Oct 2018 ,A New Method of Assessing Environmental Flows in Channelized Urban Rivers,ENGINEERING,"Assessing environmental flows (e-flows) for urban rivers is important for water resources planning and river protection. Many e-flow assessment methods have been established based on species' habitat provision requirements and pollutant dilution requirements. To avoid flood risk, however, many urban rivers have been transformed into straight, trapezoidal-profiled concrete channels, leading to the disappearance of valuable species. With the construction of water pollution-control projects, pollutant inputs into rivers have been effectively controlled in some urban rivers. For these rivers, the e-flows determined by traditional methods will be very small, and will consequently lead to a low priority being given to river protection in future water resources allocation and management. To more effectively assess the e-flows of channelized urban rivers, we propose three e-flow degrees, according to longitudinal hydrological connectivity (high, medium, and low), in addition to the pollutant dilution water requirement determined by the mass-balance equation. In the high connectivity scenario, the intent is for the e-flows to maintain flow velocity, which can ensure the self-purification of rivers and reduce algal blooms; in the medium connectivity scenario, the intent is for the e-flows to permanently maintain the longitudinal hydrological connectivity of rivers that are isolated into several ponds by means of weirs, in order to ensure the exchange of material, energy, and information in rivers; and in the low connectivity scenario, the intent is for the e-flows to intermittently connect isolated ponds every few days (which is designed to further reduce e-flows). The proposed methods have been used in Shiwuli River, China, to demonstrate their effectiveness. The new methods can offer more precise and realistic e-flow results and can effectively direct the construction and management of e-flow supply projects. (C) 2018 THE AUTHORS. Published by Elsevier LTD on behalf of Chinese Academy of Engineering and Higher Education Press Limited Company.Show less"
4,"Constantz, J",Jul 1998 ,"Interaction between stream temperature, streamflow, and groundwater exchanges in Alpine streams",WATER RESOURCES RESEARCH,"Four alpine streams were monitored to continuously collect stream temperature and streamflow for periods ranging from a week to a year. In a small stream in the Colorado Rockies, diurnal variations in both stream temperature and streamflow were significantly greater in losing reaches than in gaining reaches, with minimum streamflow losses occurring early in the day and maximum losses occurring early in the evening. Using measured stream temperature changes, diurnal streambed infiltration rates were predicted to increase as much as 35% during the day (based on a heat and water transport groundwater model), while the measured increase in streamflow loss was 40%. For two large streams in the Sierra Nevada Mountains, annual stream temperature variations ranged from 0 degrees to 25 degrees C. In summer months, diurnal stream temperature variations were 30-40% of annual stream temperature variations, owing to reduced streamflows and increased atmospheric heating. Previous reports document that one Sierra stream site generally gains groundwater during low flows, while the second Sierra stream site may lose water during low flows. For August the diurnal streamflow variation was 11% at the gaining stream site and 30% at the losing stream site. On the basis of measured diurnal stream temperature variations, streambed infiltration rates were predicted to vary diurnally as much as 20% at the losing stream site. Analysis of results suggests that evapotranspiration losses determined diurnal streamflow variations in the gaining reaches, while in the losing reaches, evapotranspiration losses were compounded by diurnal variations in streambed infiltration. Diurnal variations in stream temperature were reduced in the gaining reaches as a result of discharging groundwater of relatively constant temperature. For the Sierra sites, comparison of results with those from a Small tributary demonstrated that stream temperature patterns were useful in delineating discharges of bank storage following dam releases. Direct coupling may have occurred between streamflow and stream temperature for losing stream reaches, such that reduced streamflows facilitated increased afternoon stream temperatures and increased afternoon stream temperatures induced increased streambed losses, leading to even greater increases in both stream temperature and streamflow losses.Show less"
5,"Tagami, K",International Conference on Hydrological Changes and Management from Headwaters to the Ocean,Thorium and uranium concentrations in 44 Japanese river waters - Possible uranium addition from agricultural fields to river waters,,
6,"Abdelaziz, AH","IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",A NEW EM ESTIMATION OF DYNAMIC STREAM WEIGHTS FOR COUPLED-HMM-BASED AUDIO-VISUAL ASR,,
7,"Guseva, S",Nov 2021 ,Variable Physical Drivers of Near-Surface Turbulence in a Regulated River,WATER RESOURCES RESEARCH,"Inland waters, such as lakes, reservoirs and rivers, are important sources of climate forcing trace gases. A key parameter that regulates the gas exchange between water and the atmosphere is the gas transfer velocity, which itself is controlled by near-surface turbulence in the water. While in lakes and reservoirs, near-surface turbulence is mainly driven by atmospheric forcing, in shallow rivers and streams it is generated by bottom friction of gravity-forced flow. Large rivers represent a transition between these two cases. Near-surface turbulence has rarely been measured in rivers and the drivers of turbulence have not been quantified. We analyzed continuous measurements of flow velocity and quantified turbulence as the rate of dissipation of turbulent kinetic energy over the ice-free season in a large regulated river in Northern Finland. Measured dissipation rates agreed with predictions from bulk parameters, including mean flow velocity, wind speed, surface heat flux, and with a one-dimensional numerical turbulence model. Values ranged from similar to 10-10m2s-3 to 10-5m2s-3. Atmospheric forcing or gravity was the dominant driver of near-surface turbulence for similar fraction of the time. Large variability in near-surface dissipation rate occurred at diel time scales, when the flow velocity was strongly affected by downstream dam operation. By combining scaling relations for boundary-layer turbulence at the river bed and at the air-water interface, we derived a simple model for estimating the relative contributions of wind speed and bottom friction of river flow as a function of depth.Show less"
8,"Xu, DH",Aug 2022 ,Development of Land-River Two-Way Hydrologic Coupling for Floodplain Inundation in the Energy Exascale Earth System Model,JOURNAL OF ADVANCES IN MODELING EARTH SYSTEMS,"Floodplain inundation links river and land systems through significant water, sediment, and nutrient exchanges. However, these two-way interactions between land and river are currently missing in most Earth System Models. In this study, we introduced the two-way hydrological coupling between the land component, E3SM Land Model, and the river component, Model for Scale Adaptive River Transport, in Energy Exascale Earth System Model (E3SM) to study the impacts of floodplain inundation on land and river processes. We calibrated the river channel geometry and developed a new data-driven inundation scheme to improve the simulation of inundation dynamics in E3SM. The new inundation scheme captures 96% of the spatial variation of inundation area in a satellite inundation product at global scale, in contrast with 7% when the default inundation scheme of E3SM was used. Global simulations including the new inundation scheme performed at 0.5 degrees x0.5 degrees resolution with and without land-river two-way coupling was used to quantify the impact of coupling. Comparisons show that two-way coupling modifies the water and energy cycle in 20% of the global land cells. Specifically, riverine inundation is reduced by two-way coupling, but inland inundation is intensified. Wetter periods are more impacted by the two-way coupling at the global scale, while regions with different climates exhibit different sensitivities. The two-way exchange of water between the land and river components of E3SM provides the foundation for enabling two-way coupling of land-river sediment and biogeochemical fluxes. These capabilities will be used to improve understanding of the interactions between water and biogeochemical cycles and their response to human perturbations.Show less"
9,"Delfs, JO",18th International Conference on Computational Methods in Water Resources (CMWR),COUPLING RIVER AND SUBSURFACE FLOW MODEL FOR AN INTEGRATED ANALYSIS OF RECEIVING WATER QUALITY,,
