,First author,Year,Title,Journal,Abstract
0,"Boon, PJ",Feb 2016 ,The regional hyporheic fauna of gravel-bed rivers and environmental controls on its distribution,FUNDAMENTAL AND APPLIED LIMNOLOGY,"The hyporheic zone (HZ) of rivers is important for functional processes and a critical habitat for a specialist biota (the hyporheos). Knowledge of the hyporheos and its variability within and between rivers, however, remains limited at all scales. This paper describes an extensive survey of the invertebrate fauna and the physicochemical characteristics of the HZ, through sampling 25 geographically dispersed Scottish rivers. Invertebrates were collected using two techniques for comparison of depth of sampling and effectiveness of invertebrate retrieval: Bou-Rouch pumping using standpipes inserted to 0.5 m depth and Karaman-Chappuis pit sampling. The faunal assemblage was dominated by Oligochaeta, cyclopoid Copepoda, Nematoda and Diptera, which accounted for almost 80 % of individuals. The fauna of pits and standpipes was influenced by different but related variables; distance to source and source altitude were strong predictors of pit faunal composition, compared with site altitude and longitude in standpipes. These factors suggest a general biogeographical component to the composition of the hyporheos. Pit assemblages were also influenced by conductivity, and standpipes by total alkalinity, implying a secondary influence of water chemistry or productivity. Explained variation in faunal composition in standpipes was significantly greater than for pits suggesting a higher degree of environmental determinism and associated specialization within the deeper hyporheos. Faunal richness was positively correlated with dissolved oxygen saturation in pit and pipe samples highlighting potential sensitivity to temperature-related effects, siltation and eutrophication. Inclusion of hyporheic sampling in biological assessments might result in greater nature conservation significance being attributed to the hyporheos, thus supporting a call for greater recognition of the HZ and its associated services in environmental protection.Show less"
1,"REYNARD, JM",Mar 4 1992 ,DETERMINATION OF THE STREAMING POTENTIAL IN ION-EXCHANGE MEMBRANES,JOURNAL OF MEMBRANE SCIENCE,
2,"Gariglio, FP",Nov 2013 ,Spatiotemporal variability of hyporheic exchange through a pool-riffle-pool sequence,WATER RESOURCES RESEARCH,"Stream water enters and exits the streambed sediment due to hyporheic fluxes, which stem primarily from the interaction between surface water hydraulics and streambed morphology. These fluxes sustain a rich ecotone, whose habitat quality depends on their direction and magnitude. The spatiotemporal variability of hyporheic fluxes is not well understood over several temporal scales and consequently, we studied their spatial and temporal variation over a pool-riffle-pool sequence at multiple locations from winter to summer. We instrumented a pool-riffle-pool sequence of Bear Valley Creek, an important salmonid spawning gravel-bed stream in central Idaho, with temperature monitoring probes recording at high temporal resolution (12 minute intervals). Using the thermal time series, weekly winter season seepage fluxes were calculated with a steady-state analytical solution and spring-summer fluxes with a new analytical solution that can also quantify the streambed thermal properties. Longitudinal pool-riffle-pool conceptualizations of downwelling and upwelling behavior were generally observed, except during the winter season when seepage fluxes tended toward downwelling conditions. Seepage fluxes near the edges of the channel were typically greater than fluxes near the center of the channel, and demonstrated greater seasonal variability. Results show that the interaction between streamflow and streambed topography has a primary control near the center of the channel, whereas the interaction between stream water and groundwater table has a primary control on seepage fluxes near the banks of the stream.Show less"
3,"Huang, T",Feb 2022 ,Removal of Fecal Indicator Bacteria by River Networks,WATER,"Fecal contamination is a significant source of water quality impairment globally. Aquatic ecosystems can provide an important ecosystem service of fecal contamination removal. Understanding the processes that regulate the removal of fecal contamination among river networks across flow conditions is critical. We applied a river network model, the Framework for Aquatic Modeling in the Earth System (FrAMES-Ecoli), to quantify removal of fecal indicator bacteria by river networks across flow conditions during summers in a series of New England watersheds of different characteristics. FrAMES-Ecoli simulates sources, transport, and riverine removal of Escherichia coli (E. coli). Aquatic E. coli removal was simulated in both the water column and the hyporheic zone, and is a function of hydraulic conditions, flow exchange rates with the hyporheic zone, and die-off in each compartment. We found that, at the river network scale during summers, removal by river networks can be high (19-99%) with variability controlled by hydrologic conditions, watershed size, and distribution of sources in the watershed. Hydrology controls much of the variability, with 68-99% of network scale inputs removed under base flow conditions and 19-85% removed during storm events. Removal by the water column alone could not explain the observed pattern in E. coli, suggesting that processes such as hyporheic removal must be considered. These results suggest that river network removal of fecal indicator bacteria should be taken into consideration in managing fecal contamination at critical downstream receiving waters.Show less"
4,"Briggs, MA",Oct 1 2019 ,Return flows from beaver ponds enhance floodplain-to-river metals exchange in alluvial mountain catchments,SCIENCE OF THE TOTAL ENVIRONMENT,"River to floodplain hydrologic connectivity is strongly enhanced by beaver- (Castor canadensis) engineered channel water diversions. The hydroecological impacts are wide ranging and generally positive, however, the hydrogeochemical characteristics of beaver-induced flowpaths have not been thoroughly examined. Using a suite of complementary ground- and drone-based heat tracing and remote sensing methodology we characterized the physical template of beaver-induced floodplain exchange for two alluvial mountain streams near Crested Butte, Colorado, USA. A flowpath-oriented perspective to water quality sampling allowed characterization of the chemical evolution of channel water diverted through floodplain beaver ponds and ultimately back to the channel in 'beaver pond return flows'. Subsurface return flow seepages were universally suboxic, while ponds and surface return flows showed a range of oxygen concentration due to in-situ photosynthesis and atmospheric mixing. Median concentrations of reduced metals: manganese (Mn), iron (Fe), aluminum (Al), and arsenic (As) were substantially higher along beaver-induced flowpaths than in geologically controlled seepages and upstream main channel locations. The areal footprint of reduced return seepage flowpaths were imaged with surface electromagnetic methods, indicating extensive zones of high-conductivity shallow groundwater flowing back toward the main channels and emerging at relatively warm bank seepage zones observed with infrared. Multiple-depth redox dynamics within one focused seepage zone showed coupled variation over time, likely driven by observed changes in seepage rate that may be controlled by pond stage. High-resolution times series of dissolved Mn and Fe collected downstream of the beaver-impacted reaches demonstrated seasonal dynamics in mixed river metal concentrations. Al time series concentrations showed proportional change to Fe at the smaller stream location, indicating chemically reduced flowpaths were sourcing Al to the channel. Overall our results indicated beaver-induced floodplain exchanges create important, and perhaps dominant, transport pathways for floodplain metals by expanding chemically-reduced zones paired with strong advective exchange. Published by Elsevier B.V.Show less"
5,"Stewardson, MJ",Apr 15 2016 ,Variation in reach-scale hydraulic conductivity of streambeds,GEOMORPHOLOGY,"Streambed hydraulic conductivity is an important control on flow within the hyporheic zone, affecting hydrological, ecological, and biogeochemical processes essential to river ecosystem function. Despite many published field measurements, few empirical studies examine the drivers of spatial and temporal variations in streambed hydraulic conductivity. Reach-averaged hydraulic conductivity estimated for 119 surveys in 83 stream reaches across continental France, even of coarse bed streams, are shown to be characteristic of sand and finer sediments. This supports a model where processes leading to the accumulation of finer sediments within streambeds largely control hydraulic conductivity rather than the size of the coarse bed sediment fraction. After describing a conceptual model of relevant processes, we fit an empirical model relating hydraulic conductivity to candidate geomorphic and hydraulic drivers. The fitted model explains 72% of the deviance in hydraulic conductivity (and 30% using an external cross-validation). Reach hydraulic conductivity increases with the amplitude of bedforms within the reach, the bankfull channel width-depth ratio, stream power and upstream catchment erodibility but reduces with time since the last streambed disturbance. The correlation between hydraulic conductivity and time since a streambed mobilisation event is likely a consequence of clogging processes. Streams with a predominantly suspended load and less frequent streambed disturbances are expected to have a lower streambed hydraulic conductivity and reduced hyporheic fluxes. This study suggests a close link between streambed sediment transport dynamics and connectivity between surface water and the hyporheic zone. (C) 2016 Elsevier B.V. All rights reserved.Show less"
6,"Hendricks, SP",Jun 1996 ,"Bacterial biomass, activity, and production within the hyporheic zone of a north-temperate stream",ARCHIV FUR HYDROBIOLOGIE,"Bacterial biomass, activity, and production were examined within the hyporheic zone of a sandy-bed, north-temperate stream over three seasons. Date (November, February, and May), zone (upwelling, downwelling), and depth (10 cm, 50 cm into the bed) were significant main effects on bacterial variables. Biomass and production were significantly higher in May than during November and February, and generally higher at the 10 cm depth than at the 50 cm depth. Activity was higher in the downwelling zone in November followed by a minor peak in May. Production in the downwelling zone in May was 10-fold that of the upwelling zone. Response by bacteria to DOC enrichments (glucose, humic acid) was inconsistent and statistically insignificant. However, some general trends emerged which were consistent with observations for unenriched sediments. Bacterial activity increased with DOC enrichment only in the downwelling zone during November and May. Bacterial production in the downwelling zone increased with DOC enrichment only during November. Hyporheic bacterial patterns reflected generally higher metabolic activities (electron transport activity, thymidine uptake into DNA) within the downwelling zone, a region of greater surface-subsurface hydrologic exchange within the streambed and presumably higher DOC quality from surface-derived labile sources.Show less"
7,"Sackett, JD",Oct 21 2019 ,Microbial Community Structure and Metabolic Potential of the Hyporheic Zone of a Large Mid-Stream Channel Bar,GEOMICROBIOLOGY JOURNAL,"To develop a greater understanding of hyporheic zone microbial biogeochemistry, we sampled pore fluids from a piezometer array associated with the McCarran Ranch channel bar (MRCB); a partially submerged cobble island in the Truckee River, NV, USA. Flowing surface water and pumped pore fluids were characterized by prokaryotic community structure, metabolic potential, and aqueous physicochemistry. Concentrations of potential respiratory electron acceptors were highest in surface water and riverbed porewater and sequentially depleted in porewaters along the inferred flowpath (O-2, then NO3-, then SO42-). Correspondingly, cultivable nitrate reducers/denitrifiers were most abundant in surface water and riverbed porewater, despite oxic conditions. Cultivable sulfate reducers were overall most abundant in surface water. Prokaryotic community reconstruction from 16S rRNA gene sequences indicates that the surface water community was less diverse than that of porewater and supports a shift in metabolic strategy, from aerobic heterotrophy in surface water (e.g., Comamonadaceae and Sporichthyaceae) to chemolithotrophy and anaerobic metabolisms (e.g., Hydrogenophaga spp., Ferribacterium spp., Methanobacterium spp.) along the hyporheic flow path. These data indicate that prokaryotic communities within the MRCB are phylogenetically and metabolically diverse and contribute to biogeochemical cycling in this common yet relatively understudied habitat.Show less"
8,"Caschetto, M",Jun 2017 ,"Evaluation of the sources of nitrogen compounds and their influence on the biological communities in the hyporheic zone of the Sagittario River, Italy: an isotopic and biological approach",ITALIAN JOURNAL OF GEOSCIENCES,"In groundwater-dependent ecosystems (GDEs) a significant contribution of nitrogen contamination of the surface waters arises from groundwater input by shallow and deep flow systems. In general, nitrogen surface-groundwater exchanges and processes at the hyporheic scale are difficult to monitor. In order to have a better understanding about these interactions, it is proposed to use stable isotopes (N-15-NO3-, O-18-NO3-, N-15-NH4+) as environmental tracers to identify the sources and fate of the nitrogen compounds in groundwater in the Sagittario River basin, central Italy. The detrimental effect of the groundwater ammonium on the meiofaunal organisms is also evaluated in the hyporheic zone, where N-NH4+ concentrations reach a maximum value of 0.6 mg L-1. The main source of the nitrogen contamination originates from agricultural and urban activities at the catchment scale. The nitrogen compounds reach the gaining stretches of the hyporheic zone along the streambed as nitrate associated to a shallow flow system and ammonium related to a deep flow system. delta N-15 data demonstrate that sewage and fertilizers including manure are the main sources of NO3- and NH4+, the latter being the major pollutant in the study area. delta O-18-NO3- data are consistent with the nitrification of ammonium to nitrate, along with the contribution from inorganic fertilizers. Furthermore, delta N-15-NO3- and delta O-18-NO3- data reveal that denitrification does not play any role on nitrate attenuation in the shallow aquifer and near the discharge areas to the river. The meiofaunal communities, represented by the Crustacea Copepoda selected as the target group, were shown to be sensitive to the high concentration of ammonium found at several hyporheic sites. The statistical analyses indicated a significant reduction of species abundance in the sites polluted by N-NH4+ concentrations > 0.0653 mg L-1.Show less"
9,"Frei, S",Sep 15 2009 ,Patterns and dynamics of river-aquifer exchange with variably-saturated flow using a fully-coupled model,JOURNAL OF HYDROLOGY,"The parallel physically-based surface-subsurface model PARFLOW was used to investigate the spatial patterns and temporal dynamics of river-aquifer exchange in a heterogeneous alluvial river-aquifer system with deep water table. Aquifer heterogeneity at two scales was incorporated into the model. The architecture of the alluvial hydrofacies was represented based on conditioned geostatistical indicator simulations. Subscale variability of hydraulic conductivities (K) within hydrofacies bodies was created with a parallel Gaussian simulation. The effects of subscale heterogeneity were investigated in a Monte Carlo framework. Dynamics and patterns of river-aquifer exchange were simulated for a 30-day flow event. Simulation results show the rapid formation of saturated connections between the river channel and the deep water table at preferential flow zones that are characterized by high conductivity hydrofacies. Where the river intersects low conductivity hydrofacies shallow perched saturated zones immediately below the river form, but seepage to the deep water table remains unsaturated and seepage rates are low. Preferential flow zones, although only taking up around 50% of the river channel, account for more than 98% of total seepage. Groundwater recharge is most efficiently realized through these zones. Subscale variability of K-sat slightly increased seepage volumes, but did not change the general seepage patterns (preferential flow zones versus perched zones). Overall it is concluded that typical alluvial heterogeneity (hydrofacies architecture) is an important control of river-aquifer exchange in rivers overlying deep water tables. Simulated patterns and dynamics are in line with field observations and results from previous modeling studies using simpler models. Alluvial heterogeneity results in distinct patterns and dynamics of river-aquifer exchange with implications for groundwater recharge and the management of riparian zones (e.g. river channel-floodplain connectivity via saturated zones). (C) 2009 Elsevier B.V. All rights reserved.Show less"
