,First author,Year,Title,Journal,Abstract
0,"Briody, AC",Jun 2016 ,"Groundwater flow, nutrient, and stable isotope dynamics in the parafluvial-hyporheic zone of the regulated Lower Colorado River (Texas, USA) over the course of a small flood",HYDROGEOLOGY JOURNAL,"Periodic releases from an upstream dam cause rapid stage fluctuations in the Lower Colorado River near Austin, Texas, USA. These daily pulses modulate fluid exchange and residence times in the hyporheic zone where biogeochemical reactions are typically pronounced. The effects of a small flood pulse under low-flow conditions on surface-water/groundwater exchange and biogeochemical processes were studied by monitoring and sampling from two dense transects of wells perpendicular to the river. The first transect recorded water levels and the second transect was used for water sample collection at three depths. Samples were collected from 12 wells every 2 h over a 24-h period which had a 16-cm flood pulse. Analyses included nutrients, carbon, major ions, and stable isotopes of water. The relatively small flood pulse did not cause significant mixing in the parafluvial zone. Under these conditions, the river and groundwater were decoupled, showed potentially minimal mixing at the interface, and did not exhibit any discernible denitrification of river-borne nitrate. The chemical patterns observed in the parafluvial zone can be explained by evaporation of groundwater with little mixing with river water. Thus, large pulses may be necessary in order for substantial hyporheic mixing and exchange to occur. The large regulated river under a low-flow and small flood pulse regime functioned mainly as a gaining river with little hydrologic connectivity beyond a narrow hyporheic zone.Show less"
1,"Westhoff, MC",Oct 12 2011 ,Quantifying hyporheic exchange at high spatial resolution using natural temperature variations along a first-order stream,WATER RESOURCES RESEARCH,"Hyporheic exchange is an important process that underpins stream ecosystem function, and there have been numerous ways to characterize and quantify exchange flow rates and hyporheic zone size. The most common approach, using conservative stream tracer experiments and 1-D solute transport modeling, results in oversimplified representations of the system. Here we present a new approach to quantify hyporheic exchange and the size of the hyporheic zone (HZ) using high-resolution temperature measurements and a coupled 1-D transient storage and energy balance model to simulate in-stream water temperatures. Distributed temperature sensing was used to observe in-stream water temperatures with a spatial and temporal resolution of 2 and 3 min, respectively. The hyporheic exchange coefficient (which describes the rate of exchange) and the volume of the HZ were determined to range between 0 and 2.7 x 10(-3) s(-1) and 0 and 0.032 m(3) m(-1), respectively, at a spatial resolution of 1-10 m, by simulating a time series of in-stream water temperatures along a 565 m long stretch of a small first-order stream in central Luxembourg. As opposed to conventional stream tracer tests, two advantages of this approach are that exchange parameters can be determined for any stream segment over which data have been collected and that the depth of the HZ can be estimated as well. Although the presented method was tested on a small stream, it has potential for any stream where rapid (in regard to time) temperature change of a few degrees can be obtained.Show less"
2,"Frei, S",Aug 2015 ,FINIFLUX: An implicit finite element model for quantification of groundwater fluxes and hyporheic exchange in streams and rivers using radon,WATER RESOURCES RESEARCH,"A quantitative understanding of groundwater-surface water interactions is vital for sustainable management of water quantity and quality. The noble gas radon-222 (Rn) is becoming increasingly used as a sensitive tracer to quantify groundwater discharge to wetlands, lakes, and rivers: a development driven by technical and methodological advances in Rn measurement. However, quantitative interpretation of these data is not trivial, and the methods used to date are based on the simplest solutions to the mass balance equation (e.g., first-order finite difference and inversion). Here we present a new implicit numerical model (FINIFLUX) based on finite elements for quantifying groundwater discharge to streams and rivers using Rn surveys at the reach scale (1-50 km). The model is coupled to a state-of-the-art parameter optimization code Parallel-PEST to iteratively solve the mass balance equation for groundwater discharge and hyporheic exchange. The major benefit of this model is that it is programed to be very simple to use, reduces non-uniqueness, and provides numerically stable estimates of groundwater fluxes and hyporheic residence times from field data. FINIFLUX was tested against an analytical solution and then implemented on two German rivers of differing magnitude, the Salzach (similar to 112 m(3) s(-1)) and the Rote Main (similar to 4 m(3) s(-1)). We show that using previous inversion techniques numerical instability can lead to physically impossible negative values, whereas the new model provides stable positive values for all scenarios. We hope that by making FINIFLUX freely available to the community that Rn might find wider application in quantifying groundwater discharge to streams and rivers and thus assist in a combined management of surface and groundwater systems.Show less"
3,"Hester, ET",Jan 2009 ,The influence of in-stream structures on summer water temperatures via induced hyporheic exchange,LIMNOLOGY AND OCEANOGRAPHY,"Temperature is an important controlling factor for ecological functions. In-stream geomorphic structures affect stream thermal regimes by facilitating hyporheic exchange of water and heat between stream channels and underlying sediments. We varied the height of an experimental weir (representing debris dams, log dams, and boulder weirs) in a small stream during the summer and monitored the hydraulic and thermal response of surface and subsurface water using a three-dimensional sensor array. The presence of the structure altered stream temperature patterns, increasing thermal heterogeneity in surface water and shallow sediments by up to similar to 1.0 degrees C. We estimated heat conduction and weir-induced hyporheic heat advection across the streambed, and evaluated their response to key parameters. Conduction and advection were of similar magnitude and oscillated over the stream's diel temperature cycle. Weir-induced hyporheic heat advection caused slight cooling of the surface stream (up to similar to 0.01 degrees C), and increased with weir height, but was considerably less important to the overall heat budget of the stream than was atmospheric heat exchange. Streambed hydraulic conductivity appears to be the overriding factor determining the magnitude of weir-induced hyporheic influence on surface water temperatures. We conclude that weir-type structures will induce ecologically significant surface and subsurface thermal heterogeneity in many stream settings, but that weir-induced hyporheic heat advection will have ecologically significant thermal effects on surface water only in coarse streambeds. Because these structures are common in natural streams and stream restoration projects, such thermal effects may be important on a landscape level.Show less"
4,"Allgeier, J",Aug 2021 ,Systematic Evaluation of Geometry-Driven Lateral River-Groundwater Exchange in Floodplains,WATER RESOURCES RESEARCH,"The widening and narrowing of river-valley aquifers can cause valley-scale lateral hyporheic exchange even if the river is straight and its slope is uniform. For the aforementioned system, we derive a semi-analytical solution describing steady-state groundwater flow for a simplified two-dimensional geometry of the aquifer and uniform lateral influx from hillslopes. We use this solution to evaluate the geometry-driven lateral hyporheic exchange flux between the aquifer and the river. By systematically varying the model parameters, we decipher how this flux and the area of the exchange zone depend on geometric (e.g., minimum and maximum domain width) and hydrogeological parameters (e.g., hydraulic conductivity, ambient hydraulic gradient and lateral influxes). The results suggest pronounced hyporheic flow for cases with distinct widening behavior and small cross-sectional widths at the floodplain inlet and outlet. Furthermore, we analyze the travel-time distribution of water flowing through the exchange zone, which approximately follows a beta distribution. We express our findings in terms of simple proxy-equations that can be used to easily estimate the exchange flux, the area of the exchange zone, and the associated travel-time distribution for a given geographic/landscape setting.Show less"
5,"Hitt, NP",Jul 2008 ,River-stream connectivity affects fish bioassessment performance,ENVIRONMENTAL MANAGEMENT,"Stream fish bioassessment methods assume that fish assemblages observed in sample sites reflect responses to local stressors, but fish assemblages are influenced by local factors as well as regional dispersal to and from connected streams. We hypothesized that fish movement to and from refugia and source populations in connected rivers (i.e., riverine dispersal) would weaken or decouple relations between fish community metrics and local environmental conditions. We compared fish-environment relations between streams that flow into large rivers (mainstem tributaries) and streams that lack riverine confluences (headwater tributaries) at multiple spatial grains using data from the USEPA's Environmental Monitoring and Assessment Program in the mid-Atlantic highlands, USA (n = 157 sites). Headwater and mainstem tributaries were not different in local environmental conditions, but showed important differences in fish metric responses to environmental quality gradients. Stream sites flowing into mainstem channels within 10 fluvial km showed consistently weaker relations to local environmental conditions than stream sites that lacked such mainstem connections. Moreover, these patterns diminished at longer distances from riverine confluences, consistent with the hypothesis of riverine dispersal. Our results suggest that (1) the precision of fish bioassessment metrics may be improved by calibrating scoring criteria based on the spatial position of sites within stream networks and (2) the spatial grain of fish bioassessment studies may be manipulated to suit objectives by including or excluding fishes exhibiting riverine dispersal.Show less"
6,"Jonsson, K",May 2004 ,Sorption behavior and long-term retention of reactive solutes in the hyporheic zone of streams,JOURNAL OF ENVIRONMENTAL ENGINEERING,"This paper analyzes the transport of sorbing solutes by extending the advective storage path model developed for longitudinal transport of inert solutes in streams coupled with flow-induced uptake in the hyporheic zone. Independent observations of a conservative (H-3) and a reactive (Cr-51) tracer in both the stream water and the hyporheic zone were used to differentiate between hydraulic and sorption processes. The method of temporal moments was found to be inadequate for parameter determination, whereas fitting versus the entire tracer breakthrough curves with special emphasis on the tail indicates that the proposed model could be used to represent both conservative and reactive transport. Information on the tracer inventory of the conservative tracer in the hyporheic zone was found to be of vital importance to the evaluation of the hydraulic exchange. A model evaluation based on stream water data alone can yield predictions of a wash-out in the hyporheic zone that deviates markedly from the observed wash-out. This prohibits long-term predictions of the wash-out from the hyporheic zone as well as the evaluation of sorption properties. The sorption in the hyporheic zone was found to follow a two-step model, where the first step is instantaneous and the second kinetic. A model with a single-step sorption process could not reproduce the observed breakthrough curves. An evaluation of the relative importance of including sorption kinetics in solute stream transport models is elucidated by means of the analytical expressions for the temporal moments. The omission of the kinetics in the second sorption step in the hyporheic zone will result in relative errors in the moments of second order or higher. The error will increase with decreasing residence time in the hyporheic zone. Especially, long-term predictions of the wash-out from the hyporheic zone require consideration of the rate-limited sorption.Show less"
7,"Moren, I",Dec 2021 ,Cross-Validating Hydromechanical Models and Tracer Test Assessments of Hyporheic Exchange Flow in Streams With Different Hydromorphological Characteristics,WATER RESOURCES RESEARCH,"Hyporheic exchange flow (HEF) can generally be quantified through two different approaches. The first approach, which is deductive, entails physically based models, supported with relevant observations. The second approach includes inductive assessments of stream tracer tests using solute transport models, which provide a useful mathematical framework that allows for upscaling of results, but included parameters often have a vague physical base, which limits the possibilities of generalizing results using independent hydromorphological observations. To better understand how the physical basis of HEF-quantifying parameters relates to stream hydromorphology at different spatial scales, we cross-validated the results from (a) tracer test assessments using a 1D solute transport model that accounts for HEF and (b) an independent hydromechanical model that represents HEF driven by multiscale pressure gradients along the streambed interface. To parameterize the models, topographical surveys, tracer tests, and streambed hydraulic conductivity measurements were performed in 10 stream reaches, differing in terms of geomorphology, slope, and discharge. The results show that the models were cross-validated in terms of the average exchange velocity, providing a plausible physical explanation for this parameter in small alluvial streams with low discharges, shallow depth, and moderate slopes. However, the hydromechanical model generally resulted in wider residence time distributions and occasionally higher average residence times compared to the tracer test assessments. From the cross-validated multiscale hydromechanical model, we learned that water surface profile variations were the main drivers of HEF in all investigated streams and that spatial scales between 20 cm and 5 m dominated the estimated HEF velocity.Show less"
8,"Hester, ET",May 2017 ,The importance and challenge of hyporheic mixing,WATER RESOURCES RESEARCH,"The hyporheic zone is the interface beneath and adjacent to streams and rivers where surface water and groundwater interact. The hyporheic zone presents unique conditions for reaction of solutes from both surface water and groundwater, including reactions which depend upon mixing of source waters. Some models assume that hyporheic zones are well-mixed and conceptualize the hyporheic zone as a surface water-groundwater mixing zone. But what are the controls on and effects of hyporheic mixing? What specific mechanisms cause the relatively large (>approximate to 1 m) mixing zones suggested by subsurface solute measurements? In this commentary, we explore the various processes that might enhance mixing in the hyporheic zone relative to deeper groundwater, and pose the question whether the substantial mixing suggested by field studies may be due to the combination of fluctuating boundary conditions and multiscale physical and chemical spatial heterogeneity. We encourage investigation of hyporheic mixing using numerical modeling and laboratory experiments to ultimately inform field investigations.Plain Language Summary The hyporheic zone is the area beneath and adjacent to streams and rivers where surface water and groundwater interact. The hyporheic zone presents unique conditions for reaction of pollutants from both surface water and groundwater, including reactions which depend upon mixing of these different source waters. This type of mixing is not well understood, yet potentially important for pollutant mitigation in watersheds. In this commentary, we explore the various processes that might enhance mixing in the hyporheic zone relative to deeper groundwater, and pose the question whether the substantial mixing observed by field studies may be due to the combination of fluctuating boundary conditions and multi-scale physical and chemical spatial heterogeneity. We encourage investigation of hyporheic mixing using numerical modeling and laboratory experiments to ultimately inform field investigations.Show less"
9,"Liu, YH",Jun 2020 ,Influence of Streambed Heterogeneity on Hyporheic Flow and Sorptive Solute Transport,WATER,"The subsurface region where river water and groundwater actively mix (the hyporheic zone) plays an important role in conservative and reactive solute transport along rivers. Deposits of high-conductivity (K) sediments along rivers can strongly control hyporheic processes by channeling flow along preferential flow paths wherever they intersect the channel boundary. Our goal is to understand how sediment heterogeneity influences conservative and sorptive solute transport within hyporheic zones containing high- and low-Ksediment facies types. The sedimentary architecture of high-Kfacies is modeled using commonly observed characteristics (e.g., volume proportion and mean length), and their spatial connectivity is quantified to evaluate its effect on hyporheic mixing dynamics. Numerical simulations incorporate physical and chemical heterogeneity by representing spatial variability in bothKand in the sediment sorption distribution coefficient (Kd). Sediment heterogeneity significantly enhances hyporheic exchange and skews solute breakthrough behavior, while in homogeneous sediments, interfacial flux and solute transport are instead controlled by geomorphology and local-scale riverbed topographies. The hyporheic zone is compressed in sediments with high sorptive capacity, which limits solute interactions to only a small portion of the sedimentary architecture and thus increases retention. Our results have practical implications for groundwater quality, including remediation strategies for contaminants of emerging concern.Show less"
