,First author,Year,Title,Journal,Abstract
0,"De Jager, NR",Nov 2016 ,"Patchiness in a Large Floodplain River: Associations Among Hydrology, Nutrients, and Fish Communities",RIVER RESEARCH AND APPLICATIONS,"Large floodplain rivers have internal structures shaped by directions and rates of water movement. In a previous study, we showed that spatial variation in local current velocities and degrees of hydrological exchange creates a patch-work mosaic of nitrogen and phosphorus concentrations and ratios in the Upper Mississippi River. Here, we used long-term fish and limnological data sets to test the hypothesis that fish communities differ between the previously identified patches defined by high or low nitrogen to phosphorus ratios (TN:TP) and to determine the extent to which select limnological covariates might explain those differences. Species considered as habitat generalists were common in both patch types but were at least 2 times as abundant in low TN:TP patches. Dominance by these species resulted in lower diversity in low TN:TP patches, whereas an increased relative abundance of a number of rheophilic (flow-dependent) species resulted in higher diversity and a more even species distribution in high TN:TP patches. Of the limnological variables considered, the strongest predictor of fish species assemblage and diversity was water flow velocity, indicating that spatial patterns in water-mediated connectivity may act as the main driver of both local nutrient concentrations and fish community composition in these reaches. The coupling among hydrology, biogeochemistry, and biodiversity in these river reaches suggests that landscape-scale restoration projects that manipulate hydrogeomorphic patterns may also modify the spatial mosaic of nutrients and fish communities. Published 2016. This article is a U.S. Government work and is in the public domain in the USA.Show less"
1,"Wang, PX",Jun 2021 ,Simulating Water and Pollution Exports from Soil to Stream during the Thawing Period at the Small River Basin Scale,WATER,"A physical model was developed to describe the soil-to-stream export processes of water and pollutants in a small river basin during the soil thawing period. The hydrological and pollution transport and transformation behaviors in paddy- and corn-dominated catchments were numerically simulated; the impacts of the pollution concentrations, interactions between the migrated water and pollutants in the soil, and pollutant transformations during the pollution export were coupled. Experimental field data from the Heidingzi river basin during the soil thawing period were used to calibrate the model parameters and evaluate the performance. The mass of the dissolved pollutants from soil particles in the migrated soil pore water was the key factor affecting the pollution export into the streams; the water content directly affected the pollution export. The concentration of the pollutants peaked when the initial exported water was high. The pollutant transport processes influenced the pollution export more significantly after the soil water was significantly reduced. The N-S efficiency coefficients between the simulated and monitored flow rates and the pollution concentrations at the outlets of the paddy- and corn-dominated catchments were >0.60 and >0.54, respectively. The system deviations between the simulated and monitored flow rates and the pollution concentrations were <10% and <15%, respectively. The proposed model effectively described the water flow, pollution transport and transformation processes.Show less"
2,"Landguth, EL",Sep 2014 ,Combining demographic and genetic factors to assess population vulnerability in stream species,ECOLOGICAL APPLICATIONS,"Accelerating climate change and other cumulative stressors create an urgent need to understand the influence of environmental variation and landscape features on the connectivity and vulnerability of freshwater species. Here, we introduce a novel modeling framework for aquatic systems that integrates spatially explicit, individual-based, demographic and genetic (demogenetic) assessments with environmental variables. To show its potential utility, we simulated a hypothetical network of 19 migratory riverine populations (e.g., salmonids) using a riverscape connectivity and demogenetic model (CDFISH). We assessed how stream resistance to movement (a function of water temperature, fluvial distance, and physical barriers) might influence demogenetic connectivity, and hence, population vulnerability. We present demographic metrics (abundance, immigration, and change in abundance) and genetic metrics (diversity, differentiation, and change in differentiation), and combine them into a single vulnerability index for identifying populations at risk of extirpation. We considered four realistic scenarios that illustrate the relative sensitivity of these metrics for early detection of reduced connectivity: (1) maximum resistance due to high water temperatures throughout the network, (2) minimum resistance due to low water temperatures throughout the network, (3) increased resistance at a tributary junction caused by a partial barrier, and (4) complete isolation of a tributary, leaving resident individuals only. We then applied this demogenetic framework using empirical data for a bull trout (Salvelinus confluentus) metapopulation in the upper Flathead River system, Canada and USA, to assess how current and predicted future stream warming may influence population vulnerability. Results suggest that warmer water temperatures and associated barriers to movement (e.g., low flows, dewatering) are predicted to fragment suitable habitat for migratory salmonids, resulting in the loss of genetic diversity and reduced numbers in certain vulnerable populations. This demogenetic simulation framework, which is illustrated in a web-based interactive mapping prototype, should be useful for evaluating population vulnerability in a wide variety of dendritic and fragmented riverscapes, helping to guide conservation and management efforts for freshwater species.Show less"
3,"Laudon, H",Sep 2011 ,"Patterns and Dynamics of Dissolved Organic Carbon (DOC) in Boreal Streams: The Role of Processes, Connectivity, and Scaling",ECOSYSTEMS,"We bring together three decades of research from a boreal catchment to facilitate an improved mechanistic understanding of surface water dissolved organic carbon (DOC) regulation across multiple scales. The Krycklan Catchment Study encompasses 15 monitored nested research catchments, ranging from 3 to 6900 ha in size, as well as a set of monitored transects of forested and wetland soils. We show that in small homogenous catchments, hydrological functioning provides a first order control on the temporal variability of stream water DOC. In larger, more heterogeneous catchments, stream water DOC dynamics are regulated by the combined effect of hydrological mechanisms and the proportion of major landscape elements, such as wetland and forested areas. As a consequence, streams with heterogeneous catchments undergo a temporal switch in the DOC source. In a typical boreal catchment covered by 10-20% wetlands, DOC originates predominantly from wetland sources during low flow conditions. During high flow, the major source of DOC is from forested areas of the catchment. We demonstrate that by connecting knowledge about DOC sources in the landscape with detailed hydrological process understanding, an improved representation of stream water DOC regulation can be provided. The purpose of this study is to serve as a framework for appreciating the role of regulating mechanisms, connectivity and scaling for understanding the pattern and dynamics of surface water DOC across complex landscapes. The results from this study suggest that the sensitivity of stream water DOC in the boreal landscape ultimately depends on changes within individual landscape elements, the proportion and connectivity of these affected landscape elements, and how these changes are propagated downstream.Show less"
4,"Schmid, BH",Nov 2010 ,Characterizing solute transport with transient storage across a range of flow rates: The evidence of repeated tracer experiments in Austrian and Italian streams,ADVANCES IN WATER RESOURCES,"Solute transport in rivers and streams with hyporheic zone exchange and/or in-stream storage is typically affected by the prevailing flow rate. The research reported here focuses on stream tracer experiments repeated many times along the same Austrian (Modlingbach) and Italian (Torrente Lura) channel reaches to characterize parameter dependency on flow rate. Both groups of data sets showed an increase of storage zone area and main stream area with discharge. In either case, a strong negative correlation was obtained between storage zone residence time and flow rate. From the Modlingbach data, no clear relationship with Q emerged for the dispersion coefficient and the dead zone ratio, whereas Torrente Lura showed a clear positive correlation of the dispersion coefficient with the flow rate and a slightly negative Q-dependency for the dead zone ratio. Modlingbach and Torrente Lura results are presented against the background of other repeat experiments reported in literature.In practical applications, the computation of peak concentrations frequently rests on the transfer of transport parameters from one flow rate to another. Using the above Austrian and Italian data sets it was shown that the errors in simulated Modlingbach peak concentrations remain within a 40% margin, if the ratio of flow rates (for calibration and simulation, resp.) does not exceed 2:1. With Torrente Lura, parameter transfer resulted in somewhat lower peak errors. (C) 2010 Elsevier Ltd. All rights reserved.Show less"
5,"Becker, P",Feb 17 2019 ,The reform of European cohesion policy or how to couple the streams successfully,JOURNAL OF EUROPEAN INTEGRATION,"Cohesion policy is one of the European Union's central spending policies, which is characterized by path-dependency and only incremental change. However, the policy has been reformed significantly in 2013. This case study sets out to trace this ground-breaking and significant reform in a fairly path-dependent environment by using Kingdon's multiple streams approach (MSA).The approach is adapted to the characteristics of policy-making in the European Union, the particularities of the Union's multilevel governance with its institutionalized and well-practised policy-making and almost predictable policy windows. The modified approach helps to separate two windows of opportunity with two different policy entrepreneurs. The first agenda window with the European Commission as entrepreneur prepared the grounds for the decision window with an entrepreneurial group of Member States. The second coupling reframed and refocused the proposals of the agenda coupling and linked cohesion policy more closely with the Union's economic policy co-ordination.Show less"
6,"Ryan, RJ",Oct 5 2010 ,Variation in surface water-groundwater exchange with land use in an urban stream,JOURNAL OF HYDROLOGY,"A suite of methods is being utilized in the Baltimore metropolitan area to develop an understanding of the interaction between groundwater and surface water at multiple space and time scales. As part of this effort, bromide tracer experiments were conducted over two 10-day periods in August 2007 and May 2008 along two sections (each approximately 900 m long) of Dead Run, a small urban stream located in Baltimore County, Maryland, to investigate the influence of distinct zones of riparian land cover on surface-subsurface exchange and transient storage under low and high baseflow conditions. Riparian land cover varied by reach along a gradient of land use spanning parkland, suburban/residential, commercial, institutional, and transportation, and included wooded, meadow, turf grass, and impervious cover.Under summer low baseflow conditions, surface water-groundwater exchange, defined by gross inflow and gross outflow, was larger and net inflow (gross inflow minus gross outflow) had greater spatial variability, than was observed under spring high baseflow conditions. In addition, the fraction of nominal travel time attributable to transient storage (F(med)) was lower and was more spatially variable under high baseflow conditions than under low baseflow conditions. The influence of baseflow condition on surface water-ground water exchange and transient storage was most evident in the subreaches with the least riparian forest cover and these effects are attributed to a lack of shading in reaches with little riparian forest cover. We suggest that under summer low baseflow conditions, the lack of shading allowed excess in-channel vegetation growth which acted as a transient storage zone and a conduit for outflow (i.e. uptake and evapotranspiration). Under spring high baseflow conditions the transient storage capacity of the channel was reduced because there was little in-channel vegetation. (c) 2010 Elsevier B.V. All rights reserved.Show less"
7,"Sarremejane, R",Dec 2019 ,Biological indices to characterize community responses to drying in streams with contrasting flow permanence regimes,ECOLOGICAL INDICATORS,"Many river networks include temporary reaches that stop flowing and may dry during unpredictable droughts (near-perennial) or more frequently (intermittent). A few biological indices have been developed to assess invertebrate community responses to hydrological variability, including the instream conditions associated with drought, but their performance in temporary streams remains poorly known. We evaluated the ability of two such indices, the Lotic-invertebrate Index for Flow Evaluation (LIFE) and the Drought Effect of Habitat Loss on Invertebrates (DEHLI), to predict responses to flow cessation and drying in temporary streams with contrasting flow permanence regimes. We used a 26-year dataset comprising spring-season invertebrate community samples and daily discharge measurements from 46 sites in a cool, wet temperate region, to examine relationships between hydrological variables and changes in index scores. We also identified taxon-specific thresholds at which occurrence changed with increasing drying and flowing durations. Both indices effectively characterized responses to increasing no-flow durations. DEHLI also reflected community changes following flow resumptions, identified differences in responses among flow permanence groups, and was particularly able to predict community responses at near-perennial sites. DEHLI scores at near-perennial sites took on average three years after a drying event to return to values typical of perennial sites, whereas responses to increasing flow duration were more erratic at intermittent sites. Lotic specialists declined whereas lentic and semi-aquatic taxa increased in occurrence with no-flow duration after summers with < 50 days without flow, due to changes in the availability of preferred habitat types. Community responses to drying events were less predictable among intermittent than near-perennial sites, likely because differences in habitat conditions and connectivity may lead intermittent communities to harbour contrasting pools of species with strategies that promote persistence during and/or recolonization after drying. We identify DEHLI as an index that can characterize community responses to drying in temporary streams with contrasting flow permanence regimes. We also recommend the development of new indices that include lentic, semi-aquatic and terrestrial as well as lotic taxa, to more comprehensively describe and predict community responses to changing instream conditions.Show less"
8,"Sakamaki, T",Aug 2013 ,Nonlinear variation of stream-forest linkage along a stream-size gradient: an assessment using biogeochemical proxies of in-stream fine particulate organic matter,JOURNAL OF APPLIED ECOLOGY,"1. Spatial scale of processes is necessary information to design appropriate ecosystem research and management. In-stream ecological processes are tightly linked with their adjacent terrestrial environment and impacted by modifications of riparian environments, particularly in small, forested streams. Quantitative understanding of how the dynamic coupling of these adjacent ecosystems varies along stream continua is necessary to enhance stream research and management. 2. In temperate, forest-dominated watersheds of British Columbia, Canada, we examined the stream-forest linkage along a stream-size gradient based on biogeochemical analysis of fine particulate organic matter retained in streambed sediment (FPOMS). We analysed FPOMS at 48 stations in 14 cobble-bed streams from 22 to 39m bankfull widths during summer low-flow conditions and tested their relationships with local, forest-related, environmental factors (light penetration, benthic coarse POM biomass, riparian-soil properties) along the stream-size gradient. 3. Carbon/nitrogen ratio of FPOMS (FPOMS-C/N) was distinctly lower in stream bankfull widths larger than an estimated threshold around 76m and corresponded with decrease in N/chlorophyll a of FPOMS and inorganic nitrogen concentration. We found significant linkages of FPOMS-C/N with local streamside environments in streams narrower than the threshold (but not in widths stream nitrogen cycling by algae and consistently lowered FPOMS-C/N regardless of streamside environment. These indicate a nonlinear attenuation of the strength of linkage between in-stream biogeochemical processes and forest-related environments along the stream-size gradient. 4. Synthesis and applications. The relationship of biogeochemical proxies of in-stream fine particulate organic matter with local environments can be a practical tool for measuring the strength of stream-forest linkage. Furthermore, regional- and stream-specific threshold stream widths dividing in-stream biogeochemical regimes can be an important landmark for ecologists and managers to refine designs for stream research and management at appropriate spatial scales. For stream widths narrower than a threshold, reach-scale linkages between stream and terrestrial environments can be a major focus, and riparian conditions need to be carefully managed to protect stream habitats. For stream widths wider than a threshold, catchment impacts on streams at larger spatial scales would be a more important focusShow less"
9,"Fullerton, AH",Nov 2010 ,Hydrological connectivity for riverine fish: measurement challenges and research opportunities,FRESHWATER BIOLOGY,"P>1. In this review, we first summarize how hydrologic connectivity has been studied for riverine fish capable of moving long distances, and then identify research opportunities that have clear conservation significance. Migratory species, such as anadromous salmonids, are good model organisms for understanding ecological connectivity in rivers because the spatial scale over which movements occur among freshwater habitats is large enough to be easily observed with available techniques; they are often economically or culturally valuable with habitats that can be easily fragmented by human activities; and they integrate landscape conditions from multiple surrounding catchment(s) with in-river conditions. Studies have focussed on three themes: (i) relatively stable connections (connections controlled by processes that act over broad spatio-temporal scales > 1000 km2 and > 100 years); (ii) dynamic connections (connections controlled by processes acting over fine to moderate spatio-temporal scales similar to 1-1000 km2 and < 1-100 years); and (iii) anthropogenic influences on hydrologic connectivity, including actions that disrupt or enhance natural connections experienced by fish.2. We outline eight challenges to understanding the role of connectivity in riverine fish ecology, organized under three foci: (i) addressing the constraints of river structure; (ii) embracing temporal complexity in hydrologic connectivity; and (iii) managing connectivity for riverine fishes. Challenges include the spatial structure of stream networks, the force and direction of flow, scale-dependence of connectivity, shifting boundaries, complexity of behaviour and life histories and quantifying anthropogenic influence on connectivity and aligning management goals. As we discuss each challenge, we summarize relevant approaches in the literature and provide additional suggestions for improving research and management of connectivity for riverine fishes.3. Specifically, we suggest that rapid advances are possible in the following arenas: (i) incorporating network structure and river discharge into analyses; (ii) increasing explicit consideration of temporal complexity and fish behaviour in the scope of analyses; and (iii) parsing degrees of human and natural influences on connectivity and defining acceptable alterations. Multiscale analyses are most likely to identify dominant patterns of connections and disconnections, and the appropriate scale at which to focus conservation activities.Show less"
