,First author,Year,Title,Journal,Abstract
0,"Krylov, A",4th International Conference on River Basin Management,Importance of the process of mass-exchange between main stream of a river and underflow for modelling of concentration of radioactive substances in river water and bed sediments,,
1,"Riedel, JW",Sep 2022 ,Investigating Thermal Controls on the Hyporheic Flux as Evaluated Using Numerical Modeling of Flume-Derived Data,HYDROLOGY,"The flux of water through the hyporheic zone (HZ) is controlled by stream bedforms, sinuosity, surface water velocity, local water table, seasonality, and hydraulic conductivity (K) of the bed material. Dependent on both the kinematic viscosity and density of water, K values are a function of temperature. In most studies, changes in temperature have been neglected because of the limited effect either density or viscosity has on K values. However, these variations are important given the role of K in HZ flux, which lead to the hypothesis that flow into the HZ would be more efficient (faster rate and greater depth) under warmer conditions than under cool conditions. To discern how water temperature affects flow depth in the HZ, VS2DHI simulations were created to map flow under both warm and cool thermal conditions. The models employed data collected from a series of varying temperature hydrologic flume tests in which the effects of hyporheic flow altering variables such as sinuosity, surface water velocity and volume, and bed-forms were controlled. Results verify that K values in the HZ were larger under warm conditions generating deeper HZ pathways, while the smaller K values under cool conditions produced shallower pathways. The simulations confirmed a faster speed of frontal movement under warm conditions than cool. Peclet numbers revealed a shallower advective extinction depth under cool conditions as opposed to warm.Show less"
2,"Collins, BM",Jun 2007 ,Subsurface flowpaths in a forested headwater stream harbor a diverse macroinvertebrate community,WETLANDS,"Headwater streams and wetlands with a combination of surface and subsurface flows are common features of many upland-forested watersheds. Unlike headwater stream reaches with continuous surface flow, the hydrology and ecology of subsurface stream reaches are poorly studied and not factored into existing wetland legislation. We assessed subsurface habitats and associated biota in a 435-m reach of a first-order, intermittent stream draining a riparian zone dominated by eastern hemlock (Tsuga canadensis) in north central Massachusetts. Stream flow was found only in subsurface flowpaths beneath large boulders and surface root mats over approximately 70% of the total stream length at summer base flow. Temperature, specific conductivity, dissolved oxygen, and dissolved organic carbon concentrations of subsurface water were similar to surface water. Macroinvertebrates were found in subsurface habitats but at a lower abundance and richness per unit area compared to surface habitats. Collectors such as Chironomidae, Polycentropodidae, and Ephemerellidae were generally the most abundant families in both surface and subsurface habitats. Our findings indicate that in some glaciated watersheds, intermittent streams with no visual evidence of surface flow may contain subsurface flowpaths with water chemistry and biota comparable to coupled perennial surface flow reaches. The prevalence and importance of subsurface habitats in some headwater streams may warrant review or revision of existing state and local regulatory definitions of intermittent and headwater streams.Show less"
3,"Lai, HC",29th ACM International Conference on Information and Knowledge Management (CIKM),Live Multi-Streaming and Donation Recommendations via Coupled Donation-Response Tensor Factorization,,
4,"Hong, M",Sep 2020 ,"An Explicit Scheme to Represent the Bidirectional Hydrologic Exchanges Between the Vadose Zone, Phreatic Aquifer, and River",WATER RESOURCES RESEARCH,"Understanding groundwater storage variations as a result of effects from both the vadose zone and the river is of critical importance in the hydraulically connected surface-subsurface system. In this study, we present a novel Bidirectional Exchange Scheme in Surface and Subsurface (BE3S) that represents bidirectional exchanges between the vadose zone, phreatic aquifer, and river. The approach enables explicit representations of each flow regime while conserving mass, and successfully yields solutions of the coupled system for multiple temporal resolutions. We test the scheme by comparing the BE3S-derived outputs against other models and corresponding observational data. We apply the scheme to simulate hydrologic states in a reach of the Brazos River in Southeast Texas, such as soil moisture content, groundwater level, and river stage as well as net subsurface discharge fluxes. Good agreements between the simulated and observed data for all the components show the suitability of the proposed scheme in modeling the bidirectional flows and exchanges. We also assess how the bidirectional hydrologic exchanges are affected by adjacent flow domains. We find that vertical percolation is significantly affected by unsaturated soil thickness, resulting in the spatial variability of vertical percolation across sloping topography. Hilltop-to-valley convergent groundwater flow is also found to impede vertical percolation in river valleys due to shallow water table while facilitating percolation in the hilltops. The capability of the presented scheme that accounts for the topographically driven lateral groundwater flow and drainage dynamics provides the potential to enhance the representation of the surface-subsurface system in Earth System Models (ESMs).Show less"
5,"Zilli, FL",Dec 2013 ,"Distribution of benthic invertebrate biomass and secondary production in relation to floodplain connectivity in a large river system (Parana River, Argentina)",INTERNATIONAL REVIEW OF HYDROBIOLOGY,"An investigation of benthic invertebrates was conducted in the Parana River (Argentina) floodplain to assess patterns of biomass and production in relation to lateral river connectivity. Environmental and invertebrate samples were collected monthly from April 2005 to March 2006 at sites with different lateral surface-connection. The investigated invertebrate assemblages were characterized by high biomass and high production. The key factor determining the benthic assemblages was river connectivity and indirectly, substrate characteristics, water transparency, and depth. With increasing river connectivity, biomass and production of oligochaetes, native bivalves, and dipterans decreased, whereas both variables increased for non-native bivalves, gastropods and ephemeropterans. Benthic assemblages of most of sites had an average similarity in the composition of about 50% along the study period, but the number of taxa contributing to the overall similarity was lower at sites located at long distance from the main channel than at sites located next to it. Potential production was high compared to literature data, which underscores the importance of preserving floodplain areas and maintaining natural lateral connectivity. High habitat patchiness mediated by lateral-surface connectivity appeared to promote benthic resources diversity, which in turn controls productivity of this floodplain-river system.Show less"
6,"Bajpai, M",Apr 2022 ,Optimization of Groundwater Pumping and River-Aquifer Exchanges for Management of Water Resources,WATER RESOURCES MANAGEMENT,"Multi-objective optimization problems can be solved through Simulation-Optimization (S-O) techniques where the pareto front gives the optimal solutions in the problem domains. During the selection of different modelling methods, optimization techniques and management scenarios, several pareto fronts can be generated. In the present work, an attempt has been made by performing intensive comparisons between different pareto fronts to compare the efficiency and convergence of different S-O models. In this process, groundwater models were developed to simulate the River-Aquifer (R-A) exchanges for the study area as groundwater pumping influences the rate of R-A exchanges and alters the flow dynamics. The developed models were coupled with optimization models and were executed to solve the multi-objective optimization problems based on the maximization of discharge through pumping wells and maximization of groundwater input into the river through R-A exchanges. The distinctive features of the paper include a pareto front comparison where fronts developed by different S-O models were compared and analysed based on various parameters. The results show the dominance of Multi-Objective Particle Swarm Optimization (MOPSO) over other optimization algorithms and concluded that the maximization of pumping rate significantly changes after considering the R-A exchanges-based objective functions. This study concludes that the model domain also alters the output of simulation-optimization. Therefore, model domain and corresponding boundary conditions should be selected carefully for the field application of management models. The artificial neural network (ANN) models have been also developed to deal with the computationally expensive simulation models by reducing the processing time and found efficient.Show less"
7,"Dou, P",Mar 2016 ,Macrobenthos Diversity Response to Hydrological Connectivity Gradient,WETLANDS,"The abundant riparian wetlands supported by the complex river network in Pearl River Delta (PRD) are under an intensely anthropogenic disturbance that threatens the local ecological environment. This paper examined the benthic invertebrate diversity and biomass within the Pearl River through a field study. A fieldwork was conducted to assess a hydrological connectivity gradient among the main channel of the Pearl River. The responses of macroinvertebrate metrics to the connectivity gradient and the restoration history in the river channel were examined. The Shannon diversity index ranged from 0.75 to 2.08, which was the highest among most connectivity river channels. Statistical analyses (PCA and CCA) revealed that the benthic abundance in high hydrological connectivity riverine habitats is clearly distinct from the low connectivity habitats. Results demonstrated that the diversity and density of macrobenthos are determined by hydrological connectivity and time span of the restoration (river channels). Therefore, conservation and restoration efforts should focus on the macroinvertebrate response to the hydrological connectivity of the river channels in PRD.Show less"
8,"Clow, DW",Sep 2021 ,Spatiotemporal Dynamics of CO2 Gas Exchange From Headwater Mountain Streams,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,
9,"Ren, J",Jan 2020 ,"Vertical fluid flux in the hyporheic zone: field investigation, model, and comparative analysis",ARABIAN JOURNAL OF GEOSCIENCES,"The hyporheic zone (HZ) is a saturated sediment layer connecting groundwater (GW) and surface water (SW) along a riverbed and river channel. The HZ plays an important role in connecting SW and GW in a river ecosystem, thereby helping maintain the ecological health of rivers. Studies on the HZ have therefore increased in many disciplines. This study used the VFLUX 2 software to assess vertical fluid flux in the HZ, in which the Hatch, Kerry, McCallum, and Luce models were applied and compared. The simulations were calibrated against data measured by the US Geological Survey at a water diversion channel within the Walker River Basin in Nevada. Using COMSOL Multiphysics, we developed a two-dimensional coupled numerical model of the saturated seepage and temperature fields, calibrated against measured temperature data. We also determined the vertical seepage velocity and compared the simulations with those of the analytical models in VFLUX 2. The results showed that the temperature field distribution of the HZ is obviously nonuniform in space. With a deeper monitoring point, the thermal response of each temperature measurement pointed to periodic temperature fluctuations of the SW, which exhibited attenuation and hysteresis characteristics. When the vertical flow velocity of GW was sufficiently large, an error in the accuracy of the Kerry model amplitude ratio was observed, regardless of the heat dispersion coefficient used. Under conditions of local GW recharge by SW and a heterogeneous permeability coefficient, the use of the amplitude ratio method is recommended to quantify the vertical GW flow rate in the HZ.Show less"
