,First author,Year,Title,Journal,Abstract
0,"Ward, JV",Nov-dec 2001 ,Understanding natural patterns and processes in river corridors as the basis for effective river restoration,REGULATED RIVERS-RESEARCH & MANAGEMENT,"Running water ecology is a young science, the conceptual foundations of which were derived largely from research conducted in Europe and North America. However, virtually all European river corridors were substantially regulated well before the science of river ecology developed. While regulation of North American river systems occurred later than in European systems, river ecology also developed later. Therefore, there is a general impression of rivers as being much less heterogeneous and much more stable than they actually are in the natural state. The thesis of this paper is that established research and management concepts may fail to fully recognize the crucial roles of habitat heterogeneity and fluvial dynamics owing to a lack of fundamental knowledge of the structural and functional features of morphologically intact river corridors. Until quite recently, most concepts in river ecology were based on the implicit assumption that rivers are stable, single-thread channels isolated from adjacent floodplains. Unfortunately, many rivers are in just such a state, but it should be recognized that this is not the natural condition. This incomplete understanding constrains scientific advances in river ecology and renders management and restoration initiatives less effective. Examples are given of the high level of spatio-temporal heterogeneity that may be attained in rivers where natural processes still operate on a large scale. The objective of this paper is to promulgate a broader and more integrative understanding of natural processes in river corridors as a necessary prelude to effective river conservation and management. Copyright (C) 2001 John Wiley & Sons, Ltd.Show less"
1,"Ng, GHC",Sep 2017 ,Modeling hydrologic controls on sulfur processes in sulfate-impacted wetland and stream sediments,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,"Recent studies show sulfur redox processes in terrestrial settings are more important than previously considered, but much remains uncertain about how these processes respond to dynamic hydrologic conditions in natural field settings. We used field observations from a sulfate-impacted wetland and stream in the mining region of Minnesota (USA) to calibrate a reactive transport model and evaluate sulfur and coupled geochemical processes under contrasting hydrogeochemical scenarios. Simulations of different hydrological conditions showed that flux and chemistry differences between surface water and deeper groundwater strongly control hyporheic zone geochemical profiles. However, model results for the stream channel versus wetlands indicate sediment organic carbon content to be the more important driver of sulfate reduction rates. A complex nonlinear relationship between sulfate reduction rates and geochemical conditions is apparent from the model's higher sensitivity to sulfate concentrations in settings with higher organic content. Across all scenarios, simulated e(-) balance results unexpectedly showed that sulfate reduction dominates iron reduction, which is contrary to the traditional thermodynamic ladder but corroborates recent experimental findings by Hansel et al. (2015) that cryptic sulfur cycling could drive sulfate reduction in preference over iron reduction. Following the thermodynamic ladder, our models shows that high surface water sulfate slows methanogenesis in shallow sediments, but field observations suggest that sulfate reduction may not entirely suppress methane. Overall, our results show that sulfate reduction may serve as a major component making up and influencing terrestrial redox processes, with dynamic hyporheic fluxes controlling sulfate concentrations and reaction rates, especially in high organic content settings.Plain Language Summary Unlike in oceans, sulfur reactions have not been considered to play a prominent role in the biogeochemistry of terrestrial environments because of much lower concentrations, but recent studies have been showing terrestrial sulfur reactions to be more important than previously thought. These reactions often take place in wetland, stream, and lake sediments, which can contain a mix of both surface water and underlying groundwater. Our study investigated how water fluxes through these sediments can affect sulfur reactions when the surface water and groundwater chemistry differ significantly, such as through influxes of surface water sulfur from mining activities. Using field measurements and a computer model that simulates chemical reactions and water flow, we found that water flux drives water chemistry in wetland and stream sediments. This affects how rapidly sulfur reactions occur, especially in organic-rich wetland sediments. The model showed sulfur reactions to dominate over iron reactions, which contradicts classic chemical thermodynamics. Also, when water fluxes carry high sulfur concentrations into wetland sediments, sulfur reactions out compete production of methane, a strong greenhouse gas. Our results indicate that sulfur reactions can play a prominent role in terrestrial biogeochemistry, and the degree to which it does is affected by hydrological fluxes.Show less"
2,"Gao, S",Sep 2021 ,Mapping dynamic non-perennial stream networks using high-resolution distributed hydrologic simulation: A case study in the upper blue river basin,JOURNAL OF HYDROLOGY,"More than half of all streams globally are non-perennial, and thus dynamic due to their expanding and retracting nature. Field mapping in conjunction with observational data from gauges and/or in-situ loggers is a typical approach for studying non-perennial stream dynamics, but these approaches underrepresent their spatiotemporal variability. High-resolution distributed hydrological modeling promises to bridge this gap, thanks to advances in model physics, remote sensing, and computational power. As the first step towards this goal, we investigate the capability of distributed hydrologic modeling to capture stream dynamics in Upper Blue River Basin, OK. Coupled Routing and Excess STorage (CREST), a distributed hydrological model, is used to simulate spatiotemporally varied streamflow at 10-meter spatial resolution and daily time steps. USGS stream gauge data and insitu state logger data are used to calibrate and validate the simulation at the watershed outlet and small headwater tributaries, respectively. Dynamic Surface Water Estimate (DSWE), a LANDSAT product is also compared with simulated water presence in high-order streams. Results show that the CREST model can capture low-moderate streamflow values at the watershed outlet with a log-NSE value over 0.7 in the validation period, while underestimating high flow values due to the daily time step. Also, the calibrated model can accurately estimate wet/dry status as monitored by in-situ state loggers in nine headwater catchments. The dynamic stream networks are mapped over 2510 stream segments using the CREST simulation. Non-perennial streams are the most dynamic in small headwater tributaries (contributing area <2 km(2)) and high-order streams are sustained by perennial flow. As hydrologic interpretation of the stream dynamics, the interannual and seasonal variability in rainfall and evapotranspiration is well reflected by the water occurrence in streams. Across various catchments, a consistent threshold behavior is found between drainage density and unit discharge, indicating the control of runoff generation on the flowing stream networks. The mapping also identifies differences in stream dynamics caused by heterogeneities in land cover and soil properties. Given the prevalence of dynamical streams worldwide, our analysis illustrates the potential for mapping them using distributed hydrologic models.Show less"
3,"Ochs, CA",Sep 2019 ,Fluxes of nutrients and primary production between the main channel and floodplain backwaters of the Lower Mississippi River-Development of a simulation model,RIVER RESEARCH AND APPLICATIONS,"Connection between rivers and their floodplain is critical to the function of fluvial systems; however, there has been little research quantitatively examining the dynamics of this interaction for large, alluvial rivers. Critical questions include the following: What are the rates and mechanisms of materials and energy exchange, and in what ways does the exchange impact ecosystem functioning? To address these questions, we built a simple model of a hypothetical reach of the Lower Mississippi River (LMR) containing a single backwater. The model is based on empirical data obtained from the LMR system. Our primary objectives for the model were to assess potential backwater impacts on river nitrate transport and in subsidizing phytoplankton biomass to the main channel. Simulations run over a 10-year period suggest that on an annual basis, (a) LMR backwaters remove NO3-N, and it would require a temporal mean of 34,400 ha functioning like the model backwater, or 2.8 times the current area of oxbow lakes, to eliminate 100% of the river flux of NO3-N of our study region; (b) it would require inputs of phytoplankton from a mean of 5,242 ha of sites functioning like the model backwater to produce observed river flux of phytoplankton biomass; and (c) backwater function is sensitive to the controlling elevation in linking channels hence subject to management. Although simple, this model is a useful first step in quantifying the significance of river-backwater connectivity on ecological processes of the LMR system.Show less"
4,"Nitti, M",Sep 2012 ,Multimedia streaming in Multi-Homed Hybrid Ad Hoc Networks: A model of network connectivity,SIGNAL PROCESSING-IMAGE COMMUNICATION,"In this paper we consider the scenario of a Multi-Homed Hybrid Ad Hoc Network, which consists of self-organized and self-configured mobile nodes that make use of two or more fixed gateways to connect to the Internet. Accordingly, different network segments are formed, each one associated with a different gateway. A node can maintain its connectivity to the Internet when moving from a network to another by performing handover procedures and changing its gateway to the Internet. This scenario is quite interesting for its capacity of increasing the geographical extension of a single mobile network. Within this scenario we focus on the modelling of the node connectivity, which is of practical interest for the design of rate control algorithms for multimedia streaming systems. We consider a network structure with gateways placed in a honey cell structure, where nodes move according to the RDMM (Random Direction Mobility Model). We then derive the probabilities for a node to change the route to connect to the Internet and to handover from a network to another, which both cause service interruptions that heavily affect the quality in multimedia streaming services. Numerical results show the accuracy of the proposed theoretical model with respect to simulated data and reveal the benefits of the model in controlling playback buffer starvation occurrences during video streaming. (C) 2012 Elsevier B.V. All rights reserved.Show less"
5,"Malzone, JM",Jul 2016 ,Response of the hyporheic zone to transient groundwater fluctuations on the annual and storm event time scales,WATER RESOURCES RESEARCH,"The volume of the water stored in and exchanged with the hyporheic zone is an important factor in stream metabolism and biogeochemical cycling. Previous studies have identified groundwater direction and magnitude as one key control on the volume of the hyporheic zone, suggesting that fluctuation in the riparian water table could induce large changes under certain seasonal conditions. In this study, we analyze the transient drivers that control the volume of the hyporheic zone by coupling the Brinkman-Darcy equation to the Navier-Stokes equations to simulate annual and storm induced groundwater fluctuations. The expansion and contraction of the hyporheic zone was quantified based on temporally dynamic scenarios simulating annual groundwater fluctuations in a humid temperate climate. The amplitude of the groundwater signal was varied between scenarios to represent a range of annual hydrologic forcing. Storm scenarios were then superimposed on the annual scenario to simulate the response to short-term storm signals. Simulations used two different groundwater storm responses; one in-phase with the surface water response and one 14 h out-of-phase with the surface water response to represent our observed site conditions. Results show that annual groundwater fluctuation is a dominant control on the volume of the hyporheic zone, where increasing groundwater fluctuation increases the amount of annual variation. Storm responses depended on the antecedent conditions determined by annual scenarios, where the time of year dictated the duration and magnitude of the storm induced response of the hyporheic zone.Show less"
6,"Riviere, A",Sep 19 2014 ,Experimental and numerical assessment of transient stream-aquifer exchange during disconnection,JOURNAL OF HYDROLOGY,"Understanding the state of connection processes of stream-aquifer systems is of great interest for water resources management, particularly in semi-arid regions and where groundwater is extracted in the vicinity of a river bank. Here we present a combined experimental-numerical study to explain physical processes involved in disconnected stream-aquifer systems. A stream-aquifer sand box was built to measure the infiltration rate through the stream bed during aquifer drainage. The pressures in the saturated zone of the aquifer and the infiltration rate were measured in order to quantify the fluid flow in this system. The transient transitional stage between connected and disconnected flow regimes, which was obtained experimentally, is characterised by a maximum infiltration rate across the stream bed before a decrease towards a constant value. This behaviour is analysed by means of transient numerical simulations using relevant hydrodynamic parameters. The importance of the drainage kinematics and unsaturated zone parameters for the temporal variation of the infiltration rate is demonstrated. The possible occurrence of a maximum infiltration rate value during the transitional stage is characterised into a general view of the stream-aquifer disconnection with direct implications for pumping near a stream. (C) 2014 Elsevier B.V. All rights reserved.Show less"
7,"Jurisa, JT",May 2012 ,The coupled Hudson River estuarine-plume response to variable wind and river forcings,OCEAN DYNAMICS,"Observations of the Hudson River plume were taken in the spring of 2006 in conjunction with the Lagrangian Transport and Transformation Experiment using mooring arrays, shipboard observations, and satellite data. During this time period, the plume was subjected to a variety of wind, buoyant, and shelf forcings, which yield vastly different responses in plume structure including a downstream recirculating eddy. During weak and downwelling winds, the plume formed a narrow buoyant coastal current that propagated downstream near the internal wave speed. Freshwater transport during periods when the downwelling wind was closely aligned with the coast was near the river discharge values. During periods with a cross-shore component to the wind, freshwater transport in the coastal current estimated by the mooring array is less than the river discharge due to a widening of the plume that leads to the internal Rossby radius scaling for the plume width to be invalid. The offshore detachment of plume and formation of a downstream eddy that is observed surprisingly persisted for 2 weeks under a variety of wind forcing conditions. Comparison between mooring, shipboard, and satellite data reveal the downstream eddy is steady in time. Shipboard transects yield a freshwater content equal to the previous 3 days of river discharge. The feature itself was formed due to a large discharge following a strong onshore wind. The plume was then further modified by a brief upwelling wind and currents influenced by the Hudson Shelf Valley. The duration of the detachment and downstream eddy can be explained using a Wedderburn number which is largely consistent with the wind strength index described by Whitney and Garvine (J Geophys Res 110:C03014 1997).Show less"
8,"Stoffers, T",Sep 10 2022 ,Freshwater fish biodiversity restoration in floodplain rivers requires connectivity and habitat heterogeneity at multiple spatial scales,SCIENCE OF THE TOTAL ENVIRONMENT,"With a sixth mass extinction looming and freshwater biodiversity declining at unprecedented rates, evaluating ecological efficacy of river restoration efforts is critical in combatting global biodiversity loss. Here, we present a comprehensive study of the functioning for fishes of 46 river restoration projects in the river Rhine, one of the world's most heavily engineered lowland rivers. Floodplains with permanent, either one-or two-sided lateral connectivity to the main channel, favour total fish abundance, and are essential as nursery areas for riverine fishes. Habitat heterogeneity had a strong positive effect on species richness but was negatively related with fish abundances. However, the effects of environmental variables varied between ecological groups and spatial scales. Surprisingly, richness of critical rheophilic fishes declined with large-scale habitat heterogeneity (similar to 1000 m), while it increased at small scales (similar to 100 m), possibly because of the presence of unfavourable habitats for this ecological group at larger scales. Clearly, there is no one-size fits-all design for river restoration projects. Whether a river section is free-flowing or impounded dictates the scope and efficacy of restoration projects and, within a river section, multiple complementary restoration projects might be key to mitigate freshwater fish biodiversity loss. An essential element for success is that these projects should retain permanent lateral connection to the main channel.Show less"
9,"Xie, YQ",Apr 2016 ,Uncertainty of natural tracer methods for quantifying river-aquifer interaction in a large river,JOURNAL OF HYDROLOGY,"The quantification of river-aquifer interaction is critical to the conjunctive management of surface water and groundwater, in particular in the arid and semiarid environment with much higher potential evapotranspiration than precipitation. A variety of natural tracer methods are available to quantify river-aquifer interaction at different scales. These methods however have only been tested in rivers with relatively low flow rates (mostly less than 5 m(3) s(-1)). In this study, several natural tracers including heat, radon-222 and electrical conductivity were measured both on vertical riverbed profiles and on longitudinal river samples to quantify river-aquifer exchange flux at both point and regional scales in the Heihe River (northwest China; flow rate 63 m(3) s(-1)). Results show that the radon-222 profile method can estimate a narrower range of point-scale flux than the temperature profile method. In particular, three vertical radon-222 profiles failed to estimate the upper bounds of plausible flux ranges. Results also show that when quantifying regional-scale river-aquifer exchange flux, the river chemistry method constrained the flux (5.20-10.39 m(2) d(-1)) better than the river temperature method (-100 to 100 m(2) d(-1)). The river chemistry method also identified spatial variability of flux, whereas the river temperature method did not have sufficient resolution. Overall, for quantifying river-aquifer exchange flux in a large river, both the temperature profile method and the radon-222 profile method provide useful complementary information at the point scale to complement each other, whereas the river chemistry method is recommended over the river temperature method at the regional scale. (C) 2016 Elsevier B.V. All rights reserved.Show less"
