,First author,Year,Title,Journal,Abstract
0,"Allen, GH",Feb 9 2018 ,Similarity of stream width distributions across headwater systems,NATURE COMMUNICATIONS,"The morphology and abundance of streams control the rates of hydraulic and biogeochemical exchange between streams, groundwater, and the atmosphere. In large river systems, the relationship between river width and abundance is fractal, such that narrow rivers are proportionally more common than wider rivers. However, in headwater systems, where many biogeochemical reactions are most rapid, the relationship between stream width and abundance is unknown. To constrain this uncertainty, we surveyed stream hydromorphology (wetted width and length) in several headwater stream networks across North America and New Zealand. Here, we find a strikingly consistent lognormal statistical distribution of stream width, including a characteristic most abundant stream width of 32 +/- 7 cm independent of discharge or physiographic conditions. We propose a hydromorphic model that can be used to more accurately estimate the hydromorphology of streams, with significant impact on the understanding of the hydraulic, ecological, and biogeochemical functions of stream networks.Show less"
1,"Turner, AM",Dec 1 2022 ,Chemical fragmentation of stream systems and fish species richness: The upstream effects of water pollution,FRESHWATER SCIENCE,"The loading of chemical pollutants into stream systems can result in isolation of aquatic communities upstream of the discharge. Ecological theory suggests that isolation will result in species richness losses, but this potential indirect effect of stream pollution is not widely studied. Here, I present a study of fish assemblage structure in watersheds that have been longitudinally fragmented by abandoned mine drainage. A number of headwater streams in the Clarion River watershed of the upper Ohio River Basin, Pennsylvania, USA, have escaped any direct effects of abandoned mine drainage but have been isolated by severe pollution lower in the watershed. I evaluated the effects of watershed fragmentation on fish species richness, composition, and abundance by comparing the fish assemblages of 22 headwater streams embedded in watersheds receiving mine effluent with the assemblages of 34 reference streams with no apparent blockages to dispersal. I used a general linear model to evaluate the effect of isolation on species richness while accounting for stream size and water quality. I also used non-metric multidimensional scaling and permutational analysis of variance to evaluate differences in fish species composition between isolated and reference streams. Controlling for the effect of stream size, reference streams had a mean richness of 3.63 species (+/- 0.27 SE), but isolated streams had a mean species richness of just 1.02 (+/- 0.33), a 3.5x difference. Species occupying isolated stream systems were a nested subset of fish species in reference streams. Species composition also differed between isolated and reference streams, with higher relative abundance of Creek Chubs (Semotilus atromaculatus [Mitchill, 1818]) and lower relative abundances of Mottled Sculpin (Cottus bairdii Girard, 1850) and Brook Trout (Salvelinus fontinalis [Mitchill, 1814]) in isolated streams. These results illustrate an important indirect effect of water pollution in dendritic watersheds and provide evidence for the importance of connectivity in maintaining aquatic biodiversity.Show less"
2,"Oware, EK",Sep 2020 ,Storm Driven Seasonal Variation in the Thermal Response of the Streambed Water of a Low-Gradient Stream,WATER,"Storm events strongly influence water temperatures in the saturated substrate underlying stream channels, or the hyporheic zone (HZ). The goal of this study was to evaluate the impacts of storm events on thermal transport in the HZ. A year of temperature data were collected from six (6) multi-level samplers at multiple depths (30 cm, 60 cm, 90 cm and 150 cm) and were categorized into seasonal storm events. Analysis of the HZ temperature profiles revealed a seasonal reversal in the post-storm temperature change (Delta T) in the substrate. Increases in the Delta T were observed in the warm period (summer), whereas decreases occurred during the cold period (winter); both were associated with the direction of the pre-storm thermal gradient between the stream and substrate temperatures. The amplitude of Delta T became muted with increasing depth. Two-sample t-test analyses showed statistically significant differences between the pre- and post-storm temperatures at all depths during the warm period and at all depths except 150 cm in the cold period. Upwelling groundwater moderates the thermal response. There were no statistically significant differences in the pre- and post-storm stream temperatures during both the cold and warm periods.Show less"
3,"Lesack, LFW",Dec 2 2010 ,"River-to-lake connectivities, water renewal, and aquatic habitat diversity in the Mackenzie River Delta",WATER RESOURCES RESEARCH,"Past and ongoing investigations have established that lakes in the Mackenzie River Delta collectively represent gradients in water transparency, nutrient regime, and biotic communities, each strongly linked to the sill elevations of the lakes. Analysis of 40 years of water levels in East Channel of the central delta, in combination with a floodplain geometry model to estimate river water volumes added to lake waters at the annual flood peak, permitted direct estimation of annual river-to-lake connection times, lake water renewal, and interannual variabilities in nine lakes spanning the full range of sill elevations in the delta. Results have revealed a broad range of river-to-lake connectivities and river water renewals that are temporally dynamic and vary considerably among the lakes of this river delta system. Lakes with short and variable connection times plus low and variable river water renewal yield groups of lakes with high degrees of individuality because they are strongly influenced by particular sequences of antecedent years (legacy effects) that may result in lakes simultaneously containing residual waters from multiple river inundation events separated by more than a decade. Lakes with long and less varying connection times plus high river water renewal with multiple possible river water resets per year yield lakes with high degrees of similarity. The full combination of lakes arranged in an intermittently connected continuum, creating variable connectivity for aquatic organisms and water intermixing, may be an important mechanism driving the collectively distinctive habitat productivity and biodiversity of aquatic communities in this system, relative to lakes on the surrounding landscape.Show less"
4,"Laube, G",Jan 2022 ,"A systematic model-based evaluation of the influence of hydraulic conductivity, heterogeneity and domain depth on hyporheic nutrient transformation",ADVANCES IN WATER RESOURCES,"The hyporheic zone provides opportunities for the turnover and removal of nutrients such as ammonium and nitrate from stream water. Hyporheic flow patterns and dynamics govern the transport of nutrients and other solutes through the hyporheic zone and in turn control their transformation and removal. To better understand the links between flow and turnover, we systematically studied nutrient turnover rates with simulated sets of idealized streambed domains which varied in domain depth, hydraulic conductivity, its heterogeneity and anisotropy. We show that both aerobic (e.g. nitrification) and anaerobic (e.g. denitrification) turnover rates generally decrease monotonically with decreasing sediment conductivity at sufficiently large hyporheic zone depth. However, a reduction of the domain depth leads to an optimum of anaerobic turnover rates at intermediate conductivity due to the rate or transit time limitations of the reaction at the far ends of the conductivity range. Furthermore, conductivity heterogeneity generally lowers the turnover rates of both aerobic and anaerobic reactions. It is demonstrated how to reproduce this reduced nutrient turnover in heterogeneous sediments via a simplified anisotropy, which facilitates the prediction of turnover rates in heterogeneous sediments in certain cases. Our results foster the understanding of the interplay between hyporheic exchange and nutrient transformations and they aim to facilitate the conceptualization of large scale numerical simulations by demonstrating the effect of study design decisions like domain extent, heterogeneity and anisotropy.Show less"
5,"Abdi, R",2020 ,"i-Tree cool river: An open source, freeware tool to simulate river water temperature coupled with HEC-RAS",METHODSX,"This method paper explains the i-Tree Cool River model algorithms for simulating the response of river water temperature to urban greening. The model captures the warming and cooling impacts of urban development and restoration through a water and energy budget. The water budget includes river inflows from urban storm sewers and reservoirs, and the associated water temperatures. The energy budget adjusts radiation fluxes due to riparian shading and evapotranspiration, and propagates temperature downstream. Restorative cooling of the river can be simulated through algorithms for cool groundwater, either as direct inflows or by river water replacement called hyporheic exchange. Novel features in the model include diurnal variation in riparian shading, use of the Army Corps of Engineers HEC-RAS model predicted river depths and velocities, and periodic boundary conditions to rapidly extend restoration scenarios.Freely available code in C++ for Visual Studio, with a detailed manual and sample inputs and outputs at http: //www.itreetools.org/research_suite/coolriver.Useful for simulating river warming or cooling due to urban development or greening.Well documented source code compatible with requirements of other modeling groups. (C) 2020 The Author(s). Published by Elsevier B.V.Show less"
6,"Young, MK",Jun 1996 ,"Summer movements and habitat use by Colorado River cutthroat trout (Oncorhynchus clarki pleuriticus) in small, montane streams",CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,"Radio telemetry was used to assess the mobility of, and habitat use by, 29 adult Colorado River cutthroat trout (Oncorhynchus clarki pleuriticus) in the North Fork Little Snake River drainage in south-central Wyoming from 27 May to 27 August 1992. Median home range (233 m) and median total movement (332 m) were larger than expected for cutthroat trout in small streams, and all but two fish used more than one primary habitat type during the study. Median weekly movement and the number of primary habitat units used generally declined as summer progressed. Of the available habitats, those used by Colorado River cutthroat trout tended to consist of deeper water in pools, especially pools formed by large woody debris. Fish were significantly farther from stream banks and not significantly closer to cover than would be expected by chance. These patterns of mobility and habitat use may be influenced by the connectivity and productivity of the study streams.Show less"
7,"Spurgeon, JJ",Feb 2018 ,Mixed-origins of channel catfish in a large-river tributary,FISHERIES RESEARCH,"An understanding of factors responsible for population structure including the origins of individuals from among habitats is fundamental to conservation and management of large-river fishes. The prevalence of population mixing of channel catfish Ictalurus punctatus was evaluated within a large-river tributary environment using information from recent environmental history and natal origin derived from otolith microchemistry. Trace elements in water and otoliths were assessed using univariate and multivariate statistical approaches. Water and otolith trace elements differed among river segments facilitating classification of channel catfish to the river segment of capture. Accuracy of the classification tree model for juvenile channel catfish ranged from 44% to 88%. Recent environmental and natal origin microchemistry signatures suggested the channel catfish population within a large-river tributary comprises individuals from multiple locations. Population demographics of channel catfish is likely influenced by mixing of individuals from across the riverine-network. Consideration of the importance of connectivity between main-stem and tributary systems may, therefore, benefit conservation and management of channel catfish and other large -river fishes displaying similar life-history strategies.Show less"
8,"Liu, J",Dec 2013 ,"Effects of connectivity, dispersal directionality and functional traits on the metacommunity structure of river benthic diatoms",JOURNAL OF BIOGEOGRAPHY,"AimDendritic ecological networks (DENs), such as river systems, combine features that challenge the traditional conceptual views and empirical approaches applied to metacommunities. As a result of their dendritic branching geometry and stream flow directionality, they are strongly hierarchical and asymmetrical. We analysed the metacommunity structure of benthic diatoms in a large-scale river system with the aim of evaluating the importance of potential causal influences. Furthermore, we hypothesized that metacommunities of diatoms that are strongly attached to their substrata show a different spatial structure than metacommunities of other, more weakly attached diatoms.LocationThe study was carried out in the Dong River, a 32,275km(2) subtropical river network located in southern China.MethodsWe surveyed benthic diatom communities during three seasons (dry, intermediate and wet). Using partial redundancy analysis, we partitioned community variation among environmental models and different spatial eigenfunction models to evaluate the influence of alternative dispersal pathways (overland versus water course dispersal), stream directionality, man-made dams and diatom functional traits on diatom metacommunity structure.ResultsModels based on hydrological connections and water directionality represent spatial patterns better than overland distances, suggesting that the dynamics of benthic diatom metacommunities are mainly confined to the river network and influenced by the prevailing water flow. We found significant effects of man-made dams on the spatial structure of important limnological variables and diatom metacommunity structure. The metacommunity of strongly attached diatoms also showed a weaker signature of flow directionality than that of other growth forms, especially in seasons with high water levels.Main conclusionsWe conclude that the consideration of among-site connectivity, flow directionality and species traits is key to a better understanding of the spatial ecology of passively dispersing microbial organisms in river systems.Show less"
9,"Wang, JY",Apr 2022 ,Characteristics of segmentation and interseismic coupling along the Red River fault from GPS observations,CHINESE JOURNAL OF GEOPHYSICS-CHINESE EDITION,"The Red River fault is one of the important block boundary fault in Chuandian region. Therefore, it is great significance for studying the activity characteristics of different sections of the Red River fault to understand the movement characteristics of Chuandian region and the southeastern margin of the Tibetan Plateau. We obtained the current GPS velocity field near the Red River fault by using the GPS stations encrypted from 2014 to 2018 and combining with the GPS velocity field data in Chinese mainland from 1999 to 2016. Firstly, the study area can be divided into five relatively independent blocks by F test method : Southern China block, Daliangshan block, Chuanxibei block, Central Dian block and Southwest Dian block. Then, through the profile projection analysis of GPS velocity field, the Red River fault can be divided into three segments : the northern segment is from Eryuan to Midu, the middle segment is from Midu to Yuanjiang, and the southern segment is from Yuanjiang to Yuanyang. On these basis, the nearfield effects of Lijiang-Xiaojinhe fault, Xiaojiang fault, Wuliangshan fault and Chuxiong-Jianshui fault in the Red River fault are considered in this paper, the slip rate and interseismic coupling degree of Red River fault, Lijiang-Xiaojinhe fault and Xiaojiang fault are inversed by using three-dimensional elastic block model and negative dislocation theory, and the model resolution is tested respectively. The results show that : (1) The northern segment of the Red River fault is completely locked 16 km below the surface, and the middle segment is completely locked 8 km below the surface; The locking degree of the southern segment is significantly weaker than that of the northern segment and the middle segment; the northern section of the Red River fault still has a high seismic risk. (2) The middle and southern section of the Red River fault may no longer act as the southwest boundary of the Central Dian block independently, but act as the block boundary together with the Wuliangshan fault and the Chuxiong-Jianshui fault, especially in the southern segment of the Red River fault. (3) The southern segment of the Red River fault is located in the transition zone from the Central Dian block to the Southern China block, and its motion characteristics have changed from the dextral srike-slip movement in the middle and northern segments to the sinistral strike-slip movement.Show less"
