,First author,Year,Title,Journal,Abstract
0,"Wohl, E",Jan 15 2014 ,Leaky rivers: Implications of the loss of longitudinal fluvial disconnectivity in headwater streams,GEOMORPHOLOGY,"Naturally induced longitudinal disconnectivity in the form of channel-spanning logjams creates backwaters along headwater streams that reduce velocity and transport capacity, create at least temporary storage sites for finer sediment and organic matter, and enhance biological processing and uptake of nutrients. Land uses that reduce wood recruitment and instream storage result in reduced stream complexity and increased longitudinal connectivity in headwater rivers. We examine three scales of naturally occurring longitudinal disconnectivity in headwater streams of the Colorado Front Range and the implications for channel process and form of historical alterations in disconnectivity. Basin-scale disconnectivity at channel lengths of 10(2)-10(3) m results from downstream alternations between steep, narrowly confined valley segments with single-thread channels, and lower gradient, wider, valley segments with multi-thread channels. This variation in valley geometry likely reflects differences in average spacing between joints in bedrock outcrops, which influences bedrock weathering and erosion. Greater volumes of wood stored in the wide valley segments correlate with more closely spaced channel-spanning logjams and greater storage of fine sediments and organic matter. Reach-scale disconnectivity at channel lengths of 10(1)-10(2) m results from the presence of numerous, closely spaced channel-spanning logjams, which cumulatively store substantial amounts of fine sediment and organic matter. The backwater effects associated with an individual jam can result in the accumulation of up to similar to 11 m(3) of fine sediment upstream from the jam, of which as much as 21% is organic matter. Unit-scale disconnectivity at channel lengths of 10(0)-10(1) m results from the presence of an individual channel-spanning logjam, which locally alters bed gradient, substrate composition, bedform dimensions, and the transport of sediment and organic matter. The transport and storage of instream wood is a critical component of disconnectivity at all spatial scales examined. Land uses such as timber harvest, flow regulation, and placer mining that result in reduced wood recruitment or removal of instream wood appear to create an alternative stable state in which channels are unable to retain wood because of reduced debris roughness. The net effect of reduced longitudinal disconnectivity is increased transport of fine sediment and organic matter and reduced biological uptake of nutrients. The altered headwater streams become leaky with respect to fine sediments and nutrients. (C) 2011 Elsevier B.V. All rights reserved.Show less"
1,"Hartwig, M",Restoring Functional Riparian Ecosystems - Concepts and Applications Symposium at the 5th World Conference on Ecological Restoration,Alteration of key hyporheic functions through biological and physical clogging along a nutrient and fine-sediment gradient,ECOHYDROLOGY,
2,"Calle, M",Mar 15 2020 ,Inferring sediment transfers and functional connectivity of rivers from repeat topographic surveys,EARTH SURFACE PROCESSES AND LANDFORMS,"High-resolution topographic models have revolutionized monitoring of river changes by comparing sequential river topographic surveys (i.e. change detection). Nevertheless, much more may be obtained from this innovative quantification of changes. In this paper, we enhance the interpretation of geomorphic processes by presenting a new method for understanding of sources and sinks of sediment, river sediment transfers and functional sediment connectivity. Repeat digital elevation models (DEMs) obtained by photogrammetry were used to quantify topographic change after two floods by creating a DEM of difference (DoD) of a 6.5 km-long reach of Rambla de la Viuda stream, an ephemeral gravel-bed river in eastern Spain. The proposed method involved dividing the channel into 10 m-long longitudinal strips that were used to systematically draw boundaries between the erosional and depositional areas of the DoD. The analysis objectively: (i) drew a series of erosional and depositional segments, from 120 to 1360 m in length; (ii) estimated ranges of source-to-storage sediment transport distances, 320-670 m in the upstream and middle reaches and up to 2030 m in the lower reach; and (iii) obtained values of functional connectivity (i.e. the ratio between the sediment exported (erosion) and retained (deposition), ranging from 10(3) to 10(-3)). The variability in these three parameters along the river was found to be related to the level of channel disturbance by in-stream mining during the 1990s and 2000s. Additionally, this method indicates that the main process responsible for self-adjustment of the present morphosedimentary conditions is intra-reach erosion of banks and channel beds. Thus, this study proposes a new methodology to characterize morphological change, sediment transfer and connectivity that may serve as environmental indicators of the hydromorphological integrity of rivers with potential application to the European Water Framework Directive. (c) 2019 John Wiley & Sons, Ltd.Show less"
3,"Jones, J",Jul 10 2019 ,A comprehensive assessment of stream fragmentation in Great Britain,SCIENCE OF THE TOTAL ENVIRONMENT,"Artificial barriers are one of the main threats to river ecosystems, resulting in habitat fragmentation and loss of connectivity. Yet, the abundance and distribution of most artificial barriers, excluding high-head dams, is poorly documented. We provide a comprehensive assessment of the distribution and typology of artificial barriers in Great Britain, and estimate for the first time the extent of river fragmentation. To this end, barrier data were compiled from existing databases and were ground-truthed by field surveys in England, Scotland and Wales to derive a correction factor for barrier density across Great Britain. Field surveys indicate that existing barrier databases underestimate barrier density by 68%, particularly in the case of low-head structures (<1 m) which are often missing from current records. Field-corrected barrier density estimates ranged from OAS barriers/km in Scotland to 0.63 barriers/km in Wales, and 075 banters/km in England. Corresponding estimates of stream fragmentation by weirs and dams only, measured as mean barrier-free length, were 12.30 km in Scotland, 6.68 km in Wales and 529 km in England, suggesting the extent of river modification differs between regions. Our study indicates that 97% of the river network in Great Britain is fragmented and <1% of the catchments are free of artificial barriers. (C) 2019 Elsevier B.V. All rights reserved.Show less"
4,"Zhang, YP",Apr 15 2006 ,An experimental investigation of streaming potentials through homogeneous ion-exchange membranes,DESALINATION,"Streaming potentials through homogeneous ion-exchange membranes (IEMs) were studied with several anion-exchange membranes prepared in our laboratory. Discussions are mainly concentrated on the effects of the chemistry, concentration and pH of the outer solution as well as the thickness and ion-exchange capacity of the IEMs. Results show that except for the membrane thickness hardly affecting the streaming potential coefficient, the remaining factors influence it more or less. The difference of the streaming potential coefficient for different electrolyte solutions with equal concentrations is due to different mobilities of the cations or anions of those electrolytes; the pH of outer solution only alters the magnitude of the streaming potential coefficient, but has no influence on its sign; and the streaming potential coefficient increases with increasing IEC and with decreasing concentration of the outer solution. The desalination rate of the IEMs can be also roughly estimated by the difference of the electrical potential in two opposite pressure directions including the pressure-increase direction (+) and the pressure-reduced direction (-).Show less"
5,"Rodeles, AA",Oct 2020 ,A new method to include fish biodiversity in river connectivity indices with applications in dam impact assessments,ECOLOGICAL INDICATORS,"Different indices have been developed to quantify the extent and severity of river fragmentation. These indices vary depending on the specific goals of the study. Here, we present a new Conservation Connectivity Index (CCIP) for potamodromous fish species that considers the conservation value (richness, rarity and vulnerability) of river segments. The Iberian Peninsula holds > 20 endemic and endangered potamodromous fish species as well as > 1000 large dams (> 1 hm(3) of capacity). The CCIP was calculated for the eight most important river basins of the Iberian Peninsula and compared to the Dendritic Connectivity Index (DCIP) developed by Cote et al. in 2009, which uses only river length as a habitat variable. With the use of both DCIP and CCIP, the dams were analysed and ranked according to their impacts on the river basin. The main results show that Iberian river basins are heavily fragmented, with river basin connectivity percentages of less than 20% in most cases using both DCIP and CCIP. CCIP values are slightly higher than DCIP values in almost all cases. When the impact of individual dams is analysed, differences also appear between the DCIP and CCIP. CCIP highlights the impact of dams located in areas of high fish conservation value while DCIP emphasize the impact of dams fragmenting large river segments. The CCIP appears to be adequate to highlight important sites for conservation in river connectivity studies. It could be applied in different studies and river basins around the world to prioritize dam removals or plan new dam locations.Show less"
6,"Ingendahl, D",Aug 2002 ,Linking hyporheic community respiration and inorganic nitrogen transformations in the River Lahn (Germany),ARCHIV FUR HYDROBIOLOGIE,"Hyporheic community respiration was measured in a riffle-pool-riffle sequence located up- and downstream from a wastewater treatment plant of the River Lahn, Germany. Sediment filled tubes were incubated for several months in the hyporheic zone and then transferred to the laboratory where the oxygen consumption by the hyporheic community colonizing the tubes was measured in a recirculating system. Oxygen consumption in 64 tubes from four sites averaged 0.69 mg O-2 dm(-3) h(-1) with surface water from upstream of the wastewater treatment plant. After the successive amendment of nitrite and ammonium, community respiration increased to 1.14 and 1.36 mg O-2 dm(-3) h(-1), respectively. Nitrate production during the experiments increased from 0.024 mg NO3-N dm(-3) h(-1) to 0.219 and 0.220 mg NO3-N dm(-3) h(-1) with the amendment of nitrite and ammonium, respectively, indicating nitrogen limitation in the hyporheic zone. Respiration and nitrate production correlated strongly with the amount of organic matter accumulated in the tubes during the several months of sediment incubation. Significantly higher respiration and nitrate production after amendment of ammonium were observed for the two sites located downstream of the wastewater treatment plant effluent in comparison to those upstream of the WWTP. This increase indicates a possible impact of wastewater supply to rivers, especially on the hyporheic zone where an important part of organic matter break-down and nutrient recycling occurs in mesotrophic rivers.Show less"
7,"Moren, I",Nov 2017 ,Design of Remediation Actions for Nutrient Mitigation in the Hyporheic Zone,WATER RESOURCES RESEARCH,"Although hyporheic exchange has been shown to be of great importance for the overall water quality of streams, it is rarely considered quantitatively in stream remediation projects. A main driver of hyporheic exchange is the hydraulic head fluctuation along the streambed, which can be enhanced by modifications of the streambed topography. Here we present an analytical 2-D spectral subsurface flow model to estimate the hyporheic exchange associated with streambed topographies over a wide range of spatial scales; a model that was validated using tracer-test-results and measurements of hydraulic conductivity. Specifically, engineered steps in the stream were shown to induce a larger hyporheic exchange velocity and shorter hyporheic residence times compared to the observed topography in Tullstorps Brook, Sweden. Hyporheic properties were used to parameterize a longitudinal transport model that accounted for reactions in terms of first-order decay and instantaneous adsorption. Theoretical analyses of the mitigation effect for nitrate due to denitrification in the hyporheic zone show that there is a Damkohler number of the hyporheic zone, associated with several different stream geomorphologies, that optimizes nitrate mass removal on stream reach scale. This optimum can be limited by the available hydraulic head gradient given by the slope of the stream and the geological constraints of the streambed. The model illustrates the complex interactions between design strategies for nutrient mitigation, hyporheic flow patterns, and stream biogeochemistry and highlights the importance to diagnose a stream prior remediation, specifically to evaluate if remediation targets are transport or reaction controlled.Show less"
8,"Deng, XJ",Aug 2018 ,Impacts of human activities on the structural and functional connectivity of a river network in the Taihu Plain,LAND DEGRADATION & DEVELOPMENT,"Human activities are expected to change the hydrological connectivity of river networks. Understanding the impacts of human activities on hydrological connectivity is crucial for river-basin management. The present study investigated the impacts of river network change and water gate construction on the structural and functional connectivity in the Taihu Plain. We found that the network circuitry, edge-node ratio, and network connectivity of the arterial river network increased by 8.82%, 3.59%, and 3.57%, respectively, during the 1960s-2010s. In Jiangyin, the indexes decreased by 46.40%, 15.43%, and 15.42%, respectively, throughout the river network during the 1960s-1980s. The indexes of the capillary river network decreased by 61.90%, 24.89%, and 24.88%, respectively, while those of the arterial river network increased by 6.58%, 4.73%, and 2.72%, respectively. We also found that the current longitudinal continuity of the river network was 8.15. In the Sangan River of Zhangjiagang, the migratory continuity of the river network was 0.27, but it was between 0.33 and 1.00 when the current water gates were considered separately, and the decreases of their maximum values under different combinations were greater than those of their minimum values. Moreover, we found that the various water levels of the river network all exhibited increasing trends, and their correlations with functional connectivity were significant and positive. Our study suggests that the negative effects of river network changes on structural connectivity were far greater than the positive effects, and the impacts of water gate construction on functional connectivity had gradient and cumulative effects.Show less"
9,"Navel, S",2012 ,A modelling approach to quantify the influence of fine sediment deposition on biogeochemical processes occurring in the hyporheic zone,ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY,"Excessive sedimentation of fine particles on stream beds has been recognized as a major threat to running-water ecosystems. Deposition of fine sediments often affects hyporheic zone (HZ) functioning by (1) reducing hydrological exchanges at the water-sediment interface and by (2) increasing the organic matter (OM) content of surface sediments. These two factors usually occur concurrently to control biogeochemical processes in sediments. In the present study, experimental and modelling approaches were coupled to evaluate the contribution of these factors on the biogeochemical functioning of the HZ. We used a one-dimensional (1D) vertical model taking into account the hydrodynamic properties, the vertical distribution of the OM and the main microbial processes involved in OM processing (aerobic respiration, denitrification, nitrification and sulphate reduction). This Mobile-Immobile Model for Organic Matter (MIM-OM) model was calibrated and validated using experimental data (conservative tracer, dissolved oxygen and nitrate concentrations) obtained in filtration columns filled with a porous sedimentary matrix. Simulations showed that organic carbon content and Darcy velocity acted in concert to shape biogeochemical processes in stream sediments. The use of the MIM-OM model on data obtained in filtration columns impacted by fine sediment deposition indicated that the biodegradability of the OM (modified through the degradation parameter k(POC)) also played a key role on biogeochemical processes occurring in sediments. In conclusion, the MIM-OM model appears as an efficient simulation tool to evaluate biogeochemical functioning in river sediments under different conditions (granulometry, quality of surface water and clogging).Show less"
