,First author,Year,Title,Journal,Abstract,wos_link,fulltext_link
0,"Dole-Olivier, MJ",2011 ,The hyporheic refuge hypothesis reconsidered: a review of hydrological aspects,MARINE AND FRESHWATER RESEARCH,"The hyporheic zone (HZ) is thought to serve multiple functions for lotic invertebrates, but its role in the persistence of benthic assemblages after disturbances ('hyporheic refuge hypothesis', HRH) has never been clearly demonstrated since its initial proposal in 1953. Water exchanges through the HZ appear to be crucial in determining most hyporheic processes and subsequently, in controlling directly or indirectly the distribution of hyporheic assemblages. At present, it seems that the distribution of hyporheic refugia would also be controlled by hyporheic flowpaths, explaining the non-uniform response to the HRH documented in the literature. In light of recent developments in hyporheic hydrology, it is timely to propose research directions for understanding the distribution and patchiness of hyporheic refugia. This review proposes a framework of hypotheses, based on the recognition of hyporheic flowpaths across several scales and predicting the highest refugial capacity in large-scale upwelling zones. Outcomes from this framework include the development of physical indicators measuring the ability of the HZ to protect invertebrates, the identification of river areas demonstrating the highest refuge capacity (hyporheic hotspots) and the promotion in restoration projects of suitable hydrologic exchanges for enhancing the development of hyporheic hotspots.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000296440400003,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DThe%2Bhyporheic%2Brefuge%2Bhypothesis%2Breconsidered%253A%2Ba%2Breview%2Bof%2Bhydrological%2Baspects%26rft.aufirst%3DMarie-Jose%26rft.auinit%3DMJ%26rft.aulast%3DDole-Olivier%26rft.date%3D2011%26rft_id%3Dinfo%3Adoi%2F10.1071%252FMF11084%26rft.eissn%3D1448-6059%26rft.epage%3D1302%26rft.genre%3Darticle%26rft.issn%3D1323-1650%26rft.issue%3D11%26rft.jtitle%3DMARINE%2BAND%2BFRESHWATER%2BRESEARCH%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D1281-1302%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D1281%26rft.stitle%3DMAR%2BFRESHWATER%2BRES%26rft.volume%3D62&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C93Y6tWKOlGvmyJSM9iFpX&SrcJTitle=MARINE+AND+FRESHWATER+RESEARCH&SrcPubType=MD_FORMAT
1,"Tonina, D",Oct 2016 ,Does streambed heterogeneity matter for hyporheic residence time distribution in sand-bedded streams?,ADVANCES IN WATER RESOURCES,"Stream water residence times within streambed sediments are key values to quantify hyporheic processes including sediment thermal regime, solute transient storage, dilution rates and biogeochemical transformations, such as those controlling degassing nitrous oxide. Heterogeneity of the streambed sediment hydraulic properties has been shown to be potentially an important factor to characterize hyporheic processes. Here, we quantify the importance of streambed heterogeneity on residence times of dune-like bedform induced hyporheic fluxes at the bedform and reach scales. We show that heterogeneity has a net effect of compression of the hyporheic zone (HZ) toward the streambed, changing HZ volume from the homogenous case and thus inducing remarkable differences in the flow field with respect to the homogeneous case. We unravel the physical conditions for which the commonly used homogenous field assumption is applicable for quantifying hyporheic processes thus explaining why predictive measures based on a characteristic residence time, like the Damkohler number, are robust in heterogeneous sand bedded streams. (C) 2016 The Authors. Published by Elsevier Ltd.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000384958100012,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DDoes%2Bstreambed%2Bheterogeneity%2Bmatter%2Bfor%2Bhyporheic%2Bresidence%2Btime%2Bdistribution%2Bin%2Bsand-bedded%2Bstreams%253F%26rft.aufirst%3DDaniele%26rft.auinit%3DD%26rft.aulast%3DTonina%26rft.date%3D2016%26rft_id%3Dinfo%3Adoi%2F10.1016%252Fj.advwatres.2016.07.009%26rft.eissn%3D1872-9657%26rft.epage%3D126%26rft.genre%3Darticle%26rft.issn%3D0309-1708%26rft.jtitle%3DADVANCES%2BIN%2BWATER%2BRESOURCES%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D120-126%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D120%26rft.stitle%3DADV%2BWATER%2BRESOUR%26rft.volume%3D96%26rft.au%3DTonina%252C%2BD%26rft.au%3Dde%2BBarros%252C%2BFPJ%26rft.au%3DBellin%252C%2BA&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C93Y6tWKOlGvmyJSM9iFpX&SrcJTitle=ADVANCES+IN+WATER+RESOURCES&SrcPubType=MD_FORMAT
2,"Naegeli, MW",Dec 1997 ,Contribution of the hyporheic zone to ecosystem metabolism in a prealpine gravel-bed river,JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,"The hyporheic zone is assumed to be an important site for decomposition and nutrient turnover in many river ecosystems. We determined ecosystem respiration hyporheic community respiration, and respiration of the epilithic community at the sediment surface in the Necker, a gravel-bed river, during August 1994. Ecosystem respiration, assessed using single-station diel oxygen curves, varied between 4.6 and 7.0 g O-2 m(-2) d(-1). To estimate the respiration of the epilithic community, stones were collected from the surface layer and enclosed in flow-through respiration chambers. The respiration of the epilithic community (mainly algae) ranged from 1.0 to 1.5 g O-2 m(-2) d(-1), contributing 4-19% of the river ecosystem respiration. Two different methods were used for measuring hyporheic community respiration First, chambers were incubated at 30 cm sediment depth for direct assessment of respiration rates. Respiration rates of the hyporheic sediment were measured using a closed chamber system and extrapolated for comparison over 0.5 m and 1 m sediment depth. Second, the difference between whole-ecosystem respiration and respiration of the epilithic community was used for calculating the hyporheic contribution. Hyporheic respiration rates ranged from 3.9 to 5.9 g O-2 m(-2) d(-1), contributing 76-96% of ecosystem respiration.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000071795200006,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DContribution%2Bof%2Bthe%2Bhyporheic%2Bzone%2Bto%2Becosystem%2Bmetabolism%2Bin%2Ba%2Bprealpine%2Bgravel-bed%2Briver%26rft.aufirst%3DMW%26rft.auinit%3DMW%26rft.aulast%3DNaegeli%26rft.date%3D1997%26rft_id%3Dinfo%3Adoi%2F10.2307%252F1468172%26rft.epage%3D804%26rft.genre%3Darticle%26rft.issn%3D0887-3593%26rft.issue%3D4%26rft.jtitle%3DJOURNAL%2BOF%2BTHE%2BNORTH%2BAMERICAN%2BBENTHOLOGICAL%2BSOCIETY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D794-804%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D794%26rft.stitle%3DJ%2BN%2BAM%2BBENTHOL%2BSOC%26rft.volume%3D16%26rft.au%3DNaegeli%252C%2BMW%26rft.au%3DUehlinger%252C%2BU&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C93Y6tWKOlGvmyJSM9iFpX&SrcJTitle=JOURNAL+OF+THE+NORTH+AMERICAN+BENTHOLOGICAL+SOCIETY&SrcPubType=MD_FORMAT
3,"Lee, A",Mar 2021 ,Hyporheic Exchange in Sand Dunes Under a Freely Deforming River Water Surface,WATER RESOURCES RESEARCH,"Bedform-driven hyporheic exchange is conditioned by the head gradients at the sediment water interface. Local exchange phenomena between the surface and the subsurface are often driven by the dynamic forces related to the velocity distributions around sediment waves. In open channels, the static forces are represented by the water depth, yet most computational fluid dynamics models use a rigid-lid approximation. We investigated whether and when the deformation of the river's free-surface influences bedform-driven hyporheic exchange. This was done through simulations of coupled open channel and hyporheic flows with the air-water interface modeled either as a free-surface or a rigid-lid across increasing subcritical Froude numbers from similar to 0.05 to similar to 0.95. The normalized hyporheic flux was higher when considering free-surface deformation across most of the range of Froude numbers considered. When the Froude number was larger than 0.6 and smaller than 0.85, both hydrostatic and nonhydrostatic-driven fluxes increased significantly compared to the rigid-lid approach and the total flux was about five times that predicted with the rigid-lid. These results indicate that bedform-driven hyporheic fluxes are underestimated in most studies that use a rigid-lid assumption in subcritical flows.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000635680800027,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2Be2020WR028817%26rft.atitle%3DHyporheic%2BExchange%2Bin%2BSand%2BDunes%2BUnder%2Ba%2BFreely%2BDeforming%2BRiver%2BWater%2BSurface%26rft.aufirst%3DAnzy%26rft.auinit%3DA%26rft.aulast%3DLee%26rft.date%3D2021%26rft_id%3Dinfo%3Adoi%2F10.1029%252F2020WR028817%26rft.eissn%3D1944-7973%26rft.genre%3Darticle%26rft.issn%3D0043-1397%26rft.issue%3D3%26rft.jtitle%3DWATER%2BRESOURCES%2BRESEARCH%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DWATER%2BRESOUR%2BRES%26rft.volume%3D57%26rft.au%3DLee%252C%2BA%26rft.au%3DAubeneau%252C%2BA%26rft.au%3DCardenas%252C%2BMB&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C93Y6tWKOlGvmyJSM9iFpX&SrcJTitle=WATER+RESOURCES+RESEARCH&SrcPubType=MD_FORMAT
4,"Packman, AI",Apr 18 2003 ,"Interplay of stream-subsurface exchange, clay particle deposition, and streambed evolution",WATER RESOURCES RESEARCH,"[1] Hyporheic exchange ( mixing of stream water with pore water beneath the stream) is responsible for the transport of many ecologically relevant substances across the stream-subsurface interface. This process is dependent on both the streamflow conditions and sedimentary properties, but the complex nature of fluvial systems has presented a barrier to the development of mechanistic understanding of the dynamics of stream-subsurface interactions. This work presents the results of a controlled study to examine in detail the relationship between stream-subsurface exchange fluxes, delivery of suspended sediments to the hyporheic region, fine particle accumulation in the streambed, and alteration of sedimentary properties. Laboratory flume experiments were used to observe kaolinite clay deposition in a sand bed and the resulting alteration of hyporheic exchange fluxes. Solute and suspended sediment exchange with clean sand beds is predicted well by a fundamental model for bed form-driven advective pumping exchange. However, substantial accumulation of clay in the bed causes an alteration of the pore water flow environment, which reduces both water flux across the stream-subsurface interface and subsequent particle deposition. Measurement of bulk solute exchange and direct observation of clay accumulation in the bed both indicate that transported fine particles are preferentially removed near the stream-subsurface interface. Clogging of inflow regions produces heterogeneous subsurface clay deposits even when the bed is initially homogeneous. This behavior is also predicted by the fundamental colloid pumping model. These results contradict the accepted view that suspended sediments will generally deposit in the deepest regions of the bed and thus clog the bed from the bottom upward. Our results indicate that clogging of the streambed surface will often isolate deeper regions of the bed from the streamflow, so that even relatively low amounts of suspended sediments can substantially degrade streambed habitat.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000182596500002,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2B1097%26rft.atitle%3DInterplay%2Bof%2Bstream-subsurface%2Bexchange%252C%2Bclay%2Bparticle%2Bdeposition%252C%2Band%2Bstreambed%2Bevolution%26rft.aufirst%3DAI%26rft.auinit%3DAI%26rft.aulast%3DPackman%26rft.date%3D2003%26rft_id%3Dinfo%3Adoi%2F10.1029%252F2002WR001432%26rft.genre%3Darticle%26rft.issn%3D0043-1397%26rft.issue%3D4%26rft.jtitle%3DWATER%2BRESOURCES%2BRESEARCH%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DWATER%2BRESOUR%2BRES%26rft.volume%3D39%26rft.au%3DPackman%252C%2BAI%26rft.au%3DMacKay%252C%2BJS&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C93Y6tWKOlGvmyJSM9iFpX&SrcJTitle=WATER+RESOURCES+RESEARCH&SrcPubType=MD_FORMAT
5,"Datry, T",Aug 2007 ,Responses of hyporheic invertebrate assemblages to large-scale variation in flow permanence and surface-subsurface exchange,FRESHWATER BIOLOGY,"1. Flow permanence (the proportion of time that flowing water is present) strongly influences benthic invertebrate assemblages in ephemeral and intermittent river reaches. Effects of varying flow permanence on hyporheic invertebrate assemblages are not well understood, and have not previously been studied at large spatial scales.2. We used a 52-km long flow-permanence gradient in the alluvial Selwyn River, New Zealand to assess hyporheic assemblage responses to variation in flow permanence and surface-subsurface exchange. The Selwyn mainstem consists of perennial and temporary reaches embedded in longer downwelling (losing) and upwelling (gaining) sections.3. We predicted that hyporheic invertebrate diversity, density and assemblage stability would increase with increasing flow permanence. We further predicted that assemblage structure would be influenced by the relative contribution of downwelling and upwelling water at the reach-scale.4. Hyporheic invertebrates were collected at 15 river cross-sections over a 13-month period. As predicted, hyporheic taxon richness, density and assemblage stability varied directly with flow permanence. The distribution of taxa along the flow permanence gradient appeared to be related to desiccation resistance. However, it is possible that proximity to colonist sources also contributed to distribution patterns.5. Taxon richness was significantly higher at sites in the gaining section compared with the losing section. Sites with high flow permanence in the gaining and losing sections supported distinct hyporheic assemblages, characterised by amphipods and isopods in the gaining section, and ostracods, Hydra sp. and the mayfly Deleatidium spp. in the losing section.6. Results of the study suggest an expansion of the scope of the Hyporheic Corridor Concept to include large hyporheic flowpaths associated with unbounded alluvial plains rivers. Hyporheic assemblages in alluvial rivers are strongly influenced by large-scale flow permanence gradients, large-scale surface water-groundwater exchange, and their interactions.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000247905900004,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DResponses%2Bof%2Bhyporheic%2Binvertebrate%2Bassemblages%2Bto%2Blarge-scale%2Bvariation%2Bin%2Bflow%2Bpermanence%2Band%2Bsurface-subsurface%2Bexchange%26rft.aufirst%3DThibault%26rft.auinit%3DT%26rft.aulast%3DDatry%26rft.date%3D2007%26rft_id%3Dinfo%3Adoi%2F10.1111%252Fj.1365-2427.2007.01775.x%26rft.eissn%3D1365-2427%26rft.epage%3D1462%26rft.genre%3Darticle%26rft.issn%3D0046-5070%26rft.issue%3D8%26rft.jtitle%3DFRESHWATER%2BBIOLOGY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D1452-1462%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D1452%26rft.stitle%3DFRESHWATER%2BBIOL%26rft.volume%3D52%26rft.au%3DDatry%252C%2BT%26rft.au%3DLarned%252C%2BST%26rft.au%3DScarsbrook%252C%2BMR&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C93Y6tWKOlGvmyJSM9iFpX&SrcJTitle=FRESHWATER+BIOLOGY&SrcPubType=MD_FORMAT
6,"Vervier, P",Jun 15 2009 ,"Influence of the hyporheic zone on the phosphorus dynamics of a large gravel-bed river, Garonne River, France",HYDROLOGICAL PROCESSES,"Phosphorus (P) concentrations in sediments and in surface and interstitial water from three gravel bars in a large river (Garonne River, southern France) were measured daily, downstream of a wastewater treatment plant for a city of 740000 inhabitants (Toulouse). Measurements were made of vertical hydraulic gradient (VHG), total dissolved phosphor-us (TDP), soluble reactive phosphorus (SRP) and total phosphorus (TP) in water and of three extractable forms of phosphorus (water extractable, NaOH extractable and H2SO4 extractable) in hyporheic sediments from the gravel bars. Dissolved phosphorus was the major contributor to TP (74-79%) in both interstitial and surface waters on all sampling dates, and in most cases surface water P concentrations were significantly higher than interstitial concentrations. Hyporheic sediment TP concentrations ranged between 269 and 465 mu g g(-1) and were highest in fine sediment fractions. Acid-extractable P, a non-bioavailable form, represented at least 95% of sediment TP. A positive relationship was observed between VHG and TP in two of the gravel bars, with wells that were strongly downwelling having lower TP concentrations. These results suggest that in downwelling zones, hyporheic sediments can trap surface-derived dissolved P, and that much of this P becomes stored in refractory particulate forms. Bioavailable P is mainly present in dissolved form and only occupies a small fraction of total P, with particulate P comprising the majority of total P. Copyright (c) 2009 John Wiley & Sons, Ltd.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000266958900011,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DInfluence%2Bof%2Bthe%2Bhyporheic%2Bzone%2Bon%2Bthe%2Bphosphorus%2Bdynamics%2Bof%2Ba%2Blarge%2Bgravel-bed%2Briver%252C%2BGaronne%2BRiver%252C%2BFrance%26rft.aufirst%3DPhilippe%26rft.auinit%3DP%26rft.aulast%3DVervier%26rft.date%3D2009%26rft_id%3Dinfo%3Adoi%2F10.1002%252Fhyp.7319%26rft.eissn%3D1099-1085%26rft.epage%3D1812%26rft.genre%3Darticle%26rft.issn%3D0885-6087%26rft.issue%3D12%26rft.jtitle%3DHYDROLOGICAL%2BPROCESSES%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D1801-1812%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D1801%26rft.stitle%3DHYDROL%2BPROCESS%26rft.volume%3D23%26rft.au%3DVervier%252C%2BP%26rft.au%3DBonvallet-Garay%252C%2BS%26rft.au%3DSanchez-Perez%252C%2BJM&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C93Y6tWKOlGvmyJSM9iFpX&SrcJTitle=HYDROLOGICAL+PROCESSES&SrcPubType=MD_FORMAT
7,"Takahashi, G",May 15 2008 ,Hyporheic flow as a potential geomorphic agent in the evolution of channel morphology in a gravel-bed river,CATENA,"Morphologic and hydrologic properties of head-cut gullies formed in meandering bends of a gravel-bed river in northern Japan were examined to investigate their topographic development. head-cut gullies had incised to 2 in below the floodplain surface and had perennial seepage outflows. Because no surface runoff was observed across the meandering necks, we hypothesized that hyporheic flow erosion cutting into the down-river edge of the meandering necks is one factor for the development of head-cut gullies. Several topographic features caused by sapping and piping erosion were observed within the head-cut gullies. A tracer experiment and examination of the water table, water chemistry, and water table responses in wells on the floodplain and within the head-cut gully revealed that significant preferential hyporheic flow occurred between coarse cobble and fine sediment layers of the floodplain materials. During a storm event, water tables around the head-cut gully quickly responded to changes in the water table of the stream channel; this result also suggests that hyporheic flow occurred across the meandering bends. Hyporheic flow around the head-cut gullies had higher hydraulic conductivities and preferential flow paths that may relate to buried beds of paleochannels. An erosion model suggests that it is unlikely that hyporheic flow alone had enough energy to account for all the soil erosion. Thus, a combination of hyporheic flow (sapping erosion) and channel erosion (bank erosion) appeared to contribute to the formation of the head-cut gullies. Hyporheic flow is an important component in the geomorphic evolution of channels and the floodplain in a gravel-bed river. (C) 2007 Elsevier B.V. All rights reserved.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000256138700002,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DHyporheic%2Bflow%2Bas%2Ba%2Bpotential%2Bgeomorphic%2Bagent%2Bin%2Bthe%2Bevolution%2Bof%2Bchannel%2Bmorphology%2Bin%2Ba%2Bgravel-bed%2Briver%26rft.aufirst%3DGoichiro%26rft.auinit%3DG%26rft.aulast%3DTakahashi%26rft.date%3D2008%26rft_id%3Dinfo%3Adoi%2F10.1016%252Fj.catena.2007.10.004%26rft.eissn%3D1872-6887%26rft.epage%3D248%26rft.genre%3Darticle%26rft.issn%3D0341-8162%26rft.issue%3D3%26rft.jtitle%3DCATENA%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D239-248%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D239%26rft.stitle%3DCATENA%26rft.volume%3D73%26rft.au%3DTakahashi%252C%2BG%26rft.au%3DGomi%252C%2BT%26rft.au%3DSasa%252C%2BK&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C93Y6tWKOlGvmyJSM9iFpX&SrcJTitle=CATENA&SrcPubType=MD_FORMAT
8,"Clinton, SM",Aug 2010 ,Exoenzyme activities as indicators of dissolved organic matter composition in the hyporheic zone of a floodplain river,FRESHWATER BIOLOGY,"P>1. We measured the hyporheic microbial exoenzyme activities in a floodplain river to determine whether dissolved organic matter (DOM) bioavailability varied with overlying riparian vegetation patch structure or position along flowpaths.2. Particulate organic matter (POM), dissolved organic carbon (DOC), dissolved oxygen (DO), electrical conductivity and temperature were sampled from wells in a riparian terrace on the Queets River, Washington, U.S.A. on 25 March, 15 May, 20 July and 09 October 1999. Dissolved nitrate, ammonium and soluble reactive phosphorus were also collected on 20 July and 09 October 1999. Wells were characterised by their associated overlying vegetation: bare cobble/young alder, mid-aged alder (8-20 years) and old alder/old-growth conifer (25 to > 100 years). POM was analysed for the ash-free dry mass and the activities of eight exoenzymes (alpha-glucosidase, beta-glucosidase, beta -N-acetylglucosaminidase, xylosidase, phosphatase, leucine aminopeptidase, esterase and endopeptidase) using fluorogenic substrates.3. Exoenzyme activities in the Queets River hyporheic zone indicated the presence of an active microbial community metabolising a diverse array of organic molecules. Individual exoenzyme activity (mean +/- standard error) ranged from 0.507 +/- 0.1547 to 22.8 +/- 5.69 mu mol MUF (g AFDM)-1 h-1, was highly variable among wells and varied seasonally, with the lowest rates occurring in March. Exoenzyme activities were weakly correlated with DO, DOC and inorganic nutrient concentrations.4. Ratios of leucine aminopeptidase : beta-glucosidase were low in March, May and October and high in July, potentially indicating a switch from polysaccharides to proteins as the dominant component of microbial metabolism.5. Principal components analysis indicated that there were patch effects and that these effects were strongest in the summer.6. DOM degradation patterns did not change systematically along hyporheic flowpaths but varied with overlying forest patch type in the Queets River hyporheic zone, suggesting that additional carbon inputs exist. We hypothesise that the most likely input is the downward movement of DOM from overlying riparian soils. Understanding this movement of DOM from soils to subsurface water is essential for understanding both the hyporheic metabolism and the carbon budget of streams and rivers.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000279734300002,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DExoenzyme%2Bactivities%2Bas%2Bindicators%2Bof%2Bdissolved%2Borganic%2Bmatter%2Bcomposition%2Bin%2Bthe%2Bhyporheic%2Bzone%2Bof%2Ba%2Bfloodplain%2Briver%26rft.aufirst%3DSandra%2BM.%26rft.auinit%3DSM%26rft.aulast%3DClinton%26rft.date%3D2010%26rft_id%3Dinfo%3Adoi%2F10.1111%252Fj.1365-2427.2009.02383.x%26rft.epage%3D1615%26rft.genre%3Darticle%26rft.issn%3D0046-5070%26rft.issue%3D8%26rft.jtitle%3DFRESHWATER%2BBIOLOGY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D1603-1615%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D1603%26rft.stitle%3DFRESHWATER%2BBIOL%26rft.volume%3D55%26rft.au%3DClinton%252C%2BSM%26rft.au%3DEdwards%252C%2BRT%26rft.au%3DFindlay%252C%2BSEG&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C93Y6tWKOlGvmyJSM9iFpX&SrcJTitle=FRESHWATER+BIOLOGY&SrcPubType=MD_FORMAT
9,"VALETT, HM",Mar 1994 ,VERTICAL HYDROLOGIC EXCHANGE AND ECOLOGICAL STABILITY OF A DESERT STREAM ECOSYSTEM,ECOLOGY,The influence of hydrologic linkage between hyporheic and surface subsystems was investigated in sand-bottomed reaches of a desert stream. Direction of hydrologic exchange was measured as vertical hydraulic gradient (VHG) using mini-piezometers. Maps of VHG indicated upwelling (discharge from the interstitial regions into surface water) at the bases of riffles and heads of runs; downwelling (infiltration of surface water into the hyporheic zone) occurred at the bases of runs. Dissolved NO3-N in surface water was higher over or immediately downstream from upwelling zones. Loss of continued supply from the hyporheic zone and intense assimilatory demand by surface autotrophs generated longitudinal declines in NO3-N and lower nutrient concentrations in downwelling zones. Algal standing crop (as chlorophyll a) was significantly higher in upwelling zones than in areas without positive VHG. Postflood trajectories of chlorophyll a indicated that algae at upwelling zones recovered from disturbance significantly faster than those at downwelling zones. Recovery rate was related to supply of NO3-N from enriched interstitial water in the hyporheic zone. Hydrologic linkage integrates surface and hyporheic subsystems and increases ecosystem stability by enhancing resilience of primary producers following flash flood disturbance.Show less,https://www.webofscience.com/wos/woscc/full-record/WOS:A1994MZ45400025,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DVERTICAL%2BHYDROLOGIC%2BEXCHANGE%2BAND%2BECOLOGICAL%2BSTABILITY%2BOF%2BA%2BDESERT%2BSTREAM%2BECOSYSTEM%26rft.aufirst%3DHM%26rft.auinit%3DHM%26rft.aulast%3DVALETT%26rft.date%3D1994%26rft_id%3Dinfo%3Adoi%2F10.2307%252F1939557%26rft.epage%3D560%26rft.genre%3Darticle%26rft.issn%3D0012-9658%26rft.issue%3D2%26rft.jtitle%3DECOLOGY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D548-560%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D548%26rft.stitle%3DECOLOGY%26rft.volume%3D75%26rft.au%3DVALETT%252C%2BHM%26rft.au%3DFISHER%252C%2BSG%26rft.au%3DCAMILL%252C%2BP&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C93Y6tWKOlGvmyJSM9iFpX&SrcJTitle=ECOLOGY&SrcPubType=MD_FORMAT
