,First author,Year,Title,Journal,Abstract,wos_link,fulltext_link
0,"Endreny, T",Feb 12 2011 ,Hyporheic flow path response to hydraulic jumps at river steps: Flume and hydrodynamic models,WATER RESOURCES RESEARCH,"The conceptual model of hyporheic exchange below river steps may oversimplify exchange flow paths if it depicts a uniform pattern of downstream-directed upwelling. This research used nonmobile, porous bed flume experiments and hydrodynamic simulation (CFD) to characterize hyporheic flow paths below a river step with a hydraulic jump. Bed slope was 1%, step height was 4 cm, downstream flow depth was 4 cm, substrate was 1 cm median diameter gravel, and hydraulic jump length was 25 cm in the flume and CFD experiments. With the hydraulic jump, flow paths changed to include downwelling beneath the water plunging into the pool and upstream-directed upwelling at the base of the step and beneath the length of jump. Failure to represent the influence of static and dynamic pressures associated with hydraulic jumps leads to erroneous prediction of subsurface flow paths in 75% of the streambed beneath the jump. A refined conceptual model for hyporheic flow paths below a step with a hydraulic jump includes reversed hyporheic circulation cells, in which downwelling water moves upstream and then upwells, and flow reversals, in which the larger flow net of downstream-directed upwelling encounters a nested flow path of upstream-directed upwelling. Heterogeneity in hyporheic flow paths at hydraulic jumps has the potential to explain field-observed mosaics in streambed redox patterns and expand structure-function relationships used in river management and restoration.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000287327200001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2BW02517%26rft.atitle%3DHyporheic%2Bflow%2Bpath%2Bresponse%2Bto%2Bhydraulic%2Bjumps%2Bat%2Briver%2Bsteps%253A%2BFlume%2Band%2Bhydrodynamic%2Bmodels%26rft.aufirst%3DT.%26rft.auinit%3DT%26rft.aulast%3DEndreny%26rft.date%3D2011%26rft_id%3Dinfo%3Adoi%2F10.1029%252F2009WR008631%26rft.eissn%3D1944-7973%26rft.genre%3Darticle%26rft.issn%3D0043-1397%26rft.jtitle%3DWATER%2BRESOURCES%2BRESEARCH%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DWATER%2BRESOUR%2BRES%26rft.volume%3D47%26rft.au%3DEndreny%252C%2BT%26rft.au%3DLautz%252C%2BL%26rft.au%3DSiegel%252C%2BDI&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0F39sMtAAwrQmqjxXhpPAZ9&SrcJTitle=WATER+RESOURCES+RESEARCH&SrcPubType=MD_FORMAT
1,"Crenshaw, CL",Apr 2010 ,Dissolved inorganic nitrogen dynamics in the hyporheic zone of reference and human-altered southwestern U. S. streams,FUNDAMENTAL AND APPLIED LIMNOLOGY,"Canalization and incision are common morphological alterations associated with human land use that reduce hydrological/hydrodynamic linkages between surface and ground waters in stream ecosystems. To explore the impacts of these anthropogenic changes on nutrient spiraling in streams, we measured the linkage between hyporheic and surface zones of reference and human-altered streams using N-15-nitrate ((NO3-)-N-15) and bromide (Br-) tracer injection experiments. Experiments were conducted in 7 streams (3 reference, 3 agricultural and 1 urban) in Arizona and New Mexico, USA, over a 3 yr period during the Lotic Intersite Nitrogen eXperiment (LINX II). Groundwater wells (6-9 in each stream) were inserted to 30 cm depth and multilevel samplers (MLS) were installed downstream from injection sites to measure inorganic nitrogen (N) and Br- concentrations in hyporheic water. There was measurable surface water-ground water (SW-GW) connectivity, as indicated by Br- concentrations in shallow alluvial ground water (0-30 cm depth) at all sites. SW-GW connectivity was higher in reference than in human-altered streams. Concentrations of NO3- and NH4+ in MLS cells (0-10, 10-20, and 20-30 cm below streambed) were inversely correlated, and N-15-enrichment of both N species was measurable in groundwater wells. Hyporheic zones with lower surface-water infiltration had higher quantities of (NH4+)-N-15 than of (NO3-)-N-15. Whole stream uptake (k(tot); calculated during the LINX II experiments) was correlated with delta(NH4+)-N-15 in wells; i.e., high delta(NH4+)-N-15 in wells was associated with high stream uptake, and both whole stream NO3- uptake and delta(NH4+)-N-15 were highest in the human-altered streams. The presence of enriched (NH4+)-N-15 in many of the wells within 24 h of injection suggested that dissimilatory nitrate reduction to ammonium (DNRA) was occurring in the hyporheic zone.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000281759300009,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DDissolved%2Binorganic%2Bnitrogen%2Bdynamics%2Bin%2Bthe%2Bhyporheic%2Bzone%2Bof%2Breference%2Band%2Bhuman-altered%2Bsouthwestern%2BU.%2BS.%2Bstreams%26rft.aufirst%3DC.%2BL.%26rft.auinit%3DCL%26rft.aulast%3DCrenshaw%26rft.date%3D2010%26rft_id%3Dinfo%3Adoi%2F10.1127%252F1863-9135%252F2010%252F0176-0391%26rft.epage%3D405%26rft.genre%3Darticle%26rft.issn%3D1863-9135%26rft.issue%3D4%26rft.jtitle%3DFUNDAMENTAL%2BAND%2BAPPLIED%2BLIMNOLOGY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D391-405%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D391%26rft.stitle%3DFUND%2BAPPL%2BLIMNOL%26rft.volume%3D176%26rft.au%3DCrenshaw%252C%2BCL%26rft.au%3DGrimm%252C%2BNB%26rft.au%3DPershall%252C%2BAD&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0F39sMtAAwrQmqjxXhpPAZ9&SrcJTitle=FUNDAMENTAL+AND+APPLIED+LIMNOLOGY&SrcPubType=MD_FORMAT
2,"Ferencz, SB",Nov 2021 ,Aerobic respiration in riparian exchange zones of regulated river corridors,HYDROLOGICAL PROCESSES,"River stage fluctuations drive surface water-groundwater exchanges within river corridors. This study evaluates how repeated daily stage fluctuations, representative of hydropeaking conditions, influence aerobic respiration of river-sourced dissolved organic carbon (DOC) in the riparian exchange zone using reactive flow and transport simulations. Over 50 hypothetical scenarios were modelled to evaluate how the duration of the daily flood signal, river DOC concentration, aquifer hydraulic conductivity and ambient groundwater flow condition affect the fate and transport of DOC and DO in the riparian aquifer. Time series subsurface snapshots highlight how the various factors influence the subsurface distribution of DOC and DO. The total mass of DOC respired per meter of river had a wide range depending on the parameters, spanning from 1.4 to 71 g over 24-h, with high hydraulic conductivity and losing ambient groundwater flow conditions favouring the largest amount of DOC respired. The ratio of DOC mass entering the riparian zone with the mass returning to the river showed that as little as 5% to as much as 76% of the DOC that enters the bank during stage fluctuations returns to the river. This return ratio is dependent on river DOC concentration, hydraulic conductivity and ambient groundwater flow. The results illustrate that stage variations due to river regulation can be a significant control on aerobic respiration in riparian exchange zones.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000723020900012,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2Be14386%26rft.atitle%3DAerobic%2Brespiration%2Bin%2Briparian%2Bexchange%2Bzones%2Bof%2Bregulated%2Briver%2Bcorridors%26rft.aufirst%3DStephen%2BB.%26rft.auinit%3DSB%26rft.aulast%3DFerencz%26rft.date%3D2021%26rft_id%3Dinfo%3Adoi%2F10.1002%252Fhyp.14386%26rft.eissn%3D1099-1085%26rft.genre%3Darticle%26rft.issn%3D0885-6087%26rft.issue%3D11%26rft.jtitle%3DHYDROLOGICAL%2BPROCESSES%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DHYDROL%2BPROCESS%26rft.volume%3D35%26rft.au%3DFerencz%252C%2BSB%26rft.au%3DCardenas%252C%2BMB%26rft.au%3DNeilson%252C%2BBT&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0F39sMtAAwrQmqjxXhpPAZ9&SrcJTitle=HYDROLOGICAL+PROCESSES&SrcPubType=MD_FORMAT
3,"Rouch, R",1997 ,The hyporheic zone: Hydrogeological and geochemical study of a stream in the Pyrenees Mountains,INTERNATIONALE REVUE DER GESAMTEN HYDROBIOLOGIE,"The hydrogeological and geochemical characteristics of the hyporheic zone were studied for a year on a 30 m(2) site within a stream in the Pyrenees Mountains. This included the drawing of potentiometric maps, measuring hydraulic conductivity and porosity, and the monthly analysis of major chemical elements in water samples.Use of the combined data led to the clarification of certain aspects of the characteristics, functioning and development of the hyporheic zone.Even though the area studied lies in a zone of groundwater recharge, the direct vertical exchange between surface-and groundwater does not seem to be determinant in the potentiometric and chemical development of the area. However, the state of reserves, which can be reduced or reconstituted, seems to play an essential role in flow dynamics, and thus of the chemistry of this area. Flow dynamics in the hyporheic zone apparently are of the longitudinal-transversal type, related to the local stream morphology.The results show how difficult it is to define the hyporheic zone in a structural sense, even though the zone represents an entity that is clearly characterized by specific and identifiable dynamics.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:A1997YC64000006,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DThe%2Bhyporheic%2Bzone%253A%2BHydrogeological%2Band%2Bgeochemical%2Bstudy%2Bof%2Ba%2Bstream%2Bin%2Bthe%2BPyrenees%2BMountains%26rft.aufirst%3DR%26rft.auinit%3DR%26rft.aulast%3DRouch%26rft.date%3D1997%26rft_id%3Dinfo%3Adoi%2F10.1002%252Firoh.19970820310%26rft.epage%3D378%26rft.genre%3Darticle%26rft.issn%3D0020-9309%26rft.issue%3D3%26rft.jtitle%3DINTERNATIONALE%2BREVUE%2BDER%2BGESAMTEN%2BHYDROBIOLOGIE%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D357-378%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D357%26rft.stitle%3DINT%2BREV%2BGES%2BHYDROBIO%26rft.volume%3D82%26rft.au%3DRouch%252C%2BR%26rft.au%3DMangin%252C%2BA%26rft.au%3DDHulst%252C%2BD&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0F39sMtAAwrQmqjxXhpPAZ9&SrcJTitle=INTERNATIONALE+REVUE+DER+GESAMTEN+HYDROBIOLOGIE&SrcPubType=MD_FORMAT
4,"Ciszewski, D",2019 ,Groundwater Chemistry in a Meander Bend of the Polluted Biala Przemsza River,POLISH JOURNAL OF ENVIRONMENTAL STUDIES,"Groundwater chemistry in alluvia was investigated in a meander bend of the Biala Przemsza River in its middle course at Slawkow in Upper Silesia, southern Poland. Pollution of groundwater induced by inflow of river water enabled recognition of relative differences in the amount of inflowing water. Biogeochemical zonation is a characteristic feature of the investigated groundwater. Inflow of river water is most intensive in the zone of about 1/3 of the bend width, parallel to the channel. It is characterized by macroions concentrations higher than that in the river. Outside, in the central part of the bend, concentrations of macroions significantly decrease. In this part of the bend, the largest head gradient also is observed. It increases toward the apex, and close to the river channel it equals about 40 cm. Groundwaters in the distal part of the bend are the least mineralized as a result of dilution by rain water. Investigations suggest a slow exchange of the hyporheic waters because of the prevalence of sandy-silty sediments. It favours transformation of nitrates, sulphates, and iron mobility in reducing conditions. Reducing their load in the river can be remarkable over the 30 km meandering reach of this river.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000461800200056,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DGroundwater%2BChemistry%2Bin%2Ba%2BMeander%2BBend%2Bof%2Bthe%2BPolluted%2BBiala%2BPrzemsza%2BRiver%26rft.aufirst%3DDariusz%26rft.auinit%3DD%26rft.aulast%3DCiszewski%26rft.date%3D2019%26rft_id%3Dinfo%3Adoi%2F10.15244%252Fpjoes%252F86220%26rft.eissn%3D2083-5906%26rft.epage%3D1611%26rft.genre%3Darticle%26rft.issn%3D1230-1485%26rft.issue%3D3%26rft.jtitle%3DPOLISH%2BJOURNAL%2BOF%2BENVIRONMENTAL%2BSTUDIES%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D1601-1611%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D1601%26rft.stitle%3DPOL%2BJ%2BENVIRON%2BSTUD%26rft.volume%3D28&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0F39sMtAAwrQmqjxXhpPAZ9&SrcJTitle=POLISH+JOURNAL+OF+ENVIRONMENTAL+STUDIES&SrcPubType=MD_FORMAT
5,"Zhou, T",Sep 2017 ,A New Approach to Quantify Shallow Water Hydrologic Exchanges in a Large Regulated River Reach,WATER,"Hydrologic exchange is a crucial component of the water cycle. The strength of the exchange directly affects the biogeochemical and ecological processes that occur in the hyporheic zone and aquifer from micro to reach scales. Hydrologic exchange fluxes (HEFs) can be quantified using many field measurement approaches, however, in a relatively large river (scale >10(3) m), these approaches are limited by site accessibility, the difficulty of performing representative sampling, and the complexity of geomorphologic features and subsurface properties. In rivers regulated by hydroelectric dams, quantifying HEF rates becomes more challenging because of frequent hydropeaking events, featuring hourly to daily variations in flow and river stages created by dam operations. In this study, we developed and validated a new approach based on field measurements to estimate shallow water HEF rates across the river bed along the shoreline of the Columbia River, USA. Vertical thermal profiles measured by self-recording thermistors were combined with time series of hydraulic gradients derived from river stages and inland water levels to estimate the HEF rates. The results suggest that the HEF rates had high spatial and temporal heterogeneities over the riverbed, with predicted flux rates varied from +1 x 10(-6) m s(-1) to -1.5 x 10(6) m s(-1) under different flow conditions.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000411567200076,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2B703%26rft.atitle%3DA%2BNew%2BApproach%2Bto%2BQuantify%2BShallow%2BWater%2BHydrologic%2BExchanges%2Bin%2Ba%2BLarge%2BRegulated%2BRiver%2BReach%26rft.aufirst%3DTian%26rft.auinit%3DT%26rft.aulast%3DZhou%26rft.date%3D2017%26rft_id%3Dinfo%3Adoi%2F10.3390%252Fw9090703%26rft.eissn%3D2073-4441%26rft.genre%3Darticle%26rft.issue%3D9%26rft.jtitle%3DWATER%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DWATER-SUI%26rft.volume%3D9%26rft.au%3DZhou%252C%2BT%26rft.au%3DHuang%252C%2BMY%26rft.au%3DZachara%252C%2BJ&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0F39sMtAAwrQmqjxXhpPAZ9&SrcJTitle=WATER&SrcPubType=MD_FORMAT
6,"Harrison, LR",Nov 2019 ,"Physical Controls on Salmon Redd Site Selection in Restored Reaches of a Regulated, Gravel-Bed River",WATER RESOURCES RESEARCH,"Large-scale river restoration programs have emerged recently as a tool for improving spawning habitat for native salmonids in highly altered river ecosystems. Few studies have quantified the extent to which restored habitat is utilized by salmonids, which habitat features influence redd site selection, or the persistence of restored habitat over time. We investigated fall-run Chinook salmon spawning site utilization and measured and modeled corresponding habitat characteristics in two restored reaches: a reach of channel and floodplain enhancement completed in 2013 and a reconfigured channel and floodplain constructed in 2002. Redd surveys demonstrated that both restoration projects supported a high density of salmon redds, 3 and 14 years following restoration. Salmon redds were constructed in coarse gravel substrates located in areas of high sediment mobility, as determined by measurements of gravel friction angles and a grain entrainment model. Salmon redds were located near transitions between pool-riffle bedforms in regions of high predicted hyporheic flows. Habitat quality (quantified as a function of stream hydraulics) and hyporheic flow were both strong predictors of redd occurrence, though the relative roles of these variables differed between sites. Our findings indicate that physical controls on redd site selection in restored channels were similar to those reported for natural channels elsewhere. Our results further highlight that in addition to traditional habitat criteria (e.g., water depth, velocity, and substrate size), quantifying sediment texture and mobility, as well as intragravel flow, provides a more complete understanding of the ecological benefits provided by river restoration projects.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000495817100001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DPhysical%2BControls%2Bon%2BSalmon%2BRedd%2BSite%2BSelection%2Bin%2BRestored%2BReaches%2Bof%2Ba%2BRegulated%252C%2BGravel-Bed%2BRiver%26rft.aufirst%3DLee%2BR.%26rft.auinit%3DLR%26rft.aulast%3DHarrison%26rft.date%3D2019%26rft_id%3Dinfo%3Adoi%2F10.1029%252F2018WR024428%26rft.eissn%3D1944-7973%26rft.epage%3D8966%26rft.genre%3Darticle%26rft.issn%3D0043-1397%26rft.issue%3D11%26rft.jtitle%3DWATER%2BRESOURCES%2BRESEARCH%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D8942-8966%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D8942%26rft.stitle%3DWATER%2BRESOUR%2BRES%26rft.volume%3D55%26rft.au%3DHarrison%252C%2BLR%26rft.au%3DBray%252C%2BE%26rft.au%3DDunne%252C%2BT&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0F39sMtAAwrQmqjxXhpPAZ9&SrcJTitle=WATER+RESOURCES+RESEARCH&SrcPubType=MD_FORMAT
7,"Koch, JC",May 21 2011 ,"Simulating unsteady flow, anabranching, and hyporheic dynamics in a glacial meltwater stream using a coupled surface water routing and groundwater flow model",WATER RESOURCES RESEARCH,"Flooding affects ecosystems by transporting water and solutes across aquatic-terrestrial interfaces, removing nutrient and organic substrate limitations, and spurring biogeochemical activity. Few studies have considered the influence of flooding on surface water-groundwater interactions. This research examines the temporally variable water storage and exchange in a stream in the McMurdo Dry Valleys (MDV) of Antarctica, where diel flood pulses occur due to glacial melt. Several MDV streams display truncated discharge peaks, suggesting water storage between the source glacier and the gauging station. We tested the hypothesis that stream braids and subsurface water storage contribute to the difference between glacial melt and stream outflow hydrographs by constructing a coupled surface water routing and subsurface water flow model. This model routes water into stream braids at high flows and allows this water to infiltrate and return to the stream via subsurface flow paths as flows recede. Our simulation demonstrates the importance of surface-subsurface water interactions in controlling the hydrograph shape. Maximum simulated discharge was sensitive to storage parameters including aquifer depth and the flooding threshold, while minimum discharge was sensitive to hydraulic conductivity. Subsurface storage volume varied by 38% over a diel cycle and stream-subsurface exchange rates varied from 0 to 0.19 m(3) h(-1) m(-1), with exchange from the stream to the subsurface during high flows, and vice versa at low flows. These results underscore how unsteady flow can increase hyporheic interactions and ecosystem productivity, and provide support for maintaining natural stream morphology and flow regimes.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000290910500002,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2BW05530%26rft.atitle%3DSimulating%2Bunsteady%2Bflow%252C%2Banabranching%252C%2Band%2Bhyporheic%2Bdynamics%2Bin%2Ba%2Bglacial%2Bmeltwater%2Bstream%2Busing%2Ba%2Bcoupled%2Bsurface%2Bwater%2Brouting%2Band%2Bgroundwater%2Bflow%2Bmodel%26rft.aufirst%3DJ.%2BC.%26rft.auinit%3DJC%26rft.aulast%3DKoch%26rft.date%3D2011%26rft_id%3Dinfo%3Adoi%2F10.1029%252F2010WR009508%26rft.eissn%3D1944-7973%26rft.genre%3Darticle%26rft.issn%3D0043-1397%26rft.jtitle%3DWATER%2BRESOURCES%2BRESEARCH%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DWATER%2BRESOUR%2BRES%26rft.volume%3D47%26rft.au%3DKoch%252C%2BJC%26rft.au%3DMcKnight%252C%2BDM%26rft.au%3DNeupauer%252C%2BRM&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0F39sMtAAwrQmqjxXhpPAZ9&SrcJTitle=WATER+RESOURCES+RESEARCH&SrcPubType=MD_FORMAT
8,"Shih, WR",Sep 16 2020 ,Hyporheic Exchange Under Undular Flows Over a Coarse Granular Bed,GEOPHYSICAL RESEARCH LETTERS,"Undular flows over riffles (standing waves with underlying open-channel flows) facilitate a quality environmental setting for riverine habitats. Understanding their link with hyporheic exchange flow (HEF) is important from eco-hydro-geomorphic perspectives. We conduct refractive index-matched scanning experiments to resolve the exchange between surface and subsurface flows across a coarse granular bed. We show that the HEF includes wave pumping (WP) and grain-scale pumping (GP) components. Mechanistically, the dynamic pressure gradient best explains the HEF on both wave and grain scales. However, due to the underlying open-channel flow, the result exhibits a phase lag compared to the theoretical WP, suggesting a necessary shift from the existing water surface-based model to a pressure gradient-based approach. Quantitatively, with the present experimental setting, the GP flux is 1 order of magnitude smaller than the WP flux. The relative significance of WP to GP is further increased at higher discharges, indicating potential utility of WP in habitat vitalization.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000572406100028,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2Be2020GL089114%26rft.atitle%3DHyporheic%2BExchange%2BUnder%2BUndular%2BFlows%2BOver%2Ba%2BCoarse%2BGranular%2BBed%26rft.aufirst%3DWuRong%26rft.auinit%3DWR%26rft.aulast%3DShih%26rft.date%3D2020%26rft_id%3Dinfo%3Adoi%2F10.1029%252F2020GL089114%26rft.eissn%3D1944-8007%26rft.genre%3Darticle%26rft.issn%3D0094-8276%26rft.issue%3D17%26rft.jtitle%3DGEOPHYSICAL%2BRESEARCH%2BLETTERS%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DGEOPHYS%2BRES%2BLETT%26rft.volume%3D47%26rft.au%3DShih%252C%2BWR%26rft.au%3DWu%252C%2BFC&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0F39sMtAAwrQmqjxXhpPAZ9&SrcJTitle=GEOPHYSICAL+RESEARCH+LETTERS&SrcPubType=MD_FORMAT
9,"Hoagland, B",Jun 2017 ,Hyporheic zone influences on concentration-discharge relationships in a headwater sandstone stream,WATER RESOURCES RESEARCH,"Complex subsurface flow dynamics impact the storage, routing, and transport of water and solutes to streams in headwater catchments. Many of these hydrogeologic processes are indirectly reflected in observations of stream chemistry responses to rain events, also known as concentration-discharge (CQ) relations. Identifying the relative importance of subsurface flows to stream CQ relationships is often challenging in headwater environments due to spatial and temporal variability. Therefore, this study combines a diverse set of methods, including tracer injection tests, cation exchange experiments, geochemical analyses, and numerical modeling, to map groundwater-surface water interactions along a first-order, sandstone stream (Garner Run) in the Appalachian Mountains of central Pennsylvania. The primary flow paths to the stream include preferential flow through the unsaturated zone (""interflow""), flow discharging from a spring, and groundwater discharge. Garner Run stream inherits geochemical signatures from geochemical reactions occurring along each of these flow paths. In addition to end-member mixing effects on CQ, we find that the exchange of solutes, nutrients, and water between the hyporheic zone and the main stream channel is a relevant control on the chemistry of Garner Run. CQ relationships for Garner Run were compared to prior results from a nearby headwater catchment overlying shale bedrock (Shale Hills). At the sandstone site, solutes associated with organo-mineral associations in the hyporheic zone influence CQ, while CQ trends in the shale catchment are affected by preferential flow through hillslope swales. The difference in CQ trends document how the lithology and catchment hydrology control CQ relationships.Plain Language Summary Stream chemistry serves as a fingerprint for the processes that occur in the critical zone, which extends from unweathered bedrock to the top of the tree canopy. The critical zone thus includes all resources critical to life. This paper evaluates chemical and physical processes in the critical zone, specifically in soils, streams, and groundwater. Our work suggests the important influence of groundwater-surface water interactions on mountain streams with an emphasis on the transport of water and solutes through the streambed. By comparing these transport processes on sandstone and shale, we hypothesize that the type of rock underlying a watershed can influence the relative importance of groundwater-surface water interactions on stream chemistry.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000405997000009,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DHyporheic%2Bzone%2Binfluences%2Bon%2Bconcentration-discharge%2Brelationships%2Bin%2Ba%2Bheadwater%2Bsandstone%2Bstream%26rft.aufirst%3DBeth%26rft.auinit%3DB%26rft.aulast%3DHoagland%26rft.date%3D2017%26rft_id%3Dinfo%3Adoi%2F10.1002%252F2016WR019717%26rft.eissn%3D1944-7973%26rft.epage%3D4667%26rft.genre%3Darticle%26rft.issn%3D0043-1397%26rft.issue%3D6%26rft.jtitle%3DWATER%2BRESOURCES%2BRESEARCH%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D4643-4667%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D4643%26rft.stitle%3DWATER%2BRESOUR%2BRES%26rft.volume%3D53%26rft.au%3DHoagland%252C%2BB%26rft.au%3DRusso%252C%2BTA%26rft.au%3DBrantley%252C%2BSL&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0F39sMtAAwrQmqjxXhpPAZ9&SrcJTitle=WATER+RESOURCES+RESEARCH&SrcPubType=MD_FORMAT
