,First author,Year,Title,Journal,Abstract,wos_link,fulltext_link
0,"Ren, JH",Dec 15 2004 ,Stream-subsurface exchange of zinc in the presence of silica and kaolinite colloids,ENVIRONMENTAL SCIENCE & TECHNOLOGY,"The mobility of sorbing contaminants in surface waters often depends strongly on associations with sediments, including both fine suspended particles and stationary bed sediments. Hydrodynamic flow coupling causes an exchange of dissolved and suspended substances between streams and underlying pore waters (hyporheic exchange). As a result, the fate of many pollutants is expected to be greatly influenced by the flux of colloids and contaminants across the stream-subsurface interface and the interactions of both types of substances with the bed sediments. Herein, we present experimental results on the stream-subsurface exchange of zinc in the presence of colloidal silica and kaolinite in a laboratory flume. We also apply a process-based theoretical model to predict the coupled transport of colloids and reactive solutes. Model input parameters were obtained using independent batch and column experiments. Zinc immobilization in the bed was found to be significantly greater in the presence of kaolinite than in the presence of colloidal silica. Model predictions indicated that there were two distinct reasons for the greater zinc immobilization in the presence of kaolinite: zinc sorbed more strongly to kaolinite than to silica, and kaolinite particles also deposited more readily in the streambed than did silica colloids. Model simulations were found to be highly dependent on the colloid size distribution. When the colloids had a bimodal distribution, colloidal-phase contaminant transport occurred primarily on the finer fraction, but bulk colloid deposition was dominated by removal of the coarser fraction.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000225761800023,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DStream-subsurface%2Bexchange%2Bof%2Bzinc%2Bin%2Bthe%2Bpresence%2Bof%2Bsilica%2Band%2Bkaolinite%2Bcolloids%26rft.aufirst%3DJH%26rft.auinit%3DJH%26rft.aulast%3DRen%26rft.date%3D2004%26rft_id%3Dinfo%3Adoi%2F10.1021%252Fes035090x%26rft.eissn%3D1520-5851%26rft.epage%3D6581%26rft.genre%3Darticle%26rft.issn%3D0013-936X%26rft.issue%3D24%26rft.jtitle%3DENVIRONMENTAL%2BSCIENCE%2B%2526%2BTECHNOLOGY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D6571-6581%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D6571%26rft.stitle%3DENVIRON%2BSCI%2BTECHNOL%26rft.volume%3D38%26rft.au%3DRen%252C%2BJH%26rft.au%3DPackman%252C%2BAI&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C9340pYd4oZb1ROb8FcSvP&SrcJTitle=ENVIRONMENTAL+SCIENCE+%26+TECHNOLOGY&SrcPubType=MD_FORMAT
1,"Lautz, LK",Dec 15 2007 ,The effect of transient storage on nitrate uptake lengths in streams: an inter-site comparison,HYDROLOGICAL PROCESSES,"Surface water-groundwater interaction in the hyporheic zone may enhance biogeochemical cycling in streams, and it has been hypothesized that streams exchanging more water with the hyporheic zone should have more rapid nitrate utilization. We used simultaneous conservative solute and nitrate addition tracer tests to measure transient storage (which includes hyporheic exchange and in-stream storage) and the rate of nitrate uptake along three reaches within the Red Canyon Creek watershed, Wyoming. We calibrated a one-dimensional transport model, incorporating transient storage (OTIS-P), to the conservative solute breakthrough curves and used the results to determine the degree of transient storage in each reach. The nitrate uptake length was quantified from the exponential decrease in nitrate concentration with distance during the tracer tests. Nitrate uptake along the most downstream reach of Red Canyon Creek was rapid (turnover time k(c)(-1) = 32 min), compared with nitrate uptake reported in other studies (k(c)(-1) = 12 to 551 min), but other sites within the watershed showed little nitrate retention or loss. The uptake length S-w-NO3- for the most downstream reach was 500 m and the mass transfer coefficient V-f-NO3- was 6.3 m min(-1). Results from 15 other nitrate-addition tracer tests were used to create a regression model relating transient storage and measures of stream flow to nitrate uptake length. The model, which includes specific discharge and transient storage area, explains almost half the variability in nitrate uptake length (adjusted R-2 = 0.44) and is most effective for comparing sites with very different stream characteristics. Although large differences in specific discharge and storage zone area explain inter-site differences in nitrate uptake, other unmeasured variables, such as available organic carbon and microbial community composition, are likely important for predicting differences in nitrate uptake between sites with similar specific discharge rates and storage zone areas, such as when making intra-site comparisons. Copyright (C) 2007 John Wiley & Sons, Ltd.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000252167600001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DThe%2Beffect%2Bof%2Btransient%2Bstorage%2Bon%2Bnitrate%2Buptake%2Blengths%2Bin%2Bstreams%253A%2Ban%2Binter-site%2Bcomparison%26rft.aufirst%3DLaura%2BK.%26rft.auinit%3DLK%26rft.aulast%3DLautz%26rft.date%3D2007%26rft_id%3Dinfo%3Adoi%2F10.1002%252Fhyp.6569%26rft.epage%3D3548%26rft.genre%3Darticle%26rft.issn%3D0885-6087%26rft.issue%3D26%26rft.jtitle%3DHYDROLOGICAL%2BPROCESSES%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D3533-3548%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D3533%26rft.stitle%3DHYDROL%2BPROCESS%26rft.volume%3D21%26rft.au%3DLautz%252C%2BLK%26rft.au%3DSiegel%252C%2BDI&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C9340pYd4oZb1ROb8FcSvP&SrcJTitle=HYDROLOGICAL+PROCESSES&SrcPubType=MD_FORMAT
2,"Fang, YL",Nov 26 2020 ,High-Performance Simulation of Dynamic Hydrologic Exchange and Implications for Surrogate Flow and Reactive Transport Modeling in a Large River Corridor,FRONTIERS IN WATER,"Hydrologic exchange flows (HEFs) have environmental significance in riverine ecosystems. Key river channel factors that influence the spatial and temporal variations of HEFs include river stage, riverbed morphology, and riverbed hydraulic conductivity. However, their impacts on HEFs were often evaluated independently or on small scales. In this study, we numerically evaluated the combined interactions of these factors on HEFs using a high-performance simulator, PFLOTRAN, for subsurface flow and transport. The model covers 51 square kilometers of a selected river corridor with large sinuosity along the Hanford Reach of the Columbia River in Washington, US. Three years of spatially distributed hourly river stages were applied to the riverbed. Compared to the simulation when riverbed heterogeneity is not ignored, the simulation using homogeneous riverbed conductivity underestimated HEFs, especially upwelling from lateral features, and overestimated the mean residence times derived from particle tracking. To derive a surrogate model for the river corridor, we amended the widely used transient storage model (TSM) for riverine solute study at reach scale with reactions. By treating the whole river corridor as a batch reactor, the temporal changes in the exchange rate coefficient for the TSM were derived from the dynamic residence time estimated from the hourly PFLOTRAN results. The TSM results were evaluated against the effective concentrations in the hyporheic zone calculated from the PFLOTRAN simulations. Our results show that there is potential to parameterize surrogate models such as TSM amended with biogeochemical reactions while incorporating small-scale process understandings and the signature of time-varying streamflow to advance the mechanistic understanding of river corridor processes at reach to watershed scales. However, the assumption of a well-mixed storage zone for TSM should be revisited when redox-sensitive reactions in the storage zones play important roles in river corridor functioning.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000659459900001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2B564211%26rft.atitle%3DHigh-Performance%2BSimulation%2Bof%2BDynamic%2BHydrologic%2BExchange%2Band%2BImplications%2Bfor%2BSurrogate%2BFlow%2Band%2BReactive%2BTransport%2BModeling%2Bin%2Ba%2BLarge%2BRiver%2BCorridor%26rft.aufirst%3DYilin%26rft.auinit%3DYL%26rft.aulast%3DFang%26rft.date%3D2020%26rft_id%3Dinfo%3Adoi%2F10.3389%252Ffrwa.2020.564211%26rft.eissn%3D2624-9375%26rft.genre%3Darticle%26rft.jtitle%3DFRONTIERS%2BIN%2BWATER%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DFRONT%2BWATER%26rft.volume%3D2%26rft.au%3DFang%252C%2BYL%26rft.au%3DSong%252C%2BXH%26rft.au%3DScheibe%252C%2BTD&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C9340pYd4oZb1ROb8FcSvP&SrcJTitle=FRONTIERS+IN+WATER&SrcPubType=MD_FORMAT
3,"Karadurmus, E",Apr 2004 ,Dynamic simulation and parameter estimation in river streams,ENVIRONMENTAL TECHNOLOGY,"Predictions and quality management issues for environmental protection in river basins rely on water-quality models. The key step in model calibration and verification is obtaining the right values of the model parameters. Current practice in model calibration is such that the reaction coefficients are adjusted by trial-and-error until the predicted values and measured data are within a pre-selected margin of error, and this may be a very time consuming task. This study is directed towards developing a parameter estimation strategy coupled with the simulation of water quality models so that the heavy burden of finding reaction rate coefficients is overcome. Dynamic mass balances for different forms of nitrogen and phosphorus, biological oxygen demand, dissolved oxygen, coliforms, nonconservative constituent and algae were written for a single computational element. The model parameters conforming to those in QUAL2E water quality model were estimated by a nonlinear multi-response parameter estimation strategy coupled with a stiff integrator. Yesihrmak river basin around the city of Amasya in Turkey served as the prototype system for the model development. Samples were collected simultaneously from two stations, and concentrations of many water-quality constituents were determined either on-site or in laboratory. This dynamic data was then used for numerical parameter estimation during computer simulation. When the model was simulated with the estimated parameters, it was seen that the model was quite able to predict the dynamics of major water quality constituents. It is concluded that the proposed method shows promise for automatically generating reliable estimates of model parameters.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000223168500010,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DDynamic%2Bsimulation%2Band%2Bparameter%2Bestimation%2Bin%2Briver%2Bstreams%26rft.aufirst%3DE%26rft.auinit%3DE%26rft.aulast%3DKaradurmus%26rft.date%3D2004%26rft_id%3Dinfo%3Adoi%2F10.1080%252F09593332508618456%26rft.epage%3D479%26rft.genre%3Darticle%26rft.issn%3D0959-3330%26rft.issue%3D4%26rft.jtitle%3DENVIRONMENTAL%2BTECHNOLOGY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D471-479%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D471%26rft.stitle%3DENVIRON%2BTECHNOL%26rft.volume%3D25%26rft.au%3DKaradurmus%252C%2BE%26rft.au%3DBerber%252C%2BR&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C9340pYd4oZb1ROb8FcSvP&SrcJTitle=ENVIRONMENTAL+TECHNOLOGY&SrcPubType=MD_FORMAT
4,"Guo, F",May 2016 ,Distribution and stable isotopic compositions of organic carbon in surface sediments in hyporheic zone of karst springs,ENVIRONMENTAL EARTH SCIENCES,"Frequently exchange of substance and energy in karst hyporheic zone may cause rapidly degeneration of groundwater environment. Hyporheic zone delineation and its nutrients exchange quantification are quite difficult in karst spring. To evaluate the source of organic matter (OM) and its environmental indication, 45 surface sediments were collected in a karst pool to determine the content of grain size, total organic carbon, total nitrogen, and stable isotope. C/N ratios showed that 83 % of OM is autochthonous source, but the contribution of OM carried by surface water backflow cannot be ignored. A high C/N ratios zone could be found in the tail of the pool. This is ascribed to surface river backflowing in extremely high water level. delta C-13 of OM ranged from -29.27 to -22.40 %, and they were consistent with isotope of local hydrophyte in the spring. Combined with elemental analysis, isotopic composition, grain size distribution and human activities, detailed water environmental function zones in the pool were defined; especially, the active hyporheic zone was determined. Our data reveal that the nature and distribution of OM are complex and dynamic in a karst hyporheic zone. Organic biogeochemistry may play more important role and drive the evolution of aquatic environment.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000376589500003,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2B850%26rft.atitle%3DDistribution%2Band%2Bstable%2Bisotopic%2Bcompositions%2Bof%2Borganic%2Bcarbon%2Bin%2Bsurface%2Bsediments%2Bin%2Bhyporheic%2Bzone%2Bof%2Bkarst%2Bsprings%26rft.aufirst%3DFang%26rft.auinit%3DF%26rft.aulast%3DGuo%26rft.date%3D2016%26rft_id%3Dinfo%3Adoi%2F10.1007%252Fs12665-016-5672-8%26rft.eissn%3D1866-6299%26rft.genre%3Darticle%26rft.issn%3D1866-6280%26rft.issue%3D10%26rft.jtitle%3DENVIRONMENTAL%2BEARTH%2BSCIENCES%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DENVIRON%2BEARTH%2BSCI%26rft.volume%3D75%26rft.au%3DGuo%252C%2BF%26rft.au%3DWang%252C%2BWK%26rft.au%3DHuang%252C%2BSY&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C9340pYd4oZb1ROb8FcSvP&SrcJTitle=ENVIRONMENTAL+EARTH+SCIENCES&SrcPubType=MD_FORMAT
5,"Leach, JA",Feb 28 2011 ,Stream temperature dynamics in two hydrogeomorphically distinct reaches,HYDROLOGICAL PROCESSES,"The objective of this study was to analyse stream temperature variability during summer in relation to both surface heat exchanges and reach-scale hydrology for two hydrogeomorphically distinct reaches. The study focused on a 1.5-km wildfire-disturbed reach of Fishtrap Creek located north of Kamloops, British Columbia. Streamflow measurements and longitudinal surveys of electrical conductivity and water chemistry indicated that the upper 750 m of the study reach was dominated by flow losses. A spring discharged into the stream at 750 m below the upper reach boundary. Below the spring, the stream was neutral to losing on three measurement days, but gained flow on a fourth day that followed a rain event. Continuous stream temperature measurements typically revealed a downstream warming along the upper 750 m of the study reach on summer days, followed by a pronounced cooling associated with the spring, with little downstream change below the spring. Modelled surface energy exchanges were similar over the upper and lower sub-reaches, and thus cannot explain the differences in longitudinal temperature patterns. Application of a Lagrangian stream temperature model provided reasonably accurate predictions for the upper sub-reach. For the lower sub-reach, accurate prediction required specification of concurrent flow losses and gains as a hydrological boundary condition. These findings are consistent with differences in the hydrogeomorphology of the upper and lower sub-reaches. The modelling exercise indicated that substantial errors in predicted stream temperature can occur by representing stream-surface exchange as a reach-averaged one-directional flux computed from differences in streamflow between the upper and lower reach boundaries. Further research should focus on reliable methods for quantifying spatial variations in reach-scale hydrology. Copyright (C) 2010 John Wiley & Sons, Ltd.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000288034600002,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DStream%2Btemperature%2Bdynamics%2Bin%2Btwo%2Bhydrogeomorphically%2Bdistinct%2Breaches%26rft.aufirst%3DJ.%2BA.%26rft.auinit%3DJA%26rft.aulast%3DLeach%26rft.date%3D2011%26rft_id%3Dinfo%3Adoi%2F10.1002%252Fhyp.7854%26rft.eissn%3D1099-1085%26rft.epage%3D690%26rft.genre%3Darticle%26rft.issn%3D0885-6087%26rft.issue%3D5%26rft.jtitle%3DHYDROLOGICAL%2BPROCESSES%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D679-690%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D679%26rft.stitle%3DHYDROL%2BPROCESS%26rft.volume%3D25%26rft.au%3DLeach%252C%2BJA%26rft.au%3DMoore%252C%2BRD&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C9340pYd4oZb1ROb8FcSvP&SrcJTitle=HYDROLOGICAL+PROCESSES&SrcPubType=MD_FORMAT
6,"Chen, HL",Sep 1 2020 ,Extraction of connected river networks from multi-temporal remote sensing imagery using a path tracking technique,REMOTE SENSING OF ENVIRONMENT,"Precise delineation of river networks is important for accurate hydrological and flood modelling. Whilst remote sensing (RS) has showed great potential in monitoring hydrological changes over space and time, the existing RS-based methods extract river networks based on local morphologies and seldom take into account the overall hydrological connectivity of the rivers. The existing methods also commonly neglect the effect of seasonal variation of water surfaces and the existence of temporary water bodies, which deteriorate the precision of positioning river networks. To address these challenges, a new two-stage method is developed to Extract spatiotemporal variation of water surfaces based on Multi-temporal remote sensing Imagery and Delineate connected river networks with improved accuracy (EMID method for short) using a path tracking technique. The EMID method delineates connected river networks using (a) multi-temporal imagery and a Random Forest model to synoptically map the location and extent of water surfaces under different hydrological conditions, and (b) an optimization algorithm to find the best river paths based on water-occurrence frequency. Four drainage basins with various river morphologies are considered to validate EMID. Comparing with alternative methods, the EMID method consistently produces river network results with improved accuracy in terms of stream location, river coverage and network connectivity.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000537691800026,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2B111868%26rft.atitle%3DExtraction%2Bof%2Bconnected%2Briver%2Bnetworks%2Bfrom%2Bmulti-temporal%2Bremote%2Bsensing%2Bimagery%2Busing%2Ba%2Bpath%2Btracking%2Btechnique%26rft.aufirst%3DHuili%26rft.auinit%3DHL%26rft.aulast%3DChen%26rft.date%3D2020%26rft_id%3Dinfo%3Adoi%2F10.1016%252Fj.rse.2020.111868%26rft.eissn%3D1879-0704%26rft.genre%3Darticle%26rft.issn%3D0034-4257%26rft.jtitle%3DREMOTE%2BSENSING%2BOF%2BENVIRONMENT%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DREMOTE%2BSENS%2BENVIRON%26rft.volume%3D246%26rft.au%3DChen%252C%2BHL%26rft.au%3DLiang%252C%2BQH%26rft.au%3DRen%252C%2BTY&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C9340pYd4oZb1ROb8FcSvP&SrcJTitle=REMOTE+SENSING+OF+ENVIRONMENT&SrcPubType=MD_FORMAT
7,"Caruso, A",May 28 2017 ,"Biofilm-induced bioclogging produces sharp interfaces in hyporheic flow, redox conditions, andmicrobial community structure",GEOPHYSICAL RESEARCH LETTERS,"Riverbed sediments host important biogeochemical processes that play a key role in nutrient dynamics. Sedimentary nutrient transformations are mediated by bacteria in the form of attached biofilms. The influence of microbial metabolic activity on the hydrochemical conditions within the hyporheic zone is poorly understood. We present a hydrobiogeochemical model to assess how the growth of heterotrophic and autotrophic biomass affects the transport and transformation of dissolved nitrogen compounds in bed form-induced hyporheic zones. Coupling between hyporheic exchange, nitrogen metabolism, and biomass growth leads to an equilibrium between permeability reduction and microbial metabolism that yields shallow hyporheic flows in a region with low permeability and high rates of microbial metabolism near the stream-sediment interface. The results show that the bioclogging caused by microbial growth can constrain rates and patterns of hyporheic fluxes and microbial transformation rate in many streams.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000404131900065,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DBiofilm-induced%2Bbioclogging%2Bproduces%2Bsharp%2Binterfaces%2Bin%2Bhyporheic%2Bflow%252C%2Bredox%2Bconditions%252C%2Bandmicrobial%2Bcommunity%2Bstructure%26rft.aufirst%3DAlice%26rft.auinit%3DA%26rft.aulast%3DCaruso%26rft.date%3D2017%26rft_id%3Dinfo%3Adoi%2F10.1002%252F2017GL073651%26rft.eissn%3D1944-8007%26rft.epage%3D4925%26rft.genre%3Darticle%26rft.issn%3D0094-8276%26rft.issue%3D10%26rft.jtitle%3DGEOPHYSICAL%2BRESEARCH%2BLETTERS%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D4917-4925%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D4917%26rft.stitle%3DGEOPHYS%2BRES%2BLETT%26rft.volume%3D44%26rft.au%3DCaruso%252C%2BA%26rft.au%3DBoano%252C%2BF%26rft.au%3DPackman%252C%2BA&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C9340pYd4oZb1ROb8FcSvP&SrcJTitle=GEOPHYSICAL+RESEARCH+LETTERS&SrcPubType=MD_FORMAT
8,"Gomez-Velez, JD",Dec 2015 ,Denitrification in the Mississippi River network controlled by flow through river bedforms,NATURE GEOSCIENCE,"Increasing nitrogen concentrations in the world's major rivers have led to over-fertilization of sensitive downstream waters(1-4). Flow through channel bed and bank sediments acts to remove riverine nitrogen through microbe-mediated denitrification reactions(5-10). However, little is understood about where in the channel network this biophysical process is most efficient, why certain channels are more effective nitrogen reactors, and how management practices can enhance the removal of nitrogen in regions where water circulates through sediment and mixes with groundwater-hyporheic zones(8,11,12). Here we present numerical simulations of hyporheic flow and denitrification throughout the Mississippi River network using a hydrogeomorphic model. We find that vertical exchange with sediments beneath the riverbed in hyporheic zones, driven by submerged bedforms, has denitrification potential that far exceeds lateral hyporheic exchange with sediments alongside river channels, driven by river bars and meandering banks. We propose that geomorphic differences along river corridors can explain why denitrification efficiency varies between basins in the Mississippi River network. Our findings suggest that promoting the development of permeable bedforms at the streambed-and thus vertical hyporheic exchange-would be more effective at enhancing river denitrification in large river basins than promoting lateral exchange through induced channel meandering.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000367200200017,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DDenitrification%2Bin%2Bthe%2BMississippi%2BRiver%2Bnetwork%2Bcontrolled%2Bby%2Bflow%2Bthrough%2Briver%2Bbedforms%26rft.aufirst%3DJesus%2BD.%26rft.auinit%3DJD%26rft.aulast%3DGomez-Velez%26rft.date%3D2015%26rft_id%3Dinfo%3Adoi%2F10.1038%252FNGEO2567%26rft.eissn%3D1752-0908%26rft.epage%3DU75%26rft.genre%3Darticle%26rft.issn%3D1752-0894%26rft.issue%3D12%26rft.jtitle%3DNATURE%2BGEOSCIENCE%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D941-U75%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D941%26rft.stitle%3DNAT%2BGEOSCI%26rft.volume%3D8%26rft.au%3DGomez-Velez%252C%2BJD%26rft.au%3DHarvey%252C%2BJ%26rft.au%3DKiel%252C%2BB&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C9340pYd4oZb1ROb8FcSvP&SrcJTitle=NATURE+GEOSCIENCE&SrcPubType=MD_FORMAT
9,"Nian, TK",Jun 2021 ,Numerical investigation on the evolution of landslide-induced river blocking using coupled DEM-CFD,COMPUTERS AND GEOTECHNICS,"This paper presents a two-way coupled discrete element method (DEM) and computational fluid dynamics (CFD) scheme to quantitatively investigate the evolution of landslide-induced river blocking. The particle?fluid interaction is considered by exchanging interaction forces, such as drag force, buoyancy force, and lift force, which are essential for describing the evolution of river blocking. The coupled DEM-CFD scheme is first benchmarked by comparing the settling velocities of particles with different diameters with corresponding experiments. The scheme is then employed to investigate the effects of river flow velocity, river water depth, landslide velocity, and landslide volume on the evolution of river blocking. Based on the understanding of the river blocking mechanism, we propose a river blockage coefficient (Ic) to predict the river blocking. The results indicate that river water reduces the mean normal contact force of landslide particles, leading to river water quickly washing them away. The deposit velocity along the direction of the river valley is positively correlated with river water depth and river flow velocity but negatively correlated with the initial landslide velocity and landslide mass volume. The study indicates that when Ic > 1, a river is completely blocked. Otherwise, a river is unblocked or partially blocked.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000647557900006,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2B104101%26rft.atitle%3DNumerical%2Binvestigation%2Bon%2Bthe%2Bevolution%2Bof%2Blandslide-induced%2Briver%2Bblocking%2Busing%2Bcoupled%2BDEM-CFD%26rft.aufirst%3DTing-kai%26rft.auinit%3DTK%26rft.aulast%3DNian%26rft.date%3D2021%26rft_id%3Dinfo%3Adoi%2F10.1016%252Fj.compgeo.2021.104101%26rft.eissn%3D1873-7633%26rft.genre%3Darticle%26rft.issn%3D0266-352X%26rft.jtitle%3DCOMPUTERS%2BAND%2BGEOTECHNICS%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DCOMPUT%2BGEOTECH%26rft.volume%3D134%26rft.au%3DNian%252C%2BTK%26rft.au%3DWu%252C%2BH%26rft.au%3DZhang%252C%2BYJ&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C9340pYd4oZb1ROb8FcSvP&SrcJTitle=COMPUTERS+AND+GEOTECHNICS&SrcPubType=MD_FORMAT
