,First author,Year,Title,Journal,Abstract,wos_link,fulltext_link
0,"Harper, SE",National Meeting of the British-Hydrological-Society (BHS),The complexities of measuring fine sediment accumulation within gravel-bed rivers,RIVER RESEARCH AND APPLICATIONS,,https://www.webofscience.com/wos/woscc/full-record/WOS:000417916000007,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DThe%2Bcomplexities%2Bof%2Bmeasuring%2Bfine%2Bsediment%2Baccumulation%2Bwithin%2Bgravel-bed%2Brivers%26rft.aufirst%3DS.%2BE.%26rft.auinit%3DSE%26rft.aulast%3DHarper%26rft.date%3D2017%26rft_id%3Dinfo%3Adoi%2F10.1002%252Frra.3198%26rft.eissn%3D1535-1467%26rft.epage%3D1584%26rft.genre%3Darticle%26rft.issn%3D1535-1459%26rft.issue%3D10%26rft.jtitle%3DRIVER%2BRESEARCH%2BAND%2BAPPLICATIONS%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D1575-1584%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D1575%26rft.stitle%3DRIVER%2BRES%2BAPPL%26rft.volume%3D33%26rft.au%3DHarper%252C%2BSE%26rft.au%3DFoster%252C%2BIDL%26rft.au%3DPetts%252C%2BGE&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6FB6qKGEx7pPUPpORuxnW&SrcJTitle=RIVER+RESEARCH+AND+APPLICATIONS&SrcPubType=MD_FORMAT
1,"Mustafa, M",Sep 2018 ,Modeling Landscape Change Effects on Stream Temperature Using the Soil and Water Assessment Tool,WATER,"Stream temperature is one of the most important factors for regulating fish behavior and habitat. Therefore, models that seek to characterize stream temperatures, and predict their changes due to landscape and climatic changes, are extremely important. In this study, we extend a mechanistic stream temperature model within the Soil and Water Assessment Tool (SWAT) by explicitly incorporating radiative flux components to more realistically account for radiative heat exchange. The extended stream temperature model is particularly useful for simulating the impacts of landscape and land use change on stream temperatures using SWAT. The extended model is tested for the Marys River, a western tributary of the Willamette River in Oregon. The results are compared with observed stream temperatures, as well as previous model estimates (without radiative components), for different spatial locations within the Marys River watershed. The results show that the radiative stream temperature model is able to simulate increased stream temperatures in agricultural sub-basins compared with forested sub-basins, reflecting observed data. However, the effect is overestimated, and more noise is generated in the radiative model due to the inclusion of highly variable radiative forcing components. The model works at a daily time step, and further research should investigate modeling at hourly timesteps to further improve the temporal resolution of the model. In addition, other watersheds should be tested to improve and validate the model in different climates, landscapes, and land use regimes.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000448821900035,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2B1143%26rft.atitle%3DModeling%2BLandscape%2BChange%2BEffects%2Bon%2BStream%2BTemperature%2BUsing%2Bthe%2BSoil%2Band%2BWater%2BAssessment%2BTool%26rft.aufirst%3DMamoon%26rft.auinit%3DM%26rft.aulast%3DMustafa%26rft.date%3D2018%26rft_id%3Dinfo%3Adoi%2F10.3390%252Fw10091143%26rft.eissn%3D2073-4441%26rft.genre%3Darticle%26rft.issue%3D9%26rft.jtitle%3DWATER%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DWATER-SUI%26rft.volume%3D10%26rft.au%3DMustafa%252C%2BM%26rft.au%3DBarnhart%252C%2BB%26rft.au%3DFicklin%252C%2BD&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6FB6qKGEx7pPUPpORuxnW&SrcJTitle=WATER&SrcPubType=MD_FORMAT
2,"Steinebach, G",2nd International Conference on Advanced Computational Methods in Engineering,Mechanisms of coupling in river flow simulation systems,JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS,,https://www.webofscience.com/wos/woscc/full-record/WOS:000222317300045,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DMechanisms%2Bof%2Bcoupling%2Bin%2Briver%2Bflow%2Bsimulation%2Bsystems%26rft.aufirst%3DG%26rft.auinit%3DG%26rft.aulast%3DSteinebach%26rft.date%3D2004%26rft_id%3Dinfo%3Adoi%2F10.1016%252Fj.cam.2003.12.008%26rft.epage%3D470%26rft.genre%3Darticle%26rft.issn%3D0377-0427%26rft.issue%3D1-2%26rft.jtitle%3DJOURNAL%2BOF%2BCOMPUTATIONAL%2BAND%2BAPPLIED%2BMATHEMATICS%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D459-470%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D459%26rft.stitle%3DJ%2BCOMPUT%2BAPPL%2BMATH%26rft.volume%3D168%26rft.au%3DSteinebach%252C%2BG%26rft.au%3DRademacher%252C%2BS%26rft.au%3DSchulze%252C%2BM&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6FB6qKGEx7pPUPpORuxnW&SrcJTitle=JOURNAL+OF+COMPUTATIONAL+AND+APPLIED+MATHEMATICS&SrcPubType=MD_FORMAT
3,"Mathers, KL",Jun 2017 ,Benthic and hyporheic macroinvertebrate distribution within the heads and tails of riffles during baseflow conditions,HYDROBIOLOGIA,"The distribution of lotic fauna is widely acknowledged to be patchy reflecting the interaction between biotic and abiotic factors. In an in situ field study, the distribution of benthic and hyporheic invertebrates in the heads (downwelling) and tails (upwelling) of riffles were examined during stable baseflow conditions. Riffle heads were found to contain a greater proportion of interstitial fine sediment than riffle tails. Significant differences in the composition of benthic communities were associated with the amount of fine sediment. Riffle tail habitats supported a greater abundance and diversity of invertebrates sensitive to fine sediment such as EPT taxa. Shredder feeding taxa were more abundant in riffle heads suggesting greater availability of organic matter. In contrast, no significant differences in the hyporheic community were recorded between riffle heads and tails. We hypothesise that clogging of hyporheic interstices with fine sediments may have resulted in the homogenisation of the invertebrate community by limiting faunal movement into the hyporheic zone at both the riffle heads and tails. The results suggest that vertical hydrological exchange significantly influences the distribution of fine sediment and macroinvertebrate communities at the riffle scale.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000401474400002,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DBenthic%2Band%2Bhyporheic%2Bmacroinvertebrate%2Bdistribution%2Bwithin%2Bthe%2Bheads%2Band%2Btails%2Bof%2Briffles%2Bduring%2Bbaseflow%2Bconditions%26rft.aufirst%3DKate%2BL.%26rft.auinit%3DKL%26rft.aulast%3DMathers%26rft.date%3D2017%26rft_id%3Dinfo%3Adoi%2F10.1007%252Fs10750-017-3092-8%26rft.eissn%3D1573-5117%26rft.epage%3D30%26rft.genre%3Darticle%26rft.issn%3D0018-8158%26rft.issue%3D1%26rft.jtitle%3DHYDROBIOLOGIA%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D17-30%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D17%26rft.stitle%3DHYDROBIOLOGIA%26rft.volume%3D794%26rft.au%3DMathers%252C%2BKL%26rft.au%3DHill%252C%2BMJ%26rft.au%3DWood%252C%2BPJ&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6FB6qKGEx7pPUPpORuxnW&SrcJTitle=HYDROBIOLOGIA&SrcPubType=MD_FORMAT
4,"Zeinali, M",Jan 2020 ,Simulating Unsaturated Zone of Soil for Estimating the Recharge Rate and Flow Exchange Between a River and an Aquifer,WATER RESOURCES MANAGEMENT,"Coupling surface water and groundwater models dynamically based on a simultaneous simulation of saturated and unsaturated zones of soil is a useful method for determining the recharge rate and flow exchange between a river and an aquifer as well as simultaneous operation of water resources systems. Thus, the main objectives of this study are to investigate the effects of surface water and groundwater interactions through their systematic simulation and to create a dynamic coupling between surface water and groundwater resources of the area by relevant mathematical models. Accordingly, hydrologic soil moisture method and MODFLOW model were employed to simulate the unsaturated and saturated zones, respectively. The results revealed that simultaneous simulation of the saturated and unsaturated zones of the soil can illustrate the interaction between surface water and groundwater at any spatial and temporal intervals well through using complete hydroclimatological balance components in the form of a coupled model. The application of this method in the Loor-Andimeshk Plain, located in the southwest of Iran, showed that aquifer recharge through the plain area from November to March is due to precipitation. On the other hand, in the warm months (June to September), the plain is merely fed through irrigation water penetration. As the level of river water in both Dez and Balarood rivers is higher than the Loor-Andimeshk aquifer level, hence the exchange occurs as a leakage from the river to the aquifer. The highest and lowest values of average exchangeable water in Balarood River occur in March and April and in Dez River are from June to September.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000505331800002,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DSimulating%2BUnsaturated%2BZone%2Bof%2BSoil%2Bfor%2BEstimating%2Bthe%2BRecharge%2BRate%2Band%2BFlow%2BExchange%2BBetween%2Ba%2BRiver%2Band%2Ban%2BAquifer%26rft.aufirst%3DMasoomeh%26rft.auinit%3DM%26rft.aulast%3DZeinali%26rft.date%3D2020%26rft_id%3Dinfo%3Adoi%2F10.1007%252Fs11269-019-02458-7%26rft.eissn%3D1573-1650%26rft.epage%3D443%26rft.genre%3Darticle%26rft.issn%3D0920-4741%26rft.issue%3D1%26rft.jtitle%3DWATER%2BRESOURCES%2BMANAGEMENT%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D425-443%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D425%26rft.stitle%3DWATER%2BRESOUR%2BMANAG%26rft.volume%3D34%26rft.au%3DZeinali%252C%2BM%26rft.au%3DAzari%252C%2BA%26rft.au%3DHeidari%252C%2BMM&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6FB6qKGEx7pPUPpORuxnW&SrcJTitle=WATER+RESOURCES+MANAGEMENT&SrcPubType=MD_FORMAT
5,"Jimenez-Fernandez, O",Feb 2022 ,Groundwater-surface water exchange as key control for instream and groundwater nitrate concentrations along a first-order agricultural stream,HYDROLOGICAL PROCESSES,"Lower-order streams (first- and second-order) define the initial, landscape-related, chemical signature of stream water in catchments. To date, first-order streams have been perceived as predominantly draining systems, which collect water and solutes from the surrounding groundwater and surface runoff and simply mirror the chemical composition of the inputs. In this study, the impact of stream-groundwater exchange fluxes on water chemistry of a first order agricultural stream (Schonbrunnen) and its connected groundwater in south-western Germany was assessed combining Rn-222, dissolved ions (chloride, sulphate, nitrate), and salt tracer tests with investigations of stream discharge and groundwater hydraulic gradients. The findings suggest that stream-water chemistry in lower-order streams is governed by an intricate interplay between dynamic, bidirectional water and solute exchange between groundwater and the stream leading to a pronounced hydrologic turnover along the studied reaches. High nitrate concentrations (up to 79 mg/L as NO3-) in stream water were attenuated in downstream direction (a mean value of 39 mg/L) without an increase in discharge, suggesting that redox processes occurring during sediment passage in sequential infiltration and exfiltration zones affect stream water chemistry. Nitrate in stream water infiltrating into the aquifer at distinct losing spots was subject to denitrification within the first few decimetres of the streambed, while concurrent exfiltration of low-nitrate groundwater into the stream at gaining spots compensated for flow losses and in turn diluted instream nitrate concentrations. In summary the findings imply that (1) instream mixing resulting from the bidirectional exchange of water between groundwater and the stream (hydrologic turnover) affects instream nitrate concentrations, (2) denitrification in the streambed of losing reaches and the near-stream aquifer significantly contributes to reactive nitrate turnover and elimination, and (3) oxidation of ammonium could be a secondary source of nitrate inputs into the stream.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000760417000001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2Be14507%26rft.atitle%3DGroundwater-surface%2Bwater%2Bexchange%2Bas%2Bkey%2Bcontrol%2Bfor%2Binstream%2Band%2Bgroundwater%2Bnitrate%2Bconcentrations%2Balong%2Ba%2Bfirst-order%2Bagricultural%2Bstream%26rft.aufirst%3DOscar%26rft.auinit%3DO%26rft.aulast%3DJimenez-Fernandez%26rft.date%3D2022%26rft_id%3Dinfo%3Adoi%2F10.1002%252Fhyp.14507%26rft.eissn%3D1099-1085%26rft.genre%3Darticle%26rft.issn%3D0885-6087%26rft.issue%3D2%26rft.jtitle%3DHYDROLOGICAL%2BPROCESSES%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DHYDROL%2BPROCESS%26rft.volume%3D36%26rft.au%3DJimenez-Fernandez%252C%2BO%26rft.au%3DSchwientek%252C%2BM%26rft.au%3DFleckenstein%252C%2BJH&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6FB6qKGEx7pPUPpORuxnW&SrcJTitle=HYDROLOGICAL+PROCESSES&SrcPubType=MD_FORMAT
6,"Norton, SA",Sep 2000 ,Response of a first-order stream in Maine to short-term in-stream acidification,HYDROLOGY AND EARTH SYSTEM SCIENCES,"An experimental short-term acidification with HCl at a first-order stream in central Maine, USA was used to study processes controlling the changes in stream chemistry and to assess the ability of stream substrate to buffer pH. The streambed exerted a strong buffering capacity against pH change by ion exchange during the 6-hour acidification. Streambed substrates had substantial cation and anion exchange capacity in the pH range of 4.1 to 6.5. The ion exchange for cations and SO42- were rapid and reversible. The speed of release of cations from stream substrates was Na1+ > Ca2+ > Mg2+ > Aln+ > Be2+, perhaps relating to charge density of these cations. Ca2+ desorption dominated neutralisation of excess H+ for the first 2 hr. As the reservoir of exchangeable Ca diminished, desorption land possibly dissolution) of Al3+ became the dominant neutralising mechanism. The exchangeable land possibly soluble) reservoir of Al was not depleted during the 6-hour acidification. Sulphate adsorption during the acidification reduced the concentration of SO42- in stream water by as much as 20 mu eq L-1 (from 70 mu eq L-1). Desorption of SO42- and adsorption of base cat ions after the artificial acidification resulted in a prolongation of the pH depression. The streambed had the capacity to buffer stream water chemistry significantly during an acidifying event affecting the entire upstream catchment.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000167826900004,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DResponse%2Bof%2Ba%2Bfirst-order%2Bstream%2Bin%2BMaine%2Bto%2Bshort-term%2Bin-stream%2Bacidification%26rft.aufirst%3DSA%26rft.auinit%3DSA%26rft.aulast%3DNorton%26rft.date%3D2000%26rft_id%3Dinfo%3Adoi%2F10.5194%252Fhess-4-383-2000%26rft.epage%3D391%26rft.genre%3Darticle%26rft.issn%3D1027-5606%26rft.issue%3D3%26rft.jtitle%3DHYDROLOGY%2BAND%2BEARTH%2BSYSTEM%2BSCIENCES%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D383-391%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D383%26rft.stitle%3DHYDROL%2BEARTH%2BSYST%2BSC%26rft.volume%3D4%26rft.au%3DNorton%252C%2BSA%26rft.au%3DWagai%252C%2BR%26rft.au%3DRissberger%252C%2BFA&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6FB6qKGEx7pPUPpORuxnW&SrcJTitle=HYDROLOGY+AND+EARTH+SYSTEM+SCIENCES&SrcPubType=MD_FORMAT
7,"Teitelbaum, Y",Apr 2021 ,Dynamics of Hyporheic Exchange Flux and Fine Particle Deposition Under Moving Bedforms,WATER RESOURCES RESEARCH,"Deposition of fine suspended particles can reduce hyporheic exchange flux (HEF), which may result in impairment of various ecological processes. However, the dynamics of fine particle deposition and streambed clogging are still not well understood, especially when the bed is in motion. We conducted flume experiments to study the effects of coupled sand-clay dynamics on HEF with episodic (pulse) inputs of suspended kaolinite. Three experiments with a mobile sand bed and constant discharge were conducted with repeated injection of suspended kaolinite pulses at fixed concentration increments of 0.16, 0.41, and 0.66 g/L, respectively. HEF and participating porewater volume were assessed using tracer tests. Kaolinite deposition rates were inferred from turbidity measurements while deposition patterns were measured using core samples. We found that fine sediment primarily accumulated within a layer below the bedform scour zone, and that this layer was thicker when kaolinite was added in larger pulses. HEF declined linearly over time as kaolinite accumulated in the bed sediment; an increase of 0.1% kaolinite in the bed led to a decrease in HEF of 26.6 cm/day, regardless of the pulse concentration. However, the same kaolinite increase led to a reduction of 50% in participating pore volume for larger kaolinite pulses, versus only 30% for the smallest pulse. These results indicate that clogging occurs not just during and after high-flow events, but also under constant flow conditions in which episodic deposition of suspended clay by HEF leads to the formation of a low-conductivity layer in the bed.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000644063800063,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2Be2020WR028541%26rft.atitle%3DDynamics%2Bof%2BHyporheic%2BExchange%2BFlux%2Band%2BFine%2BParticle%2BDeposition%2BUnder%2BMoving%2BBedforms%26rft.aufirst%3DYoni%26rft.auinit%3DY%26rft.aulast%3DTeitelbaum%26rft.date%3D2021%26rft_id%3Dinfo%3Adoi%2F10.1029%252F2020WR028541%26rft.eissn%3D1944-7973%26rft.genre%3Darticle%26rft.issn%3D0043-1397%26rft.issue%3D4%26rft.jtitle%3DWATER%2BRESOURCES%2BRESEARCH%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DWATER%2BRESOUR%2BRES%26rft.volume%3D57%26rft.au%3DTeitelbaum%252C%2BY%26rft.au%3DDallmann%252C%2BJ%26rft.au%3DArnon%252C%2BS&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6FB6qKGEx7pPUPpORuxnW&SrcJTitle=WATER+RESOURCES+RESEARCH&SrcPubType=MD_FORMAT
8,"Andersen, DC",Jun 2018 ,"Flood effects on soil thermal regimes in contrasting cold-desert river floodplains (Yampa and Green rivers, Colorado)",ECOHYDROLOGY,"Heat transfer theory suggests that floodplain soils in dryland riverine ecosystems can be cooled by hyporheic flows generated during spring floods. I compared soil temperature cycles and associated hydrologic factors on a free-flowing river to those on a river where flows and surface water temperatures are now regulated. Spring surface water temperatures were comparable on the 2 rivers, as was apparent diffusivity of the soil under mature Populus fremontii in a year when severe drought produced similar soil moisture regimes. Over 9years of monitoring, mean annual maximum soil temperature was higher on the regulated river than on the free-flowing river (10cm depth: 33 vs. 23 degrees C; 40cm depth: 30 vs. 20 degrees C, respectively), and sinusoidal models of the annual temperature cycle at each depth indicated higher means and greater amplitudes on the regulated river. The annual maximum soil temperature was inversely related to peak flood discharge on the free-flowing river but not on the regulated river. Temporal shifts in the lag between diel cycles at 40 and 10cm depthsan index of soil thermal diffusivitysuggested that the capillary fringe is strongly involved in heat exchange. An increase in the lag during some water table declines suggested that shallow soils may undergo flood-induced evaporative cooling. Hyporheic recharge can be an ecologically important determinant of growing-season soil temperatures at plant rooting depth in dryland river floodplains. Reductions in spring flood magnitude due to river regulation, water abstraction, or climate change can increase these temperatures and thereby alter ecosystem structure and functioning.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000434219200005,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2Be1939%26rft.atitle%3DFlood%2Beffects%2Bon%2Bsoil%2Bthermal%2Bregimes%2Bin%2Bcontrasting%2Bcold-desert%2Briver%2Bfloodplains%2B%2528Yampa%2Band%2BGreen%2Brivers%252C%2BColorado%2529%26rft.aufirst%3DDouglas%2BC.%26rft.auinit%3DDC%26rft.aulast%3DAndersen%26rft.date%3D2018%26rft_id%3Dinfo%3Adoi%2F10.1002%252Feco.1939%26rft.eissn%3D1936-0592%26rft.genre%3Darticle%26rft.issn%3D1936-0584%26rft.issue%3D4%26rft.jtitle%3DECOHYDROLOGY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DECOHYDROLOGY%26rft.volume%3D11&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6FB6qKGEx7pPUPpORuxnW&SrcJTitle=ECOHYDROLOGY&SrcPubType=MD_FORMAT
9,"Briggs, MA",Jun 16 2015 ,A physical explanation for the development of redox microzones in hyporheic flow,GEOPHYSICAL RESEARCH LETTERS,"Recent observations reveal a paradox of anaerobic respiration occurring in seemingly oxic-saturated sediments. Here we demonstrate a residence time-based explanation for this paradox. Specifically, we show how microzones favorable to anaerobic respiration processes (e.g., denitrification, metal reduction, and methanogenesis) can develop in the embedded less mobile porosity of bulk-oxic hyporheic zones. Anoxic microzones develop when transport time from the streambed to the pore center exceeds a characteristic uptake time of oxygen. A two-dimensional pore-network model was used to quantify how anoxic microzones develop across a range of hyporheic flow and oxygen uptake conditions. Two types of microzones develop: flow invariant and flow dependent. The former is stable across variable hydrologic conditions, whereas the formation and extent of the latter are sensitive to flow rate and orientation. Therefore, pore-scale residence time heterogeneity, which can now be evaluated in situ, offers a simple explanation for anaerobic signals occurring in oxic pore waters.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000357511200020,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DA%2Bphysical%2Bexplanation%2Bfor%2Bthe%2Bdevelopment%2Bof%2Bredox%2Bmicrozones%2Bin%2Bhyporheic%2Bflow%26rft.aufirst%3DMartin%2BA.%26rft.auinit%3DMA%26rft.aulast%3DBriggs%26rft.date%3D2015%26rft_id%3Dinfo%3Adoi%2F10.1002%252F2015GL064200%26rft.eissn%3D1944-8007%26rft.epage%3D4410%26rft.genre%3Darticle%26rft.issn%3D0094-8276%26rft.issue%3D11%26rft.jtitle%3DGEOPHYSICAL%2BRESEARCH%2BLETTERS%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D4402-4410%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D4402%26rft.stitle%3DGEOPHYS%2BRES%2BLETT%26rft.volume%3D42%26rft.au%3DBriggs%252C%2BMA%26rft.au%3DDay-Lewis%252C%2BFD%26rft.au%3DHarvey%252C%2BJW&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6FB6qKGEx7pPUPpORuxnW&SrcJTitle=GEOPHYSICAL+RESEARCH+LETTERS&SrcPubType=MD_FORMAT
