,First author,Year,Title,Journal,Abstract,wos_link,fulltext_link
0,"Iepure, S",Nov 2022 ,Applying Electrical Resistivity Tomography and Biological Methods to Assess the Hyporheic Zone Water Exchanges in Two Mediterranean Stream Reaches,WATER,"The hyporheic zone (HZ) is a critical area of all river ecosystems. It is the area beneath the stream and adjacent to the stream, where the surface water and groundwater are mixed. The HZ extends both vertically and laterally depending on the sediment configuration, namely their porosity and permeability. This influences the hyporheic communities' structural pattern and their active dispersal among distinct rivers compartments and alluvial aquifers. It is still difficult to assess the spatial extent of the HZ and the distribution of the mixing zones. This study applies time-lapse images obtained using electrical resistivity tomography (ERT) of 20 m wide and 5 m deep alluvial streams, with regards to the structural pattern of hyporheic communities represented by cyclopoids and ostracods, in order to assess the extent of the HZ in the riverbed and the parafluvial sediment configurations. The ERT images obtained at the hyporheic Site 1 are characterized by alluvial deposits dominated by coarse and very coarse sands with resistivity values ranging from similar to 20 to 80 Ohm.m, indicating a permeable zone up to similar to 0.5 m thick and extending laterally for ca. 5 m from the channel and associated with the hyporheic zone. The sediment configurations, texture, and structure indicate an active surface-hyporheic water exchange and low water retention into the sediments. This is also indicated by the hyporheic copepods and ostracods communities' structure formed by a mixture of non-stygobites (five species) and stygobites (two species). A low-resistivity (<70 Ohm.m) permeable zone located 2.3 m below the streambed and unconnected with the river channel was also detected and associated with the associated alluvial aquifer. In contrast, the resistivity image at Site 2 dominated by coarse, medium, and very fine sands, shows a low-permeability zone in the upper similar to 0.5 m of the profile, with a resistivity value ranging from similar to 45 to 80 Ohm.m, indicating a reduced HZ extension in both vertical and lateral dimensions. Here the sediment configurations indicate that the water retention and interaction with the sediment is higher, reflected by more diverse hyporheic communities and with highly abundant stygobite species. The two examples show that non-invasive ERT images and biological assessments provide complementary and valuable information about the characterization of the sub-channel architecture and its potential hydraulic connection to the floodplain aquifer.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000881396100001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2B3396%26rft.atitle%3DApplying%2BElectrical%2BResistivity%2BTomography%2Band%2BBiological%2BMethods%2Bto%2BAssess%2Bthe%2BHyporheic%2BZone%2BWater%2BExchanges%2Bin%2BTwo%2BMediterranean%2BStream%2BReaches%26rft.aufirst%3DSanda%26rft.auinit%3DS%26rft.aulast%3DIepure%26rft.date%3D2022%26rft_id%3Dinfo%3Adoi%2F10.3390%252Fw14213396%26rft.eissn%3D2073-4441%26rft.genre%3Darticle%26rft.issue%3D21%26rft.jtitle%3DWATER%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DWATER-SUI%26rft.volume%3D14%26rft.au%3DIepure%252C%2BS%26rft.au%3DGomez-Ortiz%252C%2BD%26rft.au%3DDi%2BLorenzo%252C%2BT&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6FldGNzeASPObrgeEW1jI&SrcJTitle=WATER&SrcPubType=MD_FORMAT
1,"Boulton, AJ",Apr 2007 ,Hyporheic rehabilitation in rivers: restoring vertical connectivity,FRESHWATER BIOLOGY,"1. The hyporheic zone below the channel and banks of many rivers where surface water and ground water exchanges plays a crucial functional role in the biogeochemical transformation of water, mediated by active microbial biofilms. This zone also harbours assemblages of invertebrates that graze biofilms, contribute to secondary production, and can alter the porosity of the hyporheic zone through their movement or burrowing activities.2. Many human activities cause interstitial sedimentation or disrupt surface-groundwater hydrological linkages, impacting upon ecological processes in the hyporheic zone. However, strategies for river rehabilitation seldom explicitly consider the hyporheic zone or seek to restore lost vertical linkages with groundwater. Instead, restoration goals target surface, riparian or floodplain features even though current river ecosystem theory emphasises the three dimensions of hydrological connectivity. To guide effective, holistic river restoration, scientists and managers therefore need information on the mechanisms by which energy and material are transferred in the hyporheic zone and which ecosystem services are thus provided.3. Other gaps in our understanding of hyporheic zone rehabilitation include recruitment processes of the hyporheos and the relative importance of groups of hyporheic invertebrates in rivers differing in substratum size, disturbance frequency and groundwater linkages. Carefully designed experiments that assess responses to hyporheic rehabilitation strategies will provide valuable data at varying scales (e.g. distribution of hyporheic habitat types at the reach scale) for management as well as providing insights into the mechanisms controlling hyporheic invertebrate assemblages and ecological processes. Fully successful river rehabilitation must include restoration of vertical linkages between the river and its shallow groundwater aquifers.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000245280600004,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DHyporheic%2Brehabilitation%2Bin%2Brivers%253A%2Brestoring%2Bvertical%2Bconnectivity%26rft.aufirst%3DAndrew%2BJ.%26rft.auinit%3DAJ%26rft.aulast%3DBoulton%26rft.date%3D2007%26rft_id%3Dinfo%3Adoi%2F10.1111%252Fj.1365-2427.2006.01710.x%26rft.eissn%3D1365-2427%26rft.epage%3D650%26rft.genre%3Darticle%26rft.issn%3D0046-5070%26rft.issue%3D4%26rft.jtitle%3DFRESHWATER%2BBIOLOGY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D632-650%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D632%26rft.stitle%3DFRESHWATER%2BBIOL%26rft.volume%3D52&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6FldGNzeASPObrgeEW1jI&SrcJTitle=FRESHWATER+BIOLOGY&SrcPubType=MD_FORMAT
2,"Poole, GC",Jan 14 2022 ,"Hyporheic hydraulic geometry: Conceptualizing relationships among hyporheic exchange, storage, and water age",PLOS ONE,"Hyporheic exchange is now widely acknowledged as a key driver of ecosystem processes in many streams. Yet stream ecologists have been slow to adopt nuanced hydrologic frameworks developed and applied by engineers and hydrologists to describe the relationship between water storage, water age, and water balance in finite hydrosystems such as hyporheic zones. Here, in the context of hyporheic hydrology, we summarize a well-established mathematical framework useful for describing hyporheic hydrology, while also applying the framework heuristically to visualize the relationships between water age, rates of hyporheic exchange, and water volume within hyporheic zones. Building on this heuristic application, we discuss how improved accuracy in the conceptualization of hyporheic exchange can yield a deeper understanding of the role of the hyporheic zone in stream ecosystems. Although the equations presented here have been well-described for decades, our aim is to make the mathematical basis as accessible as possible and to encourage broader understanding among aquatic ecologists of the implications of tailed age distributions commonly observed in water discharged from and stored within hyporheic zones. Our quantitative description of ""hyporheic hydraulic geometry,"" associated visualizations, and discussion offer a nuanced and realistic understanding of hyporheic hydrology to aid in considering hyporheic exchange in the context of river and stream ecosystem science and management.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000812798500028,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2Be0262080%26rft.atitle%3DHyporheic%2Bhydraulic%2Bgeometry%253A%2BConceptualizing%2Brelationships%2Bamong%2Bhyporheic%2Bexchange%252C%2Bstorage%252C%2Band%2Bwater%2Bage%26rft.aufirst%3DGeoffrey%2BC.%26rft.auinit%3DGC%26rft.aulast%3DPoole%26rft.date%3D2022%26rft_id%3Dinfo%3Adoi%2F10.1371%252Fjournal.pone.0262080%26rft.genre%3Darticle%26rft.issn%3D1932-6203%26rft.issue%3D1%26rft.jtitle%3DPLOS%2BONE%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DPLOS%2BONE%26rft.volume%3D17%26rft.au%3DPoole%252C%2BGC%26rft.au%3DFogg%252C%2BSK%26rft.au%3DOakland%252C%2BHC&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6FldGNzeASPObrgeEW1jI&SrcJTitle=PLOS+ONE&SrcPubType=MD_FORMAT
3,"Lafont, M",8th International Symposium on Aquatic Oligochaeta,"Oligochaete communities in the hyporheic zone of a glacial river, the Roseg River, Switzerland",HYDROBIOLOGIA,,https://www.webofscience.com/wos/woscc/full-record/WOS:000173381100011,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DOligochaete%2Bcommunities%2Bin%2Bthe%2Bhyporheic%2Bzone%2Bof%2Ba%2Bglacial%2Briver%252C%2Bthe%2BRoseg%2BRiver%252C%2BSwitzerland%26rft.aufirst%3DM%26rft.auinit%3DM%26rft.aulast%3DLafont%26rft.date%3D2001%26rft_id%3Dinfo%3Adoi%2F10.1023%252FA%253A1013135120545%26rft.epage%3D81%26rft.genre%3Darticle%26rft.issn%3D0018-8158%26rft.jtitle%3DHYDROBIOLOGIA%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D75-81%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D75%26rft.stitle%3DHYDROBIOLOGIA%26rft.volume%3D463%26rft.au%3DLafont%252C%2BM%26rft.au%3DMalard%252C%2BF&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6FldGNzeASPObrgeEW1jI&SrcJTitle=HYDROBIOLOGIA&SrcPubType=MD_FORMAT
4,"STANLEY, EH",Mar 1993 ,HYDROLOGY AND THE DISTRIBUTION OF HYPORHEOS - PERSPECTIVES FROM A MESIC RIVER AND A DESERT STREAM,JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,"Our understanding of spatial and temporal dynamics of the distribution of the hyporheos can be considerably enhanced by an appreciation of surface-hyporheic hydrologic exchange. We illustrate this relationship using two case studies from very different lotic ecosystems: a large mesic river in France and an intermittent desert stream in Arizona. In both cases, there are strong correlations between direction and magnitude of hydrologic fluxes and the composition of hyporheic invertebrate assemblages. Hydrologists are likely to find that the distribution and abundance of hyporheos will provide useful corroborative data in studies of hyporheic flow dynamics, while ecologists should recognize the effects of hydrologic exchange between the surface stream and the hyporheic zone at a variety of scales. Thus hydrologic measurements of surface water and ground-water exchange should be included routinely in future studies of hyporheic invertebrate ecology. Such exchange controls the availability of nutrients, food, and dissolved gases to the hyporheos and indicates a mechanism whereby the subsurface component influences processes occurring in the rest of the lotic ecosystem.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:A1993KR24300010,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DHYDROLOGY%2BAND%2BTHE%2BDISTRIBUTION%2BOF%2BHYPORHEOS%2B-%2BPERSPECTIVES%2BFROM%2BA%2BMESIC%2BRIVER%2BAND%2BA%2BDESERT%2BSTREAM%26rft.aufirst%3DEH%26rft.auinit%3DEH%26rft.aulast%3DSTANLEY%26rft.date%3D1993%26rft_id%3Dinfo%3Adoi%2F10.2307%252F1467688%26rft.epage%3D83%26rft.genre%3Darticle%26rft.issn%3D0887-3593%26rft.issue%3D1%26rft.jtitle%3DJOURNAL%2BOF%2BTHE%2BNORTH%2BAMERICAN%2BBENTHOLOGICAL%2BSOCIETY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D79-83%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D79%26rft.stitle%3DJ%2BN%2BAM%2BBENTHOL%2BSOC%26rft.volume%3D12%26rft.au%3DSTANLEY%252C%2BEH%26rft.au%3DBOULTON%252C%2BAJ&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6FldGNzeASPObrgeEW1jI&SrcJTitle=JOURNAL+OF+THE+NORTH+AMERICAN+BENTHOLOGICAL+SOCIETY&SrcPubType=MD_FORMAT
5,"LeFebvre, S",Sep 2004 ,Stream regulation and nitrogen dynamics in sediment interstices: Comparison of natural and straightened sectors of a third-order stream,RIVER RESEARCH AND APPLICATIONS,"Nitrogen dynamics were studied in the interstitial environment (i.e. hyporheic zone) of a sandy-bottom stream in a rural landscape. A third-order stream in Brittany (France) was studied at 11 stations (riffles) to evaluate spatial patterns of water exchange between surface and interstitial habitats. More intensive sampling was conducted in three riffles selected according to their hydrological characteristics. Chemical characteristics (especially nitrogen) and microbial denitrification were studied at 12.5 and 25 cm depth upstream, and 25 cm depth downstream of each riffle. This study confirms that the interstitial habitat of a N-rich stream acts as a sink for the nitrate-nitrogen. Experimental manipulation of sediment cores indicates that denitrification is limited by carbon in surface (i.e. benthic) and by nitrate in hyporheic sediments. River regulation increases inputs of fine sediments, modifies river channel location, and generates changes in the spatial patterns of biogeochemical processes, water origins, and hydrologic exchanges. Copyright (C) 2004 John Wiley Sons, Ltd.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000223840200002,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DStream%2Bregulation%2Band%2Bnitrogen%2Bdynamics%2Bin%2Bsediment%2Binterstices%253A%2BComparison%2Bof%2Bnatural%2Band%2Bstraightened%2Bsectors%2Bof%2Ba%2Bthird-order%2Bstream%26rft.aufirst%3DS%26rft.auinit%3DS%26rft.aulast%3DLeFebvre%26rft.date%3D2004%26rft_id%3Dinfo%3Adoi%2F10.1002%252Frra.765%26rft.eissn%3D1535-1467%26rft.epage%3D512%26rft.genre%3Darticle%26rft.issn%3D1535-1459%26rft.issue%3D5%26rft.jtitle%3DRIVER%2BRESEARCH%2BAND%2BAPPLICATIONS%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D499-512%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D499%26rft.stitle%3DRIVER%2BRES%2BAPPL%26rft.volume%3D20%26rft.au%3DLeFebvre%252C%2BS%26rft.au%3DMarmonier%252C%2BP%26rft.au%3DPinay%252C%2BG&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6FldGNzeASPObrgeEW1jI&SrcJTitle=RIVER+RESEARCH+AND+APPLICATIONS&SrcPubType=MD_FORMAT
6,"Sherman, T",Mar 2019 ,A Dual Domain stochastic lagrangian model for predicting transport in open channels with hyporheic exchange,ADVANCES IN WATER RESOURCES,"The exchange of surface and subsurface waters plays an important role in understanding and predicting large scale transport processes in streams and rivers. Accurately capturing the influence of small-scale features associated with turbulent dispersion on exchange in an upscaled framework is necessary for developing reliable predictive models at the reach scale. In this work, we use high-fidelity direct numerical simulations (DNS) to fully resolve turbulent flow and hyporheic exchange in an open channel. We parameterize a 2D particle tracking model with the average DNS velocity and scalar diffusivity profiles. Breakthrough curves and rate of surface mass loss to the subsurface in both models agree after a sufficient distance downstream from particle injection. Finally we find that the travel time/distance joint pdf contains enough information to parameterize a 1D dual domain coupled Continuous Time Random Walk (ddc-CTRW) model that successfully reproduces the behavior of both the DNS and the 2D particle tracking model, allowing accurate prediction of breakthrough curves. Predicting breakthrough curves with a fully parameterized ddc-CTRW reduces cpu time by orders of magnitude when compared with DNS.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000458695600005,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DA%2BDual%2BDomain%2Bstochastic%2Blagrangian%2Bmodel%2Bfor%2Bpredicting%2Btransport%2Bin%2Bopen%2Bchannels%2Bwith%2Bhyporheic%2Bexchange%26rft.aufirst%3DThomas%26rft.auinit%3DT%26rft.aulast%3DSherman%26rft.date%3D2019%26rft_id%3Dinfo%3Adoi%2F10.1016%252Fj.advwatres.2019.01.007%26rft.eissn%3D1872-9657%26rft.epage%3D67%26rft.genre%3Darticle%26rft.issn%3D0309-1708%26rft.jtitle%3DADVANCES%2BIN%2BWATER%2BRESOURCES%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D57-67%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D57%26rft.stitle%3DADV%2BWATER%2BRESOUR%26rft.volume%3D125%26rft.au%3DSherman%252C%2BT%26rft.au%3DRoche%252C%2BKR%26rft.au%3DBolster%252C%2BD&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6FldGNzeASPObrgeEW1jI&SrcJTitle=ADVANCES+IN+WATER+RESOURCES&SrcPubType=MD_FORMAT
7,"Song, JX",Sep 15 2017 ,Variability in the vertical hyporheic water exchange affected by hydraulic conductivity and river morphology at a natural confluent meander bend,HYDROLOGICAL PROCESSES,"River confluences and their associated tributaries are key morphodynamic nodes that play important roles in controlling hydraulic geometry and hyporheic water exchange in fluvial networks. However, the existing knowledge regarding hyporheic water exchange associated with river confluence morphology is relatively scarce. On January 14 and 15, 2016, the general hydraulic and morphological characteristics of the confluent meander bend (CMB) between the Juehe River and the Haohe River in the southern region of Xi'an City, Shaanxi Province, China, were investigated. The patterns and magnitudes of vertical hyporheic water exchange (VHWE) were estimated based on a one-dimensional heat steady-state model, whereas the sediment vertical hydraulic conductivity (K-v) was calculated via in situ permeameter tests. The results demonstrated that 6 hydrodynamic zones and their extensions were observed at the CMB during the test period. These zones were likely controlled by the obtuse junction angle and low momentum flux ratio, influencing the sediment grain size distribution of the CMB. The VHWE patterns at the test site during the test period mostly showed upwelling flow dominated by regional groundwater discharging into the river. The occurrence of longitudinal downwelling and upwelling patterns along the meander bend at the CMB was likely subjected to the comprehensive influences of the local sinuosity of the meander bend and regional groundwater discharge and finally formed regional and local flow paths. Additionally, in dominated upwelling areas, the change in VHWE magnitudes was nearly consistent with that in K-v values, and higher values of both variables generally occurred in erosional zones near the thalweg paths of the CMB, which were mostly made up of sand and gravel. This was potentially caused by the erosional and depositional processes subjected to confluence morphology. Furthermore, lower K-v values observed in downwelling areas at the CMB were attributed to sediment clogging caused by local downwelling flow. The confluence morphology and sediment K-v are thus likely the driving factors that cause local variations in the VHWE of fluvial systems.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000408341800008,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DVariability%2Bin%2Bthe%2Bvertical%2Bhyporheic%2Bwater%2Bexchange%2Baffected%2Bby%2Bhydraulic%2Bconductivity%2Band%2Briver%2Bmorphology%2Bat%2Ba%2Bnatural%2Bconfluent%2Bmeander%2Bbend%26rft.aufirst%3DJinxi%26rft.auinit%3DJX%26rft.aulast%3DSong%26rft.date%3D2017%26rft_id%3Dinfo%3Adoi%2F10.1002%252Fhyp.11265%26rft.eissn%3D1099-1085%26rft.epage%3D3420%26rft.genre%3Darticle%26rft.issn%3D0885-6087%26rft.issue%3D19%26rft.jtitle%3DHYDROLOGICAL%2BPROCESSES%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D3407-3420%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D3407%26rft.stitle%3DHYDROL%2BPROCESS%26rft.volume%3D31%26rft.au%3DSong%252C%2BJX%26rft.au%3DZhang%252C%2BGT%26rft.au%3DDou%252C%2BXY&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6FldGNzeASPObrgeEW1jI&SrcJTitle=HYDROLOGICAL+PROCESSES&SrcPubType=MD_FORMAT
8,"Lv, JZ",Nov 2022 ,Numerical simulation of hyporheic exchange driven by an emergent vegetation patch,HYDROLOGICAL PROCESSES,"Vegetation patches increase the pressure gradient of local channels and can create an uneven pressure distribution at the water-sediment interface, thereby driving hyporheic exchange. However, this process has rarely been discussed. We investigated the spatiotemporal characteristics of hyporheic exchange under the influence of multiple factors. A bidirectional coupling model of the overlying water and sediment with an emergent vegetation patch was adopted. The results show that hyporheic exchange driven by vegetation patches are spatially heterogeneous. The active area of hyporheic exchange was concentrated directly below the vegetation patch. A finger flow was formed at the edge of the active hyporheic exchange zone as the exchange took place. Furthermore, intermittent downward solute transport path (IDSTP) was formed downstream of the vegetation patch, and the exchange rate was one order of magnitude smaller than that of the hyporheic exchange active zone. Hyporheic exchange occurred at the stem and patch scales when the vegetation density was relatively high. There was a logarithmic relationship between the hyporheic exchange flux and sediment permeability, and a power function relationship existed between the hyporheic exchange flux and Reynolds number. The active area of hyporheic exchange will help predict pollutant transport and understand vegetation's nutrient absorption process. IDSTP will provide references for vegetation patch expansion.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000884484200001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2Be14756%26rft.atitle%3DNumerical%2Bsimulation%2Bof%2Bhyporheic%2Bexchange%2Bdriven%2Bby%2Ban%2Bemergent%2Bvegetation%2Bpatch%26rft.aufirst%3DJianzhang%26rft.auinit%3DJZ%26rft.aulast%3DLv%26rft.date%3D2022%26rft_id%3Dinfo%3Adoi%2F10.1002%252Fhyp.14756%26rft.eissn%3D1099-1085%26rft.genre%3Darticle%26rft.issn%3D0885-6087%26rft.issue%3D11%26rft.jtitle%3DHYDROLOGICAL%2BPROCESSES%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DHYDROL%2BPROCESS%26rft.volume%3D36%26rft.au%3DLv%252C%2BJZ%26rft.au%3DGao%252C%2BXP%26rft.au%3DSun%252C%2BBW&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6FldGNzeASPObrgeEW1jI&SrcJTitle=HYDROLOGICAL+PROCESSES&SrcPubType=MD_FORMAT
9,"Long, SL",Mar 30 2014 ,Variation of stream temperature among mesoscale habitats within stream reaches: southern Appalachians,HYDROLOGICAL PROCESSES,"Stream mesoscale habitats have systematic topographic relationships to hyporheic flow patterns, which may create predictable temperature variation between mesoscale habitat types. We investigated whether systematic differences in temperature metrics occurred between mesoscale habitats within reaches of small streams tributary to the upper Little Tennessee River, southern Appalachians. Surface water temperature was recorded over three or four mid-summer days in four mesoscale habitat types: riffle, main riffle, pool and alcove in 44 stream segments (sites). Temperature metrics were calculated for each mesoscale habitat relative to the mean value of the metric over the stream: maximum temperature, average maximum temperature and maximum daily variation and also for each site: standard deviation of the maximum temperature and average diurnal variation (ADV). Sites were categorized as fully or partially forested. Pool tailouts had statistically significantly lower maximum temperature and average maximum temperature than riffle tailouts in partially forested sites, although differences were small. This was the opposite of what was expected in the presence of hyporheic exchange, indicating hyporheic exchange is not a dominant driver of mesoscale habitat temperatures at these sites. Temperature differences between mesoscale habitat units were small and unlikely to have ecological significance. We also evaluated relationships between stream temperature and riparian condition, watershed % impervious surfaces, watershed % non-forested and elevation. ADV and standard deviation of the maximum temperature were significantly higher in partially forested sites, indicating that partially forested sites have greater temperature ranges and spatial variation of maximum temperatures. ADV decreased with elevation and increased with % impervious surfaces. Copyright (c) 2013 John Wiley & Sons, Ltd.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000333023900001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DVariation%2Bof%2Bstream%2Btemperature%2Bamong%2Bmesoscale%2Bhabitats%2Bwithin%2Bstream%2Breaches%253A%2Bsouthern%2BAppalachians%26rft.aufirst%3DS.%2BLynsey%26rft.auinit%3DSL%26rft.aulast%3DLong%26rft.date%3D2014%26rft_id%3Dinfo%3Adoi%2F10.1002%252Fhyp.9818%26rft.eissn%3D1099-1085%26rft.epage%3D3052%26rft.genre%3Darticle%26rft.issn%3D0885-6087%26rft.issue%3D7%26rft.jtitle%3DHYDROLOGICAL%2BPROCESSES%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D3041-3052%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D3041%26rft.stitle%3DHYDROL%2BPROCESS%26rft.volume%3D28%26rft.au%3DLong%252C%2BSL%26rft.au%3DJackson%252C%2BCR&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6FldGNzeASPObrgeEW1jI&SrcJTitle=HYDROLOGICAL+PROCESSES&SrcPubType=MD_FORMAT
