,First author,Year,Title,Journal,Abstract,wos_link,fulltext_link
0,"Brunke, M",Sep 1999 ,Hyporheic invertebrates-the clinal nature of interstitial communities structured by hydrological exchange and environmental gradients,JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,"We investigated the environmental factors that control the local composition and distribution of hyporheic invertebrates within the sediments of a 3rd-order prealpine gravel-bed. stream (Toss River, Switzerland). We focused on faunal gradients as functions of environmental conditions reflecting 1) hydrological exchange patterns, 2) sediment depths, 3) physicochemical and fine particle gradients, and 4) interactions between these 3 factors;Three clustered sets of steel piezometers were installed at 4 depths in the sediment (20, 50, 100 150 cm) at locations with distinctly different types of hydrological exchange (infiltration, exfiltration, horizontal advection) to obtain samples of the fauna and the physicochemical and sedimentological conditions.Sixty taxa were identified, the most abundant of which were cyclopoid copepods (33%), ostracods (23%), and chironomids (11%). Total animal density patterns were strongly related to the ratio of particulate organic carbon to total fine particles (POC/TFP) which explained 63% of the variation in abundance within the sediment. Gradients in hyporheic community structure corresponded most to changes in POC/TFP, hydrological variables, and distance between the surface and groundwater habitats. Interstitial POC/TFP was determined mainly by the interaction between sediment depth and type of hydrological exchange in conjunction with season. The POC/TFP optima for individual taxa indicated that the depth to which epigean taxa penetrate sediments may be restricted by availability of the food resource, which decreases with decreasing POC/TFP, Therefore, the proportion of fine inorganic particles appears to be a critical determinant of the availability of food resources for interstitial invertebrates.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000083837900003,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DHyporheic%2Binvertebrates-the%2Bclinal%2Bnature%2Bof%2Binterstitial%2Bcommunities%2Bstructured%2Bby%2Bhydrological%2Bexchange%2Band%2Benvironmental%2Bgradients%26rft.aufirst%3DM%26rft.auinit%3DM%26rft.aulast%3DBrunke%26rft.date%3D1999%26rft_id%3Dinfo%3Adoi%2F10.2307%252F1468448%26rft.epage%3D362%26rft.genre%3Darticle%26rft.issn%3D0887-3593%26rft.issue%3D3%26rft.jtitle%3DJOURNAL%2BOF%2BTHE%2BNORTH%2BAMERICAN%2BBENTHOLOGICAL%2BSOCIETY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D344-362%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D344%26rft.stitle%3DJ%2BN%2BAM%2BBENTHOL%2BSOC%26rft.volume%3D18%26rft.au%3DBrunke%252C%2BM%26rft.au%3DGonser%252C%2BT&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0B4D3jWybG240azZugnCgwX&SrcJTitle=JOURNAL+OF+THE+NORTH+AMERICAN+BENTHOLOGICAL+SOCIETY&SrcPubType=MD_FORMAT
1,"Haddou, K",Jul 2018 ,"A large-scale study of hyporheic nitrate dynamics in a semi-arid catchment, the Tafna River, in Northwest Algeria",ENVIRONMENTAL EARTH SCIENCES,"Very few studies have evaluated the role of the hyporheic zone (HZ) in aquatic ecosystem functioning or the factors driving hyporheic exchange flows on a large scale, especially in a semi-arid environment such as the Tafna watershed in Algeria. To understand this role through time and space, hydrogeochemical parameters, particularly nitrate concentrations (NO3-N), were measured monthly between February 2013 and April 2014 in surface water (SW), interstitial water (IW) and groundwater (GW) along a 170-km stretch from the river's source to the outlet into the main stream of the Tafna River and its Isser and Chouly tributaries. The significant longitudinal evolution of NO3-N in the HZ was related to stream order and distance from the source. Moreover, the study indicated a significant difference between nitrate concentrations in the riffles (R) and pools (P) of the Tafna wadi. Principal component analysis (PCA) revealed the considerable impact of agriculture on nitrate concentrations. This study indicated on a large scale that nitrate-rich HZ contributed to increasing surface nitrate concentrations in upwelling sites and could be an important nitrate source for downstream SW, particularly during low-water (LW) periods when the Tafna can run dry on the surface. Thus, these results underline the importance of hyporheic zones functioning to the water quality of the watershed (process of enrichment and retention of nitrogen).Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000437868400003,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2B520%26rft.atitle%3DA%2Blarge-scale%2Bstudy%2Bof%2Bhyporheic%2Bnitrate%2Bdynamics%2Bin%2Ba%2Bsemi-arid%2Bcatchment%252C%2Bthe%2BTafna%2BRiver%252C%2Bin%2BNorthwest%2BAlgeria%26rft.aufirst%3DKarima%26rft.auinit%3DK%26rft.aulast%3DHaddou%26rft.date%3D2018%26rft_id%3Dinfo%3Adoi%2F10.1007%252Fs12665-018-7673-2%26rft.eissn%3D1866-6299%26rft.genre%3Darticle%26rft.issn%3D1866-6280%26rft.issue%3D13%26rft.jtitle%3DENVIRONMENTAL%2BEARTH%2BSCIENCES%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DENVIRON%2BEARTH%2BSCI%26rft.volume%3D77%26rft.au%3DHaddou%252C%2BK%26rft.au%3DBendaoud%252C%2BA%26rft.au%3DTaleb%252C%2BA&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0B4D3jWybG240azZugnCgwX&SrcJTitle=ENVIRONMENTAL+EARTH+SCIENCES&SrcPubType=MD_FORMAT
2,"Kurz, MJ",Mar 2015 ,Diffusion and seepage-driven element fluxes from the hyporheic zone of a karst river,FRESHWATER SCIENCE,"The hyporheic zone (HZ) can be an important source of solutes to streams. Hyporheic solute fluxes are commonly dominated by advective exchange. However, fluxes from the HZ also may include diffusion and upward advection of ground water from underlying aquifers. We compared the relative importance of these transport mechanisms on solute budgets of a large, spring-fed river in north-central Florida using measurements of spring, river, and porewater chemistry, hydraulic gradients, and sediment hydraulic conductivity, and dilution of an injected dye (Rhodamine WT). Downstream increases in Fe, soluble reactive P (SRP), Ca2+, and Cl- concentrations of the river water suggest solute sources in addition to the major source springs. Shallow porewater concentrations of Fe, Mn, Ca2+, SRP, and Cl- were elevated relative to the river. Calculations of Fickian diffusion based on concentration gradients of these solutes indicate diffusion could account for the downstream increase in Fe concentration but only 5% of the downstream increase in SRP and <0.1% of the increases in Ca2+ and Cl-. Downstream decreases in Mn concentrations reflect in-stream retention despite predicted diffusion. Dye-trace results indicate that approximate to 13% of the river discharge originates from sources other than the major springs. Measured head gradients and low sediment hydraulic conductivity suggest vertical groundwater flow through the HZ is small. We used the SRP budget to partition the additional groundwater inputs between seepage through the HZ (approximate to 3% of river discharge) and flow paths that bypass the HZ (approximate to 10% of total river discharge). Flow paths that bypass the HZ dominated additional water delivery to the river, but diffusion, resulting from steep chemical gradients and low-permeability sediments, is an important mechanism for transporting solutes from the HZ to the river.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000349995000016,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DDiffusion%2Band%2Bseepage-driven%2Belement%2Bfluxes%2Bfrom%2Bthe%2Bhyporheic%2Bzone%2Bof%2Ba%2Bkarst%2Briver%26rft.aufirst%3DMarie%2BJ.%26rft.auinit%3DMJ%26rft.aulast%3DKurz%26rft.date%3D2015%26rft_id%3Dinfo%3Adoi%2F10.1086%252F679654%26rft.eissn%3D2161-9565%26rft.epage%3D221%26rft.genre%3Darticle%26rft.issn%3D2161-9549%26rft.issue%3D1%26rft.jtitle%3DFRESHWATER%2BSCIENCE%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D206-221%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D206%26rft.stitle%3DFRESHW%2BSCI%26rft.volume%3D34%26rft.au%3DKurz%252C%2BMJ%26rft.au%3DMartin%252C%2BJB%26rft.au%3DHensley%252C%2BRT&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0B4D3jWybG240azZugnCgwX&SrcJTitle=FRESHWATER+SCIENCE&SrcPubType=MD_FORMAT
3,"Knapp, JLA",Feb 2017 ,Tracer-based characterization of hyporheic exchange and benthic biolayers in streams,WATER RESOURCES RESEARCH,"Shallow benthic biolayers at the top of the streambed are believed to be places of enhanced biogeochemical turnover within the hyporheic zone. They can be investigated by reactive stream tracer tests with tracer recordings in the streambed and in the stream channel. Common in-stream measurements of such reactive tracers cannot localize where the processing primarily takes place, whereas isolated vertical depth profiles of solutes within the hyporheic zone are usually not representative of the entire stream. We present results of a tracer test where we injected the conservative tracer bromide together with the reactive tracer resazurin into a third-order stream and combined the recording of in-stream breakthrough curves with multidepth sampling of the hyporheic zone at several locations. The transformation of resazurin was used as an indicator of metabolism, and high-reactivity zones were identified from depth profiles. The results from our subsurface analysis indicate that the potential for tracer transformation (i.e., the reaction rate constant) varied with depth in the hyporheic zone. This highlights the importance of the benthic biolayer, which we found to be on average 2 cm thick in this study, ranging from one third to one half of the full depth of the hyporheic zone. The reach-scale approach integrated the effects of processes along the reach length, isolating hyporheic processes relevant for whole-stream chemistry and estimating effective reaction rates.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000398568800032,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DTracer-based%2Bcharacterization%2Bof%2Bhyporheic%2Bexchange%2Band%2Bbenthic%2Bbiolayers%2Bin%2Bstreams%26rft.aufirst%3DJulia%2BL.%2BA.%26rft.auinit%3DJLA%26rft.aulast%3DKnapp%26rft.date%3D2017%26rft_id%3Dinfo%3Adoi%2F10.1002%252F2016WR019393%26rft.eissn%3D1944-7973%26rft.epage%3D1594%26rft.genre%3Darticle%26rft.issn%3D0043-1397%26rft.issue%3D2%26rft.jtitle%3DWATER%2BRESOURCES%2BRESEARCH%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D1575-1594%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D1575%26rft.stitle%3DWATER%2BRESOUR%2BRES%26rft.volume%3D53%26rft.au%3DKnapp%252C%2BJLA%26rft.au%3DGonzalez-Pinzon%252C%2BR%26rft.au%3DHarvey%252C%2BJW&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0B4D3jWybG240azZugnCgwX&SrcJTitle=WATER+RESOURCES+RESEARCH&SrcPubType=MD_FORMAT
4,"Sun, RK",Oct 2022 ,The Influence Research on Nitrogen Transport and Reaction in the Hyporheic Zone with an In-Stream Structure,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,"The hyporheic zone (HZ) is important for river ecological restoration as the main zone with nitrogen biochemical processes. The engineering of river ecological restoration can significantly change the hydrodynamics, as well as solute transport and reaction processes, but it is still not fully understood. In this study, nitrogen transport and reaction processes were analyzed in the HZ with an in-stream weir structure. An HZ model was built, and three reactions were considered with different design parameters of the weir structure and different permeability characteristics of porous media. The results show that a structure with a greater height on the overlying surface water enables the species to break through deeper porous media. It promotes the mean spatial reaction rates of nitrification and denitrification and results in increased net denitrification in most cases. In addition, increasing the burial depth of the structure leads to the same variation trends in the mean spatial reaction rates as increasing the structure height. Larger permeability coefficients in porous media can enhance flow exchange and increase mean spatial reaction rates. The results can help deepen the understanding of nitrogen transport and transformation in the HZ and optimize the design parameters and location of the in-stream structure.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000866923700001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2B12695%26rft.atitle%3DThe%2BInfluence%2BResearch%2Bon%2BNitrogen%2BTransport%2Band%2BReaction%2Bin%2Bthe%2BHyporheic%2BZone%2Bwith%2Ban%2BIn-Stream%2BStructure%26rft.aufirst%3DRuikang%26rft.auinit%3DRK%26rft.aulast%3DSun%26rft.date%3D2022%26rft_id%3Dinfo%3Adoi%2F10.3390%252Fijerph191912695%26rft.eissn%3D1660-4601%26rft.genre%3Darticle%26rft.issue%3D19%26rft.jtitle%3DINTERNATIONAL%2BJOURNAL%2BOF%2BENVIRONMENTAL%2BRESEARCH%2BAND%2BPUBLIC%2BHEALTH%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DINT%2BJ%2BENV%2BRES%2BPUB%2BHE%26rft.volume%3D19%26rft.au%3DSun%252C%2BRK%26rft.au%3DDong%252C%2BJW%26rft.au%3DFeng%252C%2BJH&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0B4D3jWybG240azZugnCgwX&SrcJTitle=INTERNATIONAL+JOURNAL+OF+ENVIRONMENTAL+RESEARCH+AND+PUBLIC+HEALTH&SrcPubType=MD_FORMAT
5,"Kuriata-Potasznik, A",Dec 2021 ,Role of River-Lake System Sediments and Microbial Activity in the Hyporheic Zone,WATER,"The effect of river-lake systems on the surface water self-purification process is a significant and not fully recognised scientific issue. The conditions prevailing in the hyporheic zone of these ecosystems are of great importance in the process of component exchange between water and sediments. The aim of this study was to investigate the influence of the type of sediments located at the bottom of the riverbed being part of a river-lake system on microbial activity in the hyporheic zone. An ex situ experiment was used to study the microbiological activity and the transformation of components in the collected river sediments. It was found that the specific properties of sediments varied depending on their location in the riverbed between the lakes comprising the system and that the prevailing meteorological conditions can also have an effect on microbial activity in the hyporheic zone, e.g., aerobic conditions. These conditions determined the intensity of component conversion in the sediments due to microbial metabolism. A closer understanding of the processes occurring in the hyporheic zone may allow the processes of water self-purification within river-lake systems to be supported in the future, which will contribute to the improvement of surface water quality.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000737362200001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2B3499%26rft.atitle%3DRole%2Bof%2BRiver-Lake%2BSystem%2BSediments%2Band%2BMicrobial%2BActivity%2Bin%2Bthe%2BHyporheic%2BZone%26rft.aufirst%3DAngela%26rft.auinit%3DA%26rft.aulast%3DKuriata-Potasznik%26rft.date%3D2021%26rft_id%3Dinfo%3Adoi%2F10.3390%252Fw13243499%26rft.eissn%3D2073-4441%26rft.genre%3Darticle%26rft.issue%3D24%26rft.jtitle%3DWATER%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DWATER-SUI%26rft.volume%3D13%26rft.au%3DKuriata-Potasznik%252C%2BA%26rft.au%3DSzymczyk%252C%2BS%26rft.au%3DKobus%252C%2BS&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0B4D3jWybG240azZugnCgwX&SrcJTitle=WATER&SrcPubType=MD_FORMAT
6,"Rasines-Ladero, R",Jun 2016 ,Parent lithology and organic matter influence the hyporheic biota of two Mediterranean rivers in central Spain,LIMNETICA,"The hyporheic zone of stream ecosystems, located at the transition between surface channel and ground waters, exhibits patchy discontinuity on a longitudinal transect and induces changes in the structure and functioning of biotic communities. Nevertheless, the factors that influence biotic communities along spatial and temporal gradients remain poorly understood. This study aimed to characterise the diversity and spatial pattern distribution of Cyclopoida and Ostracoda from the hyporheic zone in relation to the riverbed sediment structure and the quantity of organic matter in two second-order rivers in central Spain, whose alluvium is derived from materials of contrasting geology (siliceous vs. carbonates). Both streams were found to be characterised by marked habitat heterogeneity along the hyporheic flow path, as reflected by the different lithology, riverbed permeability and distinct hyporheic biota assemblages. The results indicate that the alluvium riverbeds dominated by carbonates rocks and associated with high permeable riverbeds had slightly diverse hyporheic assemblages (25 species in all) with species of mixed ecology (stygobites/stygophiles/stygoxenes). Conversely, the siliceous alluvium riverbeds with low mineralised waters, associated with reduced permeability and relatively less active surface/ground water exchanges, displayed slightly lower diversity (23 species) with assemblages exclusively composed of stygophiles/stygoxenes. The results highlight the role of the riverbed substratum for the hyporheic biota and provide forthcoming approaches for depicting surface subsurface hydrological exchanges.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000379198200002,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DParent%2Blithology%2Band%2Borganic%2Bmatter%2Binfluence%2Bthe%2Bhyporheic%2Bbiota%2Bof%2Btwo%2BMediterranean%2Brivers%2Bin%2Bcentral%2BSpain%26rft.aufirst%3DRuben%26rft.auinit%3DR%26rft.aulast%3DRasines-Ladero%26rft.date%3D2016%26rft.eissn%3D1989-1806%26rft.epage%3D36%26rft.genre%3Darticle%26rft.issn%3D0213-8409%26rft.issue%3D1%26rft.jtitle%3DLIMNETICA%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D19-36%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D19%26rft.stitle%3DLIMNETICA%26rft.volume%3D35%26rft.au%3DRasines-Ladero%252C%2BR%26rft.au%3DIepure%252C%2BS&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0B4D3jWybG240azZugnCgwX&SrcJTitle=LIMNETICA&SrcPubType=MD_FORMAT
7,"Ren, J",Jun 1 2020 ,Model-Based Analysis of the Effects of Rippled Bed Morphologies on Hyporheic Exchange,JOURNAL OF HYDROLOGIC ENGINEERING,"Groundwater-surface water (GW-SW) exchange processes are important due to their critical role in controlling the transport of pollutants and ecologically related materials in rivers. In this paper, the surface water-groundwater coupling models of five wavy riverbed topographies were developed, and surface water velocity and pressure distribution under different wavy bed surface morphologies were studied. The upflows and downflows of sediment-water interface (SWI) were determined and quantified; in addition, the depth of hyporheic exchange and the locations of slow flow points were obtained. The obtained results showed that rippled bed morphologies disturbed the surface water flow field and separated adherent water flow at the water-sediment interface. The slope angle of water-slope of rippled beds was negatively correlated with the pressure of the water-sediment interface and positively correlated with flow velocity at the peak of the rippled bed. Upwelling and downwelling distributions basically depended on the geometry of the riverbed and did not change by changing the surface water velocity. The crest was a stable demarcation point between upflows and downflows, and the hyporheic exchange flux was negatively correlated with the angle of sloping slope. A stagnation zone existed in the hyporheic zone where both lateral and vertical flow velocity components approached zero, and its depth was similar to the depth of hyporheic zone. A lateral stagnation zone was located near the boundary of the reverse exchange zone in the hyporheic zone, and vertical stagnation zones were located on both sides of the maximum pressure of the water-sediment interface.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000527795100004,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2B04020023%26rft.atitle%3DModel-Based%2BAnalysis%2Bof%2Bthe%2BEffects%2Bof%2BRippled%2BBed%2BMorphologies%2Bon%2BHyporheic%2BExchange%26rft.aufirst%3DJie%26rft.auinit%3DJ%26rft.aulast%3DRen%26rft.date%3D2020%26rft_id%3Dinfo%3Adoi%2F10.1061%252F%2528ASCE%2529HE.1943-5584.0001931%26rft.eissn%3D1943-5584%26rft.genre%3Darticle%26rft.issn%3D1084-0699%26rft.issue%3D6%26rft.jtitle%3DJOURNAL%2BOF%2BHYDROLOGIC%2BENGINEERING%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DJ%2BHYDROL%2BENG%26rft.volume%3D25%26rft.au%3DRen%252C%2BJ%26rft.au%3DZhao%252C%2BB&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0B4D3jWybG240azZugnCgwX&SrcJTitle=JOURNAL+OF+HYDROLOGIC+ENGINEERING&SrcPubType=MD_FORMAT
8,"Wang, WZ",Mar 2018 ,The influence of hyporheic upwelling fluxes on inorganic nitrogen concentrations in the pore water of the Weihe River,ECOLOGICAL ENGINEERING,"Hyporheic zone is an important region of nitrogen removal in river systems. Hyporheic exchange generally leads to heterogeneous redox environments, which are conducive to nitrogen transformation. This study seeks to determine the influence of hyporheic upwelling fluxes on inorganic nitrogen (NH4+, NO3-, and NO2-) concentrations in the sediment pore water of the Weihe River, China. The patterns and magnitudes of hyporheic water exchange on 12 August 2016 were derived by a one-dimensional heat transport model, and inorganic nitrogen concentrations in the pore water, surface water, and groundwater were obtained. The results indicated that hyporheic water exchange was characterized by upwelling at each point during the test period. Moreover, NH4+ dominated the hyporheic zone from 0 to 45 cm, likely due to organic nitrogen mineralization. Additionally, a non-linear relationship was observed between NH4+ concentrations and upwelling fluxes. This relationship was derived by analyzing the effect of upwelling on biogeochemical activity and nitrogen transformation. Notably, increasing upwelling fluxes less than 400 mm/d resulted in high NH4+ concentrations, whereas fluxes exceeding 400 mm/d led to low NH4+ concentrations. Overall, the variations in inorganic nitrogen associated with hyporheic water exchange are of great importance for controlling nitrogen pollution and maintaining sustainable health in river systems.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000424938300014,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DThe%2Binfluence%2Bof%2Bhyporheic%2Bupwelling%2Bfluxes%2Bon%2Binorganic%2Bnitrogen%2Bconcentrations%2Bin%2Bthe%2Bpore%2Bwater%2Bof%2Bthe%2BWeihe%2BRiver%26rft.aufirst%3DWeize%26rft.auinit%3DWZ%26rft.aulast%3DWang%26rft.date%3D2018%26rft_id%3Dinfo%3Adoi%2F10.1016%252Fj.ecoleng.2017.12.012%26rft.eissn%3D1872-6992%26rft.epage%3D115%26rft.genre%3Darticle%26rft.issn%3D0925-8574%26rft.jtitle%3DECOLOGICAL%2BENGINEERING%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D105-115%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D105%26rft.stitle%3DECOL%2BENG%26rft.volume%3D112%26rft.au%3DWang%252C%2BWZ%26rft.au%3DSong%252C%2BJX%26rft.au%3DZhang%252C%2BY&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0B4D3jWybG240azZugnCgwX&SrcJTitle=ECOLOGICAL+ENGINEERING&SrcPubType=MD_FORMAT
9,"Norbury, MT",Apr 2022 ,"The effect of riparian pool-riffles on the hydrochemistry of hyporheic habitats: The River Esk, Yorkshire, UK",ECOHYDROLOGY,"European Union Water Framework Directive (WFD) (2000/60/EC) waterbody statuses are often derived from the assemblage of mixed-taxon organisms found within bed sediments. Yet no routine water chemistry samples are taken from riverbed substrate, despite many interstitial species being dependant on specific physicochemical conditions. This paper examines water and nutrient exchanges between stream and substrate, the hyporheic zone, and the consequent alteration to the chemistry of interstitial and in-stream waters, which in turn leads to small-scale but significant changes in habitat. Bed topography, principally a pool-riffle sequence, was surveyed and hydraulically sampled to examine the hyporheic flow pathways generated between the stream, substrate, and groundwater-creating an ecotone. Hyporheic zone, in-stream and groundwater hydrochemistry, and hydraulic measures were assessed at a braided woodland river reach using a dense monitoring approach. The findings demonstrate that through a 23-m pool-riffle sequence, where water infiltrates at the riffle-head and subsequently exfiltrates at the riffle-tail, there is a 5% reduction in mean in-stream nitrate-N and a 73% reduction in hyporheic zone concentration. When calcium-enriched riffle-tail exfiltrate meets riffle-runoff water that is turbulently oxygenated from riffle-flow, an interstitial redoxcline is created. Dissolved oxygen nocturnally drops, with photosynthetic rate reduction, which causes hyporheic nitrate-N to double its daytime concentration. The results are related to the Yorkshire River Esk freshwater pearl mussels, Margaritifera margaritifera Linnaeus (1758), a declining endangered species. At present, scant monitoring of interstitial hydrochemistry and diurnal change across stream and substrate occurs.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000765373000001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2Be2407%26rft.atitle%3DThe%2Beffect%2Bof%2Briparian%2Bpool-riffles%2Bon%2Bthe%2Bhydrochemistry%2Bof%2Bhyporheic%2Bhabitats%253A%2BThe%2BRiver%2BEsk%252C%2BYorkshire%252C%2BUK%26rft.aufirst%3DMichael%2BT.%26rft.auinit%3DMT%26rft.aulast%3DNorbury%26rft.date%3D2022%26rft_id%3Dinfo%3Adoi%2F10.1002%252Feco.2407%26rft.eissn%3D1936-0592%26rft.genre%3Darticle%26rft.issn%3D1936-0584%26rft.issue%3D3%26rft.jtitle%3DECOHYDROLOGY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DECOHYDROLOGY%26rft.volume%3D15%26rft.au%3DNorbury%252C%2BMT%26rft.au%3DBracken%252C%2BLJ%26rft.au%3DBurt%252C%2BTP&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0B4D3jWybG240azZugnCgwX&SrcJTitle=ECOHYDROLOGY&SrcPubType=MD_FORMAT
